"","logFC","logCPM","F","PValue","FDR"
"Rpl27a",-2.89255518141321,11.3205945293716,75.7455030316931,2.41324777776546e-09,2.12444978635177e-05
"Cpne7",-2.87710547212978,11.3201543203469,50.0907572567198,3.16703903749519e-09,2.12444978635177e-05
"Sst",-2.49964480254531,11.2933488068141,46.6213413191489,3.91446996806701e-08,0.000175055096971957
"Vdac2",-2.51047048467954,11.3135306033447,62.6700370308826,6.32612671317722e-07,0.00212178289959964
"Ttr",1.83034732898305,11.2699077929895,41.1304778067378,9.75134530389487e-06,0.0243042844374356
"Slc25a4",-2.19126529087766,11.4304746320994,25.4480827776849,1.13350875520777e-05,0.0243042844374356
"Snrnp70",-2.03765614379337,11.639101019162,19.6482665335287,1.26811263463066e-05,0.0243042844374356
"H3f3a",-2.18670253188364,11.321474550967,41.4755861910752,2.00024187759274e-05,0.0335440562872302
"Dync1i1",-1.810297214071,11.3115784279157,35.4018091543431,3.05720291401396e-05,0.045572704771568
"Gabra2",-2.08963573772083,11.3334357030194,29.4054016508465,3.78688809686867e-05,0.0481882175446822
"Rps16",-1.90707444526022,11.4205819354342,21.3573991164402,3.95103155181503e-05,0.0481882175446822
