"","logFC","logCPM","F","PValue","FDR"
"Rpl8",-2.85432875037612,10.3861160229778,135.713436190159,3.40845703851599e-29,5.4681876268912e-25
"Oaz1",-2.71507401263945,10.3746834066432,119.522197842277,3.06781250516822e-22,2.46084580102069e-18
"Hnrnpa2b1",-2.15717068878676,10.5958435482594,96.9723631010679,8.0160903869237e-22,4.2867379359139e-18
"AC149090.1",-1.93037793673389,11.0409836035536,79.1808529576441,2.94973719663199e-18,1.0352863183832e-14
"Fam212b",2.11223779849596,10.4104954160573,78.9386240403605,3.30236774663877e-18,1.0352863183832e-14
"Npy",2.60288896928457,10.2295461334655,83.3683357845323,4.24164208743665e-18,1.0352863183832e-14
"Camk2d",-2.21741820745413,10.4978233298528,78.267011086937,4.51723756696529e-18,1.0352863183832e-14
"Sncb",-2.2269003283085,10.4696588105647,76.3795441489965,1.09088636142655e-17,2.14626271846881e-14
"Ntng1",-2.41826680860721,10.4864802443795,76.1685291528389,1.20403692988963e-17,2.14626271846881e-14
"AC124490.1",-2.55970142048414,10.2439047436769,114.265210337744,1.68656635027443e-17,2.70575839574527e-14
"Dync1i1",-2.31243932221174,10.343670407069,86.163907077909,9.98995461702617e-17,1.45698947200864e-13
"Atp5g3",-2.47037555545829,10.3064217483705,93.2085394068308,6.7084202896899e-16,8.68904697334355e-13
"Pdlim7",-1.97525646231547,10.536618180904,67.5144549519016,7.04092817138104e-16,8.68904697334355e-13
"Ly6h",-2.148642439429,10.346408702691,73.5326424089354,9.51244107847297e-16,1.0900578015853e-12
"Syt1",-1.47956977930849,12.0081684571029,65.1444191088305,2.16151463252376e-15,2.31181194997192e-12
"Mblac2",-2.12838743811931,10.3100294835233,80.5528148559431,5.01344709546955e-15,4.84874641979789e-12
"Slc25a4",-2.0487924140618,10.3582840706791,70.4697061578517,5.13798473705442e-15,4.84874641979789e-12
"Nnat",-2.0545893518888,10.3332409240236,62.1935512838818,8.77530930899509e-15,7.55203971906915e-12
"Actb",-1.82981322788876,10.6449389353477,62.1535223755897,8.94401013914566e-15,7.55203971906915e-12
"C130073E24Rik",-1.87760527764886,10.3146752411163,58.175185758157,5.96404697656109e-14,4.78406028224848e-11
"Rps16",-1.80890664137335,10.4192977643239,57.2289298688102,9.37892818958775e-14,7.16505452121697e-11
"Pgrmc1",-2.10477095382654,10.2989106697284,73.7763756321303,2.14344880250829e-13,1.56306132448366e-10
"Cpne7",-1.81495294070606,10.3238495734859,56.9433463797148,4.26410082827089e-13,2.97430302556304e-10
"Cltc",-1.70573992624688,10.5076483489475,53.5758496398122,5.41354211743749e-13,3.61872734125207e-10
"Ptma",-2.11778193114334,10.2015118553588,108.473008105011,8.70175525639906e-13,5.58409038313641e-10
"Usp11",-1.87021930291023,10.3372087718236,59.767864092807,1.03892689628606e-12,6.41057853735277e-10
"Cst3",-2.57744168027245,10.3265607924678,67.4766947483538,1.40891443011912e-12,8.37156081570406e-10
"Trps1",-1.85750295058057,10.314873718531,50.6227735939844,2.24728180050294e-12,1.28761221162388e-09
"Timm13",-1.97939676509079,10.1835641671322,114.947503912851,3.40480729271831e-12,1.88356287576137e-09
"Syngr3",-2.0130212730068,10.2866888808608,69.0596144628892,6.32031132917394e-12,3.37989182179792e-09
"Tmem59l",-1.80629379038159,10.3879995296202,51.6144816743616,8.31862282406005e-12,4.30502148278695e-09
"Ndufs7",-1.92180949603846,10.2349297495442,77.8766722074835,1.0018436620219e-11,5.0226805843179e-09
"Arnt",-1.82036662736674,10.3273000985246,55.7808173679536,1.68082886014958e-11,8.17137497072112e-09
"5330434G04Rik",-1.47979629437054,10.8102138181894,46.270557152198,1.85081805963307e-11,8.73313945020392e-09
"Atp6v0c",-1.61042271953326,10.8279616344313,46.1218570529969,1.98953274496286e-11,9.11944966498263e-09
"Lhfpl3",-1.87375382143022,10.2423291851139,65.7951888087751,2.23378296325988e-11,9.95460557766062e-09
"Lingo2",-1.65341562000306,10.4637823567575,45.5849500535269,2.58307647330155e-11,1.12000799624802e-08
"Hbs1l",-1.91628812598052,10.239771250543,72.8694528653143,2.78006388593083e-11,1.17369907689443e-08
"1700020I14Rik",-1.64712488631125,10.4666114959685,44.9920817373552,3.44703341271481e-11,1.41796812923548e-08
"Rpl27a",-1.93292710609909,10.2537702990645,68.7395265513492,4.28461993677779e-11,1.71845394114315e-08
"Rab3c",-1.65503119944926,10.5428137574978,44.1700296670016,5.14488950930899e-11,2.01315761945961e-08
"Ttc3",-1.2116835068998,11.2295097062323,43.7996428800777,6.1632908078711e-11,2.35423034358753e-08
"Dpyd",-1.6926603632999,10.23671784585,65.4413623495819,7.18935461727481e-11,2.6822980494172e-08
"Uchl1",-1.53081893008941,10.5803160415468,42.8160621873962,9.96134401225833e-11,3.63204186337864e-08
"Vdac2",-1.88604336120134,10.2278223975467,71.6693910181459,1.12054213538698e-10,3.95763070202712e-08
"Grcc10",-1.86426861170928,10.2431403917757,67.5449562742784,1.15813204786025e-10,3.95763070202712e-08
"Chd3os",-2.04558181918262,10.2650869494679,65.2532494402623,1.15943802901748e-10,3.95763070202712e-08
"Dgkg",-1.8378151814164,10.2308061796388,69.4107419207868,1.92077424210745e-10,6.41978774294371e-08
"Ptchd4",-1.75590127883296,10.3329345582634,45.6680867295952,2.20009165633237e-10,7.13321794620193e-08
"Grm8",-1.71414373009788,10.2901157303394,48.8498686913462,2.22315587676929e-10,7.13321794620193e-08
"Bex2",-1.91969217943421,10.2367605831194,67.3401996998269,3.09502535333648e-10,9.73597877325042e-08
