"","logFC","logCPM","F","PValue","FDR"
"Oaz1",-3.0801190992866,10.4793986334285,212.47181561975,6.58572338758766e-40,1.07208991026539e-35
"Rpl8",-2.8944475184496,10.4724502789094,186.338066378021,6.18048345532462e-38,5.03060450846148e-34
"Calm1",-2.30105043144662,10.7934087177346,125.07395517225,1.07104009376862e-27,5.81182056215312e-24
"Actg1",-2.25027129259574,10.7342095576924,121.215589322632,6.25291230774188e-27,2.24069235058337e-23
"Atp5g3",-2.77365362996567,10.4231047790173,164.589453946888,6.88215600031751e-27,2.24069235058337e-23
"Hnrnpa2b1",-2.08575235023891,10.7420508170138,114.495805884633,1.36913061382678e-25,3.71467954374769e-22
"Syt1",-1.63354335999585,12.0477076828943,112.073592964758,4.18237564327843e-25,9.72641329956137e-22
"Ly6h",-2.36868565107167,10.4293989608775,123.174630090534,9.59926971608821e-24,1.9533313963525e-20
"Actb",-2.0224009756735,10.7767372472889,104.043787174715,1.72275553977858e-23,3.11608193689505e-20
"AC149090.1",-1.83448996330447,11.0368703197793,100.11661019577,1.0715137304772e-22,1.74431720184383e-19
"Tmem59l",-2.34887911782132,10.4456936823665,114.522334646065,1.15819294869886e-21,1.61054734927046e-18
"Rpl27a",-2.45976708758501,10.3265369123773,158.704556469073,1.18720856264178e-21,1.61054734927046e-18
"Ntng1",-2.25763863213612,10.4309444315875,93.0181257966866,2.96219665560366e-21,3.70935379665939e-18
"Sncb",-2.13952109948352,10.4962599562327,91.5472863061986,6.1759177703328e-21,7.18126895594626e-18
"G3bp2",-1.9989180624834,10.5185999808098,90.5897732633839,9.26493580272575e-21,1.00549259955048e-17
"Pdlim7",-2.02700393289509,10.5071684300806,87.6102330149833,3.76649739754957e-20,3.83217569591934e-17
"Slc25a4",-1.9695746339476,10.4865512747939,88.0828422146522,9.31584089685559e-20,8.92073964470072e-17
"Tmem59",-2.27261367061917,10.3303519705521,127.099225718677,5.06376996133012e-19,4.57961728891628e-16
"Uchl1",-1.79032095897444,10.6148261677877,80.3635229663536,1.15930685348834e-18,9.93281908838774e-16
"Nnat",-2.56407904981809,10.7032253789761,79.8294418735938,1.4937352134002e-18,1.21582577694709e-15
"Pgrmc1",-2.0012563446277,10.4196863911529,89.1776738973374,7.2191975806043e-18,5.59625321022178e-15
"Cst3",-2.52895368297017,10.4256063843643,98.1938616884268,7.90953852156271e-18,5.85269898147816e-15
"C130073E24Rik",-2.03755896474874,10.4366790183523,72.6376478807808,4.59076491608245e-17,3.24926356821331e-14
"Nap1l5",-1.84473082900021,10.4819761475128,72.3182415386867,5.34797379723633e-17,3.62748606021709e-14
"Ptma",-2.17860799631506,10.3087253208566,124.466047429468,1.58366285230133e-16,1.03121790290453e-13
"Chd3os",-2.21972399290803,10.3422866929511,112.065369195813,1.67940973882514e-16,1.05150427455133e-13
"Atp6v0c",-1.63383723908291,11.0754103749297,68.6830457018427,3.04964630634436e-16,1.83871082299926e-13
"Penk",-2.13356106558781,10.3331008409515,64.9277410781871,1.85409462744123e-15,1.07795737286128e-12
"1700020I14Rik",-1.69581307209901,10.456764293755,64.6221754793761,2.14805395619443e-15,1.20579897768583e-12
"Mblac2",-1.94637237953,10.367605186405,85.2194833228343,2.48011413985888e-15,1.34579260275876e-12
"Plk2",-1.75554424882238,10.4797800687127,63.8965212978902,3.04722797530695e-15,1.60018787774264e-12
"Hint1",-2.03963057635147,10.3162695662628,104.081977289577,6.98634039456522e-15,3.55408235259773e-12
"Grcc10",-1.94481031636234,10.3120448883832,99.2591201319248,1.19019079562968e-14,5.87124726122894e-12
"Hap1",-1.80590305878085,10.4587702901597,60.4171870076673,1.63531711089778e-14,7.82980213185439e-12
"Usp11",-1.67370758988972,10.4385514503827,61.739459444466,3.47577023528858e-14,1.61663039029322e-11
"Nkain3",-1.81637592434632,10.3571745751914,75.5473049661125,4.24709690078801e-14,1.92051362355356e-11
"Camk2d",-1.63950988680987,10.4829004048125,57.7756081253636,5.87989724612214e-14,2.58699587215195e-11
"Negr1",-1.61736447351392,10.4968264726928,57.6591295864771,6.22173829931796e-14,2.64590831206442e-11
"Ttc3",-1.18806341917059,11.2972202301395,57.6206897535805,6.33886750847794e-14,2.64590831206442e-11
"AC124490.1",-1.97976655314888,10.3200884148207,78.5030128441752,1.2465185629691e-13,5.07301892164349e-11
"Erp29",-1.86543486030638,10.2815908133633,108.423694742656,4.10565766156555e-13,1.63014636762502e-10
"Timm23",-1.71520771545064,10.2397608744222,151.351765989824,8.91177311957745e-13,3.45416082413336e-10
"Dgkg",-1.73114636527435,10.3851870574591,59.1803013442649,1.18976290877475e-12,4.50422102138236e-10
"H2afz",-1.68287190145535,10.3627910393655,68.5221441606951,1.37379251375595e-12,5.0827200753257e-10
"Tmeff2",-1.70187763555418,10.3999672140267,58.757014575698,2.40624305751213e-12,8.70471794072e-10
"Pam16",-1.76727646026178,10.2629048807174,113.180281175428,2.46107759283353e-12,8.70953959429067e-10
"Atp1b1",-1.31130804089097,10.9327073956638,49.9805098608651,2.6225634452848e-12,9.08355538846624e-10
"Timp2",-1.61880743560197,10.3621863861428,60.4113706949246,3.7490383523495e-12,1.2714707362062e-09
"Atp6v0b",-1.4295360878515,10.5525163634635,48.9305109933085,4.385385662879e-12,1.45693251440831e-09
"Ndufb5",-1.73426805462249,10.2872800483931,90.3315825327498,5.18122393623817e-12,1.68690288916042e-09
"Ndufs7",-1.66339276356659,10.348862145051,68.5470261359585,5.93398959460237e-12,1.89410620804965e-09
"Rps16",-1.43220782448114,10.5165719945632,48.1945481424308,6.29034237052071e-12,1.96924006634051e-09
"Tenm2",-1.5011392614204,10.5233954400852,47.2316455641225,1.00892138606463e-11,3.09891155542381e-09
"Blcap",-1.72756371531982,10.293488358645,83.2696685215705,1.21253279393146e-11,3.65533728748336e-09
"2900097C17Rik",-1.32300107306567,10.6391291623431,45.6151478319198,2.23280573201401e-11,6.60869900208293e-09
"Ankrd12",-1.40424185240255,10.5285623476916,44.9190549470081,3.14501277214698e-11,9.14243980674656e-09
"Add2",-1.3061508685139,10.6108245596061,44.1780383637543,4.53040608333347e-11,1.29386808123834e-08
"Cct8",-1.6648616781306,10.2968328411453,75.4983812160108,4.89968582153581e-11,1.37079722092415e-08
"Syt5",-1.6526514975413,10.368354113784,59.341004402893,5.01582245979923e-11,1.37079722092415e-08
"Selenof",-1.83936429632702,10.2599012048049,114.891794964363,5.05238855307139e-11,1.37079722092415e-08
"Map1b",-1.20862436655157,11.0340154928982,43.8610698707471,5.29647197220669e-11,1.41346339730414e-08
"Cbarp",-1.44614650199305,10.4325856033392,48.3384158194165,7.97892836138167e-11,2.09498346443439e-08
"Ppp4r3b",-1.63103044277612,10.3068994878858,71.6430353063907,8.94986832441411e-11,2.30452478099777e-08
"2310057M21Rik",-1.58548487881483,10.2530894386615,96.8243001485319,9.06011339663722e-11,2.30452478099777e-08
"Zdbf2",-1.54373724271428,10.2849420023015,75.2701407034718,1.04708524604263e-10,2.62238472620429e-08
"Unc5d",-1.53684060983315,10.341257101258,55.0644234404273,1.08630622673024e-10,2.67939076741539e-08
"Srek1",-1.24087700954506,10.6713102614505,42.2968340254653,1.14610911391191e-10,2.78470302468238e-08
"Trmt112",-1.6313361850509,10.2710995397114,88.231111769485,1.8248348537203e-10,4.36860096819305e-08
"Rnf14",-1.50675593570827,10.3531459578459,52.5395672292934,1.99170447553708e-10,4.69897929815481e-08
"Pfdn2",-1.59493673276241,10.2614717755138,89.7098443143469,2.16729957079658e-10,5.04020995899965e-08
"Atp5f1",-1.4781913677281,10.3557496612171,55.6472316293288,2.48370180636392e-10,5.67577314782142e-08
"Snhg20",-1.73959958537378,10.3201370619591,69.3506830050414,2.5103241393399e-10,5.67577314782142e-08
"Gprasp2",-1.27155676825159,10.700513161691,40.4049764836803,2.92142973922705e-10,6.51478831847633e-08
"Opa1",-1.49931164124233,10.3394375336397,57.6358886600856,3.15105551784773e-10,6.93189632095179e-08
"Mdh2",-1.70400946361739,10.3342515461366,62.1185383796435,3.44513696071708e-10,7.47778461113512e-08
"Selenos",-1.48463757883134,10.2530106032106,94.6245973859844,4.43703399848625e-10,9.50401006070496e-08
"Spock3",-1.44744850957156,10.3912899508346,43.2998821007384,4.59678982117393e-10,9.71833006479095e-08
"Ckb",-1.25501243056596,10.8385895197624,38.9981586836714,5.86746143763979e-10,1.22456929158126e-07
"Uqcrq",-1.5061119284634,10.3215266000021,60.2782254588885,6.39061038583e-10,1.31687020849274e-07
"Mettl26",-1.56758896186587,10.264966509774,84.950331422457,6.59489506407494e-10,1.34197870935095e-07
"Emc4",-1.53763738614159,10.3198198640971,58.6099565013522,8.79345438320533e-10,1.72944456556494e-07
"Tax1bp1",-1.50770926546302,10.3386204245831,53.8366800912312,8.81214287973445e-10,1.72944456556494e-07
"H3f3a",-1.54875082801972,10.2949040732833,65.062482773158,8.81773443957799e-10,1.72944456556494e-07
"Nrp2",-1.43841066294156,10.3053514574292,58.9084393322359,1.02833665405116e-09,1.99289195134509e-07
"Tmx4",-1.343713794303,10.420729501792,41.9314822856979,1.09941560293268e-09,2.10557489413424e-07
"Sst",-1.60100328095396,10.2808862776333,50.2872179852449,1.16933108911407e-09,2.2134349767079e-07
"H3f3b",-1.28031343920552,10.5475221591312,37.5350525792909,1.21353206380301e-09,2.27069982375278e-07
"Cpne7",-1.29839193424238,10.7233059011603,37.4352437186538,1.27527700749401e-09,2.35911754602216e-07
"Trim35",-1.51931608514568,10.3431291935083,53.9427256723504,1.39797413648784e-09,2.55703606380737e-07
"Cd81",-1.41788362219225,10.412550189175,42.3281090384992,1.63471973699993e-09,2.95684473318021e-07
"Rab3c",-1.22027491446517,10.9548269841787,36.7583337766618,1.78592056789456e-09,3.19483526645665e-07
"Ctxn1",-1.61531076761936,10.3284633497643,55.4570541079179,2.04107590642941e-09,3.61159507399613e-07
"Mecr",-1.61389851318001,10.2658782979541,80.5652579184864,2.11463219343561e-09,3.70151585773531e-07
"Stmn3",-1.16275198460289,10.8523591662272,36.3138987187559,2.22827181089916e-09,3.85894008613057e-07
"Klhl7",-1.47716106262942,10.339382639808,53.7594430982545,2.36545901426368e-09,4.0534007677051e-07
"Atxn10",-1.45005849994283,10.3811898289754,46.3250560168738,3.20250397398028e-09,5.43057939504427e-07
"Aplp1",-1.18871565526506,10.6639287117134,35.4542647081556,3.42009052172514e-09,5.73138677266305e-07
"Bex4",-1.01964494799754,10.2032008787997,152.905573125812,3.4503096241844e-09,5.73138677266305e-07
"St6galnac5",-1.32856182002095,10.3775313055449,38.9147939521532,3.76917501507632e-09,6.19781818893207e-07
"Ddx50",-1.37809772933925,10.4162837579786,43.2555171259579,3.83194903784583e-09,6.23802983870922e-07
"Sumo2",-1.46034684181904,10.3147665983051,54.6916095344644,3.88270856650997e-09,6.25808047071443e-07
