"","logFC","logCPM","F","PValue","FDR"
"Rpl8",-3.06822728786524,10.2039819488996,519.808890334011,3.44373997644326e-105,5.87054353784282e-101
"AC149090.1",-2.18087903957734,10.9612509178286,415.6193510537,6.34896633507835e-86,5.41154145570403e-82
"Syt1",-1.44617928577442,11.8098326682719,333.956896368237,2.37431007942291e-70,1.34916213079741e-66
"Cpne7",-2.8233748278363,10.3624224306974,333.18725451141,3.34484559297158e-70,1.42548957058466e-66
"Oaz1",-2.65501286572575,10.1733697705897,359.491657584669,5.14837303822669e-68,1.75528630365301e-64
"Nnat",-3.40891207898293,10.5516795487647,310.546004522784,8.33071859165451e-66,2.36689599719891e-62
"Hnrnpa2b1",-2.15560812799923,10.4207859279169,307.03366362642,4.0344842065441e-65,9.82512175270819e-62
"Actg1",-2.11837453821641,10.4758037616613,278.402506815912,1.66763702834155e-59,3.55352605276729e-56
"Rpl27a",-2.59439384633485,10.0606976952156,380.745620617306,8.74612723881419e-59,1.65661367822295e-55
"Pdlim7",-2.11011319417049,10.3227805254952,256.894865062706,3.01104198861793e-55,5.13292327799698e-52
"Ly6h",-2.218721408696,10.1590938340677,253.602709488293,1.20349432603872e-52,1.86508797963473e-49
"Slc25a4",-2.22593698697112,10.1742843784332,253.842975474136,3.74694350262913e-52,5.32284549077657e-49
"Calm1",-1.98078644783716,10.6439219936519,238.864266546637,1.18203672324861e-51,1.55001384778609e-48
"Plk2",-1.95310154209543,10.3045923010139,203.996669411272,1.23068580672434e-44,1.49853578194499e-41
"Map1b",-1.42290503872867,11.0795041496595,200.863881735574,5.31027178686304e-44,6.03494687671029e-41
"Pea15a",-2.10586859151897,10.1810662469362,217.02563564016,1.77649568844372e-43,1.89274512505626e-40
"Actb",-1.7459809566929,10.5413475101757,194.666349812943,9.62655934676208e-43,9.65317395201489e-40
"Atp5g3",-2.30479025867852,10.1098450493198,258.38092278071,1.14536285424955e-42,1.08472225424401e-39
"Tmem59",-2.27837684958098,10.0522259561146,275.142174279437,1.83204124161434e-41,1.64372668662104e-38
"Pgrmc1",-2.1033070944804,10.1113835521767,224.820701378265,3.41810078030727e-41,2.9134182000949e-38
"Dgkg",-2.00580249577648,10.1495104075386,192.538826134582,6.38613955603397e-41,5.18402481008148e-38
"Prkcg",-1.73803264403112,10.4883060804808,181.406935579359,4.84872251806425e-40,3.69078295368807e-37
"AC124490.1",-2.26679600930777,10.0635336488735,227.463905096636,4.97964497769846e-40,3.69078295368807e-37
"Hint1",-2.17221923612741,10.0239470675026,285.356311693087,7.57912063694905e-40,5.38338622908627e-37
"Atp6v0c",-1.65997140362452,10.7234472665543,179.169788284169,1.38960084034719e-39,9.47541021015944e-37
"Uchl1",-1.64397037049589,10.4253456264898,178.718408612241,1.7186905897872e-39,1.1268660955424e-36
"Arnt",-1.9143411262741,10.1295152862688,199.492400366252,2.27279323962341e-38,1.43497430947631e-35
"Ube2b",-1.67561910328398,10.3095699503047,171.104710019406,6.23208114954482e-38,3.79422454843895e-35
"Cst3",-2.34820607550776,10.074004050516,243.017147227668,6.52569828551673e-38,3.83598547148978e-35
"C130073E24Rik",-1.85354532662037,10.0045583963922,229.812634368159,3.41825014317911e-37,1.94236367302581e-34
"Ptma",-2.19165303915719,9.99187814350725,323.626022506603,6.14718195950702e-37,3.38035518915214e-34
"Nkain3",-1.95713565730369,10.0400052581929,232.348203999979,2.8186180285053e-36,1.50153067287281e-33
"Hap1",-1.72978873891065,10.1972958387362,156.580058164607,6.05946582425404e-35,3.13017314866845e-32
"Ctxn1",-2.04849971635131,10.1248180989202,193.815084335359,1.17472555044512e-34,5.88986660542295e-32
"Tmem59l",-1.80335009847586,10.1783143229814,164.545039830177,1.84498228372827e-34,8.98611799734738e-32
"Camk2d",-1.76788715575055,10.2211817350325,151.435414386571,6.9957221627672e-34,3.3126687696859e-31
"Usp11",-1.79267133743175,10.1213023376857,167.66600064964,8.58663595301586e-34,3.95611846192058e-31
"Olfm1",-1.55230559086404,10.4594650872906,150.808204769164,9.42983589005621e-34,4.23027401099443e-31
"Srek1",-1.41652462291244,10.4501287862578,149.037147829094,2.19197120829294e-33,9.58116235583842e-31
"Mblac2",-1.7900345846643,10.1100986276859,169.449614066878,9.24255465171161e-33,3.9389457286932e-30
"Tmeff2",-1.80475968131264,10.1267554930235,163.243234847474,2.57340648327819e-32,1.06997220293764e-29
"Vdac2",-1.93987176554455,10.0262904793926,219.074173318774,1.48539679872073e-31,6.02894267328387e-29
