"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cx3cl1",1.41255337548787e-53,-0.384128095391431,1,1,2.44131599885569e-49
"AC149090.1",2.26726620061714e-50,-0.43250724105457,1,1,3.91851617452661e-46
"Arc",1.31347401607157e-49,-0.404294494793682,1,1,2.2700771419765e-45
"Cck",1.87959244845877e-46,-0.379553348680895,1,1,3.24849962867129e-42
"Rtn1",2.52755675146097e-32,-0.324644740750887,1,1,4.36837633355e-28
"Dusp3",2.6428970987784e-25,-0.273030153584646,1,1,4.56771905581871e-21
"Zbtb20",2.04358630088303e-23,0.385583527051924,1,1,3.53193020381613e-19
"Hmgcr",1.19393016114944e-22,-0.263148627828313,1,1,2.06346949751458e-18
"Sorbs2",1.39045734174066e-22,-0.284650680698955,1,1,2.40312742373038e-18
"Dst",1.69066423146677e-22,-0.25569931704366,1,1,2.92197499124402e-18
"Atp2b2",2.9988447983865e-22,-0.25340080128957,1,1,5.18290346505139e-18
"Hsp90ab1",8.79240445426704e-22,-0.253182815581038,1,1,1.51959126183097e-17
"Gm42418",3.11493249244665e-21,-0.460186001165257,1,1,5.38353782669555e-17
"Syt1",4.36232828766743e-20,-0.267667347417225,1,1,7.53941197957562e-16
"Hspa8",5.09602939346115e-20,-0.239550986929177,1,1,8.80746760071891e-16
"Ckb",8.76818062507992e-20,-0.228744200153252,1,1,1.51540465743256e-15
"Ndfip2",9.76398016711659e-20,-0.235883810343674,1,1,1.68750869228276e-15
"Atp6v0c",1.49071573076787e-19,-0.234664328970837,1,1,2.57640399748611e-15
"Gapdh",2.74313524937175e-19,-0.23423476624106,1,1,4.7409606514892e-15
"Ywhag",3.9139856741748e-19,-0.223038847653148,1,1,6.76454144067631e-15
"Ank2",4.54163044088102e-19,-0.22970271484389,1,1,7.84929989097466e-15
"Ttc3",6.0423537518035e-19,-0.230818300785403,1,1,1.0442999989242e-14
"Pclo",8.79727040296328e-19,-0.222085351097217,1,1,1.52043224374414e-14
"Camkk2",1.14671035892924e-18,-0.225330337934967,1,1,1.9818595133374e-14
