"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Cck",5.00794680566942e-28,-0.422047045287491,1,1,8.65523446423846e-24
"AC149090.1",3.87505036282367e-21,-0.374261259800342,1,1,6.69724954206815e-17
"Cx3cl1",6.31312993897878e-18,-0.330830325564824,1,1,1.0910982473537e-13
"Rtn1",8.73411895853876e-18,-0.337056307332529,1,1,1.50951777960425e-13
"Atp6v0c",2.41899190003802e-16,-0.319056935491984,1,1,4.18074370083571e-12
"Atp2b2",5.49410229352661e-14,-0.295783910908077,1,1,9.49545699390204e-10
"Arc",5.85281522816991e-14,-0.309936764277284,1,1,1.01154205588461e-09
"Nptn",1.0376152861371e-13,-0.273815300749942,1,1,1.79331049903075e-09
"Hsp90ab1",6.87499953035622e-13,-0.272207860346959,1,1,1.18820616883147e-08
"Akap6",3.47664165132657e-12,-0.260832148871489,1,1,6.00867976598771e-08
"Rtn3",1.43366949196725e-11,-0.246201583741552,1,1,2.477810982967e-07
"Syt1",2.49000429288221e-11,-0.260718287596345,1,1,4.30347441938832e-07
"Ahi1",4.5026408680142e-11,-0.279887571846977,1,1,7.78191421218895e-07
"Gabra1",1.09250928188747e-10,-0.245445703843958,1,1,1.88818379188612e-06
"Dnm1",1.19910297555463e-10,-0.24384758672232,1,1,2.07240967265106e-06
"Camk2a",1.78031284859968e-10,-0.26255000854973,1,1,3.07691469623483e-06
"Gapdh",2.67169709037286e-10,-0.239078342574448,1,1,4.61749408129142e-06
"Grin2b",5.84675371511962e-10,-0.245932870258247,1,1,1.01049444458412e-05
"Clstn1",6.13011985700273e-10,-0.240935468863199,1,1,1.05946861488578e-05
"Cyfip2",6.32783249451976e-10,-0.231465038177341,1,1,1.09363929002785e-05
"App",1.06022539775661e-09,-0.233652340772766,1,1,1.83238755494275e-05
"Map1b",1.58237239148425e-09,-0.234936033148323,1,1,2.73481420420222e-05
"Rsrp1",2.04481781164149e-09,-0.223334102545963,1,1,3.53405862385998e-05
"Lsamp",2.13180223743832e-09,-0.236473844989639,1,1,3.68439380696465e-05
"Ttc3",2.8183374995687e-09,-0.22225740050123,1,1,4.87093270050458e-05
"Ywhag",3.37036715350762e-09,-0.226565847391511,1,1,5.82500555140721e-05
"Kcnh7",7.54812325227258e-09,-0.218949240958506,1,1,0.000130454214169027
"Itm2b",8.27446733855462e-09,-0.220018910111054,1,1,0.000143007619012239
"Igsf9b",1.08851859977237e-08,-0.220494300996262,1,1,0.00018812866959866
"Hspa8",1.85592279158462e-08,-0.217133637492926,1,1,0.00032075913606957
"AY036118",2.1927796369489e-08,-0.307876867925833,1,1,0.000378978104653878
"Atp1a1",2.19538437405979e-08,-0.225839086715375,1,1,0.000379428281368753
"Dst",3.07670785696897e-08,-0.206340825592394,1,1,0.000531747418919947
"Dclk1",3.27191407048722e-08,-0.209029954037241,1,1,0.000565484908802307
"Syt11",3.46432175932904e-08,-0.210359155014449,1,1,0.000598738729664837
"Mycbp2",3.5618655241417e-08,-0.196809307562945,1,1,0.000615597218537409
"Kif1a",5.69714642159097e-08,-0.213252968766986,1,1,0.000984637816043567
"Camk4",8.989416757259e-08,-0.204533637066191,1,1,0.00155364089815707
"Pde10a",1.13754305572983e-07,-0.211349676880265,1,1,0.00196601566321787
"Tacc1",1.18566383359632e-07,-0.208461397555439,1,1,0.00204918280360453
"Aplp2",1.29943948453051e-07,-0.20240290924625,1,1,0.00224582126111408
"Slc39a10",1.46082573041129e-07,-0.207062098792564,1,1,0.00252474510986983
"Chgb",1.46389685597266e-07,-0.203444478794919,1,1,0.00253005293617755
"Pclo",1.60838915016549e-07,-0.198965952424433,1,1,0.00277977896823102
"Ckb",1.85841881533367e-07,-0.1974260438075,1,1,0.00321190523854118
"Actb",1.86727612939763e-07,-0.204172615821139,1,1,0.00322721333443792
"Kif5c",2.35235895994265e-07,-0.201164193033932,1,1,0.00406558199046888
"Ryr2",2.97777175646943e-07,-0.190672629513133,1,1,0.00514648292670611
"Celf2",3.48621921049388e-07,-0.224497307880624,1,1,0.00602523266149658
"Cry2",4.75049857184033e-07,-0.201210567279193,1,1,0.00821028668171165
"Calm1",5.41201777649821e-07,-0.212022418809401,1,1,0.00935359032312185
"Rhobtb2",5.58683772763651e-07,-0.205648926992291,1,1,0.00965573164467418
"Dusp3",5.65099402869098e-07,-0.202359337682542,1,1,0.00976661297978663
"Slc17a7",6.50973693613193e-07,-0.191833743963983,1,1,0.0112507783467168
"Pcsk1n",6.75662048946884e-07,-0.189948793792267,1,1,0.011677467191949
"Stmn3",7.4420393525465e-07,-0.19813285268119,1,1,0.0128620766130061
"Atp1a3",9.9887268747249e-07,-0.18425601599799,1,1,0.017263516657587
"Syp",1.05611372162065e-06,-0.194103426501649,1,1,0.0182528134507697
"Frrs1l",1.06570630644992e-06,-0.192674837833499,1,1,0.018418602094374
"Gnas",1.09595988267471e-06,-0.193297739567564,1,1,0.0189414746522671
"Gpm6a",1.12553799439578e-06,-0.185190009689811,1,1,0.0194526731571423
"Camkk2",1.22297908708661e-06,-0.187933136296207,1,1,0.0211367475621179
"Hnrnpu",1.45521538414808e-06,-0.182302760827988,1,1,0.0251504874842313
"Malat1",1.90457975685782e-06,-0.211350335369852,1,1,0.0329168519377738
"Fat3",2.25268228359834e-06,-0.1923574306399,1,1,0.0389331079074301
"Gm26917",2.519889658209e-06,-0.261377085687652,1,1,0.0435512529628262
"Aplp1",2.75774319469753e-06,-0.180821855054407,1,1,0.0476620756339574
"Pcsk2",2.85428477339597e-06,-0.178556795687792,1,1,0.0493306037386025
