"SYMBOL","logFC_mouse","logFC_human"
"ATP1A1",-0.56436353844126,-0.41611727
"ATP1A3",-0.440797854357697,-0.524352598
"CX3CL1",-0.686074918897371,-0.316855001
"LY6H",0.44665856103085,0.364670862
"RPL8",0.585421441738544,-0.318674005
