"SYMBOL","logFC_mouse","logFC_human"
"ATP6V0C",0.50171040471375,-0.695662111
"CALM1",0.760808390677039,-0.354202688
"LY6H",0.379239591882548,-0.392685369
"NAP1L5",0.401972158818296,-0.379344817
"R3HDM1",0.490394474353413,-0.377162608
"RTN3",0.385825485700348,-0.318645175
"SNCB",0.361897093991575,-0.39660032
"TMEM59L",0.323796441138464,-0.524328381
