,gene,celltype,logfc,pv
259,Cd24a,Non_neuronal_M_E18_WB,-0.568830810187129,0.44966940300613395
260,Cd24a,Oligo_M_E18_WB,-0.35694187366908603,0.7682920004659809
261,Cd24a,Pvalb_M_E18_WB,-0.5595588110586279,0.009075770423708959
262,Cd24a,Sst_M_E18_WB,-0.6318213562506589,1.47138309784247e-06
263,Cd24a,Vip_M_E18_WB,-0.426314369481937,0.0578478860892835
264,Rps9,Astro_M_E18_WB,-0.511412199498257,0.258944187388825
265,Rps9,L2_3_IT_M_E18_WB,-0.483654160393999,0.0023608535532508397
266,Rps9,L4_M_E18_WB,-0.6210734656571341,0.00822551551393289
267,Rps9,L5_M_E18_WB,-0.457220983958802,2.75040500774102e-10
268,Rps9,L6_M_E18_WB,-0.30658159025442894,0.0517138240680332
269,Rps9,Lamp5_M_E18_WB,-0.3492520639488839,0.106905098423224
270,Rps9,Non_neuronal_M_E18_WB,-0.135574558445373,0.861954909218093
271,Rps9,Oligo_M_E18_WB,0.00582539758832912,0.996022582609845
272,Rps9,Pvalb_M_E18_WB,-0.250000191588179,0.5801736468778129
273,Rps9,Sst_M_E18_WB,-0.236866700116451,0.36266543177107796
274,Rps9,Vip_M_E18_WB,-0.39098033268405297,0.10139699567096601
275,Hmgb1,Astro_M_E18_WB,-0.0753088826923534,0.917557407417845
276,Hmgb1,L2_3_IT_M_E18_WB,-0.399620315804945,0.0241608325671393
277,Hmgb1,L4_M_E18_WB,-0.468346372842951,0.0803148690543129
278,Hmgb1,L5_M_E18_WB,-0.45574857390377904,1.5387939170454599e-09
279,Hmgb1,L6_M_E18_WB,-0.549205999524979,8.91789508363387e-06
280,Hmgb1,Lamp5_M_E18_WB,-0.267073973254146,0.301039199102034
281,Hmgb1,Non_neuronal_M_E18_WB,-0.6428084933926049,0.386066025899335
282,Hmgb1,Oligo_M_E18_WB,-0.19699649913490802,0.8799698447510029
283,Hmgb1,Pvalb_M_E18_WB,-0.446533220298907,0.10719185043780699
284,Hmgb1,Sst_M_E18_WB,-0.3887093536704529,0.0311434328464695
285,Hmgb1,Vip_M_E18_WB,-0.290010837585214,0.334250821034185
286,Tubb2a,Astro_M_E18_WB,0.0102077994355161,0.993791265607386
287,Tubb2a,L2_3_IT_M_E18_WB,0.30386421350088105,0.124797109629062
288,Tubb2a,L4_M_E18_WB,0.252240790904876,0.468007793902731
289,Tubb2a,L5_M_E18_WB,0.40722409050258795,9.45556429114124e-08
290,Tubb2a,L6_M_E18_WB,0.547883720976409,6.0887699806932e-06
291,Tubb2a,Lamp5_M_E18_WB,0.369739645348961,0.0835611168776567
292,Tubb2a,Non_neuronal_M_E18_WB,0.383101602288993,0.7164371731961079
293,Tubb2a,Oligo_M_E18_WB,0.34245873778074,0.787245356504802
294,Tubb2a,Pvalb_M_E18_WB,0.6865881461464649,0.00022267206974363197
295,Tubb2a,Sst_M_E18_WB,0.5667338218595561,5.949207594459301e-05
296,Tubb2a,Vip_M_E18_WB,0.329113255883545,0.22420870669537998
297,Rpl24,Astro_M_E18_WB,-0.12429198637293,0.835759789453305
298,Rpl24,L2_3_IT_M_E18_WB,-0.321980360570778,0.0976717212698886
299,Rpl24,L4_M_E18_WB,-0.280635890410458,0.42760381487558496
300,Rpl24,L5_M_E18_WB,-0.20988777101827102,0.0363999111019634
301,Rpl24,L6_M_E18_WB,-0.502878335266591,5.98823141897626e-05
302,Rpl24,Lamp5_M_E18_WB,-0.249709037366388,0.34219276372998
303,Rpl24,Non_neuronal_M_E18_WB,-0.33645374884164103,0.726806980935755
304,Rpl24,Oligo_M_E18_WB,-0.739186736815655,0.767149934169894
305,Rpl24,Pvalb_M_E18_WB,-0.16423394972299302,0.7613981634672651
306,Rpl24,Sst_M_E18_WB,-0.16683231645465302,0.641496429069787
