"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Timepoint","DEG_Test","SYMBOL"
"Acss2",-0.588304937078253,7.89105398526192,-3.49252640032475,0.000580942124319058,0.0253156054461214,-0.391407789750219,"P30","MUT cells from HET vs WT cells from WT","Acss2"
"Ube2i",-0.585052493184993,8.01891975051296,-3.3090256313658,0.00109797358351196,0.0308871894597691,-0.932955674052071,"P30","MUT cells from HET vs WT cells from WT","Ube2i"
"Dnajc13",-0.582849446486061,8.01819557167496,-4.21296739027258,3.71143347247101e-05,0.0073392647836828,1.93514633334971,"P30","MUT cells from HET vs WT cells from WT","Dnajc13"
"Usp24",-0.559775011600458,7.9574208882468,-4.31868485830523,2.39896026496603e-05,0.00641945689536245,2.33107174077888,"P30","MUT cells from HET vs WT cells from WT","Usp24"
"Mrs2",-0.545453729517234,7.82413102801023,-4.60616522832408,7.02929808086246e-06,0.00345629571267014,3.44330918134462,"P30","MUT cells from HET vs WT cells from WT","Mrs2"
"Faf1",-0.541691333775599,7.88943997726295,-4.16279192495442,4.55243284641561e-05,0.00768965099849119,1.79151661430656,"P30","MUT cells from HET vs WT cells from WT","Faf1"
"Clcn7",-0.541441075823384,7.77015924543276,-4.01073212631549,8.35808129099935e-05,0.0102914014060158,1.28748876697407,"P30","MUT cells from HET vs WT cells from WT","Clcn7"
"Rnf141",-0.529824182358131,7.70106932649337,-3.82611409871232,0.000170738554665983,0.0142340095396974,0.672814805851425,"P30","MUT cells from HET vs WT cells from WT","Rnf141"
"Gaa",-0.523023216647322,7.82903207406819,-3.72959389896569,0.000245492301087893,0.0166116457069474,0.348432699469078,"P30","MUT cells from HET vs WT cells from WT","Gaa"
"Mdm2",-0.517732504919913,7.83838156141679,-3.74920000709547,0.000228167639928745,0.0160983929120358,0.411972290192367,"P30","MUT cells from HET vs WT cells from WT","Mdm2"
"Slc35f1",-0.516667453123198,7.81263962464953,-3.97973190767901,9.44015325802887e-05,0.0105828344956798,1.1792512657902,"P30","MUT cells from HET vs WT cells from WT","Slc35f1"
"Zfp871",-0.514805258319064,8.2175280607369,-3.59829322469763,0.000397716264014404,0.0206017024759461,-0.10051329376385,"P30","MUT cells from HET vs WT cells from WT","Zfp871"
"Stam",-0.513586901174068,7.82396731626581,-3.69949879786684,0.000274521130365035,0.0173271278165696,0.253874259809917,"P30","MUT cells from HET vs WT cells from WT","Stam"
"Esco1",-0.509914236299481,7.94601093303647,-3.57251824406347,0.000436540914001705,0.0212912909419922,-0.152209394997529,"P30","MUT cells from HET vs WT cells from WT","Esco1"
"Yeats2",-0.508601023154142,8.02925686695614,-3.9890360528626,9.10213532941707e-05,0.0105164450812723,1.17503033010039,"P30","MUT cells from HET vs WT cells from WT","Yeats2"
"Slc25a40",-0.505770078002716,7.63449233243835,-5.1861857917409,4.95602256198296e-07,0.00134586809596721,5.88615236653745,"P30","MUT cells from HET vs WT cells from WT","Slc25a40"
"Ipcef1",-0.504852904927749,7.86389106619926,-3.50568820012834,0.000554448872676643,0.0247521990884549,-0.349578632872038,"P30","MUT cells from HET vs WT cells from WT","Ipcef1"
"Retreg3",-0.503157608868653,7.89009115665069,-3.48861322919904,0.000589044956496784,0.0253156054461214,-0.40174083017533,"P30","MUT cells from HET vs WT cells from WT","Retreg3"
"Fndc4",-0.501542187395297,8.01157306309963,-3.38504444009491,0.000846179571848469,0.0278756787901485,-0.712887008926176,"P30","MUT cells from HET vs WT cells from WT","Fndc4"
"Rasal2",0.500848601665304,8.6539053384342,3.8478476051385,0.000157178894075463,0.0139466782069192,0.668366173676028,"P30","MUT cells from HET vs WT cells from WT","Rasal2"
"Tcerg1",-0.499082871253863,7.89534800139836,-3.5753390685078,0.000432124462863537,0.0212136394808368,-0.139182375873086,"P30","MUT cells from HET vs WT cells from WT","Tcerg1"
"Ints2",-0.497953999195578,7.71145078508133,-4.0373996173753,7.52269185670939e-05,0.00968814813289545,1.3893710326006,"P30","MUT cells from HET vs WT cells from WT","Ints2"
"Klhl18",-0.496473612080152,7.57099100359006,-4.59556009412291,7.36263232628441e-06,0.00345629571267014,3.47914087434203,"P30","MUT cells from HET vs WT cells from WT","Klhl18"
"Tdg",-0.495362681382567,7.80841786783435,-3.35055868152043,0.000952860861441973,0.0292119915522068,-0.809020952562379,"P30","MUT cells from HET vs WT cells from WT","Tdg"
"Chchd7",-0.492905574180013,7.74481832312879,-4.18278207292635,4.19759896917475e-05,0.00768965099849119,1.89897445157989,"P30","MUT cells from HET vs WT cells from WT","Chchd7"
"Ate1",-0.491718478637402,8.04862953977022,-3.26222074507899,0.00128604508599779,0.0341324545615879,-1.06362802615956,"P30","MUT cells from HET vs WT cells from WT","Ate1"
"Tex10",-0.491121378020797,7.88459364006792,-3.14984021259655,0.00186649650872503,0.0408724643645298,-1.37275816949381,"P30","MUT cells from HET vs WT cells from WT","Tex10"
"Dclre1c",-0.489674054398132,7.69528324854542,-3.93796301516499,0.000111101852506111,0.0114313152626494,1.05032548697455,"P30","MUT cells from HET vs WT cells from WT","Dclre1c"
"Tatdn3",-0.486925472201044,7.59816890503547,-4.42195536663706,1.55410469203468e-05,0.00530585470085113,2.80504437917188,"P30","MUT cells from HET vs WT cells from WT","Tatdn3"
"Prpsap1",-0.480326064383321,7.70305850345443,-3.85512362642688,0.000152872046391434,0.0139466782069192,0.769742652108644,"P30","MUT cells from HET vs WT cells from WT","Prpsap1"
"4933431E20Rik",-0.479054230698321,7.76690250192907,-3.6535397257474,0.000325172671386665,0.0186440605708797,0.110896283534251,"P30","MUT cells from HET vs WT cells from WT","4933431E20Rik"
"Eml1",-0.477328117120267,8.00785748763649,-3.08940517577493,0.00227095271939443,0.0438486526359165,-1.53389129133683,"P30","MUT cells from HET vs WT cells from WT","Eml1"
"Cntnap2",-0.474985513462247,7.91099045385545,-3.41718326291959,0.000756899120558029,0.0268611277019222,-0.615168379294903,"P30","MUT cells from HET vs WT cells from WT","Cntnap2"
"Kcnc1",-0.474783218517112,7.91677717869432,-3.27767648172569,0.0012208596020721,0.0329851671624588,-1.01758027910754,"P30","MUT cells from HET vs WT cells from WT","Kcnc1"
"Ica1",-0.47417856169262,7.98720338500581,-3.30730574283919,0.0011044050783936,0.0309521885963222,-0.934994369771427,"P30","MUT cells from HET vs WT cells from WT","Ica1"
"Sltm",-0.473907406472978,8.66957845030758,-3.56441997367818,0.000449456981414246,0.0216030034668495,-0.217939566849159,"P30","MUT cells from HET vs WT cells from WT","Sltm"
"Gnai2",-0.472897735422842,7.46898112370506,-4.15441910964005,4.70941214126741e-05,0.00768965099849119,1.81637922017922,"P30","MUT cells from HET vs WT cells from WT","Gnai2"
"Dync1li1",-0.472533797711944,7.68885232896253,-3.43317145645225,0.000715840851189115,0.0265693847526314,-0.570587190038186,"P30","MUT cells from HET vs WT cells from WT","Dync1li1"
"Cpeb2",-0.471589027045704,7.96406330654432,-3.0127309219416,0.00290029411318974,0.0484824997870101,-1.73679574076402,"P30","MUT cells from HET vs WT cells from WT","Cpeb2"
"Etv1",-0.470941200737073,7.76571630532833,-3.21017860768925,0.00153008251376042,0.0370724185834016,-1.21441764251495,"P30","MUT cells from HET vs WT cells from WT","Etv1"
"Grik1",-0.470707492193236,7.3843282190621,-4.96935949657728,1.37187043193173e-06,0.00257602970355981,5.03849214483926,"P30","MUT cells from HET vs WT cells from WT","Grik1"
"Crtc1",-0.467424939667838,7.84541000410696,-4.25443604403658,3.13057955919065e-05,0.0069158185497297,2.1300417926169,"P30","MUT cells from HET vs WT cells from WT","Crtc1"
"Wdr26",-0.467398998626174,7.90300581861534,-3.12035527375937,0.00205467960480701,0.0421524740516005,-1.45241011238408,"P30","MUT cells from HET vs WT cells from WT","Wdr26"
"Ssna1",-0.466123778305986,8.00907047286755,-3.05449023124189,0.00254002837495526,0.0464188640493648,-1.62616421373599,"P30","MUT cells from HET vs WT cells from WT","Ssna1"
"Hnrnph2",-0.465556331555919,7.83550791580591,-3.06801527580535,0.00243249004205903,0.0453360613049761,-1.59963107828808,"P30","MUT cells from HET vs WT cells from WT","Hnrnph2"
"Zfp157",-0.465348657886002,8.27499190071259,-3.04781617188469,0.00259469228621326,0.0466071048718073,-1.64389426290291,"P30","MUT cells from HET vs WT cells from WT","Zfp157"
"Fkbp8",-0.463761207139206,8.00587165687646,-3.46938774015494,0.000630416199845738,0.0254961047937117,-0.466126967525177,"P30","MUT cells from HET vs WT cells from WT","Fkbp8"
"Mapk9",-0.463702377250035,8.16688963373193,-3.35482364396042,0.000939018531137915,0.0289568385810427,-0.807778833063189,"P30","MUT cells from HET vs WT cells from WT","Mapk9"
"Sacm1l",-0.463565414935695,7.90429112169856,-3.86606311024072,0.00014660667037059,0.0135946012488087,0.78554821201068,"P30","MUT cells from HET vs WT cells from WT","Sacm1l"
"Sf3b3",-0.461017893269569,8.05415050301661,-3.07412927505695,0.00238526805977088,0.0449429555487618,-1.57378015713298,"P30","MUT cells from HET vs WT cells from WT","Sf3b3"
"Gm26652",-0.459111619260426,7.75377375495127,-4.47271261829855,1.25195165667101e-05,0.00489014345173837,2.9593263145264,"P30","MUT cells from HET vs WT cells from WT","Gm26652"
"Twistnb",-0.458944521472804,7.52615571614928,-4.23709317097434,3.36205423302643e-05,0.00708656246958286,2.12019839034337,"P30","MUT cells from HET vs WT cells from WT","Twistnb"
"Uxs1",-0.458442237154197,7.6493672850416,-4.18131502990765,4.22271427603965e-05,0.00768965099849119,1.90627380916235,"P30","MUT cells from HET vs WT cells from WT","Uxs1"
"Arl3",-0.456374107093652,7.47401145783427,-4.63160317515552,6.28793622903284e-06,0.00345629571267014,3.63752949093943,"P30","MUT cells from HET vs WT cells from WT","Arl3"
"Scyl2",-0.453281690069192,7.82390986978429,-3.64683081837772,0.000333264869106562,0.0189632759989348,0.0883522488781265,"P30","MUT cells from HET vs WT cells from WT","Scyl2"
"Arid5b",-0.452961278122364,8.003032620844,-3.31526810818602,0.00107492182828759,0.0305823403495005,-0.912554454737261,"P30","MUT cells from HET vs WT cells from WT","Arid5b"
"Wdr60",-0.452371257550231,7.87725146352325,-3.3624445719976,0.000914750120685312,0.0287096364738883,-0.774199853536664,"P30","MUT cells from HET vs WT cells from WT","Wdr60"
"Sat2",-0.452007093437586,7.54554770878443,-4.64961789517947,5.80911254988534e-06,0.00345629571267014,3.6978538228738,"P30","MUT cells from HET vs WT cells from WT","Sat2"
"Cir1",-0.451824389805204,7.53170915865936,-4.357527720074,2.03939085117762e-05,0.0058914864166135,2.56951881972317,"P30","MUT cells from HET vs WT cells from WT","Cir1"
"Nfyc",-0.45115831354644,7.65613165600624,-3.81947496873731,0.000175096928977775,0.0142340095396974,0.653254355034794,"P30","MUT cells from HET vs WT cells from WT","Nfyc"
"Ryr3",-0.450909866604387,7.92810120107294,-3.15273066919831,0.00184893360778539,0.0407253382055018,-1.36453455822049,"P30","MUT cells from HET vs WT cells from WT","Ryr3"
"Tmem44",-0.449761664646999,7.93334172982912,-2.84882234783269,0.00481526075095772,0.0621433393478409,-2.15425980502081,"P30","MUT cells from HET vs WT cells from WT","Tmem44"
"Med7",-0.449275260470428,7.57311457263127,-3.87686586303092,0.000140659080688937,0.0133732956336026,0.845223977144653,"P30","MUT cells from HET vs WT cells from WT","Med7"
"Arl1",-0.446476474963112,7.5584986056494,-4.03231944006618,7.67544108844981e-05,0.00968814813289545,1.3823257112009,"P30","MUT cells from HET vs WT cells from WT","Arl1"
"A830082K12Rik",-0.444617313963789,7.92511388393958,-3.41488221678014,0.000762986416584677,0.0268611277019222,-0.622363880862455,"P30","MUT cells from HET vs WT cells from WT","A830082K12Rik"
"Wtap",-0.443380900369157,7.48370126147616,-5.32022015499354,2.60054412942916e-07,0.00134586809596721,6.54076442527197,"P30","MUT cells from HET vs WT cells from WT","Wtap"
"Dcun1d1",-0.442897293366546,7.71305528789291,-3.40169796842582,0.000798756322558195,0.0274248476897922,-0.662691856660174,"P30","MUT cells from HET vs WT cells from WT","Dcun1d1"
"Msantd2",-0.442792146021359,7.7756517799093,-3.41587725465232,0.000760348500689627,0.0268611277019222,-0.617586296953566,"P30","MUT cells from HET vs WT cells from WT","Msantd2"
"Qdpr",-0.439968961477537,7.37449264683974,-4.83089996930298,2.58516692085654e-06,0.00345629571267014,4.45635576654201,"P30","MUT cells from HET vs WT cells from WT","Qdpr"
"Amfr",-0.439672300098358,7.52526626783109,-4.36335579485624,1.99011452298335e-05,0.0058914864166135,2.59218519255179,"P30","MUT cells from HET vs WT cells from WT","Amfr"
"Tusc2",-0.43964028272514,7.52981010275787,-4.63051843841514,6.31795059176467e-06,0.00345629571267014,3.6244932027821,"P30","MUT cells from HET vs WT cells from WT","Tusc2"
"Asxl3",-0.439513742785263,7.62172867636473,-3.63165202441189,0.000352279047558548,0.0194556465162666,0.0405926253478626,"P30","MUT cells from HET vs WT cells from WT","Asxl3"
"Mon2",-0.438787026663513,7.91054919630932,-2.85593787136965,0.00471257329853537,0.0615585009483463,-2.13925572306507,"P30","MUT cells from HET vs WT cells from WT","Mon2"
"Il6st",-0.435633624185312,7.56113773839367,-4.32121588295126,2.37378981633825e-05,0.00641945689536245,2.43023393400034,"P30","MUT cells from HET vs WT cells from WT","Il6st"
"Wdr47",-0.435552700706239,8.12339246772305,-3.05873956256656,0.0025057789563399,0.046178048169505,-1.61415961157495,"P30","MUT cells from HET vs WT cells from WT","Wdr47"
"Tnks1bp1",-0.435456272439749,7.65292854388426,-3.81775480444106,0.000176243228224186,0.0142340095396974,0.647543555307941,"P30","MUT cells from HET vs WT cells from WT","Tnks1bp1"
"Egfem1",-0.434817408751725,7.71605137315198,-4.0009010786454,8.68776148438706e-05,0.0105164450812723,1.2651755928173,"P30","MUT cells from HET vs WT cells from WT","Egfem1"
"Supt20",-0.431377679151865,7.90761064210267,-3.09108726508335,0.00225867882970743,0.0437968195689825,-1.5314327778193,"P30","MUT cells from HET vs WT cells from WT","Supt20"
"Tex264",-0.431260444623873,7.53874336348532,-3.51553973527706,0.000535364997803271,0.0242236536054239,-0.338539057916562,"P30","MUT cells from HET vs WT cells from WT","Tex264"
"Ndufv1",-0.430961617926045,8.03203390027471,-3.3974860497098,0.000810509936680833,0.0274248476897922,-0.677590256606528,"P30","MUT cells from HET vs WT cells from WT","Ndufv1"
"Srgap2",-0.430814677470071,8.39140828992986,-2.90965662727305,0.00399949535398646,0.0558317585259332,-1.99332370332004,"P30","MUT cells from HET vs WT cells from WT","Srgap2"
"Chpt1",-0.428666711946588,7.78195759905195,-3.50276750320801,0.000560228178010562,0.0247521990884549,-0.35636107632505,"P30","MUT cells from HET vs WT cells from WT","Chpt1"
"Cacybp",-0.428429306085099,7.4970403091275,-4.28567094863944,2.75161626491605e-05,0.00666689992444659,2.30088244078892,"P30","MUT cells from HET vs WT cells from WT","Cacybp"
"Fam160b2",-0.427844946192175,7.54325447299088,-3.99307499437187,8.95901301506158e-05,0.0105164450812723,1.24421558774254,"P30","MUT cells from HET vs WT cells from WT","Fam160b2"
"Pvt1",-0.427219463531595,7.59089236982339,-3.60831046983322,0.000383523189712792,0.0201957865108661,-0.0369686354684369,"P30","MUT cells from HET vs WT cells from WT","Pvt1"
"Zfp511",-0.425188891523523,7.62137783305368,-4.16162487080695,4.57400991216706e-05,0.00768965099849119,1.8393357484087,"P30","MUT cells from HET vs WT cells from WT","Zfp511"
"Fem1b",-0.423453411422457,7.76773654279926,-3.30336328578312,0.00111928043454619,0.03125247339731,-0.947641392751891,"P30","MUT cells from HET vs WT cells from WT","Fem1b"
"Trp53i11",-0.422470033467658,7.37660521406286,-4.77260513291454,3.36231960972434e-06,0.00345629571267014,4.21494971287873,"P30","MUT cells from HET vs WT cells from WT","Trp53i11"
"Vps33a",-0.421574859528094,7.79361964621743,-3.61457522679015,0.000374890628387512,0.0199702376582879,-0.0120540065016446,"P30","MUT cells from HET vs WT cells from WT","Vps33a"
"Irf2",-0.421474728708392,7.86786706810252,-2.47171527056426,0.0142249716227961,0.1093471913323,-3.04150650108309,"P30","MUT cells from HET vs WT cells from WT","Irf2"
"Cars",-0.419052973468224,7.64343551269311,-3.9131700721046,0.000122304263330643,0.0122483642916861,0.968856015005143,"P30","MUT cells from HET vs WT cells from WT","Cars"
"Efr3a",-0.418832448918357,8.49476034373552,-2.76424238310649,0.00620194280257199,0.0694229394785667,-2.34315152305924,"P30","MUT cells from HET vs WT cells from WT","Efr3a"
"Capns1",-0.41870362600991,7.67035333350297,-3.52779276835388,0.000512488775832826,0.0234713609468314,-0.282539468220552,"P30","MUT cells from HET vs WT cells from WT","Capns1"
"Fam98b",-0.417854130998871,7.74994563084295,-3.44402818419505,0.00068915855270146,0.0260264301697937,-0.534688114168421,"P30","MUT cells from HET vs WT cells from WT","Fam98b"
"G3bp2",-0.417778182241061,8.11005136504274,-3.01526683261725,0.00287714258122185,0.048452186833631,-1.72728853441371,"P30","MUT cells from HET vs WT cells from WT","G3bp2"
"Sod2",-0.417222446780104,7.87337699543767,-3.31704000350023,0.00106846131657877,0.0305823403495005,-0.905697181456286,"P30","MUT cells from HET vs WT cells from WT","Sod2"
"Syap1",-0.41646553993469,7.4398719070367,-4.5435814102343,9.22896173883066e-06,0.0040775724482563,3.29088351720467,"P30","MUT cells from HET vs WT cells from WT","Syap1"
"0610012G03Rik",-0.416420087418705,7.82772588548312,-2.78212029073052,0.00588175999103908,0.0682843646747914,-2.33449637492354,"P30","MUT cells from HET vs WT cells from WT","0610012G03Rik"
"Meis3",-0.413941300924558,7.56867846766059,-3.92086540088333,0.000118717268249306,0.0120498027273046,0.995169413831777,"P30","MUT cells from HET vs WT cells from WT","Meis3"
"Psmb3",-0.413876116568992,7.63293801020095,-4.09308423327758,6.02743672355738e-05,0.00823128676920717,1.59389874766006,"P30","MUT cells from HET vs WT cells from WT","Psmb3"
"Stmn1",-0.413643740037765,8.36594110391375,-2.72907827532961,0.00687821986605939,0.0731853357389481,-2.42601748765727,"P30","MUT cells from HET vs WT cells from WT","Stmn1"
"Ap2a2",-0.412590664179272,7.83471732788339,-3.34325660366696,0.000977003197321707,0.0292918448930404,-0.830460663242836,"P30","MUT cells from HET vs WT cells from WT","Ap2a2"
"Ppp3cb",-0.41204674184895,8.26644895367313,-3.17657657112863,0.00170976965930078,0.0393928831626017,-1.30442242533993,"P30","MUT cells from HET vs WT cells from WT","Ppp3cb"
"Rev3l",-0.411836032422688,8.19686442433367,-2.62367212419496,0.00932348955811872,0.0854008903305241,-2.67159116100655,"P30","MUT cells from HET vs WT cells from WT","Rev3l"
"Tfrc",-0.411257460689266,7.87934944552181,-2.7743919563646,0.00601828257462376,0.0685925671189459,-2.34255026048346,"P30","MUT cells from HET vs WT cells from WT","Tfrc"
"Gtpbp4",-0.411236619026056,7.70133172684238,-3.46814464694163,0.000633182783335827,0.0254961047937117,-0.463966625215125,"P30","MUT cells from HET vs WT cells from WT","Gtpbp4"
"Nom1",-0.411197659564878,7.67601918179933,-3.66986389451835,0.000306249352746072,0.0182011744718939,0.164944663625036,"P30","MUT cells from HET vs WT cells from WT","Nom1"
"Dixdc1",-0.411176577538784,8.10317046003329,-2.56421691026336,0.0110241884158721,0.0955048202902139,-2.8117011732679,"P30","MUT cells from HET vs WT cells from WT","Dixdc1"
"Fgf13",-0.411166624786132,7.48358300626519,-4.21285662002062,3.71311492184724e-05,0.0073392647836828,2.03055194169598,"P30","MUT cells from HET vs WT cells from WT","Fgf13"
"Mctp1",-0.4109857183621,7.7458198835883,-3.29952626812119,0.0011339368940956,0.0313125000424709,-0.959991991167329,"P30","MUT cells from HET vs WT cells from WT","Mctp1"
"Ythdf3",-0.409880474368423,7.92422875304417,-2.85215164885364,0.00476696287354895,0.061838787812135,-2.14820380424893,"P30","MUT cells from HET vs WT cells from WT","Ythdf3"
"Rps6kb2",-0.409347887100304,8.13757307092529,-3.21202948410876,0.00152071297763201,0.0369646445792687,-1.20450568714028,"P30","MUT cells from HET vs WT cells from WT","Rps6kb2"
"Mrps34",-0.408183508761508,7.56597476983464,-4.12985929586633,5.20024493910913e-05,0.00797123259952013,1.72930226585772,"P30","MUT cells from HET vs WT cells from WT","Mrps34"
"Farp1",-0.407708299524793,7.76888763982011,-3.00067071563498,0.00301275893282961,0.0493002883322074,-1.78315728012368,"P30","MUT cells from HET vs WT cells from WT","Farp1"
"Insig1",-0.407406941778182,7.54560269870462,-3.69411089383039,0.000280048663457954,0.0175161629339026,0.232033624207262,"P30","MUT cells from HET vs WT cells from WT","Insig1"
"Crebrf",-0.406643595997481,7.69406770804222,-2.9433127269534,0.00360450245762464,0.0530854265552308,-1.94997710199309,"P30","MUT cells from HET vs WT cells from WT","Crebrf"
"Sox11",-0.40644662636601,7.77682772729256,-3.50419934881877,0.000557387901585618,0.0247521990884549,-0.352005543243096,"P30","MUT cells from HET vs WT cells from WT","Sox11"
"Insr",-0.406177364813804,8.15113655968714,-2.61441296059564,0.00957180362029153,0.0870385193607865,-2.69474213184803,"P30","MUT cells from HET vs WT cells from WT","Insr"
"Ran",-0.405939515465063,7.60886085742105,-3.44831016211924,0.000678893123724487,0.0260264301697937,-0.533746824967142,"P30","MUT cells from HET vs WT cells from WT","Ran"
"Ercc6",-0.405881012474223,7.9308165487042,-3.46518945204784,0.000639805482074886,0.0254961047937117,-0.47326276752343,"P30","MUT cells from HET vs WT cells from WT","Ercc6"
"Shank1",-0.405573844249723,8.72741007813441,-2.96132426355186,0.00340811050519881,0.0518184574990856,-1.86491706068591,"P30","MUT cells from HET vs WT cells from WT","Shank1"
"Ap1ar",-0.40544526799977,8.03271314978134,-2.85030235608853,0.00479373561489457,0.0620788762128847,-2.1464068534325,"P30","MUT cells from HET vs WT cells from WT","Ap1ar"
"Pxdn",-0.405393694778536,7.96133660349855,-2.77772198170018,0.00595910831572148,0.0684386277666422,-2.32730555788639,"P30","MUT cells from HET vs WT cells from WT","Pxdn"
"Rbfox1",0.405286960405258,8.43522239890322,2.7716769437646,0.00606692206054114,0.0688348211430883,-2.32937597685569,"P30","MUT cells from HET vs WT cells from WT","Rbfox1"
"Asic2",-0.404203343818943,7.69828364576609,-2.94167513317751,0.00362286275591719,0.0532505455794318,-1.95000328418727,"P30","MUT cells from HET vs WT cells from WT","Asic2"
"Rbm5",-0.403934622032377,9.11323735361707,-3.14662791100495,0.00188619597894876,0.0411837732496632,-1.38302797574201,"P30","MUT cells from HET vs WT cells from WT","Rbm5"
"Mkln1",-0.403869394744074,8.56861931559096,-2.76712344622757,0.00614929910103077,0.0692388182444091,-2.33634428901409,"P30","MUT cells from HET vs WT cells from WT","Mkln1"
"Anxa7",-0.403845370361067,7.69590025851674,-3.08149916002735,0.00232946991456794,0.0445726581866788,-1.57949056156275,"P30","MUT cells from HET vs WT cells from WT","Anxa7"
"Igsf8",-0.403642394358895,8.26598106110121,-2.64633344690864,0.00873999741571452,0.0826777337398385,-2.61840867017062,"P30","MUT cells from HET vs WT cells from WT","Igsf8"
"Hibadh",-0.402903625119789,7.60400070627855,-3.87912770471168,0.000139443111813906,0.0133732956336026,0.853628457256576,"P30","MUT cells from HET vs WT cells from WT","Hibadh"
"Ide",-0.402610095459747,7.96091515198048,-3.37598010057223,0.000873084097168125,0.0281510449100257,-0.736248196883481,"P30","MUT cells from HET vs WT cells from WT","Ide"
"Arf4",-0.402502776404282,7.68695413341294,-3.44569617155502,0.000685142638055953,0.0260264301697937,-0.532635410072015,"P30","MUT cells from HET vs WT cells from WT","Arf4"
"Taf15",-0.401557098597976,8.31177375842776,-2.45902254283868,0.0147232332296028,0.110256335131853,-3.02706688225652,"P30","MUT cells from HET vs WT cells from WT","Taf15"
"Mllt10",-0.401374208467927,7.97648314741687,-2.94843939640554,0.0035475731387598,0.0527640036539105,-1.90281518913147,"P30","MUT cells from HET vs WT cells from WT","Mllt10"
"Caap1",-0.400889060156629,7.87612509121225,-2.93008495151145,0.00375527687199275,0.0540595660655702,-1.95611255201505,"P30","MUT cells from HET vs WT cells from WT","Caap1"
"Ebna1bp2",-0.400490699073856,7.53833751678917,-3.88628570472431,0.00013566033142683,0.0132330486928172,0.874678396573469,"P30","MUT cells from HET vs WT cells from WT","Ebna1bp2"
"Rit2",-0.400367603343383,7.73993184729517,-3.0961339063183,0.00222222075346912,0.0437968195689825,-1.53204164087961,"P30","MUT cells from HET vs WT cells from WT","Rit2"
"Strip1",-0.399811587510751,7.7098510657271,-3.3617079305821,0.000917070106586072,0.0287096364738883,-0.780900937196459,"P30","MUT cells from HET vs WT cells from WT","Strip1"
"Rock1",-0.399767482579533,7.72861820346585,-3.52924641720443,0.000509836560491322,0.0234713609468314,-0.27639350186234,"P30","MUT cells from HET vs WT cells from WT","Rock1"
"Eif4a3",-0.399602342564159,7.50366607948567,-3.70032672408136,0.000273680930174709,0.0173271278165696,0.246277605687107,"P30","MUT cells from HET vs WT cells from WT","Eif4a3"
"Cnpy3",-0.398202104038732,7.694160108085,-3.89086067454844,0.000133293818344236,0.0131732877576784,0.890621381645339,"P30","MUT cells from HET vs WT cells from WT","Cnpy3"
"Vgf",-0.397980561337886,7.78502971790651,-3.00622972982322,0.00296043094104407,0.0489775259871851,-1.76596247498724,"P30","MUT cells from HET vs WT cells from WT","Vgf"
"Pigk",-0.397373245211996,7.78996707946104,-2.88933560469935,0.00425675671975681,0.0577120933611795,-2.07290834118827,"P30","MUT cells from HET vs WT cells from WT","Pigk"
"Zfp57",-0.397325828138657,7.73758767955199,-3.05841163352776,0.00250840682374625,0.046178048169505,-1.63458577890852,"P30","MUT cells from HET vs WT cells from WT","Zfp57"
"Cnst",-0.397250214097662,7.62580258934673,-3.12376715989847,0.00203204010596244,0.0421524740516005,-1.47770256802815,"P30","MUT cells from HET vs WT cells from WT","Cnst"
"Agfg1",-0.397171921709726,7.89015959660482,-2.7991418299603,0.00559093331532427,0.0666932999649025,-2.28057601656821,"P30","MUT cells from HET vs WT cells from WT","Agfg1"
"Chic2",-0.397162906866077,7.76467133953958,-3.39890707265524,0.000806526540574121,0.0274248476897922,-0.668915967527782,"P30","MUT cells from HET vs WT cells from WT","Chic2"
"E4f1",-0.396708001497496,7.72702187171311,-2.88999814560633,0.00424813612868188,0.0577120933611795,-2.07833772711267,"P30","MUT cells from HET vs WT cells from WT","E4f1"
"Aimp1",-0.396514886905164,7.64196599593609,-3.37550282619675,0.000874522630244248,0.0281510449100257,-0.747843626571836,"P30","MUT cells from HET vs WT cells from WT","Aimp1"
"Sptbn4",-0.396394411021088,8.54808521763907,-2.79105371124334,0.00572745600289174,0.0675336295725586,-2.27986151344122,"P30","MUT cells from HET vs WT cells from WT","Sptbn4"
"Slc30a5",-0.396332840141871,7.79308358579697,-3.22808146495536,0.00144165829390146,0.0364038759789191,-1.16174752019067,"P30","MUT cells from HET vs WT cells from WT","Slc30a5"
"Erlin2",-0.395642665382859,7.4889234221266,-4.31084538840118,2.47855478585423e-05,0.00641945689536245,2.39510974683628,"P30","MUT cells from HET vs WT cells from WT","Erlin2"
"Scn3a",-0.395597799686334,8.17971065237477,-2.84463495641192,0.00487663982252693,0.0627199344297941,-2.15426313134321,"P30","MUT cells from HET vs WT cells from WT","Scn3a"
"B3galt2",-0.395115502242316,7.83100723050591,-3.03899987883172,0.00266856292633243,0.0471613556227833,-1.67685844662831,"P30","MUT cells from HET vs WT cells from WT","B3galt2"
"Xpo4",-0.394134603517052,7.60809118832742,-3.66853054716477,0.000307755180126551,0.0182011744718939,0.156676069893292,"P30","MUT cells from HET vs WT cells from WT","Xpo4"
"Ubxn7",-0.393906632005566,7.67696941773714,-3.091111995693,0.00225849883248582,0.0437968195689825,-1.55411474801198,"P30","MUT cells from HET vs WT cells from WT","Ubxn7"
