"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Timepoint","DEG_Test","SYMBOL"
"Apex2",-0.232036317659058,7.84709355728088,-1.80306222540036,0.0727817463834508,0.25945120886858,-4.31694620989696,"P30","MUT cells from HET vs WT cells from WT","Apex2"
"Bcl7a",-0.23197810700354,8.07732312939297,-1.63173135511036,0.104203196035822,0.310009513981079,-4.52229333032459,"P30","MUT cells from HET vs WT cells from WT","Bcl7a"
"Farsb",-0.231952324770332,7.50794625680347,-2.30021868731984,0.0223971467344177,0.137214493574398,-3.54397081407406,"P30","MUT cells from HET vs WT cells from WT","Farsb"
"Tmem106b",-0.231950049790425,7.75535586174088,-1.82575792663143,0.0692770176951813,0.252469519606262,-4.31593451085622,"P30","MUT cells from HET vs WT cells from WT","Tmem106b"
"Scn1b",0.23181602770055,7.99344897025782,1.74217775099866,0.0829105414490011,0.275915408428643,-4.36609488982528,"P30","MUT cells from HET vs WT cells from WT","Scn1b"
"Zufsp",-0.231626922167989,8.04265579961741,-1.689365342588,0.0926022502152598,0.292980413381136,-4.44555834698505,"P30","MUT cells from HET vs WT cells from WT","Zufsp"
"Sema6d",-0.231468471982868,7.79441373831114,-1.81127211866326,0.0714974470041675,0.2573154405598,-4.33496185261455,"P30","MUT cells from HET vs WT cells from WT","Sema6d"
"Plod3",-0.231397721173221,7.71916281344473,-1.6678845081318,0.0967976818455164,0.300308710591356,-4.58671404488338,"P30","MUT cells from HET vs WT cells from WT","Plod3"
"Lrrn3",-0.231396658186957,7.657290001388,-2.02674877660259,0.043925585016436,0.198846170337707,-4.00584498637201,"P30","MUT cells from HET vs WT cells from WT","Lrrn3"
"Zcchc14",-0.231389826516142,7.84628209138198,-1.97070759692297,0.0500433844201438,0.211999921251946,-4.03931777787155,"P30","MUT cells from HET vs WT cells from WT","Zcchc14"
"Smim20",-0.231189543949065,7.47010081494745,-2.52417773235776,0.0123208407291999,0.101543636731166,-3.07316108509713,"P30","MUT cells from HET vs WT cells from WT","Smim20"
"Nat8l",-0.231049520429655,7.96205028405894,-1.76175949786757,0.0795343470336262,0.270237337012465,-4.35127757709716,"P30","MUT cells from HET vs WT cells from WT","Nat8l"
"Zbtb4",-0.231006015921646,7.71998931083782,-1.85796445782668,0.0645442250925411,0.242659004692375,-4.27273168401019,"P30","MUT cells from HET vs WT cells from WT","Zbtb4"
"Kif5b",-0.230942253318831,8.20246079461902,-1.49951429306483,0.135210479778919,0.358857213293096,-4.68595285606652,"P30","MUT cells from HET vs WT cells from WT","Kif5b"
"Agpat1",-0.230900142273323,7.57028118615436,-2.28973157258811,0.0230094271717042,0.139149603451426,-3.52635446494189,"P30","MUT cells from HET vs WT cells from WT","Agpat1"
"Eif4b",-0.230885600302933,7.52806723744148,-2.23532930456615,0.0264261762119799,0.15122458378922,-3.66823980904599,"P30","MUT cells from HET vs WT cells from WT","Eif4b"
"Lysmd4",-0.230878537109744,7.78480586633749,-1.73157874154536,0.0847862102502625,0.279207376733461,-4.45120737605869,"P30","MUT cells from HET vs WT cells from WT","Lysmd4"
"Zfp507",-0.23084642555636,7.59237641032535,-2.13472800760533,0.0339175408111806,0.171783310204166,-3.83274901360102,"P30","MUT cells from HET vs WT cells from WT","Zfp507"
"Rufy1",-0.23058937445902,7.51062062837059,-2.45681142495526,0.0148115990898242,0.110533250952295,-3.20123685090502,"P30","MUT cells from HET vs WT cells from WT","Rufy1"
"Klhdc3",-0.230486770130839,7.87278888414676,-1.80576401232161,0.0723570145128327,0.258864308720003,-4.31145077080809,"P30","MUT cells from HET vs WT cells from WT","Klhdc3"
"Bicd1",-0.230300051990303,8.95118188252482,-1.75061211891246,0.0814422543515727,0.272964200104714,-4.32501675240121,"P30","MUT cells from HET vs WT cells from WT","Bicd1"
"Rell1",-0.230278946039114,7.45958305379693,-2.46160341315413,0.0146206825288431,0.109988831708362,-3.21689825482431,"P30","MUT cells from HET vs WT cells from WT","Rell1"
"Ociad1",-0.230232984286584,8.25242682918406,-1.39322918845375,0.164992438774632,0.400018788778652,-4.81570723798221,"P30","MUT cells from HET vs WT cells from WT","Ociad1"
"Pgap1",-0.23020499686428,7.96441855621055,-1.59188356134513,0.112883335665553,0.322873851555204,-4.61375383648901,"P30","MUT cells from HET vs WT cells from WT","Pgap1"
"Stmn3",0.229993991033362,8.39896941092479,1.69843482839664,0.0908756006387155,0.289591275518622,-4.40170377175776,"P30","MUT cells from HET vs WT cells from WT","Stmn3"
"Ubald1",-0.229979769856606,7.56042401722088,-1.83858535341413,0.067358694259256,0.248737046500134,-4.39309247647643,"P30","MUT cells from HET vs WT cells from WT","Ubald1"
"Ccar1",-0.22994266901245,8.22126705564869,-1.73711871742719,0.0838015535924236,0.277772934259794,-4.34724562433131,"P30","MUT cells from HET vs WT cells from WT","Ccar1"
"Marcksl1",-0.229873187792259,7.54866627505937,-1.73572530466269,0.0840483322403733,0.278220936593779,-4.57077530839819,"P30","MUT cells from HET vs WT cells from WT","Marcksl1"
"Slc44a5",-0.229856734171248,7.33805428524914,-3.20666450942701,0.00154801913223982,0.0372665759687606,-1.34092488473711,"P30","MUT cells from HET vs WT cells from WT","Slc44a5"
"Abcb9",-0.229730742879159,7.85569068396321,-2.0338892052055,0.0431937784243492,0.196981463111893,-3.92435703209198,"P30","MUT cells from HET vs WT cells from WT","Abcb9"
"Sik2",-0.229562792388558,8.10849719554933,-1.34272575557166,0.180779827282563,0.420513249525962,-4.89467626107586,"P30","MUT cells from HET vs WT cells from WT","Sik2"
"Ak5",-0.229451665040652,8.00788777119615,-1.63616710524291,0.103270895085152,0.309002282848044,-4.53170635248142,"P30","MUT cells from HET vs WT cells from WT","Ak5"
"Iqsec1",-0.229388982308224,8.21197220874132,-1.72561527065117,0.0858566484641615,0.280552992018524,-4.36576486141107,"P30","MUT cells from HET vs WT cells from WT","Iqsec1"
"Pdcd7",-0.229382277735357,7.55530569553975,-2.07581305256076,0.0391032049814159,0.186834715404208,-3.96669652032605,"P30","MUT cells from HET vs WT cells from WT","Pdcd7"
"Polr3f",-0.229306708234254,7.6852004225939,-1.8067418887977,0.0722037929280491,0.258864308720003,-4.37830639165129,"P30","MUT cells from HET vs WT cells from WT","Polr3f"
"Zfp384",-0.229124721428025,7.50317841948786,-2.43423469830574,0.0157411520282087,0.113545493694148,-3.25434077363623,"P30","MUT cells from HET vs WT cells from WT","Zfp384"
"Hp1bp3",-0.229090330155884,8.26265202175138,-1.5136331254012,0.131590818269759,0.353118483752827,-4.66048993679492,"P30","MUT cells from HET vs WT cells from WT","Hp1bp3"
"Tomm40",-0.229084437270866,7.78049242270449,-1.78141785197478,0.0762590026045247,0.265103334586645,-4.37706416068923,"P30","MUT cells from HET vs WT cells from WT","Tomm40"
"Ndufa7",-0.229065462564879,7.49822367752201,-2.34928267804742,0.0197182630698513,0.128323638152287,-3.44425569409035,"P30","MUT cells from HET vs WT cells from WT","Ndufa7"
"Ndrg2",-0.228981918138797,7.37985501983838,-2.76254186755188,0.00623320660345533,0.0695442538816999,-2.53844142575475,"P30","MUT cells from HET vs WT cells from WT","Ndrg2"
"Pfkfb4",-0.228975834368713,7.71641714141144,-1.91732474511154,0.0565250487382362,0.225420310171224,-4.17789905939693,"P30","MUT cells from HET vs WT cells from WT","Pfkfb4"
"Dus3l",-0.228955697893369,7.95708987923856,-1.86038951462745,0.0641990098052421,0.242146549518614,-4.19832381787076,"P30","MUT cells from HET vs WT cells from WT","Dus3l"
"Vegfb",-0.228875367269051,7.45833586355719,-2.4396451452349,0.0155137994413775,0.113274788030692,-3.27446478766264,"P30","MUT cells from HET vs WT cells from WT","Vegfb"
"Wdr70",-0.22885008914565,7.52734728548918,-2.34866151589799,0.0197503351457234,0.128323638152287,-3.43773752864713,"P30","MUT cells from HET vs WT cells from WT","Wdr70"
"Grem2",-0.228782453966922,7.33412242869119,-3.38065900477808,0.000859098125028891,0.027933705701697,-0.820461768237644,"P30","MUT cells from HET vs WT cells from WT","Grem2"
"Serac1",-0.22877889224894,7.68860326767921,-2.06782988548541,0.0398555570896923,0.188986798800934,-3.91784606629924,"P30","MUT cells from HET vs WT cells from WT","Serac1"
"Sirt7",-0.22872797010314,8.41563800360497,-1.43581537066293,0.152511441545732,0.383756595460634,-4.7529740700875,"P30","MUT cells from HET vs WT cells from WT","Sirt7"
"Jpx",-0.228663893031822,7.62856636577826,-2.0329712530319,0.0432872722959937,0.197168406437361,-4.01285570406783,"P30","MUT cells from HET vs WT cells from WT","Jpx"
"Chordc1",-0.22857217111976,8.07195690301443,-1.54149074094724,0.124671200892509,0.343257107735936,-4.65096931985444,"P30","MUT cells from HET vs WT cells from WT","Chordc1"
"Psd3",-0.228518853145694,9.05265168960211,-1.8367606668805,0.0676288581935141,0.249366889490174,-4.19539401538324,"P30","MUT cells from HET vs WT cells from WT","Psd3"
"Atl1",-0.228425604840981,8.58504114384731,-1.70046349073737,0.0904929740456216,0.28912671432631,-4.38573973357514,"P30","MUT cells from HET vs WT cells from WT","Atl1"
"Cyfip1",-0.228181842937129,7.8031960765211,-2.1030452335531,0.0366274913670916,0.179575122492314,-3.81151739956423,"P30","MUT cells from HET vs WT cells from WT","Cyfip1"
"Tma16",-0.228159027254152,7.52349094095466,-2.01960560478798,0.0446681936677515,0.200358259222594,-4.09349105985028,"P30","MUT cells from HET vs WT cells from WT","Tma16"
"Cd99l2",-0.228091718933078,7.70827579818814,-1.98556968758017,0.0483546844349204,0.208971251318002,-4.06057181062144,"P30","MUT cells from HET vs WT cells from WT","Cd99l2"
"Selenok",-0.228078531408462,7.86999795505768,-1.58513016316199,0.114409764020151,0.32575122727648,-4.64257521899797,"P30","MUT cells from HET vs WT cells from WT","Selenok"
"Spint2",-0.228063585359385,7.34712328990726,-2.8609691228358,0.00464117401210854,0.0610505394132176,-2.30174429451859,"P30","MUT cells from HET vs WT cells from WT","Spint2"
"Rapgef2",-0.228002817828277,7.9048389734966,-1.70186919442454,0.0902286101774633,0.289011346348005,-4.46046045929533,"P30","MUT cells from HET vs WT cells from WT","Rapgef2"
"Tmem200a",-0.227913403023285,7.46627833580701,-2.43326087087475,0.015782385223897,0.113545493694148,-3.27501236336342,"P30","MUT cells from HET vs WT cells from WT","Tmem200a"
"Ckap5",-0.227906657350343,7.85238198236215,-1.85061236552347,0.0656002614730181,0.244569698448171,-4.242024658125,"P30","MUT cells from HET vs WT cells from WT","Ckap5"
"Actr10",-0.227905219426412,7.86086974729896,-1.6700171194853,0.0963744325246325,0.299454684183501,-4.5266566840349,"P30","MUT cells from HET vs WT cells from WT","Actr10"
"Zfp280c",-0.227840509204455,7.66538461664691,-1.84876519274682,0.0658678278403732,0.245038759241725,-4.32826396103901,"P30","MUT cells from HET vs WT cells from WT","Zfp280c"
"Prdx4",-0.22781864992066,7.35603515413238,-3.14426583041383,0.00190080396214539,0.0412568998307011,-1.51452507671934,"P30","MUT cells from HET vs WT cells from WT","Prdx4"
"Zfp955a",-0.227816347113224,7.82578269235751,-2.03431526369943,0.043150442581915,0.196981463111893,-3.9297137515426,"P30","MUT cells from HET vs WT cells from WT","Zfp955a"
"Ptdss2",-0.227770461673342,7.70259944536864,-2.00238254264012,0.0465026829755749,0.204737193335019,-4.03067744261672,"P30","MUT cells from HET vs WT cells from WT","Ptdss2"
"Taok2",-0.22773097496201,7.79470158422201,-1.74489271597438,0.0824355704167921,0.275330157265601,-4.42701938052463,"P30","MUT cells from HET vs WT cells from WT","Taok2"
"Ddx18",-0.227709812816089,7.63140377153731,-2.02654299592831,0.0439468303502321,0.198846170337707,-4.01995259045733,"P30","MUT cells from HET vs WT cells from WT","Ddx18"
"D230025D16Rik",-0.22756398985221,7.69007013259574,-1.93622426138187,0.0541541021654664,0.220385395660645,-4.1541272992429,"P30","MUT cells from HET vs WT cells from WT","D230025D16Rik"
"Arf2",-0.227483220129161,7.49201546287484,-2.11412244303639,0.0356596098711488,0.177025333603568,-3.93416049010484,"P30","MUT cells from HET vs WT cells from WT","Arf2"
"Bbs7",-0.227470894204103,7.50170159278772,-2.13708490215518,0.0337230294149844,0.171375963420804,-3.88489855525,"P30","MUT cells from HET vs WT cells from WT","Bbs7"
"2010300C02Rik",0.227358579723896,8.13869058917624,1.69372731950257,0.0917685339563852,0.291010432130961,-4.42386707151468,"P30","MUT cells from HET vs WT cells from WT","2010300C02Rik"
"Fam104a",-0.227303407202717,7.54066530470588,-2.03437933687284,0.043143928685574,0.196981463111893,-4.06104230461167,"P30","MUT cells from HET vs WT cells from WT","Fam104a"
"Bud23",-0.22727201008339,7.525658904028,-2.45516935861839,0.0148775273972452,0.110748372924389,-3.19830575683117,"P30","MUT cells from HET vs WT cells from WT","Bud23"
"Prr36",-0.227269502213609,7.52485470485809,-2.56146331410951,0.0111092883674742,0.0956582818321922,-2.95908440662989,"P30","MUT cells from HET vs WT cells from WT","Prr36"
"Slmap",-0.227197325615455,7.79293964791988,-1.97776795872704,0.0492350444236523,0.210521014031956,-4.03926379907741,"P30","MUT cells from HET vs WT cells from WT","Slmap"
"Fam126a",-0.227179116069147,7.35431709723056,-3.13395197070785,0.00196582276488033,0.0418280305581194,-1.54477414089663,"P30","MUT cells from HET vs WT cells from WT","Fam126a"
"Gucy1b1",-0.227155444890351,7.91997894870849,-1.64303644368509,0.101840296466389,0.306832411308171,-4.53990958320879,"P30","MUT cells from HET vs WT cells from WT","Gucy1b1"
"Lama4",-0.22709841375056,7.40907255879468,-2.3925244666676,0.0175951873944108,0.121068463093559,-3.40375403612353,"P30","MUT cells from HET vs WT cells from WT","Lama4"
"Itsn2",-0.227067407773965,8.06723278369074,-1.55691167410501,0.120965505008512,0.3374250721183,-4.62963844341987,"P30","MUT cells from HET vs WT cells from WT","Itsn2"
"1110008F13Rik",-0.227042663156412,7.51271677140838,-2.68498162701773,0.00782027171403213,0.0783174144587938,-2.66472885032316,"P30","MUT cells from HET vs WT cells from WT","1110008F13Rik"
"Ksr1",-0.226824292318753,7.44661499749506,-2.63816425910732,0.00894644169936079,0.0835468693541073,-2.81603208918238,"P30","MUT cells from HET vs WT cells from WT","Ksr1"
"Cox14",-0.226781330646791,7.45566348299796,-2.81674622008866,0.0053039486639814,0.0653081285494496,-2.36446198732014,"P30","MUT cells from HET vs WT cells from WT","Cox14"
"Golga2",-0.226577338404286,7.60468305819393,-2.03042235575192,0.0435477820397724,0.198144272504797,-4.02369811271193,"P30","MUT cells from HET vs WT cells from WT","Golga2"
"Dpp8",-0.226570646523966,8.61757065252308,-1.67094958250549,0.0961898400982438,0.299454684183501,-4.42993096480763,"P30","MUT cells from HET vs WT cells from WT","Dpp8"
"Traf3",-0.22656409324686,7.47927859576554,-2.28773346137465,0.0231277311596414,0.139477404604992,-3.58627371228357,"P30","MUT cells from HET vs WT cells from WT","Traf3"
"Zfyve16",-0.226499756827025,7.92046627104905,-1.80559380870379,0.0723837107626152,0.258864308720003,-4.29501786506698,"P30","MUT cells from HET vs WT cells from WT","Zfyve16"
"Emc1",-0.226478879756848,7.89615314094864,-1.84402341900648,0.066558831697395,0.246875745619325,-4.23641670338154,"P30","MUT cells from HET vs WT cells from WT","Emc1"
"Ttc33",-0.226398643072931,7.47741333797457,-2.05037900656966,0.0415433303160709,0.193193493978427,-4.06157438987167,"P30","MUT cells from HET vs WT cells from WT","Ttc33"
"1700088E04Rik",-0.226386570477994,7.50788768520747,-2.15188871710252,0.0325231234785899,0.167315877018965,-3.84740470112155,"P30","MUT cells from HET vs WT cells from WT","1700088E04Rik"
"Exoc6b",-0.226369773382931,8.11010643956415,-1.58388958279589,0.114691935089675,0.326043327474536,-4.59198233964262,"P30","MUT cells from HET vs WT cells from WT","Exoc6b"
"Gabbr2",-0.22634661689942,8.33150733225248,-1.6035873726288,0.110276317346881,0.31946225537257,-4.53268782950498,"P30","MUT cells from HET vs WT cells from WT","Gabbr2"
"Phf14",-0.226283117648407,8.50415095418254,-1.52760107955837,0.12808470753699,0.348533624048505,-4.62862564847717,"P30","MUT cells from HET vs WT cells from WT","Phf14"
"Stambpl1",-0.226173499412025,7.51984757799544,-2.28061975636435,0.0235532472388301,0.141365886648358,-3.5790791483276,"P30","MUT cells from HET vs WT cells from WT","Stambpl1"
"Emc6",-0.226123126812355,7.4892522381286,-2.19019552092976,0.0295877624660951,0.160226159973208,-3.77441779703755,"P30","MUT cells from HET vs WT cells from WT","Emc6"
"Tmem80",-0.226035877225955,7.72046780419497,-2.02861861154655,0.0437329382350138,0.198596190497696,-3.9830644659441,"P30","MUT cells from HET vs WT cells from WT","Tmem80"
"Spata2l",-0.225934250439476,7.56443925105977,-1.92148628086151,0.055995645386556,0.225230226677258,-4.2411146248941,"P30","MUT cells from HET vs WT cells from WT","Spata2l"
"Ints6l",-0.225915321711799,7.88014965597584,-1.68130763806947,0.094158439930996,0.295538672094321,-4.49601392026548,"P30","MUT cells from HET vs WT cells from WT","Ints6l"
"Unc79",-0.225888972997955,8.58694041507066,-1.57041486326807,0.117792412849287,0.332858846091421,-4.5711841413266,"P30","MUT cells from HET vs WT cells from WT","Unc79"
"Mrpl43",-0.225798111191441,7.52854882812813,-2.16709794335592,0.0313288905917329,0.163979998072826,-3.80750279677763,"P30","MUT cells from HET vs WT cells from WT","Mrpl43"
"Comtd1",-0.225795489457187,7.37488211439632,-3.17332936369626,0.00172813214837251,0.0395698549247014,-1.42180091821104,"P30","MUT cells from HET vs WT cells from WT","Comtd1"
"Wdr34",-0.225774949711048,7.78026860949304,-1.80699699164483,0.0721638653871649,0.258864308720003,-4.33814643324741,"P30","MUT cells from HET vs WT cells from WT","Wdr34"
"Fuca1",-0.225759465816679,7.32000330784726,-2.98135052778859,0.00320130073436101,0.0506366250327246,-1.98824033134931,"P30","MUT cells from HET vs WT cells from WT","Fuca1"
"Ccdc159",-0.225723080175917,7.53181889206975,-2.12191231059535,0.0349921930560811,0.174853431284458,-3.89862257041983,"P30","MUT cells from HET vs WT cells from WT","Ccdc159"
"Rfng",-0.225685011967972,7.86068117917526,-1.79579289010344,0.0739347257668407,0.261562922093777,-4.32709885705121,"P30","MUT cells from HET vs WT cells from WT","Rfng"
"Ppfia4",-0.225617730698113,7.61823258745438,-2.18823274184132,0.0297323897493324,0.160777522971372,-3.7176329677355,"P30","MUT cells from HET vs WT cells from WT","Ppfia4"
"Cul9",-0.22560789747723,8.08651713255452,-1.63126166349886,0.104302308235357,0.310140394756834,-4.52277156273872,"P30","MUT cells from HET vs WT cells from WT","Cul9"
"Pelp1",-0.225599666757028,7.60449183150904,-1.86024221660393,0.0642199343151484,0.242146549518614,-4.32191406558886,"P30","MUT cells from HET vs WT cells from WT","Pelp1"
"H2afz",-0.225582587508943,7.67373521280285,-1.78304625694501,0.0759927306440722,0.264618173327597,-4.4189084573098,"P30","MUT cells from HET vs WT cells from WT","H2afz"
"Cabp1",0.225571342609278,8.20745857040985,1.60409902536952,0.110163448878109,0.31946225537257,-4.54836220204525,"P30","MUT cells from HET vs WT cells from WT","Cabp1"
"Fasn",-0.225543532085066,7.57379383989031,-2.14048433266283,0.033444171266012,0.170294043253845,-3.82999822444482,"P30","MUT cells from HET vs WT cells from WT","Fasn"
"Brwd1",-0.225439375235677,8.41485853831776,-1.64568957960809,0.101292029065415,0.306281976775497,-4.46757506664163,"P30","MUT cells from HET vs WT cells from WT","Brwd1"
"Ptpn2",-0.225361707490261,7.63986578371234,-1.99923047088086,0.0468452436904645,0.20588333841959,-4.07066251470277,"P30","MUT cells from HET vs WT cells from WT","Ptpn2"
"Fbxo34",0.225321003334048,7.67084297774529,1.81741671741546,0.0705485130930115,0.255459962767394,-4.33377196690895,"P30","MUT cells from HET vs WT cells from WT","Fbxo34"
"Plxnc1",-0.225318866961081,7.62326279124625,-1.96231426646248,0.0510188843248774,0.214199463479125,-4.14219213712136,"P30","MUT cells from HET vs WT cells from WT","Plxnc1"
"Ccdc34",-0.225316607220739,7.66572518322205,-1.96114605660675,0.0511559204022539,0.21441524449851,-4.12459049385164,"P30","MUT cells from HET vs WT cells from WT","Ccdc34"
"Topbp1",-0.225200297122518,7.51302650266919,-1.9355644579271,0.0542354441366424,0.220385395660645,-4.2573716122253,"P30","MUT cells from HET vs WT cells from WT","Topbp1"
"Fam193a",-0.225185328082177,7.93096714226772,-1.66451497516826,0.0974694671961887,0.301400856898301,-4.51034050397612,"P30","MUT cells from HET vs WT cells from WT","Fam193a"
"Vcan",-0.225118219704204,7.33519873732239,-2.97788230034846,0.00323627147222449,0.0506409063080795,-1.99292596788608,"P30","MUT cells from HET vs WT cells from WT","Vcan"
"Mynn",-0.224951511283727,7.57867395918098,-2.2486656544337,0.0255500966591363,0.148403037038742,-3.61487176881661,"P30","MUT cells from HET vs WT cells from WT","Mynn"
"9930021J03Rik",-0.224880464519237,7.77781100335854,-1.7324214394148,0.0846358270516262,0.27919096581556,-4.45629179903832,"P30","MUT cells from HET vs WT cells from WT","9930021J03Rik"
"Kpnb1",-0.224827892281239,7.96491725465682,-1.45013800751782,0.148480526855669,0.377790392009801,-4.79128608272278,"P30","MUT cells from HET vs WT cells from WT","Kpnb1"
"Selenoo",-0.22480023800594,7.61546320656901,-2.08885707836517,0.0379000443877174,0.182948093442253,-3.91563818917334,"P30","MUT cells from HET vs WT cells from WT","Selenoo"
"Aasdhppt",-0.224777672147685,7.48298489361504,-2.2172445475854,0.0276558666335128,0.155017324092772,-3.73590179748604,"P30","MUT cells from HET vs WT cells from WT","Aasdhppt"
"Dnal1",0.224658476282894,7.7873804589859,1.85381226197724,0.0651388862768898,0.243654469534721,-4.23447661269579,"P30","MUT cells from HET vs WT cells from WT","Dnal1"
"Camk2d",0.224537743252517,8.14966177195661,1.42873054437121,0.1545361231966,0.386724125262342,-4.79003411571911,"P30","MUT cells from HET vs WT cells from WT","Camk2d"
"Sec11a",-0.224462212458143,7.61180698496444,-2.0535073823859,0.0412363592680919,0.192419074318843,-3.98003139801881,"P30","MUT cells from HET vs WT cells from WT","Sec11a"
"BC003965",0.224456268693157,7.71079213841481,1.93603797634161,0.0541770573879889,0.220385395660645,-4.120166697586,"P30","MUT cells from HET vs WT cells from WT","BC003965"
"Bphl",-0.224329525753681,7.50317654127377,-2.32858813627988,0.0208117652585661,0.131684761393454,-3.4907558801921,"P30","MUT cells from HET vs WT cells from WT","Bphl"
"Synj2",-0.224326352331922,7.7136367807836,-2.07902296365504,0.038804137289797,0.185878746928358,-3.88481610109148,"P30","MUT cells from HET vs WT cells from WT","Synj2"
"Zc3h13",-0.224301388726095,8.42980987441013,-1.44873728415791,0.148871090180735,0.378271569129736,-4.73389352137696,"P30","MUT cells from HET vs WT cells from WT","Zc3h13"
"Ralbp1",-0.224219864173144,7.73777212390362,-1.75922240697529,0.0799653300667404,0.270487695725503,-4.42578820560117,"P30","MUT cells from HET vs WT cells from WT","Ralbp1"
"Dzank1",-0.224159460310977,8.02452932081967,-1.64806179162129,0.100803821239871,0.305933703825477,-4.5143703443971,"P30","MUT cells from HET vs WT cells from WT","Dzank1"
"Prkcsh",-0.223956756174279,7.61485034262464,-2.094154838551,0.0374205192565324,0.181829293376206,-3.89911191918295,"P30","MUT cells from HET vs WT cells from WT","Prkcsh"
"Rnf115",-0.223912815885922,7.76839072446519,-1.82780244434145,0.0689682698414793,0.251722920107245,-4.30736765886599,"P30","MUT cells from HET vs WT cells from WT","Rnf115"
"Nr3c2",-0.223904706483436,7.498646426784,-2.64353194113717,0.00881030649785445,0.0832380026482828,-2.77190621599407,"P30","MUT cells from HET vs WT cells from WT","Nr3c2"
"Agps",-0.223774827882836,7.63847918482172,-2.29065155519394,0.022955135104324,0.139125521301488,-3.50187337275348,"P30","MUT cells from HET vs WT cells from WT","Agps"
"Rrm2b",-0.223770535223493,7.45504875544926,-2.17084530139158,0.0310405312551218,0.163152855323457,-3.84295043770311,"P30","MUT cells from HET vs WT cells from WT","Rrm2b"
"Arid3b",-0.223756724253689,7.63978557721975,-1.66631425959064,0.0971102776076175,0.301029837024687,-4.61784118907674,"P30","MUT cells from HET vs WT cells from WT","Arid3b"
"1110046J04Rik",-0.223719462790728,7.45827960556139,-2.53356961095331,0.0120050403848901,0.100167941885609,-3.05794970998715,"P30","MUT cells from HET vs WT cells from WT","1110046J04Rik"
"Smg5",-0.22370386550394,7.94989226539476,-1.51198586337103,0.132009190620473,0.353483433422593,-4.72548740546253,"P30","MUT cells from HET vs WT cells from WT","Smg5"
"Yipf3",-0.223676934311927,7.62766003338777,-2.05490609972001,0.0410997376550869,0.192367921939458,-3.96786684990863,"P30","MUT cells from HET vs WT cells from WT","Yipf3"
"Wscd2",-0.223569883995586,7.83428784933402,-1.75618902639018,0.08048312583908,0.271119243737785,-4.3954805739205,"P30","MUT cells from HET vs WT cells from WT","Wscd2"
"Slc2a8",-0.223553143456833,7.61709169922768,-2.24598579068252,0.0257240803536068,0.148673904289626,-3.60046755990552,"P30","MUT cells from HET vs WT cells from WT","Slc2a8"
"Brms1l",-0.223517827945948,7.63130430928752,-2.03803625871836,0.0427735379172704,0.196496662566739,-4.01064762221645,"P30","MUT cells from HET vs WT cells from WT","Brms1l"
"Macrod2",-0.223495482959704,8.40068443270908,-1.59150231936463,0.112969072770476,0.322996081301503,-4.54482562367548,"P30","MUT cells from HET vs WT cells from WT","Macrod2"
"Rint1",-0.223482643857701,7.59657502855908,-2.14575942685297,0.0330153842934817,0.168552887689293,-3.81441335903387,"P30","MUT cells from HET vs WT cells from WT","Rint1"
"Invs",-0.223473104199368,7.5006666224524,-1.9537065710735,0.0520359043619319,0.216192860602395,-4.22415654591789,"P30","MUT cells from HET vs WT cells from WT","Invs"
"Matr3",-0.223452990361736,8.95323863655571,-1.73187437083438,0.0847334291178952,0.279207376733461,-4.35371932939633,"P30","MUT cells from HET vs WT cells from WT","Matr3"
"Unc5c",-0.223395819230189,8.03754265602506,-1.58948849625468,0.113422817074102,0.323923490130639,-4.59382608500128,"P30","MUT cells from HET vs WT cells from WT","Unc5c"
"Prex2",-0.223358889800252,7.32734700709235,-3.48684992516895,0.000592730671900497,0.0253156054461214,-0.492546594706337,"P30","MUT cells from HET vs WT cells from WT","Prex2"
"Ugt8a",-0.223268456627758,7.36261805933378,-1.91612863653124,0.0566779837707258,0.225420310171224,-4.39785483672479,"P30","MUT cells from HET vs WT cells from WT","Ugt8a"
"Bbx",-0.22316321398961,7.54660825749247,-2.20129938676468,0.028780995495672,0.158021971614029,-3.7218188999743,"P30","MUT cells from HET vs WT cells from WT","Bbx"
"Cuedc1",-0.22311338389294,7.63122992545989,-2.09055227795525,0.037746034472645,0.18253269697901,-3.90390098584171,"P30","MUT cells from HET vs WT cells from WT","Cuedc1"
"Trmt6",-0.223108648411312,7.89247251547729,-1.67765341802033,0.0948711073041424,0.297154665121523,-4.49659472459154,"P30","MUT cells from HET vs WT cells from WT","Trmt6"
"Polr3d",-0.22303725942549,7.49159129444428,-1.98183694534551,0.0487742179612441,0.209578461731639,-4.18279762529399,"P30","MUT cells from HET vs WT cells from WT","Polr3d"
"Slc25a42",-0.222961025655741,7.5934016217097,-2.13474082687396,0.0339164802468006,0.171783310204166,-3.83522037406328,"P30","MUT cells from HET vs WT cells from WT","Slc25a42"
"Gng13",-0.222959578212535,7.64047945641412,-2.23488593248025,0.0264557453200686,0.15122458378922,-3.61830242322787,"P30","MUT cells from HET vs WT cells from WT","Gng13"
"Fkbp4",-0.222900376303678,7.460386061269,-2.70544993956237,0.00736940246477647,0.0759207202927957,-2.64155162137318,"P30","MUT cells from HET vs WT cells from WT","Fkbp4"
"Ube2m",-0.222894720854281,7.49232355133796,-2.30032130983952,0.0223912263729987,0.137214493574398,-3.55099878951629,"P30","MUT cells from HET vs WT cells from WT","Ube2m"
