"logFC","AveExpr","t","P.Value","adj.P.Val","B","Time_point"
0.746057189606089,7.98726894512564,4.54980282655737,9.42332861861379e-06,0.00169341437811188,3.14838297585665,"P60"
0.737392416054885,7.49865641974271,4.91516002123867,1.87523898273985e-06,0.000703495904374856,4.74808707002223,"P60"
0.728202642063009,7.67330496523554,4.98363919443461,1.37197851785395e-06,0.000686263654630544,4.98384191168032,"P60"
0.713089535652237,7.83985024423652,4.96081503385127,1.5230954398407e-06,0.000703495904374856,4.81271056017107,"P60"
0.711900319179443,7.69848330535909,3.57944699267827,0.000434458632338594,0.0144236421169755,-0.1413565843331,"P60"
0.709684652287934,7.43443995842863,5.57380710650301,8.20793055624582e-08,0.00025691490558083,7.64230814847142,"P60"
0.68326028601555,7.4516887706049,4.92242515784946,1.8143540961531e-06,0.000703495904374856,4.78429986962296,"P60"
0.676401223560486,7.60029992205996,5.28156517495659,3.40156708133451e-07,0.00028357730901392,6.27556334027681,"P60"
0.674403871520354,7.55960815998518,4.83342098886597,2.71201514325788e-06,0.000864986731876793,4.40295758870833,"P60"
0.672342450243415,7.70083072479896,4.77567057405225,3.5102809653598e-06,0.000940629931539093,4.12976504346288,"P60"
0.658388074120773,7.46786784253668,4.81565036110949,2.93679883277455e-06,0.000864986731876793,4.3416894041312,"P60"
0.64765862352688,7.46347918476262,4.80479329882532,3.08288562256887e-06,0.000864986731876793,4.29795156140871,"P60"
0.645467952405093,7.76602920193712,3.63327179582149,0.000357747480842853,0.013231183670698,0.0324802521576339,"P60"
0.644098963411704,7.88137116369796,3.62801088880448,0.000364640937460757,0.0133458583110637,0.0146163765932155,"P60"
0.644007370251327,7.71048560535344,4.13068573143258,5.36105371899389e-05,0.00437217239713165,1.70064504610348,"P60"
0.641627543809879,7.79051467114135,4.53915514133826,9.86388910024357e-06,0.00171693903356185,3.17879923396486,"P60"
0.638754103757576,8.04819883646912,3.98634946670887,9.47614534783305e-05,0.00618256682998186,1.14960592540285,"P60"
0.637000642687481,7.41776842884808,5.10165508353137,7.94999737817449e-07,0.00045883715637264,5.54799457315566,"P60"
0.632914705692818,7.99612677654441,3.6530589131461,0.000332904134087938,0.0126790848632579,0.0842352027910334,"P60"
0.624755972958628,8.09683087187572,3.49415144195154,0.000588413705693195,0.0169226253178079,-0.402620778214446,"P60"
0.624367633976019,7.77379969756317,4.33422731207419,2.34044583493607e-05,0.00270159463069621,2.42081411205306,"P60"
0.620534565759735,7.43641495143472,5.0156208095593,1.18443953134367e-06,0.000634774985976539,5.17805976994877,"P60"
0.613469019663953,7.70469142761916,3.745531929382,0.000236883653243603,0.0106427428160883,0.390693667734079,"P60"
0.610569019867985,7.90667265198524,3.38268329090574,0.000867310849591535,0.0204694854900651,-0.726881906528793,"P60"
0.608625189055007,7.96798627506465,3.7272398156526,0.000253507409411236,0.0111231935252193,0.319551059655244,"P60"
