,gene,Astro_F_E18_WB,Astro_F_P60_CORT,Astro_F_P150_CORT,Astro_M_E18_WB,Astro_M_P60_CORT,Astro_M_P120_CORT,Endo_M_P60_CORT,L2_3_IT_F_E18_WB,L2_3_IT_F_P30_CORT,L2_3_IT_F_P60_CORT,L2_3_IT_F_P150_CORT,L2_3_IT_M_E18_WB,L2_3_IT_M_P30_CORT,L2_3_IT_M_P60_CORT,L2_3_IT_M_P120_CORT,L4_F_E18_WB,L4_F_P30_CORT,L4_F_P60_CORT,L4_F_P150_CORT,L4_M_E18_WB,L4_M_P30_CORT,L4_M_P60_CORT,L4_M_P120_CORT,L5_F_E18_WB,L5_F_P30_CORT,L5_F_P60_CORT,L5_F_P150_CORT,L5_M_E18_WB,L5_M_P30_CORT,L5_M_P60_CORT,L5_M_P120_CORT,L6_F_E18_WB,L6_F_P30_CORT,L6_F_P60_CORT,L6_M_E18_WB,L6_M_P30_CORT,L6_M_P60_CORT,L6_M_P120_CORT,Lamp5_F_E18_WB,Lamp5_F_P30_CORT,Lamp5_F_P60_CORT,Lamp5_M_E18_WB,Lamp5_M_P30_CORT,Lamp5_M_P60_CORT,Lamp5_M_P120_CORT,Non_neuronal_F_E18_WB,Non_neuronal_F_P30_CORT,Non_neuronal_F_P60_CORT,Non_neuronal_F_P150_CORT,Non_neuronal_M_E18_WB,Non_neuronal_M_P30_CORT,Non_neuronal_M_P60_CORT,Non_neuronal_M_P120_CORT,Oligo_F_P30_CORT,Oligo_F_P60_CORT,Oligo_F_P150_CORT,Oligo_M_E18_WB,Oligo_M_P30_CORT,Oligo_M_P60_CORT,Oligo_M_P120_CORT,Pvalb_F_P30_CORT,Pvalb_F_P60_CORT,Pvalb_F_P150_CORT,Pvalb_M_E18_WB,Pvalb_M_P30_CORT,Pvalb_M_P60_CORT,Pvalb_M_P120_CORT,Sncg_F_P30_CORT,Sncg_F_P60_CORT,Sncg_M_P60_CORT,Sncg_M_P120_CORT,Sst_F_E18_WB,Sst_F_P30_CORT,Sst_F_P60_CORT,Sst_F_P150_CORT,Sst_M_E18_WB,Sst_M_P30_CORT,Sst_M_P60_CORT,Sst_M_P120_CORT,Vip_F_P30_CORT,Vip_F_P60_CORT,Vip_F_P150_CORT,Vip_M_E18_WB,Vip_M_P30_CORT,Vip_M_P60_CORT,Vip_M_P120_CORT
68,AY036118,0.0444826593570367,0.0764231761877738,0.345517962539528,-0.59281889857748,0.0383974864656451,0.240878027606553,0.655973094059087,0.332483358972906,-0.77313880539588,0.149174409036937,-0.101409082562638,0.0030449728961723,0.156659503247417,0.370826320608677,-0.030550733577587,0.08330771744885,-0.45669005220464,0.0767832535813449,0.0090304799135456,-0.219848203102726,0.0109351347940456,0.443525090026417,0.174062734821828,0.05212731803824,-0.727554353698037,-0.364337702824745,-0.171224837988694,-0.172758184299902,0.13727177263929,0.23207196957559,-0.0564888445821081,0.244217155823629,-0.573178889183148,-1.61328747176523,-0.318296611203271,0.0166877553661513,0.448661129810007,0.269368788501677,-0.0742975952671332,-0.0703597126799616,-1.5703449632743,-0.405018644466752,0.24829195959536,0.479853179591136,-0.0468184170401944,-0.248666681679513,-1.27458637906102,1.030353978479,0.618279224376311,-0.369133312375341,0.0983338418901731,0.183748252363422,-0.081871172619735,-0.825752546614283,0.342540852520647,1.41230450362584,-0.484878129585899,0.692365080434068,0.334652975417634,-0.239552802281763,-0.529961951338458,0.496790937944351,-0.0266769761961656,-0.255745933347249,0.005526510939513,0.579510286063611,0.275707900427343,-1.23237453179524,0.810878783734665,-0.0928680107876969,0.408338439326724,-0.0080509104333461,-0.653511217959615,0.284424975032358,-0.295571668620728,-0.0983154316601399,0.199096836798837,0.113162219236913,0.348157527785474,-0.971358314981676,-0.10869475855956,-0.707317511777245,-0.315122351976794,0.536594857630731,0.376663919997917,-0.346215664315842
69,Olfm1,-0.119317213603197,-1.11010297018939,1.43375202019507,0.0757065952840446,-0.607341701344691,-0.615882073675225,0.500056777066144,-0.0465011673263481,-0.772647874009656,0.120656627441586,0.0321718454378164,0.0311269963351384,-0.180728392048268,0.376023048834995,-0.781362814640549,-0.1647407951445,-0.703785570505703,0.327787546958488,-0.0168216955258949,0.204449353953845,0.0196786207065884,0.175891873399624,-0.56371176553937,-0.0646067978707834,-0.531104464065545,0.123008784767554,-0.404483445550801,0.0815795348095082,0.0914479071282255,0.185783257720817,-0.848728981425157,0.0186487826584512,-0.498474242096898,-0.0166591233222411,-0.0054735358402781,-0.281353576645606,0.240616736197586,-0.417377854484318,0.0761675194632432,-0.290521292054838,-0.0103362953989132,0.188157018264746,-0.19903357106063,0.45795644638778,-0.52520364237223,0.171574523647213,-0.141839085486604,0.152674908648079,-0.178949338987876,-0.027737467989835,0.143161872905272,-0.126152253653277,-0.307372583448811,-0.321257958738266,0.205933820690047,0.454051387107402,0.116498039598059,0.155889254383849,-0.384393113481262,-0.009991511261819,-0.83711442957543,0.136369497004012,0.248198301754892,0.185248106171567,-0.218466727796486,-0.240391159715171,-0.229328437101739,0.187175655242911,-0.439575477785319,-0.335988618393707,-0.347055002226334,0.090564797862428,-0.574686109441167,-0.432842258311789,0.616718926070844,0.0409715485840739,-0.0202543521908468,-0.353677947772409,-0.409501206910473,0.192811292470939,0.275973045415822,0.83378169303398,0.128293650843525,-0.035471937744636,-0.233168919370553,-0.50800454542372
70,Adgrl2,-0.099889286057375,-1.4458698818208,1.15191512026777,-0.0410765857577399,-0.146196851020562,-0.452471186565512,0.875709877586613,-0.03267632334144,-0.76068027902584,-0.237022678564473,-0.501066237535176,0.109551787678146,-0.0380200482313034,0.200237749144315,-0.224743341819841,0.0133918091555949,-0.59831279989298,0.064651965426081,-0.296114663992171,0.0473326203461568,0.0352450964050974,0.223651908811285,-0.0947611134905735,-0.0275424804346727,-0.629723448594794,-0.131620163373591,0.0402150751451978,0.0508509766747715,0.0021240098361919,0.108746142190724,-0.0850732875628257,0.0447914914011196,-0.619779076459569,0.182268275605886,-0.0148979418121181,-0.0064906300519223,0.218716633657655,-0.146353232984597,0.0483133815174102,-0.174765297286849,-0.0425639177173073,0.0390294271701659,-0.155100103672783,-0.169144561947388,-0.319985312362072,0.053069862609347,-0.241877655897621,0.243270051036071,-0.865036375242495,-0.0416441460765317,0.0797702492574183,0.245025959932185,-0.0839913279855409,-0.0252531436475601,-0.0049652266671976,0.549634824081946,-0.143372779959565,-0.0515982443753377,-0.0423960029535848,-0.015162168032405,-0.167843274015477,0.210266843389118,-0.81972822089405,0.024952234182894,-0.739719413499198,0.157018708927515,-0.440644032564447,-0.169700135968795,-0.269807698442804,-0.151796049182395,-0.384679288463072,-0.114315233883264,-0.203587178110174,0.047446546543003,-1.04234474728689,0.0648460277101704,-0.406752122826874,0.23708988937587,-0.583178044917469,0.253104839523577,0.0562320850954355,-0.497952472114576,0.0633920483109534,-0.163207592752695,-0.037721475861213,-0.279744698544786
71,Lamp5,0.0289152618119704,-0.0727140523845063,0.246418772825458,-0.0002485755606679,-0.0472810328259433,-0.125831729373557,0.394198883105943,0.0125517199590409,-0.734957487618353,-0.162877659644271,0.562066667154135,0.130106364128203,-0.11088090233355,0.367189943927094,0.618768231893538,0.106236946062718,-0.386609906984654,-0.0146829908816488,0.170277097487219,0.0177116211595445,-0.145334636607154,0.091224318713463,0.236720657192315,0.0521159769225922,-0.198345714013826,0.0008568329436114,-0.0073780217540507,-0.0006404247500102,-0.185282492715018,0.0388195409188783,0.151768481544125,0.0097003235086051,0.0161131354722257,0.0117671141615855,-0.0011070138389628,0.0721388009719832,-0.0385161819879905,0.114225899050666,0.122525346272928,-0.868150822417358,0.280280165662253,0.0485727313561974,0.410412455328586,-0.0824145539215122,0.456953218974106,0.0993675427181797,0.0619516541279849,-0.317944725695074,0.224127605128117,1.0,0.186643697319217,0.0240950925093779,-0.20489992138161,0.0269833153560238,0.0362135903807117,-0.0736924063849378,1.0,0.0387467055775157,-0.112408899766379,-0.104461695384656,0.0751040452074228,0.0911216598340146,-0.232046818838574,1.0,0.0222301917062421,0.0555307799349505,0.0200041444653674,-0.0137611257095889,-0.0790764203927728,0.157373810097001,0.263916448063165,-0.0032946042824527,-0.12897808043301,0.0121422476861521,0.0513647009430881,1.0,0.0543971350813404,-0.0929734866735056,0.0607114877530904,-0.0956093061904086,-0.0235461357790638,0.0850488576955399,0.0052570546084695,-0.181792877810933,-0.0191424294579454,-0.0172260188428834
72,Cacna1a,0.0039265161784154,0.0411117354702973,-0.173278024495863,0.0402010775534713,-0.11434490511249,0.016932100270472,0.730391162938271,0.0823338110954965,-0.725788913855538,0.395410306934317,0.381488552023504,0.0347867486168251,0.0934353593742994,0.256305838933315,0.043494060119109,-0.0569981498273148,-0.562094402735966,0.316304754804587,-0.0703644252563381,0.0055668975286701,0.0148738192632043,0.19076231099004,-0.0588730952998486,0.0088988095140351,-0.613726898879448,0.436964151157354,0.415212989604699,0.0015392980098358,-0.0432257830305872,0.280782640459146,0.131148545944843,0.0027140117680478,-0.241342900027757,0.391289268815056,0.0042556943893488,-0.0719280310990047,0.0605406173742528,0.12477765610296,0.020461325736597,-0.247514352788311,0.259660797585335,-0.0013084759193689,-0.0760253759952788,0.131629075454044,-0.122023514487473,0.0770957961169253,0.0524422977746424,0.354776097599141,0.843306318041361,0.0710049980520809,0.241794772060134,0.332938357264775,0.0700978871677463,0.0194616435360446,-0.408539951840386,-0.404181519939057,-0.0640078179337087,-0.0442738517675169,-0.070251125612089,-0.0260695283488742,-0.692026260207637,0.276796016918205,0.14034351699134,0.0372717192407554,-0.164984070581147,0.146238815244406,0.145556548392922,0.141693317301672,0.15165069812564,-0.0365531100988048,-0.252092689168291,0.0814417678619753,-0.291825077483354,0.344256914461733,0.203405354908956,0.0100179647397598,-0.276237830224317,0.231946847938792,0.193877207555397,-0.373096995868472,0.437365097254489,0.0820870963793721,0.0208913616860568,-0.008485184351058,-0.12848124983176,0.0027906572149723
73,Arc,-0.0078336192105013,-0.082881615283228,0.87418703786903,1.0,0.133830851923066,-0.121869335760902,1.08180512709849,-9.65559362079175e-06,-0.286016954334833,-0.0058801684350195,0.385666663795648,0.0062311828940595,-1.22259675879055,0.731724014263031,0.0016166967496667,-0.0199902820431201,-0.425053339744978,0.243221899746244,1.05684154553732,-0.0081870936615968,-1.5812374471179,0.863036450250521,0.17152857164681,0.0052308952988826,-0.45634487313535,0.121305761197847,0.487455429383217,-0.003426936866859,-1.26129066534426,0.995979364785111,0.0105355393244027,-0.0140523405602728,-0.322993570256046,0.0036155986551031,-0.007216927313085,-1.17188239510178,0.799214860214633,0.0261586464894379,-0.0685122009711588,0.0315970187250934,-0.0481794458801852,-0.0150926328871494,-0.47613391393909,0.381209416530282,-0.0496734808056282,-0.0232272982758161,-0.0602984889087709,-0.0832654384127659,0.0322537560503282,0.0137428692461065,-0.152115870903934,0.158354235059938,0.242148138519418,-0.0464193625388955,-0.0036012805769949,0.167955960715137,-0.0134000689613797,-0.163572886371873,0.0250667323723449,0.0377059005759151,0.0127084550797993,0.0068963214590039,-0.0282443836729525,-0.0029953326759821,-0.248094109156441,0.116293861138839,-0.0239109839107815,-0.232404000174878,0.149638765401779,0.267547626675437,-0.122992316538908,0.0182138794884869,0.0974098996504831,-0.0154360948277996,0.0591543163303802,0.0024293875420743,-0.275857307343626,0.0821708927667916,0.0238996059147363,-0.237267350387025,-0.0695646938783365,-0.0813131006454923,-0.0034533611099643,-0.338981515842774,0.174201771393812,-0.0712569585902432
74,Mid1,-0.138033350585886,0.658921856862808,0.294946370295352,0.0318018029790389,0.0251792622379821,-0.375204841627756,-0.0807524582728825,-0.0289791895626185,-0.484904825963943,0.557976875086408,0.175189018972504,0.0051380246499694,-1.13786170035867,-0.0930025229762621,-0.387478552175211,-0.0256639935793176,-0.374730587108878,0.531618160431282,0.341394954104589,0.119073010773957,-0.969207766312371,-0.13228175981736,-0.336443304664765,0.0714890449965551,-0.464435109514097,0.465489676480181,0.125552751914667,0.0246927358802516,-1.07434662293999,-0.207191446565212,-0.391346033102316,0.0025249249939396,-0.342145505593599,0.537749642421222,0.0836871737792718,-0.90141495975268,-0.222799492692291,-0.380379003609257,0.0354674456984669,0.0300760228048068,0.790618364657145,0.0379954357127714,-0.867529529134116,-0.131388142102529,-0.328748010062205,-0.0014244029085346,0.124027085115454,0.37375191884653,0.318237988338508,0.18236506028391,-0.607981843243112,-0.0689125200974615,-0.52500467945568,-0.0999155555751935,-0.047444709664635,0.0035867591330796,-0.0370608082814477,-0.232839319595908,-0.0304636566558224,0.13678582580038,-0.253507039961291,0.476341243937231,-0.0210294688758216,0.0179841325935806,-0.818603936413818,-0.0793538469244999,-0.334395513222515,-0.504598591168714,0.485413167049186,-0.37852570059078,-0.340853621714326,-0.0264363686309033,-0.181677117027748,0.498717737649449,-0.0087181486282637,0.0544372737264857,-0.739896311901317,-0.130055322653665,-0.408672567927282,-0.1998075632528,0.605932451375654,-0.121694114533296,0.0583972395962175,-0.678856756910519,-0.145651914104197,-0.199365117529713
75,Junb,-0.0057381100696955,0.174593045148638,0.0212944296192018,-0.0189126307071328,-0.0846695461882537,-0.204711676622757,0.304178436037341,-0.0048059316232861,-0.110246797563451,-0.0164480641436527,-0.115070081641782,-0.025896956833944,-0.920689377386791,0.328647887388108,-0.224127893303488,-0.0392803579572974,-0.0841696368806563,0.140000993929735,0.416126171349364,0.0101250949336864,-1.09864183946736,0.313803097172141,-0.240438279950587,-0.0006982216703745,-0.226496151999849,0.107225420196905,-0.152647434812379,-0.0041239879172953,-0.811258702916892,0.474019465547984,-0.259745560285945,-0.001478672068849,-0.196457492649471,0.0947567529523446,0.000285040882902,-0.793972119180034,0.386784160260135,-0.220590408354561,-0.0342721831317021,-0.0690527443486584,0.108352081031758,-0.0199005705763399,-0.203494215191476,0.282829280009472,-0.0616027069692777,-0.036943084347477,-0.11400237351214,-0.0465741808680037,0.199157304783203,0.0170439304380265,0.0276495954598614,0.0183952560077109,0.0704341134521203,-0.0450800470727159,-0.198911707247958,0.314024427229426,-0.0096830633508305,-0.0231376916082243,-0.021090308228808,0.0079230947050985,-0.0263918034435003,0.0750590596471453,-0.0142569063744816,-0.0194390731906836,-0.155137466946083,0.0647345440836119,-0.0577045174565083,-0.0321192077494949,0.344742050226135,0.0283369782255782,-0.0143627667758844,0.0388122137164677,-0.211871308145319,-0.0597223853134531,0.0399119621435594,-0.0083748301360094,-0.268426636408336,0.10453253532237,-0.113626921845781,0.0847093964391501,0.14973714987582,-0.433432851030143,-0.011537344556534,-0.524574146441187,0.216916537793183,-0.180913688206137
76,Egr1,-0.0133528088448735,-0.934245738717947,1.0596262015778,0.0169252765121149,-0.147467115185287,-0.0244737140676955,0.632160617245513,0.0012060690461674,-0.338107459504884,0.0726328804735434,0.627599777398674,0.0056624362370623,-0.84418041651151,0.380720329085694,-0.0619949205065409,-0.0112980217847976,-0.402331412409225,0.163272778134111,1.35884293879614,-0.0056492368995379,-0.819303722442813,0.426180174833495,0.167510885951356,0.0024629262408832,-0.456986401066995,0.064548704001277,0.428635407229946,0.0008460068959364,-0.910244061208158,0.41303698391866,0.0653418984315458,0.0069933827834605,-0.45808842374055,0.213073091236953,0.0158735469980987,-0.714906517572346,0.266410613954511,0.0478056617009546,-0.0165524611816448,0.0822229647363713,-0.0615807496157335,-0.0013113808926298,-0.691297062160303,0.0239377058457988,-0.0835532082135147,-0.0603398355637226,-0.201728458233344,0.386025547990455,-0.0734937663421929,-0.0217016231388682,0.0329752753446926,0.0423823011036279,0.175408109130907,-0.126078763488003,-0.0669675643876901,0.0759248842626658,0.0185598547161365,0.0053538611424412,-0.056577748653464,-0.085247241470103,-0.0764546597769686,-0.0736042637480271,-0.280651842093067,-0.0074785071094579,-0.151259594512241,0.0493942811577933,-0.0320377356197404,0.0752169699280667,0.0183808767698974,-0.0301736746349615,-0.0239677172069791,0.0126516061913311,-0.136082481731658,-0.0585837512593233,0.131706663929454,0.0198065013912809,-0.197689419253393,0.105846542353,0.127867803635368,-0.173311058310942,-0.173084276657752,-0.236762404136268,0.0017101361640908,-0.672740597803213,-0.114304678672892,-0.0890735899541258
77,Fos,0.0109564637322057,1.0,0.247258609640129,-0.0170984520896119,0.0513644486705987,-0.0871551990123035,0.388221571190021,0.0120904261345733,-0.161809071609943,-0.0206697715475407,0.0156254540924925,-0.006943124601985,-0.723249923463292,0.29827936487268,-0.0057124848205646,0.0059501365355078,0.0067943701828805,0.0630561117513143,0.269892105433599,0.0135895225526171,-0.791065407059717,0.336014155354413,0.0664317631748007,0.008125450021771,-0.155062257649302,-0.0006840614572444,0.0326569768998372,-0.0003725800910518,-0.657365238308445,0.282032281488253,0.212636573219771,0.0089809964036256,-0.112419068640086,-0.0016114911680636,0.0012717544595389,-0.490626143482421,0.250593093189495,0.109309604082785,0.001123329377358,-0.0430526702654924,0.0468338150544189,0.0077354406364402,-0.297884461678835,0.169683429213813,0.108066091797629,-0.0501749095113014,-0.0063949017648098,0.0212264377753637,-0.0877461333760978,-0.0266740056106674,-0.098123415114175,-0.009183970255787,0.0581380042023049,-0.0140713109972624,0.0252956041194747,-0.0043689469194467,-0.0142227979021703,-0.0368400466230805,0.0020156771618886,0.088623795150501,0.0317718376067126,0.0655336727399732,-0.0460455101106151,-0.007149032281554,-0.162699748670159,0.108947008962178,0.0813232099838204,-0.0952814124856789,-0.237558055848737,0.0969139751129069,0.187151842736186,-0.0463271572122491,-0.194234005206884,-0.0245324415407267,-0.0796115361173614,0.0091774205770368,-0.21947748609296,0.148530020500281,0.0947927483044981,-0.225120569666541,-0.0643127756580508,-0.197200257502622,-0.0028999322165959,-0.550434710267874,0.224278655735874,0.0393787185995334
78,Btg2,0.027001189502819,0.0492575588089234,-0.322772444701908,0.000461292336222,0.065766924213947,-0.0667801861485152,0.507020310492106,0.0166457309104462,-0.136973063185562,-0.0192535400462992,-0.0387166881917223,-0.0101376036478516,-0.596590054260373,0.211038682698179,-0.0762551235624344,-0.0086856627067823,0.0366382054162176,0.234571787496036,0.0389390993426552,-0.0270705594620342,-0.671902635880904,0.189727737607077,-0.0256431193659545,0.0274960862349924,-0.145858606352081,0.0450443359197042,-0.157256029794577,-0.0175755976098498,-0.458924459448089,0.201869209176625,0.0394998217587713,0.0475440869514233,-0.0652487634691814,0.0386529677860869,-0.0153212271520882,-0.579593617921356,0.23415678517088,-0.0074490856934082,-0.0733189357949801,-0.256625194310162,0.0793865966038535,-0.0141360628376711,-0.0939906377474648,0.184546753719145,-0.01299574229952,-0.105856438103336,0.018977352388329,-0.0899072825508529,-0.247375835352764,-0.110848751448564,-0.309188026933606,0.0764136365666163,0.191758855639036,0.0148652569113434,0.020860083259316,-0.0157202292216601,0.0430737417817403,-0.0443996094689834,-0.0181094740319929,0.0219919334927845,-0.0785833425967462,-0.0156455360865247,0.0458826495908758,-0.0867891002996216,-0.131809703009653,0.0052272317019038,-0.0125436263038517,-0.0090829196492577,-0.0666302920916555,0.211138696118223,-0.202778902386658,-0.0135179876158756,-0.0197029794122676,-0.025846272307405,0.0301362416336589,-0.0417069752993756,-0.240146891057824,-0.0353716781808302,0.0486205937361855,-0.0080404708627052,0.0406296226772286,0.214176674470128,-0.0072936902253541,-0.249864722492659,0.0885218050003234,-0.0616168881916394
79,Npas4,1.0,0.138451660488838,0.57315718284763,0.0068789087906056,0.02863536328822,-0.151518608480714,0.183947002847916,-0.0002788116430252,-0.0316928050172564,0.0313822158469285,-0.0933350777354418,-0.0067849684819374,-0.587230654291953,0.144422981828165,-0.0916848121068231,-0.0007262273626863,-0.233510685273366,0.173130774066156,0.385813641430377,0.0054447702714747,-0.59998970781589,0.261143206586963,-0.0429806868778436,0.0061204023747339,-0.248945664261999,0.0008975809463073,-0.202424566719658,1.0,-0.386748504506802,0.211641675866503,0.0363064590268908,-0.0059723271169968,-0.0994822478943114,0.0932692051587225,-0.0023154709584814,-0.441953241386688,0.180315114989697,0.0830549635396348,-0.050118555326866,0.018727378135325,0.10782386347757,-0.0020791012732572,-0.0709674461417758,0.144548511940683,0.0748912315508261,-0.0615353649182069,-0.0271873760491756,0.0575218902740228,-0.100197565730698,1.0,-0.129619385117313,0.0496836856968451,0.0275955589392905,0.0148281011267541,0.0451548172371569,-0.034244460765942,1.0,-0.0331592376656381,0.0052335302973908,-0.0248873191708768,0.0351452024673841,0.0037083419899677,-0.102922815454332,-0.0051602781597759,-0.0463934915196462,0.0300707942110712,-0.0047415417155128,-0.0769899942520572,0.0522863879894581,0.0224499861683905,0.0010554797394401,-0.0006968875783473,0.0362188998092814,-0.0252882652991883,-0.152060334729763,-0.0014000628478869,-0.127928524469045,0.056980107243343,0.0614865929452427,0.182828001237583,0.0551212269156596,-0.124960193454704,-0.0093527004324658,-0.235004836406936,0.0855249919933001,-0.0330077101026438
80,Dusp6,-0.0316823377676923,0.423343236678731,-0.255604837957723,0.0555215170657357,-0.0728671750283981,0.0580855531490713,0.131716601062577,-0.0004336752587683,-0.296820493297164,0.0358972326710467,0.177715189140243,-0.0370467313688492,-0.506761572459266,0.361811240222698,0.0001671845321465,-0.0179412586779453,-0.239330648979974,-0.0866650882909048,0.227792935010338,-0.013481654873614,-0.369709996933511,0.482298437915386,0.141076936612702,-0.0113165008252544,-0.275324522724869,0.126109035351084,0.141548823296916,0.0156658107452822,-0.373203578673579,0.371968369773959,0.0326494385392574,0.0357678113206236,-0.122666867196044,0.0315921414571215,-0.0189235164440461,-0.268098099043253,0.149044589900149,0.0530908975863261,-0.0300604829426265,-0.0754466145307389,0.0691286429534966,0.017583568572311,-0.101288203507237,0.231960694017962,0.0237428947534581,-0.115974947373008,0.0877383785271071,-0.0774114216092715,-0.216117176551006,0.141408708529932,0.0256165817994952,-0.0561722147136628,0.0681540524815834,0.0079278715513625,-0.0283646855890121,0.0133927610896011,0.109453964168506,0.0779318343206186,0.0540455581956588,0.0929728186494722,-0.0071456357621287,-0.0244364056734187,-0.0204489841417883,0.0368992282563319,0.0385116116034667,0.0666792034632191,0.0363768139369517,-0.224664011384015,0.149638765401779,0.14783480381554,-0.095604502218832,-0.0185169455519309,0.0459492213575931,0.0255126516152517,-0.0967552273521421,-0.0154372940661381,-0.123832987662038,0.0381444698809131,0.0774517258669822,0.0720184099799118,0.0108875651959086,0.0635983163258915,-0.0092900168282905,-0.127074684524692,0.136393776376447,0.0125696677528565
81,Ahcyl2,-0.0159522329293623,0.183472707441441,-0.110857270784736,0.157695555095771,0.218573862825731,-0.0649248204017499,1.38488765894678,0.191577018970634,-0.0800092635384392,0.739512682759605,0.444999001675829,0.0737278433231608,0.128007322736942,-0.273562426413416,-0.216944518318046,0.111277585199124,-0.127183864595281,0.489660680437554,0.0976769900202223,0.0719581672235931,-0.101562822234939,0.0628317142105295,-0.166253779919002,0.137535673035529,-0.271349290625651,0.387717569274697,-0.243848534502249,0.0003599332390551,-0.0530679493603881,-0.0144352712610668,-0.0222411884075784,-0.0279791729988166,-0.206086617075782,0.476614976940539,-0.0271002150662809,-0.0221381961573944,-0.0832221068327963,-0.106719573460302,-0.139643575258774,-0.249380265054996,0.488710494802458,0.0783488438489548,0.0953686132459211,-0.0388267041488053,0.0250919685073415,0.146363733890722,-0.175124083152204,0.232986596437036,-0.684839253672612,0.104171725106415,0.0363671041100294,0.0975244177909996,-0.0419513126500339,-0.0720720596326095,0.402085178333324,0.683978141644543,0.107575133360525,-0.143878928735358,-0.0524116872465979,-0.304582263025015,-0.235980552647391,0.187629944630836,0.153299441913327,0.0401746409487984,-0.0558083320834412,-0.116693359410715,-0.111387548998881,-0.0037851826202492,0.0303036544843688,-0.785092216236961,-0.17344387108261,-0.0460719641156114,-0.404325761170745,0.0554200916810075,1.03840801944465,0.0382068866382675,-0.115141699170862,-0.503573598289396,-0.0863872407257254,-0.143432670257677,0.288902164399264,0.557453452172535,0.0738047619265,0.0134689645732242,-0.523376655264796,0.0056955526474626
82,Gm26917,0.108340470868115,1.67681570558426,-0.299846025310931,-0.112629239857697,0.820509641361489,-0.527566895193127,-0.951414346534586,0.449355097793779,-0.230093571297865,0.698757743157111,-0.263680337567082,0.142775869880817,-0.308052287351605,0.0645285748285556,-0.240972244916422,0.0059818901520691,-0.336751670383726,0.641765963768727,-0.12792789269751,0.428420123481057,-0.260771947690099,0.124601767780354,0.0370586231128261,0.322906358091135,-0.375701580382872,0.652795550541893,-0.724423462010761,-0.0418302195758327,-0.484845504515734,0.105988339328649,-0.181812313327011,0.166124419709433,-0.452332705434049,0.379701683803999,-0.0962192788645125,-0.371694690712685,0.0992713946813149,-0.158576931145017,0.0772885379624144,-0.0514573787039501,-0.127681930211011,0.324722658307532,-0.663897481568085,-0.004192602816317,-0.160508169736471,-0.0507126667075091,-1.60066343926081,2.33468835000987,-0.632614333558432,-0.679416345039194,0.148580089164941,0.340520146839343,-0.232888010412612,-0.626939488771395,0.616358102432264,-1.84277130830363,-0.489577745172715,-0.353664238305415,0.172030235653902,-0.300841466986509,-0.533267409371568,0.955929867718455,-0.516875891837245,-0.130521662699571,-0.499152667037342,0.127175667891864,-0.110359983395228,0.416217800979055,1.19670999139884,-0.100568828495662,-0.262625894142215,0.372215954972366,-0.740092529608574,0.951654834361648,-0.394176314415564,-0.0701060119524561,-0.153333664289197,-0.111106674634268,-0.128587349099809,-0.788998686744623,0.565461176498306,-0.166101007469862,0.0843902010845477,-0.451374085184088,-0.193477706910055,-0.231446038662844
83,Tcf4,0.260097870782903,0.28826689457512,0.729585971098844,-0.502920418217234,-0.738733538742792,0.539033659434609,-0.0811801365428597,0.230193530743591,-0.279336547390047,0.640421798933947,0.60419228353285,-0.268689123064788,-0.10107626707258,-0.435446907408721,-0.201570472234312,0.0047090279199629,-0.103844255272246,0.73138442328694,0.187113113936571,-0.283926299912603,-0.12753773781442,-0.440132929315902,0.540265253576382,0.533054185604479,-0.0371843572628752,0.561967002488984,0.553007260845022,-0.379085525014282,-0.101778496258026,-0.51361344181372,-0.0574932202235756,0.587659723190693,-0.0881311542186791,0.23982854518769,-0.423187648621704,-0.0671237784790031,-0.257129364658418,-0.0774319491484545,-0.030714783859473,-1.08195528219897,1.2142359793969,-0.172177951876661,0.0810593172698924,-0.281458065288342,0.325531552799962,0.5781965546322,0.320153516361367,-1.15757384119335,1.54673733299728,-0.758848430879498,-0.0403891288030425,-0.219207677874788,-0.0564924456114471,-0.0182040320610937,1.26703491200547,2.48349828534551,-0.63973076501879,-0.0985136314685144,-0.04365487683314,-0.105995078736138,-0.0588104484099454,0.155186104258715,1.41732756444402,-0.334244434879727,-0.156119687251062,-0.160886420101176,0.664317865869724,0.6016071748885,-0.208327034040496,-0.228482196590199,0.686100239054146,0.597712246675106,0.346157700817005,0.487054787641941,0.668008175778733,-0.404554954366729,-0.140495822729387,0.0441082529186931,0.308177900903248,0.238364043265722,-0.447901592697883,1.43526865515246,-0.383184161668453,-0.506155691701776,-0.268093132471745,0.631188459990721
