"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Timepoint","DEG_Test"
"Rragb",-0.500282702187477,7.82703196843761,-5.18942665230835,3.49216451481664e-07,0.000593722583069719,6.13251736525133,"P30","WT cells from WT vs WT cells from HET"
"AC149090.1",-0.47590820693131,9.4788245355995,-5.12830274629311,4.73462984904082e-07,0.000593722583069719,5.70500599346596,"P30","WT cells from WT vs WT cells from HET"
"Ttll5",-0.436933769534319,7.75947663562346,-4.10920147171969,4.89658517126147e-05,0.00484607038144449,1.75946734818134,"P30","WT cells from WT vs WT cells from HET"
"Runx1t1",-0.428283987913714,8.00874467703932,-4.96301537139548,1.062753097887e-06,0.00088846158983353,5.09109466482419,"P30","WT cells from WT vs WT cells from HET"
"Nop58",-0.411763798994201,7.70385681396629,-4.72479116201475,3.28192124681726e-06,0.00102888231087721,4.16873449155772,"P30","WT cells from WT vs WT cells from HET"
"Rxfp1",-0.401543495078675,7.49406949366029,-4.88822978286381,1.52145532528369e-06,0.000945403800212501,4.90847467772176,"P30","WT cells from WT vs WT cells from HET"
"Lama4",-0.39789357244257,7.54980149951908,-5.04559396528757,7.11466310161898e-07,0.000669134064707265,5.586464914038,"P30","WT cells from WT vs WT cells from HET"
"Gtpbp8",-0.396826223294938,7.90352896768916,-4.20695044371547,3.2543858618466e-05,0.00415016936009047,2.1034167938697,"P30","WT cells from WT vs WT cells from HET"
"Zkscan2",-0.396781931527864,8.01961794516904,-4.00051597278125,7.64095218054315e-05,0.00624897002243551,1.3475127798872,"P30","WT cells from WT vs WT cells from HET"
"Fgfbp3",-0.396379702555925,7.79131289804585,-4.44156794656471,1.18234438098935e-05,0.00248740178081192,3.01086685628529,"P30","WT cells from WT vs WT cells from HET"
"Mob4",-0.395619142572394,8.03467652345034,-3.61762534122222,0.000338788548507493,0.0142076145052287,0.0628022175366745,"P30","WT cells from WT vs WT cells from HET"
"Rogdi",-0.393513553098044,8.29147396996953,-3.63528722003279,0.00031715276649474,0.0138735896227118,0.108814770173874,"P30","WT cells from WT vs WT cells from HET"
"Park2",-0.387950542078375,7.76280168501283,-4.15290195113489,4.08314464343901e-05,0.00445240294162827,1.9193469547921,"P30","WT cells from WT vs WT cells from HET"
"Rhbdl1",-0.387582996430114,8.3312390482457,-4.06094148079482,5.97349468512499e-05,0.00527571473732275,1.52760388257385,"P30","WT cells from WT vs WT cells from HET"
"Nkain3",-0.382054719017677,7.46062071443609,-5.89220579460696,8.60343036447353e-09,6.47322100622988e-05,9.66336010563008,"P30","WT cells from WT vs WT cells from HET"
"Epha6",-0.379670888458824,7.91604247513405,-4.15443321831419,4.05711915366863e-05,0.00445240294162827,1.90916565136888,"P30","WT cells from WT vs WT cells from HET"
"Jakmip3",-0.377695587440472,7.70466266540747,-3.95860170687545,9.04773009408178e-05,0.0072420341731778,1.22137862568287,"P30","WT cells from WT vs WT cells from HET"
"Gria4",-0.376434404430491,8.84623199392647,-3.72104491960276,0.000229344084019807,0.0112147402737599,0.368145902715344,"P30","WT cells from WT vs WT cells from HET"
"Grik1",-0.374404432487085,7.70350011370962,-3.66219850698093,0.000286668375170089,0.0131517856998765,0.208428051555349,"P30","WT cells from WT vs WT cells from HET"
"Hars2",-0.372833320845302,7.81475704738743,-4.02835841567152,6.82409828600131e-05,0.00576904668582852,1.46356148916468,"P30","WT cells from WT vs WT cells from HET"
"B3galt2",-0.371998453511272,7.84630337920435,-4.11759045701977,4.72934010927755e-05,0.00474447399762724,1.78223169732129,"P30","WT cells from WT vs WT cells from HET"
"Tmem63b",-0.371640737026347,8.2574186602396,-3.89971113768287,0.000114442094105311,0.00791438197952817,0.979196567070449,"P30","WT cells from WT vs WT cells from HET"
"Kansl1l",-0.365831607911872,7.55023977018285,-4.17855486797927,3.667429614923e-05,0.00441829749184044,2.02696658761341,"P30","WT cells from WT vs WT cells from HET"
"Cntn5",-0.364049542351335,8.38010863859098,-3.39809563161472,0.000752684032117375,0.0225625285165384,-0.622967245787788,"P30","WT cells from WT vs WT cells from HET"
"Snrnp200",-0.358549574359891,7.66082896676604,-4.05970597011525,6.00382168284866e-05,0.00527571473732275,1.58531956207785,"P30","WT cells from WT vs WT cells from HET"
"Pithd1",-0.354807006294919,7.47289055260948,-4.62920057403055,5.09471350103436e-06,0.00141972682895491,3.81104050457813,"P30","WT cells from WT vs WT cells from HET"
"Gm12063",-0.351519939174278,7.40450653760728,-5.41857206018507,1.08748444810949e-07,0.00027274109958586,7.34391073939885,"P30","WT cells from WT vs WT cells from HET"
"Otud3",-0.35075829000295,7.80423392109139,-3.59637551535987,0.000366656885561921,0.0149930782987386,-0.0030026852429117,"P30","WT cells from WT vs WT cells from HET"
"Gpr176",-0.350394900749414,7.45654890923666,-4.82146695460673,2.08810169561987e-06,0.000962453720719966,4.62435944451186,"P30","WT cells from WT vs WT cells from HET"
"Slc16a11",-0.349821449275988,7.93653400080628,-3.764503488755,0.000194142765244188,0.0102665595504116,0.545944203653463,"P30","WT cells from WT vs WT cells from HET"
"Mfsd11",-0.348688434569985,7.894530159292,-3.66359844946244,0.000285160535952373,0.0131517856998765,0.214638094634133,"P30","WT cells from WT vs WT cells from HET"
"Cdh13",-0.347956752907785,7.67866133845374,-4.05863656262884,6.03018962532904e-05,0.00527571473732275,1.58078080489588,"P30","WT cells from WT vs WT cells from HET"
"Olfm3",-0.34267606574265,7.6182708741681,-4.28269113427381,2.35856670520997e-05,0.00383311714628897,2.41907131385554,"P30","WT cells from WT vs WT cells from HET"
"Atp6v0d1",-0.340859084349645,7.88873785427968,-3.38782135640128,0.00078055541529986,0.0230164653869926,-0.652393840537198,"P30","WT cells from WT vs WT cells from HET"
"Ttbk2",0.340432698998248,7.92092322186739,3.63045396377173,0.000322940750060571,0.0138913655396097,0.10683563836318,"P30","WT cells from WT vs WT cells from HET"
"Csrnp3",-0.340282493408205,8.63163564931873,-3.55845401186564,0.000421807850909702,0.0166161375405476,-0.14300989404259,"P30","WT cells from WT vs WT cells from HET"
"Eif1b",-0.340175716474815,7.77566624838013,-3.82148392687997,0.000155667265818959,0.00894076723680801,0.743209431447282,"P30","WT cells from WT vs WT cells from HET"
"2610021A01Rik",-0.339819177163645,7.67004206369427,-4.04898734354715,6.27313653387436e-05,0.00537194328408309,1.54608406428948,"P30","WT cells from WT vs WT cells from HET"
"Tcp1",-0.339315565068265,8.12434938710141,-3.21814337236772,0.00140459986065054,0.0307215388126008,-1.14551553208861,"P30","WT cells from WT vs WT cells from HET"
"Ppp3cc",-0.336868177660024,7.62588239768216,-4.17647758191434,3.69953139268936e-05,0.00441829749184044,2.01701705542246,"P30","WT cells from WT vs WT cells from HET"
"Nrxn2",0.335197146175506,8.49740034181463,3.11233761027543,0.00200106237560969,0.0380187426207473,-1.43802219730245,"P30","WT cells from WT vs WT cells from HET"
"Mto1",-0.335030046942463,7.6574917481857,-4.134018811272,4.41744346083709e-05,0.00449146548639707,1.85775584324298,"P30","WT cells from WT vs WT cells from HET"
"Dock7",-0.334367586918313,8.31468680585766,-3.67474117275828,0.000273422309463268,0.0126989472617385,0.233192668369406,"P30","WT cells from WT vs WT cells from HET"
"1500015A07Rik",-0.333882647247298,7.61350502841845,-4.14067360901544,4.29676068783747e-05,0.00449011491879015,1.88422851561927,"P30","WT cells from WT vs WT cells from HET"
"Tmem44",-0.333101787343743,8.00096300083703,-3.39561922827227,0.000759315680023137,0.0225813880493837,-0.626491388612683,"P30","WT cells from WT vs WT cells from HET"
"Ppp1r7",-0.332293414278921,7.70489810640308,-3.88481087402017,0.000121396538015443,0.00808307568166545,0.962461971386656,"P30","WT cells from WT vs WT cells from HET"
"Rbm7",-0.331852119638526,7.82636736967331,-3.43232532899283,0.00066638114558203,0.0219972473692127,-0.518932729949686,"P30","WT cells from WT vs WT cells from HET"
"Cox16",-0.331669723996196,7.82382485433879,-3.08959080659325,0.00215656885161577,0.0389113286320313,-1.52468157747949,"P30","WT cells from WT vs WT cells from HET"
"Bri3",-0.331469806089601,7.60624529966818,-3.62443298113766,0.000330289959419186,0.0140401223427681,0.0777102977452229,"P30","WT cells from WT vs WT cells from HET"
"Tsc22d4",-0.331230834257925,7.53161937790819,-3.28622866704786,0.00111288296649171,0.026923895305092,-0.999462378805953,"P30","WT cells from WT vs WT cells from HET"
"Eif1ax",-0.330904147003188,7.64974499538409,-3.80926096970452,0.000163257631105504,0.00916679415252096,0.701064743549284,"P30","WT cells from WT vs WT cells from HET"
"Cyc1",-0.330829451165467,8.05638293201885,-3.42160188149203,0.000692370351398508,0.0220915127498044,-0.547669667054215,"P30","WT cells from WT vs WT cells from HET"
"Rbsn",-0.33032664445181,7.60228703938307,-3.7323018336113,0.000219689239498094,0.0111191097994781,0.436765006786327,"P30","WT cells from WT vs WT cells from HET"
"Dhx32",-0.330076583917552,7.75362788376742,-3.88503049341074,0.000121291190045962,0.00808307568166545,0.962261537974404,"P30","WT cells from WT vs WT cells from HET"
"Eif2s3x",-0.329857900429594,7.5176449989215,-3.93287954288851,0.00010029179875508,0.00754155373979066,1.12622740976994,"P30","WT cells from WT vs WT cells from HET"
"Slitrk2",-0.32970150553885,7.56228361275053,-4.19956107581933,3.35738205036498e-05,0.00421015709115769,2.10587290936752,"P30","WT cells from WT vs WT cells from HET"
"Kcnmb2",-0.329168114397092,7.50769396259834,-4.75718579807396,2.82282956696749e-06,0.000992075270931223,4.34324577610753,"P30","WT cells from WT vs WT cells from HET"
"Cntnap3",-0.329115797345251,7.44823363277298,-4.85903665724137,1.74810771801633e-06,0.000945403800212501,4.78738449636151,"P30","WT cells from WT vs WT cells from HET"
"Nfia",-0.326672259550302,7.64085130130339,-3.18579415464368,0.00156670794184053,0.0326932437137975,-1.27569620376809,"P30","WT cells from WT vs WT cells from HET"
"Klhl13",-0.326193830218877,7.34459443828582,-5.59068505418394,4.41024887972876e-08,0.000165913562855396,8.19251447600303,"P30","WT cells from WT vs WT cells from HET"
"Wdr70",-0.325904054720888,7.64695743925407,-4.21587163424869,3.13405231901437e-05,0.00415016936009047,2.16338374747993,"P30","WT cells from WT vs WT cells from HET"
"Kcnc2",-0.325711397274479,8.05284158028247,-2.90589205200007,0.00388329374643313,0.0526448687354286,-1.99948846767417,"P30","WT cells from WT vs WT cells from HET"
"Dpp10",-0.324171980050058,8.09062935794951,-3.23014935502848,0.00134849382578077,0.0302155028066674,-1.11182653946552,"P30","WT cells from WT vs WT cells from HET"
"Tubg2",-0.323308194945205,7.48322594933085,-5.12963735560056,4.70341302399617e-07,0.000593722583069719,5.97998473496465,"P30","WT cells from WT vs WT cells from HET"
"Ttc33",-0.323058677674658,7.50055947948217,-4.29110307972376,2.27506309301028e-05,0.00380390549151319,2.45614213370351,"P30","WT cells from WT vs WT cells from HET"
"Cntnap4",-0.322928444087038,7.63955249907934,-3.875318308506,0.00012603365460465,0.00810493348072978,0.929119884584869,"P30","WT cells from WT vs WT cells from HET"
"Ephb6",-0.322641028077531,7.94590863433884,-3.76579590313256,0.00019317840604946,0.0102665595504116,0.549827745806852,"P30","WT cells from WT vs WT cells from HET"
"Il1rapl2",-0.322579566095751,7.48964712708418,-4.85771259532309,1.75912456179891e-06,0.000945403800212501,4.77633878967195,"P30","WT cells from WT vs WT cells from HET"
"Htr2c",-0.322426749173027,7.378453950422,-4.82742037398623,2.03026739799338e-06,0.000962453720719966,4.65701377189559,"P30","WT cells from WT vs WT cells from HET"
"Ptar1",-0.321612829996464,7.57586132942823,-4.26347858792435,2.56040481673192e-05,0.00393152772267162,2.34816116311153,"P30","WT cells from WT vs WT cells from HET"
"Mgat4c",-0.3214362814612,7.92073208834726,-3.32661214377659,0.000967547137656803,0.025451278730586,-0.83508126480546,"P30","WT cells from WT vs WT cells from HET"
"Vps37a",-0.320876638875491,8.12960813896198,-3.24459256085602,0.0012837508004996,0.0292695182513909,-1.07002324811688,"P30","WT cells from WT vs WT cells from HET"
"Sorl1",0.320043231426475,8.49300225583746,3.1666926243767,0.00167038102896086,0.0336439317866452,-1.28811640170005,"P30","WT cells from WT vs WT cells from HET"
"Lsm1",-0.319459982897241,7.58390039127089,-3.9188023105904,0.000106082012181314,0.00774913650147772,1.08019844755312,"P30","WT cells from WT vs WT cells from HET"
"Mcc",-0.319027967113403,7.45901206548132,-4.7792648255998,2.54608528316416e-06,0.000992075270931223,4.44286092321197,"P30","WT cells from WT vs WT cells from HET"
"Dtd1",-0.318840633332976,7.61934890349747,-4.16535604818709,3.87600691357034e-05,0.00445240294162827,1.97582770854737,"P30","WT cells from WT vs WT cells from HET"
"Nfs1",-0.318735462072919,7.71889462493934,-3.649617151519,0.000300560047731537,0.0134743760850165,0.16778622522576,"P30","WT cells from WT vs WT cells from HET"
"Ccnc",-0.318539443102112,8.03669742382575,-3.30769701984133,0.00103327169964648,0.0258081613322312,-0.887849019466795,"P30","WT cells from WT vs WT cells from HET"
"Ugdh",-0.318302043310305,7.64236583707358,-3.709499163698,0.000239661121304853,0.0114871937015649,0.362487238715031,"P30","WT cells from WT vs WT cells from HET"
"Lmo4",-0.317946818687409,8.33913049434912,-2.94882497566212,0.00339332432774842,0.050061514199959,-1.87509515785635,"P30","WT cells from WT vs WT cells from HET"
"Vhl",-0.317619491066213,7.52771421312562,-4.43158003032849,1.23555002032278e-05,0.00251250766294826,3.00546223908147,"P30","WT cells from WT vs WT cells from HET"
"Rab6b",0.315907331879419,8.67033066303786,3.32458188531836,0.000974410754848237,0.0254564809704102,-0.840870953727562,"P30","WT cells from WT vs WT cells from HET"
"Eif3f",-0.315679820142397,7.67448663312247,-3.70945849754291,0.000239698220513781,0.0114871937015649,0.36406165046872,"P30","WT cells from WT vs WT cells from HET"
"Ost4",-0.314969340239683,7.60456427189118,-4.45977206942927,1.09096780353644e-05,0.00248740178081192,3.11047761121007,"P30","WT cells from WT vs WT cells from HET"
"Fsd1",-0.313971832879689,7.81835498442374,-3.60651592191846,0.000353099963410543,0.0145973853005545,0.0298746561319216,"P30","WT cells from WT vs WT cells from HET"
"Trpm7",-0.31278804276694,8.43971478405902,-3.06122474468759,0.00236606190262737,0.0408756290513892,-1.5760688820304,"P30","WT cells from WT vs WT cells from HET"
"Mtmr10",-0.312152843035842,7.58974654816719,-3.57143114539093,0.000402113664236844,0.0160494080940496,-0.0967921813950605,"P30","WT cells from WT vs WT cells from HET"
"Zcchc18",-0.311813040826326,8.76801662761845,-3.1127589909208,0.00199828168111348,0.0380187426207473,-1.43631179224703,"P30","WT cells from WT vs WT cells from HET"
"Synpr",-0.310137351282621,7.56112128210938,-3.28141732694125,0.00113148917002289,0.0271991198570358,-1.00828481953491,"P30","WT cells from WT vs WT cells from HET"
"Sepsecs",-0.309388564742845,7.72300763484038,-3.41562767839021,0.000707256577986575,0.0220915127498044,-0.576673908725417,"P30","WT cells from WT vs WT cells from HET"
"Lamtor4",-0.309082172274556,8.20004843765509,-3.10649884601552,0.00203996121629298,0.0381807666452447,-1.45687501124831,"P30","WT cells from WT vs WT cells from HET"
"Psmb1",-0.30864377846829,7.94320456291053,-2.98794013387006,0.00299682846715347,0.0461107104025823,-1.79174708912664,"P30","WT cells from WT vs WT cells from HET"
"mt-Nd4l",-0.308039368768508,7.54606643495833,-3.72227778277106,0.000228267502390785,0.0112147402737599,0.39781116769211,"P30","WT cells from WT vs WT cells from HET"
"Lpar1",-0.306883426026248,7.38130916877075,-4.16304379240157,3.91369159189044e-05,0.00445240294162827,1.95876486963985,"P30","WT cells from WT vs WT cells from HET"
"Sst",-0.306535760258705,7.61471973969749,-3.04367799320734,0.00250485326492958,0.0418811465896226,-1.68540653621008,"P30","WT cells from WT vs WT cells from HET"
"Moxd1",-0.305782016943168,7.3913410515186,-4.79077459267423,2.41238142454266e-06,0.000992075270931223,4.49829615227438,"P30","WT cells from WT vs WT cells from HET"
"Ankrd26",-0.305689583024443,7.61869578396015,-3.61388399374594,0.000343546253490794,0.0142808950898604,0.0441202489043597,"P30","WT cells from WT vs WT cells from HET"
"Carmil3",-0.304453942592309,7.71334751050221,-3.76756417310337,0.000191866298990249,0.0102665595504116,0.560437907920947,"P30","WT cells from WT vs WT cells from HET"
"Gm10419",0.303844524612595,8.50229000703978,3.10231756080083,0.00206824440688679,0.0382345722786639,-1.46510897337062,"P30","WT cells from WT vs WT cells from HET"
"Rpl28",0.303532159439197,8.02887371447228,2.85405127924752,0.00456051029274741,0.0583559174194413,-2.13544027070392,"P30","WT cells from WT vs WT cells from HET"
"Sft2d3",-0.303286777715575,7.67293350410038,-3.36224036927265,0.000854183726764049,0.024252371170463,-0.74521664712843,"P30","WT cells from WT vs WT cells from HET"
"Ndor1",-0.303149176109994,7.60451832478169,-4.0209015267387,7.03434086308872e-05,0.00588070896154217,1.44564802506426,"P30","WT cells from WT vs WT cells from HET"
"Azin1",-0.302892940835651,7.92251995141061,-3.27429564371345,0.00115956040172504,0.0275221844245401,-0.989344099644075,"P30","WT cells from WT vs WT cells from HET"
"Pck2",-0.30223994978238,7.53252571134855,-4.2166118121736,3.12426144968908e-05,0.00415016936009047,2.17076743895771,"P30","WT cells from WT vs WT cells from HET"
"Faim",-0.301525040950773,7.60460816808006,-3.74623152769601,0.000208272113773412,0.0108071681657321,0.483843297226224,"P30","WT cells from WT vs WT cells from HET"
"Gnptab",-0.301210350419297,7.76264020624132,-3.27286238786078,0.00116528735247505,0.0275711384906361,-1.00419415168315,"P30","WT cells from WT vs WT cells from HET"
"Sema5b",-0.299612598684286,7.38571023002906,-4.69482388892544,3.77002738362077e-06,0.00113462744137451,4.08996497422556,"P30","WT cells from WT vs WT cells from HET"
"Vbp1",-0.299401480365778,7.59792079062652,-3.41200902931617,0.000716418010493389,0.0220915127498044,-0.602694201100807,"P30","WT cells from WT vs WT cells from HET"
"Phactr2",-0.299380080865256,7.36997540671715,-4.75472931851499,2.85535385748651e-06,0.000992075270931223,4.34478549925679,"P30","WT cells from WT vs WT cells from HET"
"Pygo1",-0.297915853888754,7.46915935918804,-4.1359143069988,4.38274435347367e-05,0.00449146548639707,1.86502446260296,"P30","WT cells from WT vs WT cells from HET"
"Hikeshi",-0.297596111362602,7.60478642133115,-3.32242512906028,0.000981751590314098,0.0254713757431837,-0.875832723416686,"P30","WT cells from WT vs WT cells from HET"
"Hsf2",-0.297112623271246,7.81711133799613,-3.46956456381616,0.000583032155727836,0.0203089534245196,-0.404022869296265,"P30","WT cells from WT vs WT cells from HET"
"Cntln",-0.296912835787245,7.6494864422976,-3.76494310781947,0.000193814226626497,0.0102665595504116,0.549874662164523,"P30","WT cells from WT vs WT cells from HET"
"Dpy19l4",-0.296683715661596,7.64535112930453,-3.39931272672819,0.000749444559984471,0.0225552834772927,-0.63473677426746,"P30","WT cells from WT vs WT cells from HET"
"Ring1",-0.296614069352104,8.02625635795827,-2.84106463465576,0.00474619430127756,0.0600174217190124,-2.16840158663452,"P30","WT cells from WT vs WT cells from HET"
"1810022K09Rik",-0.295620010126592,8.0513629140435,-2.8645844873177,0.004414785221862,0.0574685882513662,-2.10683004335419,"P30","WT cells from WT vs WT cells from HET"
"Ppil2",0.295400128823983,8.02264542361435,2.8226937836777,0.00502060478565355,0.0619262793561596,-2.21592886071896,"P30","WT cells from WT vs WT cells from HET"
"Galntl6",-0.294284822457511,7.88921781238901,-2.92802719888455,0.00362314907100779,0.051145541482669,-1.95628006297614,"P30","WT cells from WT vs WT cells from HET"
"B3galt1",-0.293925381639641,8.08046087388916,-3.31156341071253,0.00101950886309623,0.0257402508613657,-0.875894339444745,"P30","WT cells from WT vs WT cells from HET"
"Sec22a",-0.293706197112343,7.87872856008846,-3.19922617292555,0.00149740409429258,0.0319535050166845,-1.20955889428608,"P30","WT cells from WT vs WT cells from HET"
"Slc25a16",-0.293307809078008,7.68871572684095,-3.45013402848026,0.000625222990312909,0.021278600181467,-0.472401676607559,"P30","WT cells from WT vs WT cells from HET"
"Cys1",-0.292861386320671,7.52718828132137,-4.07248094156183,5.69719241583022e-05,0.00527571473732275,1.63232436363786,"P30","WT cells from WT vs WT cells from HET"
"Irf2",-0.292646518053224,7.7738023837325,-2.90693181139334,0.00387070232931273,0.0526448687354286,-2.0268438472255,"P30","WT cells from WT vs WT cells from HET"
"D3Ertd254e",-0.292026010841587,7.59890792054838,-3.63087353660009,0.000322434389830531,0.0138913655396097,0.0982632926309721,"P30","WT cells from WT vs WT cells from HET"
"5330434G04Rik",-0.290753280655336,8.61009052067235,-2.27834375988915,0.0232779628436317,0.14680921411189,-3.41461649828688,"P30","WT cells from WT vs WT cells from HET"
"Ptprg",-0.290345242268113,8.04975406854425,-3.07722940774879,0.00224566948579329,0.0397861111372228,-1.54255381427604,"P30","WT cells from WT vs WT cells from HET"
"Pdcd5",-0.290300727900964,7.66204152035355,-3.8575043795748,0.000135191751362116,0.00828695741490705,0.867632711723057,"P30","WT cells from WT vs WT cells from HET"
"Mllt3",-0.289500642453815,8.12576555488809,-3.17399188908524,0.00163003825878685,0.0333271952693269,-1.27109733546709,"P30","WT cells from WT vs WT cells from HET"
"Phf6",-0.289117675077608,7.78834414579088,-3.18251822885962,0.00158405439417036,0.0328136056990987,-1.26504198260448,"P30","WT cells from WT vs WT cells from HET"
"Mfsd14b",-0.28891797451527,7.70552299058362,-3.05054045410662,0.00244970547692398,0.0416062844432868,-1.64856236395423,"P30","WT cells from WT vs WT cells from HET"
"D1Ertd622e",-0.28845578269704,7.90766287867833,-2.83879575245954,0.00477933123553367,0.0601332578865474,-2.18618667773822,"P30","WT cells from WT vs WT cells from HET"
"Gm49359",-0.287908146298022,7.65550606059916,-3.54914799326791,0.000436483665943334,0.017016078251594,-0.162218758278314,"P30","WT cells from WT vs WT cells from HET"
"Tenm3",-0.287681189547164,7.96228810282488,-3.09907707832423,0.00209041173143003,0.0383512451984244,-1.48697491708012,"P30","WT cells from WT vs WT cells from HET"
"Ccdc57",-0.287565987111059,7.56215230469864,-3.97637135720165,8.42368698367636e-05,0.00681503450163236,1.28440583024784,"P30","WT cells from WT vs WT cells from HET"
"Taok2",0.287541386813118,7.94837410166135,2.75710036254553,0.00612191861742603,0.0700019995098989,-2.38812217892919,"P30","WT cells from WT vs WT cells from HET"
"Cdk19",-0.285824118028088,7.59537566250067,-2.94597181516689,0.00342404389863191,0.0503173951041142,-1.95766784826001,"P30","WT cells from WT vs WT cells from HET"
"Poldip2",-0.28571224237415,7.67815425970231,-3.36115415296854,0.000857448861980777,0.0242535535245991,-0.747912219970193,"P30","WT cells from WT vs WT cells from HET"
"Akt3",-0.285677794101414,7.97993494648182,-2.92861675009941,0.00361644318141002,0.051145541482669,-1.94624886342364,"P30","WT cells from WT vs WT cells from HET"
"Slc25a28",-0.285233453311389,7.60288756081969,-3.82980205404479,0.000150693819819995,0.00872169461788954,0.769604331971107,"P30","WT cells from WT vs WT cells from HET"
"Abhd18",-0.285007939901192,8.39511790505953,-2.57768414280071,0.0103343378239484,0.0925729039554887,-2.77916245288655,"P30","WT cells from WT vs WT cells from HET"
"Zmat4",-0.284528814606791,8.023274434704,-2.89833424234249,0.00397594687385098,0.0537074044503676,-2.02209409255481,"P30","WT cells from WT vs WT cells from HET"
"Mea1",-0.28420844602118,7.43708039408347,-4.48591225373734,9.71510440159192e-06,0.0022842639224243,3.22631334333836,"P30","WT cells from WT vs WT cells from HET"
"Akap7",-0.283913574133886,7.83934152618575,-2.942418625304,0.0034626559153038,0.0504097066058435,-1.92369941198142,"P30","WT cells from WT vs WT cells from HET"
"Cep350",-0.283791100731554,8.03728754356304,-2.66099821694614,0.00813172361832851,0.0827307396903719,-2.61193607570154,"P30","WT cells from WT vs WT cells from HET"
"Clip4",-0.283707101879283,7.69904004987946,-3.57073020881961,0.000403154988008422,0.0160494080940496,-0.0896121761279796,"P30","WT cells from WT vs WT cells from HET"
"Snap23",-0.28357239791332,7.6601871272594,-3.72995153073279,0.000221672842892307,0.0111191097994781,0.432113593179992,"P30","WT cells from WT vs WT cells from HET"
"AC124561.1",-0.28355220273977,8.08980684123542,-2.91374079005563,0.0037891622947684,0.0523045064765703,-1.97699581547501,"P30","WT cells from WT vs WT cells from HET"
"Epc1",-0.28271684089281,8.11869522709043,-2.76285590607849,0.00601719505879432,0.0694376926723443,-2.35717973142529,"P30","WT cells from WT vs WT cells from HET"
"Mydgf",-0.28267907874993,7.59897213719009,-3.30316758789476,0.00104961421686108,0.0258081613322312,-0.935536022870168,"P30","WT cells from WT vs WT cells from HET"
"Ank1",-0.282455377234591,7.53249387042524,-3.49868090594983,0.000524765094944395,0.019166662982338,-0.339383370143457,"P30","WT cells from WT vs WT cells from HET"
"Gnai3",-0.282383160510179,7.49028206001486,-3.41900979945941,0.000698792900034951,0.0220915127498044,-0.599250175881204,"P30","WT cells from WT vs WT cells from HET"
"Cntnap2",-0.28237681627416,8.12407407076333,-2.59032505575081,0.00996906978144231,0.0911782233554806,-2.7700155122039,"P30","WT cells from WT vs WT cells from HET"
"Grik3",-0.281779500422237,7.58835917156761,-3.74291871873097,0.000210935523009988,0.0108704032542956,0.471630982438662,"P30","WT cells from WT vs WT cells from HET"
"Acot13",-0.281549507716245,7.58506940882973,-3.75006975376208,0.000205225946813932,0.010723055721028,0.495566303395177,"P30","WT cells from WT vs WT cells from HET"
"Cort",-0.281407970115791,7.41213715803441,-4.27424321013443,2.44536979029599e-05,0.00383311714628897,2.38835194891896,"P30","WT cells from WT vs WT cells from HET"
"Lrch1",-0.281083929650039,7.74358124460104,-3.16912700610661,0.0016568248988859,0.0335905661852004,-1.30848216903031,"P30","WT cells from WT vs WT cells from HET"
"Galnt13",-0.281065620758004,7.73566661690053,-3.35565922081075,0.000874145305499303,0.0244639362491064,-0.758885961074078,"P30","WT cells from WT vs WT cells from HET"
"Ndufaf7",-0.281055700303132,7.76265657910314,-3.22811509806572,0.00135785179861573,0.0302262631147477,-1.13563045541837,"P30","WT cells from WT vs WT cells from HET"
"Syne2",-0.280245328895148,7.43676905115644,-4.23107532721481,2.93869844687278e-05,0.00415016936009047,2.22346764418299,"P30","WT cells from WT vs WT cells from HET"
"Kcng1",-0.280204636408084,7.43661998954006,-4.21430312855785,3.15489691080142e-05,0.00415016936009047,2.15927496452055,"P30","WT cells from WT vs WT cells from HET"
"Hs6st2",-0.279908288989891,7.5655845452146,-3.64774880419285,0.00030267617437638,0.0134753582012301,0.150373812399756,"P30","WT cells from WT vs WT cells from HET"
"Mtfp1",-0.279817293176812,7.60504648227184,-3.65822773588568,0.000290986091353909,0.0132689657657382,0.189162412251442,"P30","WT cells from WT vs WT cells from HET"
"Edem2",-0.279694825866748,7.55074547204158,-3.49423140387861,0.000533301874339035,0.0193237303198755,-0.350462869814844,"P30","WT cells from WT vs WT cells from HET"
"Jpx",-0.279366207379777,7.64768168998892,-3.76319376912174,0.000195124669817765,0.0102665595504116,0.543853182109388,"P30","WT cells from WT vs WT cells from HET"
"Ncstn",-0.279336236836308,7.7087821325792,-3.25678550987887,0.00123135014420583,0.0286832151238534,-1.05737338881973,"P30","WT cells from WT vs WT cells from HET"
"Rab2b",-0.279326805977116,7.57618678865726,-4.09357097847152,5.22332581294445e-05,0.00503850043802487,1.71073528336876,"P30","WT cells from WT vs WT cells from HET"
"Ubr3",0.278779761260566,8.44046915239131,2.82553552270895,0.00497723630497974,0.0615932992741243,-2.18813601016358,"P30","WT cells from WT vs WT cells from HET"
"Tmem126a",-0.27868222059177,7.56370990099699,-3.61675080339904,0.000339895083857147,0.0142076145052287,0.0479628563816235,"P30","WT cells from WT vs WT cells from HET"
"Rab11fip3",0.278643719016246,7.87749404905273,3.05499643536602,0.00241449625989315,0.0413819358984877,-1.61601890728791,"P30","WT cells from WT vs WT cells from HET"
