"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Timepoint","DEG_Test"
"Prex1",-0.382708148985104,7.84409407100113,-3.12313044046154,0.00196140801555953,0.257432911034355,-1.43906471362137,"P30","MUT cells from HET vs WT cells from HET"
"Cst3",-0.381309203470723,8.06752017111875,-2.53088871385614,0.0118806652298975,0.404426445812302,-2.84463384408491,"P30","MUT cells from HET vs WT cells from HET"
"Ythdf3",-0.380701351492975,7.98612775910154,-3.3134263568215,0.00103275165334084,0.227825476910132,-0.953119058360205,"P30","MUT cells from HET vs WT cells from HET"
"Gabarap",-0.379845872039705,7.65781997999773,-3.17115391913043,0.00167304794283268,0.256864074978168,-1.29462084325767,"P30","MUT cells from HET vs WT cells from HET"
"Mid1",-0.37666912401737,7.96749870994818,-3.66749591367484,0.000288984826112588,0.165463265445478,0.0666397497809257,"P30","MUT cells from HET vs WT cells from HET"
"Ralgps2",-0.373054832504227,7.83683529304694,-3.79874740030875,0.000175568558628119,0.155931785018867,0.50813346796421,"P30","MUT cells from HET vs WT cells from HET"
"Gnai2",-0.361038168910115,7.50981168309397,-3.14317349348441,0.00183589305808178,0.257432911034355,-1.36387840613636,"P30","MUT cells from HET vs WT cells from HET"
"Arhgap12",-0.360349501750778,7.48148625986497,-3.70656126417609,0.000249515619423534,0.165463265445478,0.309811296062226,"P30","MUT cells from HET vs WT cells from HET"
"Sirpa",-0.359824398553435,8.13491329477718,-2.98874575150012,0.00302934482740482,0.299876568347578,-1.81300086047347,"P30","MUT cells from HET vs WT cells from HET"
"Vapa",-0.354090979003372,7.87967854767657,-2.98034574009827,0.00311121328380931,0.299876568347578,-1.80778416662057,"P30","MUT cells from HET vs WT cells from HET"
"Arid1a",-0.351558034204931,8.03712490184615,-2.78944378496139,0.00561250501100451,0.327029982541471,-2.27607173568028,"P30","MUT cells from HET vs WT cells from HET"
"Ssu72",-0.347641828573578,7.86893911651273,-3.5362296732319,0.000469015960508454,0.198638275940277,-0.299202032805902,"P30","MUT cells from HET vs WT cells from HET"
"Psenen",-0.344592515660022,7.60951460754338,-3.13344074061179,0.00189588565956144,0.257432911034355,-1.39237185187584,"P30","MUT cells from HET vs WT cells from HET"
"Pea15a",-0.339943924325232,8.09195474769636,-2.8786242907795,0.00427683433469004,0.32152070493844,-2.07216057386913,"P30","MUT cells from HET vs WT cells from HET"
"Elmo1",-0.3392374980424,7.98496439291706,-2.44080221482017,0.0152241960514406,0.4381904714024,-3.03115412864996,"P30","MUT cells from HET vs WT cells from HET"
"Sf3b3",-0.337956046666259,8.15449943980555,-2.7473450466997,0.00636592569550144,0.336206204621216,-2.37767759553538,"P30","MUT cells from HET vs WT cells from HET"
"Edc4",-0.336794368712254,7.73858424346775,-3.52848965427377,0.000482387451964136,0.198638275940277,-0.292047582484503,"P30","MUT cells from HET vs WT cells from HET"
"Gstp1",-0.335724031657025,7.62260621020598,-2.53377868309051,0.0117851864339568,0.404426445812302,-2.85746494462491,"P30","MUT cells from HET vs WT cells from HET"
"Ube2e1",-0.335564866192898,7.51566109906095,-3.9821606420849,8.54677014122607e-05,0.105565698525575,1.21291110288548,"P30","MUT cells from HET vs WT cells from HET"
"Pdcd10",-0.335236578988795,7.92251277761273,-2.91873469275565,0.00377644750873379,0.311127311054495,-1.96359361896915,"P30","MUT cells from HET vs WT cells from HET"
"Ap2a2",-0.334826247831469,7.91686550195643,-3.34032307738374,0.000940941727898301,0.227825476910132,-0.862274453617865,"P30","MUT cells from HET vs WT cells from HET"
"Arl8b",-0.334786976385234,7.80438531689617,-2.98117782105822,0.00310301409550512,0.299876568347578,-1.80064222721958,"P30","MUT cells from HET vs WT cells from HET"
"Pspc1",-0.333829209625974,7.98075255856567,-2.98809802127598,0.00303558678632027,0.299876568347578,-1.79811389418453,"P30","MUT cells from HET vs WT cells from HET"
"Gtpbp2",-0.333374375952564,8.19334678466241,-2.87750311228778,0.00429165170729039,0.32152070493844,-2.08044054052532,"P30","MUT cells from HET vs WT cells from HET"
"Ints10",-0.332782944506151,8.0693878436219,-3.06478047659291,0.00237326655033645,0.287969100938405,-1.61575456891023,"P30","MUT cells from HET vs WT cells from HET"
"Fam210a",-0.331750940434461,7.53756917567459,-3.94724563882054,9.82267565703874e-05,0.105565698525575,1.08657220614874,"P30","MUT cells from HET vs WT cells from HET"
"4933427D14Rik",-0.331258573429388,7.89160648220605,-3.41389553365293,0.000727155825975953,0.202607158474707,-0.655254879140049,"P30","MUT cells from HET vs WT cells from HET"
"Fscn1",-0.330696731540675,7.80125946957425,-2.81013687666309,0.00527264620267767,0.32152070493844,-2.21859018057171,"P30","MUT cells from HET vs WT cells from HET"
"P4htm",0.329735008753857,7.98600671209769,3.13684959064904,0.00187467063276619,0.257432911034355,-1.43850017455747,"P30","MUT cells from HET vs WT cells from HET"
"Auts2",0.329134111857252,8.99229896022403,3.12598703893695,0.00194304806058102,0.257432911034355,-1.47375339011009,"P30","MUT cells from HET vs WT cells from HET"
"Bex3",-0.329101026850131,7.76083948469862,-3.27288399317019,0.00118699065697715,0.227825476910132,-1.02763388483582,"P30","MUT cells from HET vs WT cells from HET"
"Zscan26",-0.327702193581032,8.20386678668099,-2.7460371258167,0.00639073338572829,0.336206204621216,-2.38347548982793,"P30","MUT cells from HET vs WT cells from HET"
"Ccdc50",-0.327349875055308,8.03190400904745,-2.37249877778944,0.0182891863065064,0.451314769452348,-3.16665837032141,"P30","MUT cells from HET vs WT cells from HET"
"Dync1li2",-0.326991165297912,8.322211105292,-2.67282506325274,0.00792681121148145,0.360592311205205,-2.5476442199279,"P30","MUT cells from HET vs WT cells from HET"
"Ppt2",-0.326937659817982,7.62203176823968,-3.78297011953425,0.000186546067415898,0.155931785018867,0.523419806369752,"P30","MUT cells from HET vs WT cells from HET"
"Chordc1",-0.325454402589138,8.18094412261229,-2.88631539468789,0.00417643995171745,0.32152070493844,-2.06008739236225,"P30","MUT cells from HET vs WT cells from HET"
"Zmat3",-0.324894180618649,8.00334079735928,-3.26039654645941,0.00123864523746646,0.227825476910132,-1.09965054498586,"P30","MUT cells from HET vs WT cells from HET"
"Slc30a3",-0.324767648150551,7.98675548055852,-3.22508035698037,0.00139624034356909,0.227825476910132,-1.18494314591921,"P30","MUT cells from HET vs WT cells from HET"
"Rogdi",0.324694971905815,8.24529140662265,2.87946340279697,0.00426577524111124,0.32152070493844,-2.08153764129935,"P30","MUT cells from HET vs WT cells from HET"
"Akap13",-0.323548872682984,7.7490883691819,-2.9163336212985,0.00380482687983698,0.311127311054495,-1.95986344467787,"P30","MUT cells from HET vs WT cells from HET"
"Shank1",-0.322354776192025,8.58922782892913,-3.01899158748471,0.00275064882171868,0.299876568347578,-1.75902417762459,"P30","MUT cells from HET vs WT cells from HET"
"Arhgap23",-0.321699068405187,7.70079639724617,-2.43412380598434,0.0155024020382192,0.4381904714024,-3.06479418386789,"P30","MUT cells from HET vs WT cells from HET"
"Ahsa1",-0.321383687584816,7.73752250429959,-3.13081641288207,0.00191236892336,0.257432911034355,-1.40839086702208,"P30","MUT cells from HET vs WT cells from HET"
"Ptms",-0.320752372868101,8.63257875482065,-2.81915815484221,0.00513041800713259,0.32152070493844,-2.22618216742317,"P30","MUT cells from HET vs WT cells from HET"
"Usp33",-0.320505069586339,8.14946648081088,-2.86435219532922,0.00446897904734128,0.32152070493844,-2.10978946893588,"P30","MUT cells from HET vs WT cells from HET"
"Pak6",-0.318932624128164,7.81100410142869,-3.41573971766141,0.00072243137255471,0.202607158474707,-0.634596860457527,"P30","MUT cells from HET vs WT cells from HET"
"Caap1",-0.318795573089343,7.85331272977938,-2.88718150402498,0.00416526999821213,0.32152070493844,-2.0361753964057,"P30","MUT cells from HET vs WT cells from HET"
"Parl",-0.318765855880434,7.70316219722061,-3.22207213317076,0.00141048909381652,0.227825476910132,-1.1591027940864,"P30","MUT cells from HET vs WT cells from HET"
"Serinc5",-0.31857445990453,7.8392509329235,-2.83606811900147,0.00487316913581328,0.32152070493844,-2.1580310032425,"P30","MUT cells from HET vs WT cells from HET"
"Copb1",-0.318478898511497,7.70237441987108,-3.44445413992746,0.000652470368427321,0.202607158474707,-0.530482379891737,"P30","MUT cells from HET vs WT cells from HET"
"Dopey1",-0.316851648213927,8.52763079169962,-2.77140703305964,0.00592480645615344,0.328381273581708,-2.33401000243185,"P30","MUT cells from HET vs WT cells from HET"
"Sacm1l",-0.316821776915324,7.91612882392165,-3.37012768851064,0.000848110944892215,0.220011677187039,-0.781294742134513,"P30","MUT cells from HET vs WT cells from HET"
"Dnajc13",-0.316409245940965,7.98027316843506,-3.09645073644829,0.00214077661352994,0.268417707726428,-1.5255002657137,"P30","MUT cells from HET vs WT cells from HET"
"Hps1",-0.315436462823325,7.63634787810487,-3.25406182683252,0.00126563927242042,0.227825476910132,-1.06522446833149,"P30","MUT cells from HET vs WT cells from HET"
"Tppp",-0.314005977751987,7.95101241839269,-2.40704674420246,0.0166769679217944,0.4381904714024,-3.10334710906538,"P30","MUT cells from HET vs WT cells from HET"
"Clta",-0.311954755149385,7.98525365690566,-2.69657016629971,0.00739560741984143,0.356764514554617,-2.48508010371704,"P30","MUT cells from HET vs WT cells from HET"
"Rpl22l1",-0.31180622659713,7.95629926569838,-2.68880374861955,0.00756570991290004,0.357380496151687,-2.501519766564,"P30","MUT cells from HET vs WT cells from HET"
"Anapc1",0.31000251099996,8.14461699063856,2.71163904129823,0.00707536535348511,0.352503136120983,-2.45935804652719,"P30","MUT cells from HET vs WT cells from HET"
"Dennd5a",-0.309488313372323,7.81272213613693,-2.81988617208355,0.00511909353228019,0.32152070493844,-2.19572647904514,"P30","MUT cells from HET vs WT cells from HET"
"Dnm2",-0.308553428126954,7.87047816497625,-2.43560673342637,0.0154402415462083,0.4381904714024,-3.04787472098915,"P30","MUT cells from HET vs WT cells from HET"
"Cwc15",-0.308084850600501,7.62554691121492,-3.04396060813586,0.00253852866269693,0.299876568347578,-1.63108617199817,"P30","MUT cells from HET vs WT cells from HET"
"Hdgfl2",-0.308062002134164,7.80612125989607,-2.93921993916526,0.00354207021596548,0.311127311054495,-1.90471618862747,"P30","MUT cells from HET vs WT cells from HET"
"Arid3b",-0.307054224280955,7.69304982761929,-2.97622985344303,0.00315206325438659,0.299876568347578,-1.80773984223852,"P30","MUT cells from HET vs WT cells from HET"
"Mfsd14a",-0.30584669702468,7.80970883775164,-2.65930854409181,0.0082443011467892,0.360592311205205,-2.5676099717424,"P30","MUT cells from HET vs WT cells from HET"
"Ptprg",0.305236127252273,8.01347006426125,2.68722086667037,0.00760080810637643,0.357380496151687,-2.50979453427902,"P30","MUT cells from HET vs WT cells from HET"
"Ncbp1",-0.305049413435118,7.74458942259133,-2.89162108762552,0.00410844048173304,0.32152070493844,-2.02118402113044,"P30","MUT cells from HET vs WT cells from HET"
"Rcbtb1",0.303875478838216,7.66025858871824,2.35360415136538,0.0192276864155778,0.451783722378541,-3.22355372244453,"P30","MUT cells from HET vs WT cells from HET"
"Capza2",-0.303000178797271,8.08770376377989,-2.31868831436146,0.0210737212199205,0.451783722378541,-3.26950952372642,"P30","MUT cells from HET vs WT cells from HET"
"Sdccag3",-0.302161475773946,8.66348570708774,-2.94251819643095,0.00350560185008254,0.311127311054495,-1.94057315306156,"P30","MUT cells from HET vs WT cells from HET"
"Ints6l",-0.302093198669724,8.14302150684809,-2.5412546074449,0.0115413622517845,0.402898279240713,-2.8235831556938,"P30","MUT cells from HET vs WT cells from HET"
"Synj2",-0.301771498091135,7.7554028273258,-2.69023625062837,0.00753407212969235,0.357380496151687,-2.49892128269449,"P30","MUT cells from HET vs WT cells from HET"
"Epb41l1",-0.301430849957972,8.33841620538242,-2.75845840922421,0.00615862377586479,0.330476907992059,-2.35964078908752,"P30","MUT cells from HET vs WT cells from HET"
"Arl2bp",-0.30141141276926,7.92311276385812,-2.81464120041241,0.00520119024933759,0.32152070493844,-2.21178149730961,"P30","MUT cells from HET vs WT cells from HET"
"Erbin",-0.300468378297903,7.44113138384576,-2.64434813635431,0.00860900006125646,0.370106987171902,-2.63719311244788,"P30","MUT cells from HET vs WT cells from HET"
"Slc25a40",-0.298999050175163,7.61080236893984,-3.26488239014962,0.00121985399459951,0.227825476910132,-1.03231760484336,"P30","MUT cells from HET vs WT cells from HET"
"Ptpra",-0.298905816639358,8.48644378186699,-2.53798434043235,0.0116474616752306,0.403796563054191,-2.83323193148389,"P30","MUT cells from HET vs WT cells from HET"
"Cap1",-0.298890235860056,7.64133253637949,-3.42195142911632,0.000706728120080502,0.202607158474707,-0.585617474254689,"P30","MUT cells from HET vs WT cells from HET"
"Fktn",-0.2978600604442,7.79233346655632,-2.92092786676986,0.00375069445008637,0.311127311054495,-1.94923782225922,"P30","MUT cells from HET vs WT cells from HET"
"Ppp1r12a",-0.29701213985329,8.71574954975638,-2.78339336415975,0.00571556243610027,0.327029982541471,-2.30568371782458,"P30","MUT cells from HET vs WT cells from HET"
"Trim59",-0.29645077422345,7.41539408938408,-2.57788897094472,0.0104104054830146,0.39097208899076,-2.79795733677257,"P30","MUT cells from HET vs WT cells from HET"
"Zfp697",-0.295818112218208,7.75239702182462,-3.29184781467588,0.0011123592773835,0.227825476910132,-0.971256957443319,"P30","MUT cells from HET vs WT cells from HET"
"Asb3",-0.295614429857152,7.64187683898837,-2.83359937528115,0.00490997980597119,0.32152070493844,-2.16324999205962,"P30","MUT cells from HET vs WT cells from HET"
"Slc25a36",-0.295400111234747,8.62329322164485,-2.69645914019858,0.00739801465778549,0.356764514554617,-2.49866178308051,"P30","MUT cells from HET vs WT cells from HET"
"Gm42372",-0.295374140406157,7.78145482931708,-2.97348493035517,0.00317957895337122,0.299876568347578,-1.81855966992927,"P30","MUT cells from HET vs WT cells from HET"
"Qk",-0.29470637607327,8.09507974066874,-1.66086117812645,0.0977703725109629,0.649839787471111,-4.35000393192718,"P30","MUT cells from HET vs WT cells from HET"
"Sp3",-0.294038928147929,7.67644206181355,-3.4257668060136,0.000697241443364154,0.202607158474707,-0.579425987579945,"P30","MUT cells from HET vs WT cells from HET"
"Ankrd28",-0.293855396449306,8.15616492008886,-2.14238540907095,0.0329550760126183,0.50375115194824,-3.59349736434154,"P30","MUT cells from HET vs WT cells from HET"
"Picalm",-0.293701123810108,7.97967678784682,-2.19252566419178,0.0290978882598637,0.487232447161705,-3.51086544334381,"P30","MUT cells from HET vs WT cells from HET"
"Vamp4",-0.293506184567176,7.85545876540667,-2.87776881674543,0.00428813596290729,0.32152070493844,-2.05905341130773,"P30","MUT cells from HET vs WT cells from HET"
"Srrm3",-0.293279164216436,8.19142356645855,-2.80579946143043,0.00534229537648612,0.32152070493844,-2.24696190427345,"P30","MUT cells from HET vs WT cells from HET"
"Mylip",-0.293102546099544,7.57137278016364,-3.03192294224254,0.0026388415527024,0.299876568347578,-1.66202132321995,"P30","MUT cells from HET vs WT cells from HET"
"Klhl18",-0.293061918989368,7.59534741105133,-3.47771302185048,0.000579365990798688,0.202607158474707,-0.415046686951301,"P30","MUT cells from HET vs WT cells from HET"
"Myo6",-0.292862360021931,7.89799012156283,-2.17382820675222,0.030488007023913,0.491265896198996,-3.55581735563021,"P30","MUT cells from HET vs WT cells from HET"
"Reps2",0.292356472520389,8.22932850272059,2.62046107197285,0.00922142014301103,0.379086031343563,-2.65885824921936,"P30","MUT cells from HET vs WT cells from HET"
"Elavl4",-0.291480395155985,7.9693667842084,-2.69769170133193,0.00737133016185002,0.356764514554617,-2.4819061943016,"P30","MUT cells from HET vs WT cells from HET"
"Preb",-0.291098513117738,8.16055121444639,-2.37770154952305,0.0180379445346903,0.451314769452348,-3.15334793557554,"P30","MUT cells from HET vs WT cells from HET"
"Farp1",-0.290711986889313,7.76223844409227,-3.3971617775891,0.000771362228659516,0.207248501650198,-0.674774347915721,"P30","MUT cells from HET vs WT cells from HET"
"Pcmt1",-0.290496082197091,8.12959968713773,-2.45383796585768,0.0146938587496268,0.43692450345234,-3.00258737864769,"P30","MUT cells from HET vs WT cells from HET"
"Commd4",-0.290431893681961,7.9519295962052,-3.11953747154012,0.00198472801275988,0.257432911034355,-1.45936535892734,"P30","MUT cells from HET vs WT cells from HET"
"Coro2b",-0.290387569240621,7.93527058963875,-2.67031175230602,0.00798500024087084,0.360592311205205,-2.54270180058121,"P30","MUT cells from HET vs WT cells from HET"
"Psme4",-0.290191901806467,8.06584652958135,-2.76367178656584,0.00606349797641486,0.330476907992059,-2.33653346265603,"P30","MUT cells from HET vs WT cells from HET"
"Mpp2",-0.289616207524301,7.69691141185905,-3.24895776349807,0.00128778508743366,0.227825476910132,-1.08379349140861,"P30","MUT cells from HET vs WT cells from HET"
"Rbfox1",0.288669740664934,8.64982407262457,2.57059834173256,0.0106272431258137,0.391905637428904,-2.76472168853327,"P30","MUT cells from HET vs WT cells from HET"
"Klhl29",-0.288232418372623,7.99062539227387,-3.02874776101013,0.00266590136517219,0.299876568347578,-1.69649042998186,"P30","MUT cells from HET vs WT cells from HET"
"Cab39",-0.286956273122123,7.67205302794147,-3.31408975415064,0.00103039034084312,0.227825476910132,-0.899092571817151,"P30","MUT cells from HET vs WT cells from HET"
"Fam219a",-0.286204154537304,8.26644171438205,-2.5488353061319,0.0112987244960874,0.397197684037689,-2.8090148350998,"P30","MUT cells from HET vs WT cells from HET"
"Acvr2a",-0.285990186733216,7.95964526273072,-2.92954763075219,0.00365102470378,0.311127311054495,-1.93780574257155,"P30","MUT cells from HET vs WT cells from HET"
"Fbxl19",-0.285902644769561,7.69977391870398,-3.10407041741435,0.00208806546056416,0.266246041691935,-1.47673538624992,"P30","MUT cells from HET vs WT cells from HET"
"Npc1",-0.285335134247799,7.76632401863447,-2.23956045327079,0.025840933324824,0.475308903184966,-3.44333726288362,"P30","MUT cells from HET vs WT cells from HET"
"Plp1",-0.285333020502426,8.07182536240529,-1.49053954859853,0.137117320462385,0.701246500230133,-4.57890764112035,"P30","MUT cells from HET vs WT cells from HET"
"Fbxo11",-0.285263072151748,7.70309469559481,-2.92915293679203,0.00365553512231319,0.311127311054495,-1.92656643824646,"P30","MUT cells from HET vs WT cells from HET"
"Rnf38",-0.284979751262253,7.80264277781381,-2.79983605544208,0.00543941756007434,0.32221053783023,-2.24295933364568,"P30","MUT cells from HET vs WT cells from HET"
"Zfp445",0.284451233832893,9.0405582580284,2.83077012682359,0.00495247653785326,0.32152070493844,-2.1867914141181,"P30","MUT cells from HET vs WT cells from HET"
"Cpeb2",-0.284208188940689,7.9656542534366,-2.32535751414309,0.0207095709946455,0.451783722378541,-3.26207404116644,"P30","MUT cells from HET vs WT cells from HET"
"Gap43",-0.283081922172045,7.67860080849973,-3.22352782564412,0.00140357732207561,0.227825476910132,-1.15156880191289,"P30","MUT cells from HET vs WT cells from HET"
"Zkscan3",-0.282654439088484,8.25504972517312,-2.3105325934673,0.0215266486768029,0.451783722378541,-3.28109966729828,"P30","MUT cells from HET vs WT cells from HET"
"Zfp462",-0.282525060111997,7.68983206487541,-2.8939285807266,0.00407918318831367,0.32152070493844,-2.01413433746326,"P30","MUT cells from HET vs WT cells from HET"
"Mapk14",-0.282211665356181,7.98961022186903,-2.79335525124034,0.00554678028911594,0.326003344648588,-2.26433693010201,"P30","MUT cells from HET vs WT cells from HET"
"Nelfb",-0.281811291198805,7.70087352540153,-2.5795472205602,0.0103616415607555,0.39097208899076,-2.75001335349447,"P30","MUT cells from HET vs WT cells from HET"
"Slc1a3",-0.281629706866973,7.38513833592095,-2.71847956838063,0.00693416414944717,0.350236478210295,-2.47342025508569,"P30","MUT cells from HET vs WT cells from HET"
"Chtop",-0.281265081212165,7.77459962634237,-2.60290362744207,0.00969617812187427,0.390076727330803,-2.69444930941783,"P30","MUT cells from HET vs WT cells from HET"
"Rap1gap",-0.280970323946242,8.07967929615806,-2.53206339873522,0.0118417731580639,0.404426445812302,-2.84220306888275,"P30","MUT cells from HET vs WT cells from HET"
"Vbp1",0.280050731973605,7.51329930435943,2.57124495939471,0.0106078496095091,0.391905637428904,-2.78241088648046,"P30","MUT cells from HET vs WT cells from HET"
"Pdcd6ip",-0.27941066812423,7.82143884944526,-2.29210243911914,0.0225816521900703,0.459139917367293,-3.33934498689158,"P30","MUT cells from HET vs WT cells from HET"
"Ifnar1",-0.279182781049722,7.8297216902143,-2.43221217023095,0.0155828593500972,0.4381904714024,-3.05766418857761,"P30","MUT cells from HET vs WT cells from HET"
"Clmn",-0.277935675502128,7.51801914155452,-2.37588822108109,0.0181251631265397,0.451314769452348,-3.21518757882749,"P30","MUT cells from HET vs WT cells from HET"
"Rif1",-0.277909071132361,7.79623596319715,-2.57530935630893,0.0104866718374407,0.39097208899076,-2.75628703471653,"P30","MUT cells from HET vs WT cells from HET"
"Traf6",-0.277781517514898,7.53058486565272,-2.85734605922034,0.00456615022681956,0.32152070493844,-2.11037757089903,"P30","MUT cells from HET vs WT cells from HET"
"Cd81",-0.277575959804381,8.06086734969919,-1.74870058470118,0.0813502281724761,0.617384442539458,-4.23348433654324,"P30","MUT cells from HET vs WT cells from HET"
"Hectd1",-0.276786793764449,8.23691606662038,-2.51757404813711,0.0123295161650243,0.404561220599919,-2.87334454523841,"P30","MUT cells from HET vs WT cells from HET"
"Atp6ap1",-0.276330910412405,8.09334610975545,-2.33877683625159,0.0199935236747963,0.451783722378541,-3.23099637211422,"P30","MUT cells from HET vs WT cells from HET"
"Noct",-0.275486362809245,7.758651820443,-2.97729225031879,0.00314147223651499,0.299876568347578,-1.80683533863149,"P30","MUT cells from HET vs WT cells from HET"
"Zfr",-0.274920632556384,8.33074618265561,-2.54043119514721,0.0115679952566787,0.402898279240713,-2.82726172048495,"P30","MUT cells from HET vs WT cells from HET"
"Mettl17",0.274889762971172,7.94299772504186,2.84769835589332,0.00470310666088486,0.32152070493844,-2.14267579739796,"P30","MUT cells from HET vs WT cells from HET"
"Mrpl3",-0.274690799689293,7.8316467264415,-2.78019092810012,0.00577080121417082,0.327029982541471,-2.2899462722552,"P30","MUT cells from HET vs WT cells from HET"
"Zfp40",-0.274079639600923,7.73245603760493,-2.61817720510584,0.00928197360467533,0.379501562108546,-2.66281324765959,"P30","MUT cells from HET vs WT cells from HET"
"Etv1",-0.273916451176913,7.69484457912232,-2.34223581232738,0.0198125122459428,0.451783722378541,-3.25509860686254,"P30","MUT cells from HET vs WT cells from HET"
"Rsrc1",-0.273573659160012,7.79666001257328,-2.31113137757937,0.0214931078845562,0.451783722378541,-3.30404419030661,"P30","MUT cells from HET vs WT cells from HET"
"5031439G07Rik",-0.272878028181028,7.89277873366533,-2.37790517819949,0.0180281733846988,0.451314769452348,-3.16453765263908,"P30","MUT cells from HET vs WT cells from HET"
"Dcaf6",-0.272767470178683,7.98881865341566,-2.58217966484791,0.0102846490676702,0.39097208899076,-2.73589122080662,"P30","MUT cells from HET vs WT cells from HET"
"Paxx",-0.272520416267764,7.70391300029426,-2.85400286495861,0.00461319289861063,0.32152070493844,-2.11232695558611,"P30","MUT cells from HET vs WT cells from HET"
"Tmem222",-0.272015758862417,7.66315628603984,-2.62361683328292,0.00913833265942398,0.378588095653443,-2.65519388946351,"P30","MUT cells from HET vs WT cells from HET"
"Grm7",-0.270945651343132,8.4844184616454,-2.3556184008588,0.0191256630038597,0.451783722378541,-3.19444911735775,"P30","MUT cells from HET vs WT cells from HET"
"Ivd",-0.270401504346796,7.7920823591065,-2.33780516571584,0.020044632379216,0.451783722378541,-3.24991310382325,"P30","MUT cells from HET vs WT cells from HET"
"Cic",-0.270329641457276,7.55594453315132,-3.25237318268761,0.00127292664804826,0.227825476910132,-1.06214072489956,"P30","MUT cells from HET vs WT cells from HET"
"Aimp1",-0.270091221975084,7.71139501865446,-2.54980704808701,0.0112679530675417,0.397197684037689,-2.81520143755992,"P30","MUT cells from HET vs WT cells from HET"
"Snx5",-0.270060432897399,7.64321621163334,-2.81874180848294,0.00513690459233466,0.32152070493844,-2.19931177482086,"P30","MUT cells from HET vs WT cells from HET"
"Rb1",-0.269659510938522,7.55416848665854,-2.64433094081016,0.00860942745647786,0.370106987171902,-2.61922978661367,"P30","MUT cells from HET vs WT cells from HET"
"Lars2",-0.268570596399485,9.05592475572008,-2.19889882085012,0.0286367510863266,0.487232447161705,-3.48965642055118,"P30","MUT cells from HET vs WT cells from HET"
"Ate1",-0.268535512624426,8.1774812154939,-2.32741495485435,0.0205983493479717,0.451783722378541,-3.25017650233877,"P30","MUT cells from HET vs WT cells from HET"
"Agps",-0.268324290772668,7.73375902816837,-2.23598605702846,0.0260768157624279,0.477101329257462,-3.45547112564213,"P30","MUT cells from HET vs WT cells from HET"
"Camk2b",-0.267670977979778,8.85390950542306,-2.67165060873665,0.00795395491248232,0.360592311205205,-2.54938764782744,"P30","MUT cells from HET vs WT cells from HET"
"Tnk2",-0.267546641347052,7.8521314984396,-2.64132652600308,0.00868439543191884,0.370803075351246,-2.60743888196313,"P30","MUT cells from HET vs WT cells from HET"
"Gpatch2l",-0.267381515053071,7.51586991124521,-3.17884853683809,0.00163066676193142,0.255573042708543,-1.26587839937148,"P30","MUT cells from HET vs WT cells from HET"
"Pggt1b",-0.267377165854409,7.54111302581682,-2.99768491287493,0.00294439430853639,0.299876568347578,-1.75207309115384,"P30","MUT cells from HET vs WT cells from HET"
