"","SYMBOL","logFC","P.Value","adj.P.Val","celltype","sex","timepoint","region","method"
"872","AGBL4",-1.55101402644367,2.05422897306554e-07,0.000591033864498532,"L6","females","P30","CORT","limmaVoomCC"
"873","PDIA6",-1.52405356631649,2.67033372514397e-07,0.000591033864498532,"L6","females","P30","CORT","limmaVoomCC"
"874","FASTKD2",-1.36023017549294,1.04384700727497e-05,0.0150306094085993,"L6","females","P30","CORT","limmaVoomCC"
"875","MRPS21",-1.33315825497441,1.13182299763549e-05,0.0150306094085993,"L6","females","P30","CORT","limmaVoomCC"
"876","AC007388.1",-1.25507308626195,2.22375175301305e-05,0.0230956589361502,"L6","females","P30","CORT","limmaVoomCC"
"877","CDC42SE1",-1.2940445177972,2.4347833215821e-05,0.0230956589361502,"L6","females","P30","CORT","limmaVoomCC"
"878","MT-ND4",0.979742644791865,7.0539669770764e-15,3.28573781792219e-11,"Lamp5","females","P30","CORT","limmaVoomCC"
"879","TRPC3",-0.8840053850475,6.05666535121954e-12,1.41059736029903e-08,"Lamp5","females","P30","CORT","limmaVoomCC"
"880","CORT",-0.872543128524363,3.0012230211065e-11,4.65989894410469e-08,"Lamp5","females","P30","CORT","limmaVoomCC"
"881","IGSF11",-0.856346992370238,1.06319808679227e-10,1.2380941720696e-07,"Lamp5","females","P30","CORT","limmaVoomCC"
"882","MT-CO2",0.882733892295654,3.34618916985704e-10,3.11730983063882e-07,"Lamp5","females","P30","CORT","limmaVoomCC"
"883","CRH",-0.825855603269494,1.75295633439294e-09,1.36087843426705e-06,"Lamp5","females","P30","CORT","limmaVoomCC"
"884","AL078639.1",0.730662331149817,3.56710289026107e-09,2.37365218040515e-06,"Lamp5","females","P30","CORT","limmaVoomCC"
"885","FXYD7",-0.672694574886552,6.1385902451173e-08,3.26209973999937e-05,"Lamp5","females","P30","CORT","limmaVoomCC"
"886","HSPA1A",0.599459224824747,6.30289773722506e-08,3.26209973999937e-05,"Lamp5","females","P30","CORT","limmaVoomCC"
"887","MT-ND4L",0.708632985272437,2.59167758622293e-07,0.000120720341966264,"Lamp5","females","P30","CORT","limmaVoomCC"
"888","SLC8A1",0.686430886239934,4.39906758182305e-07,0.000186280516328471,"Lamp5","females","P30","CORT","limmaVoomCC"
"889","LINC00473",-0.550123684707533,5.03827301882997e-07,0.000195568964347583,"Lamp5","females","P30","CORT","limmaVoomCC"
"890","DLX6-AS1",-0.692747849375109,1.56106228162786e-06,0.000559340623678659,"Lamp5","females","P30","CORT","limmaVoomCC"
"891","CDKL5",0.592197884872584,1.86043649545872e-06,0.000618993799703337,"Lamp5","females","P30","CORT","limmaVoomCC"
"892","MT-CO3",0.624269138662457,2.28222909104723e-06,0.000708708207073199,"Lamp5","females","P30","CORT","limmaVoomCC"
"893","RPS6KA5",0.477422644031073,4.62642063202428e-06,0.00134686670649807,"Lamp5","females","P30","CORT","limmaVoomCC"
"894","PLAGL1",-0.56783361811486,8.00666522335387e-06,0.00219382627119896,"Lamp5","females","P30","CORT","limmaVoomCC"
"895","PBX1",0.583877894188712,1.18447777537656e-05,0.00306516526539112,"Lamp5","females","P30","CORT","limmaVoomCC"
"896","MCTP1",-0.591106884011615,1.29687708192572e-05,0.00317939655137369,"Lamp5","females","P30","CORT","limmaVoomCC"
"897","PCP4L1",-0.59449453113202,2.05150993640929e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"898","MT-ND2",0.503755007886519,2.21964582664666e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"899","STMN1",-0.594012429301917,2.3446709013154e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"900","INSIG1",0.444320528430825,2.39208522781268e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"901","SLC24A2",0.514558145930531,2.48998248215426e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"902","MT-CO1",0.614847744654133,2.56272709876161e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"903","LSAMP",0.527427622900252,2.70719870835234e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"904","AHI1",-0.524333610351662,2.7384902489272e-05,0.0047244028072233,"Lamp5","females","P30","CORT","limmaVoomCC"
"905","MGAT4C",-0.553824335092717,3.4080606730251e-05,0.00566955236248247,"Lamp5","females","P30","CORT","limmaVoomCC"
"906","SEC61G",-0.475036715912697,3.91741627442035e-05,0.00629218103663792,"Lamp5","females","P30","CORT","limmaVoomCC"
"907","PCDH9",0.646567449280936,4.17891567996123e-05,0.00648846307908647,"Lamp5","females","P30","CORT","limmaVoomCC"
"908","CBLN4",-0.592143864337903,4.72878558171383e-05,0.00710538169020097,"Lamp5","females","P30","CORT","limmaVoomCC"
"909","SLC5A3",0.522192819928999,5.64628274324448e-05,0.00785684542588315,"Lamp5","females","P30","CORT","limmaVoomCC"
"910","TMEM170B",0.415873258387817,5.73272902381013e-05,0.00785684542588315,"Lamp5","females","P30","CORT","limmaVoomCC"
"911","FREM1",-0.558264553346659,5.73492366852784e-05,0.00785684542588315,"Lamp5","females","P30","CORT","limmaVoomCC"
"912","MT-ND5",0.50322995216767,5.90706996711744e-05,0.00786146625909515,"Lamp5","females","P30","CORT","limmaVoomCC"
"913","ZNF428",-0.500965983442071,6.65454514905399e-05,0.00861024202897042,"Lamp5","females","P30","CORT","limmaVoomCC"
"914","CYLD",0.46623180092975,8.44155062824568e-05,0.0100995084431641,"Lamp5","females","P30","CORT","limmaVoomCC"
"915","NXPH2",-0.507117905932569,8.57261929629142e-05,0.0100995084431641,"Lamp5","females","P30","CORT","limmaVoomCC"
"916","MNAT1",-0.410441293190824,8.5809259272221e-05,0.0100995084431641,"Lamp5","females","P30","CORT","limmaVoomCC"
"917","BEX3",-0.535412349341242,8.67282820366173e-05,0.0100995084431641,"Lamp5","females","P30","CORT","limmaVoomCC"
"918","MAP1LC3A",-0.484486713168618,8.91087221049403e-05,0.0101236201845076,"Lamp5","females","P30","CORT","limmaVoomCC"
"919","LONRF2",0.517063306483162,9.74542992356412e-05,0.0108081458533242,"Lamp5","females","P30","CORT","limmaVoomCC"
"920","PDP1",0.492823085121503,0.000102689567167805,0.0110099784370786,"Lamp5","females","P30","CORT","limmaVoomCC"
"921","CHRD",-0.359254900366619,0.000104001513789493,0.0110099784370786,"Lamp5","females","P30","CORT","limmaVoomCC"
"922","HMGCS1",0.508658170373752,0.000115094799660118,0.0119135905959296,"Lamp5","females","P30","CORT","limmaVoomCC"
"923","LINC00632",-0.492890056383724,0.000125690622983274,0.0127275417794802,"Lamp5","females","P30","CORT","limmaVoomCC"
"924","SLC4A8",-0.408426995995318,0.000185114702180509,0.0183460485692938,"Lamp5","females","P30","CORT","limmaVoomCC"
"925","VSNL1",-0.596943189421362,0.000204575027253104,0.01985230160302,"Lamp5","females","P30","CORT","limmaVoomCC"
"926","WSB1",-0.442293471798153,0.000216623539376828,0.0203492873749446,"Lamp5","females","P30","CORT","limmaVoomCC"
"927","ARMCX5",-0.387794189416356,0.000218433741680384,0.0203492873749446,"Lamp5","females","P30","CORT","limmaVoomCC"
"928","SPOCK1",0.502282883549849,0.000241073937999181,0.0220180863372585,"Lamp5","females","P30","CORT","limmaVoomCC"
"929","PRELID2",-0.525482319017964,0.000295350214300402,0.0264565634271398,"Lamp5","females","P30","CORT","limmaVoomCC"
"930","GNG3",-0.430392574978334,0.000305896872126257,0.0265224782061341,"Lamp5","females","P30","CORT","limmaVoomCC"
"931","TIMP2",0.44432914805143,0.000311392150545437,0.0265224782061341,"Lamp5","females","P30","CORT","limmaVoomCC"
"932","ANKRD55",-0.399669195938933,0.000313167947904116,0.0265224782061341,"Lamp5","females","P30","CORT","limmaVoomCC"
"933","TSPYL1",0.452997501947095,0.000352386347531743,0.0293109929786225,"Lamp5","females","P30","CORT","limmaVoomCC"
"934","TPD52L1",-0.449822715207847,0.000359772032466631,0.0293163508283613,"Lamp5","females","P30","CORT","limmaVoomCC"
"935","NDUFA4",-0.52454295785444,0.000371312217559353,0.0293163508283613,"Lamp5","females","P30","CORT","limmaVoomCC"
"936","SEPT7",-0.469197244177229,0.000371332052141116,0.0293163508283613,"Lamp5","females","P30","CORT","limmaVoomCC"
"937","HNRNPU",0.454020857086977,0.000421297541179634,0.0324937538440123,"Lamp5","females","P30","CORT","limmaVoomCC"
"938","RASGRP1",0.36146168418545,0.000435237419833824,0.0324937538440123,"Lamp5","females","P30","CORT","limmaVoomCC"
"939","AC010196.1",-0.461867666933537,0.000436992722701222,0.0324937538440123,"Lamp5","females","P30","CORT","limmaVoomCC"
"940","TMEM14A",-0.381995797009182,0.000439481857486641,0.0324937538440123,"Lamp5","females","P30","CORT","limmaVoomCC"
"941","MIR181A1HG",-0.436090622724344,0.000457970137995697,0.0333316391059993,"Lamp5","females","P30","CORT","limmaVoomCC"
"942","RYR2",0.393094241247373,0.000472691537420494,0.0338738027893025,"Lamp5","females","P30","CORT","limmaVoomCC"
"943","PRNP",0.454379846327334,0.000513802015960122,0.0362619665203371,"Lamp5","females","P30","CORT","limmaVoomCC"
"944","PWAR6",0.443287435605715,0.000557723091820967,0.0371927629967255,"Lamp5","females","P30","CORT","limmaVoomCC"
"945","TCIM",-0.438152544536455,0.000558409383290245,0.0371927629967255,"Lamp5","females","P30","CORT","limmaVoomCC"
"946","TMSB10",-0.489447833169755,0.000558619452734955,0.0371927629967255,"Lamp5","females","P30","CORT","limmaVoomCC"
"947","LINC00599",-0.41959253770006,0.000558929456799224,0.0371927629967255,"Lamp5","females","P30","CORT","limmaVoomCC"
"948","LRRTM2",0.407574602471568,0.000567632467020859,0.03723988776596,"Lamp5","females","P30","CORT","limmaVoomCC"
"949","RSRP1",-0.429373414826868,0.000592574950541807,0.0377471577242945,"Lamp5","females","P30","CORT","limmaVoomCC"
"950","PAXX",-0.356858296428585,0.000596095747186833,0.0377471577242945,"Lamp5","females","P30","CORT","limmaVoomCC"
"951","NLGN1",0.413478060339582,0.000599675756032158,0.0377471577242945,"Lamp5","females","P30","CORT","limmaVoomCC"
"952","SCRG1",-0.423123234489136,0.00061422734447787,0.0380866026061223,"Lamp5","females","P30","CORT","limmaVoomCC"
"953","CCDC85B",-0.41903923387305,0.000621421596836688,0.0380866026061223,"Lamp5","females","P30","CORT","limmaVoomCC"
"954","DYNC2H1",-0.386577938248393,0.000732640429167678,0.0443199885592603,"Lamp5","females","P30","CORT","limmaVoomCC"
"955","TXN",-0.349940701287488,0.000776354926868188,0.0463623237096413,"Lamp5","females","P30","CORT","limmaVoomCC"
"956","MSMO1",0.387707931255951,0.000813979953960362,0.0479939066524983,"Lamp5","females","P30","CORT","limmaVoomCC"
"957","LUC7L2",-0.415997927174526,0.00084885990695745,0.0494127609171582,"Lamp5","females","P30","CORT","limmaVoomCC"
"958","PLXNC1",0.341291941671412,0.000859260118997383,0.0494127609171582,"Lamp5","females","P30","CORT","limmaVoomCC"
"959","VCAN",0.692227382661883,3.5831600505172e-07,9.13705812881886e-05,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"960","BCAN",0.605761004659024,1.98302427574789e-06,0.000252835595157856,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"961","RAB3IP",0.487950937457719,8.19015009578642e-06,0.000696162758141846,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"962","HSP90AA1",0.584182634390012,1.61566776840132e-05,0.00102998820235584,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"963","PTPRZ1",0.832099052688222,2.41431737234816e-05,0.00123130185989756,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"964","CCDC50",0.429345054189879,0.000128509306734163,0.00546164553620192,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"965","SCD5",0.443710797358184,0.00038204508699827,0.0139173567406513,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"966","MMP16",0.420737683776669,0.000446258618777029,0.0142244934735178,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"967","TNR",0.448779997500765,0.000985266077161305,0.0278075905789811,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"968","PDGFRA",0.423212241944961,0.00124627217407425,0.0278075905789811,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"969","MT-CO2",0.362748857557688,0.00127633173449393,0.0278075905789811,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"970","SLC6A1",-0.424303800826705,0.00130859249783441,0.0278075905789811,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"971","NRCAM",0.374454744204807,0.00150020349710594,0.0287868922768618,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"972","EPN2",0.4361086072061,0.00158045683088653,0.0287868922768618,"Non-neuronal","females","P30","CORT","limmaVoomCC"
"973","HSPA1A",1.08626505226708,1.03572465706749e-49,6.29720591497035e-47,"Oligo","females","P30","CORT","limmaVoomCC"
"974","HSP90AA1",1.20940359429061,4.24305477803721e-34,1.28988865252331e-31,"Oligo","females","P30","CORT","limmaVoomCC"
"975","MBP",-0.848405508029795,1.60838654248294e-32,3.25966339276543e-30,"Oligo","females","P30","CORT","limmaVoomCC"
"976","HSPH1",0.719148305469687,2.69558167333813e-22,4.09728414347395e-20,"Oligo","females","P30","CORT","limmaVoomCC"
"977","CRYAB",0.917595202658758,2.98467529706265e-19,3.62936516122818e-17,"Oligo","females","P30","CORT","limmaVoomCC"
"978","ZFYVE16",-0.681725432306882,1.02869409946255e-13,1.04241002078871e-11,"Oligo","females","P30","CORT","limmaVoomCC"
"979","TTLL7",-0.572167943284193,2.76427922718438e-10,2.40097395732586e-08,"Oligo","females","P30","CORT","limmaVoomCC"
"980","AL359091.1",-0.577450003874267,1.94063427789465e-09,1.47488205119994e-07,"Oligo","females","P30","CORT","limmaVoomCC"
"981","CHORDC1",0.395570246714656,3.11808978234782e-08,2.10644287518609e-06,"Oligo","females","P30","CORT","limmaVoomCC"
"982","HSPD1",0.357591685275307,1.36983888427319e-07,8.32862041638102e-06,"Oligo","females","P30","CORT","limmaVoomCC"
"983","XIST",-0.444805160666719,1.74336102659236e-07,9.63603185607412e-06,"Oligo","females","P30","CORT","limmaVoomCC"
"984","RNASE1",-0.460610640429613,3.65237439259129e-07,1.85053635891292e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"985","PDE1A",-0.354935475383404,4.0047472392968e-07,1.87298947807112e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"986","UBC",0.383138917583965,6.80304718315361e-07,2.95446620525528e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"987","PCDH9",-0.376392911469869,9.32723525463418e-07,3.78063935654506e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"988","OPALIN",-0.459676016889813,1.1632794170385e-06,4.42046178474629e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"989","MOG",-0.423094286819225,1.92110426079645e-06,6.87077288567199e-05,"Oligo","females","P30","CORT","limmaVoomCC"
"990","PLEKHH1",-0.419299571956401,3.49421039896751e-06,0.000118026662365125,"Oligo","females","P30","CORT","limmaVoomCC"
"991","ST18",-0.406485109827885,1.66024156045978e-05,0.000531277299347128,"Oligo","females","P30","CORT","limmaVoomCC"
"992","SEPT7",-0.37609342440869,2.14620254989359e-05,0.000652445575167651,"Oligo","females","P30","CORT","limmaVoomCC"
"993","HSP90AB1",0.391744440560362,2.4267780975747e-05,0.000702610039678769,"Oligo","females","P30","CORT","limmaVoomCC"
"994","PPP1R14A",-0.377763355626688,5.44458152144967e-05,0.00150468434774609,"Oligo","females","P30","CORT","limmaVoomCC"
"995","PTGES3",0.266261087018188,6.10360000123353e-05,0.00158279924642553,"Oligo","females","P30","CORT","limmaVoomCC"
"996","ZEB2",-0.373842498198232,6.24789176220604e-05,0.00158279924642553,"Oligo","females","P30","CORT","limmaVoomCC"
"997","WSB1",-0.360058355523226,7.53419413879769e-05,0.0018323160145556,"Oligo","females","P30","CORT","limmaVoomCC"
"998","DBNDD2",-0.319948680435179,0.000164984065809084,0.0038580889235355,"Oligo","females","P30","CORT","limmaVoomCC"
"999","CIRBP",-0.293017850692542,0.0002305957731792,0.00519267518862792,"Oligo","females","P30","CORT","limmaVoomCC"
"1000","MOBP",-0.360203055915066,0.000354012105924544,0.00768712001436153,"Oligo","females","P30","CORT","limmaVoomCC"
"1001","ANK3",-0.332409281435802,0.000396004964670176,0.00830244891446438,"Oligo","females","P30","CORT","limmaVoomCC"
"1002","RSRP1",-0.260509400193515,0.000420450220499066,0.00852112446878108,"Oligo","females","P30","CORT","limmaVoomCC"
"1003","PTGDS",-0.327644793360597,0.000458255845685022,0.00898772755408042,"Oligo","females","P30","CORT","limmaVoomCC"
"1004","N4BP2L2",-0.317186136195227,0.000492030240030352,0.00934857456057669,"Oligo","females","P30","CORT","limmaVoomCC"
"1005","PLP1",-0.221816319327204,0.000528733554872921,0.00974151519281018,"Oligo","females","P30","CORT","limmaVoomCC"
"1006","S100B",-0.287296904214128,0.000561656173824535,0.0100437339319211,"Oligo","females","P30","CORT","limmaVoomCC"
"1007","MAGI2",-0.274064168629414,0.000632853618501414,0.0109935714299674,"Oligo","females","P30","CORT","limmaVoomCC"
"1008","MT-CO2",0.239586589650367,0.000729052800431902,0.0123128917406277,"Oligo","females","P30","CORT","limmaVoomCC"
"1009","DST",-0.296710453805442,0.000812488448683849,0.013088178065569,"Oligo","females","P30","CORT","limmaVoomCC"
"1010","SLC44A1",-0.299143508646478,0.000825605177920966,0.013088178065569,"Oligo","females","P30","CORT","limmaVoomCC"
"1011","AC004158.1",-0.2135069449683,0.000839537737758541,0.013088178065569,"Oligo","females","P30","CORT","limmaVoomCC"
"1012","NEAT1",0.340041510314708,0.000904719363030245,0.0134969915339864,"Oligo","females","P30","CORT","limmaVoomCC"
"1013","SLCO1A2",-0.29785540962546,0.00091015896857474,0.0134969915339864,"Oligo","females","P30","CORT","limmaVoomCC"
"1014","IL1RAPL1",-0.260857140223771,0.000957129996358761,0.0138555961377649,"Oligo","females","P30","CORT","limmaVoomCC"
"1015","CLASP2",-0.301986810410985,0.000986958685968967,0.0139551367690496,"Oligo","females","P30","CORT","limmaVoomCC"
"1016","ATP8A1",-0.296688391567106,0.00127147018614984,0.017569406208616,"Oligo","females","P30","CORT","limmaVoomCC"
"1017","OMG",-0.240165303346116,0.00147202329721298,0.0198886703267887,"Oligo","females","P30","CORT","limmaVoomCC"
"1018","SEPT4",-0.27359847778864,0.00177002394021525,0.0229166847771761,"Oligo","females","P30","CORT","limmaVoomCC"
"1019","TMEM144",-0.290733676137557,0.00177152004034092,0.0229166847771761,"Oligo","females","P30","CORT","limmaVoomCC"
"1020","MIR181A1HG",-0.214972792340763,0.00199652490599029,0.025289315475877,"Oligo","females","P30","CORT","limmaVoomCC"
"1021","ASPA",-0.271144588394001,0.00204510863474102,0.0253760418351538,"Oligo","females","P30","CORT","limmaVoomCC"
"1022","CARNS1",-0.259739997180721,0.00244142228563081,0.0296876949932706,"Oligo","females","P30","CORT","limmaVoomCC"
"1023","EVI2A",-0.251314640877162,0.0024936306403612,0.0297279888105806,"Oligo","females","P30","CORT","limmaVoomCC"
"1024","PTK2",-0.265430731102826,0.002720777332865,0.0316882277945533,"Oligo","females","P30","CORT","limmaVoomCC"
"1025","STMN1",-0.274152420582036,0.00276229617288047,0.0316882277945533,"Oligo","females","P30","CORT","limmaVoomCC"
"1026","RNF13",-0.228988386457722,0.00327095690415049,0.0365106370614361,"Oligo","females","P30","CORT","limmaVoomCC"
"1027","CERCAM",-0.281198547413558,0.00330816392047738,0.0365106370614361,"Oligo","females","P30","CORT","limmaVoomCC"
"1028","ENPP2",-0.272200595229074,0.00341988569190205,0.0365106370614361,"Oligo","females","P30","CORT","limmaVoomCC"
"1029","LPGAT1",-0.260831546539993,0.00342287222450963,0.0365106370614361,"Oligo","females","P30","CORT","limmaVoomCC"
"1030","UGT8",-0.274624136369009,0.0036101646414616,0.0378444845173906,"Oligo","females","P30","CORT","limmaVoomCC"
"1031","UBB",0.232920555686452,0.00393952808943415,0.0405168068832054,"Oligo","females","P30","CORT","limmaVoomCC"
"1032","SRSF11",-0.244402610898607,0.00399836910031632,0.0405168068832054,"Oligo","females","P30","CORT","limmaVoomCC"
"1033","APOD",-0.263850453470427,0.00416871842791094,0.0415348002205733,"Oligo","females","P30","CORT","limmaVoomCC"
"1034","DOCK10",-0.228254338068395,0.00423545660144004,0.0415348002205733,"Oligo","females","P30","CORT","limmaVoomCC"
"1035","TRIM59",-0.210138524636073,0.00448401156115535,0.0428619310509208,"Oligo","females","P30","CORT","limmaVoomCC"
"1036","COL4A5",-0.211667855114274,0.0045117822158864,0.0428619310509208,"Oligo","females","P30","CORT","limmaVoomCC"
"1037","PTN",-0.189558452062049,0.00460651294951658,0.0430886134354782,"Oligo","females","P30","CORT","limmaVoomCC"
"1038","RPL13",-0.629633493613938,2.65890399565092e-09,1.84793827697739e-06,"OPC","females","P30","CORT","limmaVoomCC"
"1039","MALAT1",-0.274830107391526,4.4078306625777e-08,1.53172115524575e-05,"OPC","females","P30","CORT","limmaVoomCC"
"1040","HSP90AA1",0.492229582092046,6.44796953581692e-07,0.000149377960913092,"OPC","females","P30","CORT","limmaVoomCC"
"1041","ASB3",-0.398922565529084,1.9393177637053e-06,0.00027446092254204,"OPC","females","P30","CORT","limmaVoomCC"
"1042","WSB1",-0.46113579051386,1.97453901109381e-06,0.00027446092254204,"OPC","females","P30","CORT","limmaVoomCC"
"1043","AC092691.1",-0.41913248974623,9.03962501568791e-06,0.00104708989765052,"OPC","females","P30","CORT","limmaVoomCC"
"1044","PLPPR1",-0.403928173667151,3.48277253283418e-05,0.00345789558617108,"OPC","females","P30","CORT","limmaVoomCC"
"1045","OMG",-0.354823918655483,4.34466541619997e-05,0.00377442808032372,"OPC","females","P30","CORT","limmaVoomCC"
"1046","CSMD1",-0.356945779925333,7.8737561317929e-05,0.00576672167316008,"OPC","females","P30","CORT","limmaVoomCC"
"1047","LRP1B",-0.3852158902748,8.29744125634544e-05,0.00576672167316008,"OPC","females","P30","CORT","limmaVoomCC"
"1048","ANKRD28",-0.355947564706481,9.18458741032534e-05,0.00580298931834192,"OPC","females","P30","CORT","limmaVoomCC"
"1049","PCDH15",-0.372779143758471,0.00020759448365381,0.0120231805116165,"OPC","females","P30","CORT","limmaVoomCC"
"1050","AL391807.1",-0.291670284323988,0.000320210181802754,0.0157780129937686,"OPC","females","P30","CORT","limmaVoomCC"
"1051","RSRP1",-0.277388758913791,0.000344114319763706,0.0157780129937686,"OPC","females","P30","CORT","limmaVoomCC"
"1052","PDGFRA",-0.359224835595027,0.000353103577161391,0.0157780129937686,"OPC","females","P30","CORT","limmaVoomCC"
"1053","C1orf61",-0.364284752318636,0.000363234831511218,0.0157780129937686,"OPC","females","P30","CORT","limmaVoomCC"
"1054","QKI",0.377282137023315,0.000403365917567292,0.0164905478064275,"OPC","females","P30","CORT","limmaVoomCC"
"1055","LINC01322",-0.246572540159558,0.000708637478207471,0.0273612804085662,"OPC","females","P30","CORT","limmaVoomCC"
"1056","TLE4",-0.280517915272879,0.000773175749225582,0.0282819550374621,"OPC","females","P30","CORT","limmaVoomCC"
"1057","BCHE",-0.284473342100361,0.000973163292561323,0.0337886456791247,"OPC","females","P30","CORT","limmaVoomCC"
"1058","PDE4B",-0.332139654701462,0.00105126552951204,0.0337886456791247,"OPC","females","P30","CORT","limmaVoomCC"
"1059","HNRNPU",0.317560459371191,0.00106956864020251,0.0337886456791247,"OPC","females","P30","CORT","limmaVoomCC"
"1060","VCAN",0.329040220554058,0.00132764526361589,0.0394625435359993,"OPC","females","P30","CORT","limmaVoomCC"
"1061","SRSF11",-0.30996877373821,0.00136273531635106,0.0394625435359993,"OPC","females","P30","CORT","limmaVoomCC"
"1062","MT-ND4",1.00988338084299,5.60271907113922e-22,2.60694518380108e-18,"Pvalb","females","P30","CORT","limmaVoomCC"
"1063","ATP5MC3",-0.787640721845794,1.65093085072239e-13,3.84089062420565e-10,"Pvalb","females","P30","CORT","limmaVoomCC"
"1064","COX5B",-0.761471714553034,1.27964527423898e-12,1.98472982034467e-09,"Pvalb","females","P30","CORT","limmaVoomCC"
"1065","SNRPN",-0.661137954576599,4.3314555832714e-12,5.03856570724046e-09,"Pvalb","females","P30","CORT","limmaVoomCC"
"1066","STMN1",-0.734710845721886,1.16362967339118e-11,1.01446820381417e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1067","ATP6V0C",-0.769462971391778,1.30814726475071e-11,1.01446820381417e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1068","ATP5MC1",-0.669453546983693,4.62853869624417e-11,3.07665579337487e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1069","DLGAP1",-0.649681266285523,6.46376526962041e-11,3.75948747494297e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1070","RSRP1",-0.667902723817513,9.31242579921183e-11,4.46638149997958e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1071","MT-CO2",0.792175571783039,9.59892864814007e-11,4.46638149997958e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1072","NDUFA4",-0.753346655089879,2.27193190080717e-10,9.61027194041433e-08,"Pvalb","females","P30","CORT","limmaVoomCC"
"1073","AL391807.1",-0.653979796606163,3.2674371908862e-10,1.23900662053266e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1074","MDH1",-0.677013861673801,3.46165615020946e-10,1.23900662053266e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1075","MT-ND2",0.610093631946974,1.05274292629785e-09,3.4988663114742e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1076","TMEM14A",-0.584105136410628,1.37550100450882e-09,4.26680411598637e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1077","NDUFB2",-0.609978424917618,1.52133052931917e-09,4.42421934557632e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1078","DPP10",-0.807262139966998,1.85813792487807e-09,5.08583280262214e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1079","LDHB",-0.664730847206049,2.20372565676859e-09,5.69663082274681e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1080","MGST3",-0.604296437391226,2.61923317325315e-09,6.41436418691943e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1081","MT-ND4L",0.675706614303832,2.79252130250027e-09,6.49680081026687e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1082","WSB1",-0.586007274933979,3.98878244749498e-09,8.83800225152103e-07,"Pvalb","females","P30","CORT","limmaVoomCC"
"1083","PVALB",-0.790291212065937,4.88499432303439e-09,1.03317629932177e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1084","MT-CO3",0.653798121407435,5.36338873950468e-09,1.08503686108327e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1085","KHDRBS2",-0.605477137707151,6.94322535013065e-09,1.32062112067186e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1086","SPARCL1",-0.724275160654412,7.09553578697541e-09,1.32062112067186e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1087","TCIM",-0.556766561058896,1.16351531023654e-08,2.08224489943485e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1088","MYL6",-0.554865876799119,1.26927569753921e-08,2.18738511875923e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1089","COX6C",-0.608849895310669,1.41082334674419e-08,2.34448608300025e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1090","SLC9A9",-0.672097963562842,1.6944429890102e-08,2.71870456133258e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
"1091","IGSF11",-0.478974209425519,2.20376743639059e-08,3.33648633033788e-06,"Pvalb","females","P30","CORT","limmaVoomCC"
