"","SYMBOL","logFC","P.Value","adj.P.Val","celltype","sex","timepoint","region","method"
"412","PTPRF",-0.324001743914794,0.000675666908732072,0.0062552361241386,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"413","VSNL1",-0.577720508767719,0.000676151721618816,0.0062552361241386,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"414","CDIP1",-0.331036270129183,0.000681443059686226,0.00628869811346798,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"415","IRS2",-0.327472689489048,0.000695541880376472,0.00640307672228929,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"416","PRKAR2B",-0.338691301291615,0.000705558197364676,0.0064794048638184,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"417","KHDRBS3",-0.35468808018885,0.000707680724010036,0.00648304585215047,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"418","CLVS2",-0.352922425385286,0.000714636728167717,0.006530840756686,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"419","EPC1",0.351164628443289,0.00072643951247082,0.00660879566372845,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"420","TMEM205",0.338523083121857,0.000726685998168224,0.00660879566372845,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"421","PDE4B",0.330624959986458,0.000751973279920962,0.00681606995131088,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"422","FAM81A",-0.326280612248119,0.000754910540333226,0.00681606995131088,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"423","EGR1",-0.356486089449829,0.000754921485555199,0.00681606995131088,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"424","AGBL4",0.334265684333031,0.000762008222584123,0.00686355607680088,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"425","SPTAN1",-0.469017119527929,0.000770468177428093,0.00691600809387466,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"426","ATP6AP1",-0.331548409602888,0.000771514214945017,0.00691600809387466,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"427","GNB1",-0.373426243007587,0.000776147441016101,0.00694097568680114,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"428","TNRC6C",-0.339770430344098,0.000784928877805236,0.00700283340863769,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"429","PURB",-0.328028833371791,0.000787897848371648,0.00701266426181021,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"430","RHOB",-0.316829201806443,0.000815512197861108,0.0072412856150504,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"431","SLC38A1",-0.358839338497752,0.000819129233949927,0.00725624859131115,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"432","ARF1",-0.374064647480119,0.000834728847019449,0.00737703893977659,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"433","CLOCK",-0.336237086439987,0.000841096606917928,0.00741586585817779,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"434","HS6ST3",-0.358800474871232,0.000847147450616806,0.00745172324242793,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"435","EIF3A",-0.323060200964712,0.000869852397161861,0.00763356449471951,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"436","THRAP3",0.331934429605507,0.000881000307609185,0.00771337332256433,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"437","TMEM248",-0.321842477086543,0.000889467585661493,0.00775558005335564,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"438","PTEN",-0.332249818454716,0.00088995074627164,0.00775558005335564,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"439","KIF5A",-0.341232754808568,0.000897761884119007,0.00780238115064788,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"440","XIST",0.486815699765971,0.0008994757822765,0.00780238115064788,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"441","ST13",-0.33690838452066,0.000918023959283788,0.00794492624670486,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"442","RPL3",-0.426662837213613,0.000924980803746726,0.00798673080200621,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"443","SCRN1",-0.330258839608063,0.000935514025267141,0.00804873458717204,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"444","NBN",0.323588850702788,0.000936447554471294,0.00804873458717204,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"445","HPCAL1",-0.400800703576268,0.000938975408720374,0.008052035696698,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"446","PNKD",-0.326649605937234,0.00094769165128225,0.00810826843329415,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"447","DTWD1",0.378269698854939,0.000951059195409692,0.00811858713172455,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"448","CDC37",-0.327298685180951,0.000959908490543103,0.00817554714394534,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"449","PRPF19",-0.320144290932309,0.000976218335967652,0.00828884371218401,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"450","TRIP11",-0.332516490145727,0.000977624537938636,0.00828884371218401,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"451","TSPYL4",-0.348813537200695,0.000987438134850234,0.00835319287048982,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"452","TMEM30A",-0.417066630812969,0.000997126953558132,0.00841619963497605,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"453","ELAVL3",-0.334387507697055,0.00100498388064843,0.00846349653747871,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"454","CDK5R2",-0.315849507179565,0.00100724079819988,0.00846352670702183,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"455","ADAR",-0.323583938455713,0.00101363602501341,0.00849825203113925,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"456","ZNF506",0.32678563394431,0.00101901523555663,0.00852432344042475,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"457","SPRYD3",-0.317762701482954,0.00103273462724462,0.00861989168873505,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"458","SLC25A27",0.330876295595105,0.00103565331050187,0.00862508610697347,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"459","MADD",-0.316973515051986,0.00104242415552259,0.00866226798261694,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"460","NDUFS1",-0.370933518301455,0.00105263559648839,0.00871724655848125,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"461","INPP5F",-0.363018484674129,0.0010536820919996,0.00871724655848125,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"462","LY6H",0.364670861775742,0.00105763562330262,0.00873072395851566,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"463","RETREG2",-0.311352702182685,0.00106187677582924,0.00874651133775138,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"464","THRA",-0.327632174418518,0.00107963280705227,0.00887330595905539,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"465","NFASC",-0.328429811098337,0.00109188851599179,0.00895443944555709,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"466","FTX",0.410595234440976,0.00109928828462455,0.0089954832179734,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"467","GRIN2A",-0.452690371288975,0.00110429911631466,0.0090168423497345,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"468","HLF",-0.365369662453915,0.00110946828145026,0.00903939883975527,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"469","COL4A3BP",-0.32044218419614,0.00111935242471979,0.00910018984252712,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"470","PPP4R2",-0.319111941916054,0.00112914784045555,0.00915999846382511,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"471","MIAT",0.470165674617845,0.00113632514836379,0.00919835615787587,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"472","MED13L",-0.326552232833763,0.00114226743407813,0.00922657308042468,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"473","SACS",-0.415555773368422,0.0011474111645905,0.00922987869770511,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"474","VAPB",-0.318150018592597,0.00114759141422478,0.00922987869770511,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"475","CX3CL1",-0.316855001250369,0.00115530852951432,0.00927209153174314,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"476","NWD2",0.317526018640983,0.00116370206485041,0.00931954148310901,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"477","APPBP2",-0.317804748633249,0.00117938509420288,0.00942504343367235,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"478","SLC22A17",-0.411299076756838,0.00119275410279458,0.00950327478794181,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"479","DYRK1A",-0.320212859681195,0.00119423474438459,0.00950327478794181,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"480","PGK1",-0.332821003203169,0.00120550900141212,0.00956548630222776,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"481","MTPN",-0.339897329681316,0.00120749560486429,0.00956548630222776,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"482","MARCH6",-0.407518987607223,0.00120969275653839,0.00956548630222776,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"483","ARL8B",-0.333602767896614,0.00123087750508371,0.00969965670963422,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"484","HDAC9",0.320415369151218,0.00123182541280498,0.00969965670963422,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"485","LMO3",-0.473748532304219,0.00123497866303853,0.00970414196312281,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"486","DCP2",-0.317366687555695,0.00124518248153248,0.00975890231740371,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"487","MMP17",-0.332389318833655,0.00124714406612188,0.00975890231740371,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"488","RFPL1S",-0.313094157147191,0.00126045027356901,0.00984251814454306,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"489","JKAMP",0.315713458584663,0.00126322249309454,0.00984370058934252,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"490","PPP2CB",-0.313463364396424,0.00127879513302671,0.00994441929533813,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"491","LRRC4B",-0.319298770316976,0.00130568169123889,0.0101325215543249,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"492","PNMA3",-0.324912743053291,0.00133997808273796,0.010377232327348,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"493","DDX6",-0.351960403521879,0.00134734744798581,0.0104128333634459,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"494","PLXNA4",-0.328054696253234,0.00136009489928883,0.0104897668207984,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"495","UHMK1",-0.315671196446758,0.00137410318671022,0.0105558158834964,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"496","TARBP1",0.341645343640075,0.00137427954393763,0.0105558158834964,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"497","ATP13A3",-0.324072857034958,0.00138645244550557,0.0106275824190182,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"498","CCDC66",0.32437222561638,0.00141026901599105,0.0107728092120833,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"499","RBPJ",-0.321534132319585,0.0014111347530205,0.0107728092120833,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"500","CEBPD",0.313508746742283,0.00141663561831287,0.0107928669013857,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"501","SLC6A15",-0.312917609261665,0.00143528086175458,0.0109127832322878,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"502","PLEC",-0.321533897847025,0.00146897260523596,0.0111257436750866,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"503","NREP",0.359418406512456,0.00146921428723189,0.0111257436750866,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"504","DMD",-0.329487137957957,0.00147217836076801,0.0111257583964681,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"505","KIDINS220",-0.378033608861396,0.0014872237111459,0.0112051419196877,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"506","EDIL3",-0.344739711244184,0.00148864904630569,0.0112051419196877,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"507","PPP1R12B",-0.314826063125194,0.00149688382806345,0.0112445913164126,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"508","TAX1BP1",-0.389301634210095,0.00150495141246742,0.0112714662646186,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"509","FASTKD1",0.314734244618867,0.0015064632760486,0.0112714662646186,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"510","BAG4",-0.306543917782847,0.00151524166504608,0.0113146077413779,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"511","ATF7IP2",0.309485987732099,0.00152436383155965,0.0113601399828136,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"512","MTMR9",-0.310049896666316,0.00153393451301614,0.0114088277839378,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"513","ATP13A2",-0.305741050080281,0.00155281331171998,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"514","SCOC",-0.369910358961206,0.00155848886673446,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"515","RC3H2",-0.308932756225544,0.00156016930059975,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"516","SV2A",-0.35569493207055,0.00156130385922363,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"517","FAM168B",-0.310871216889487,0.00156220628008844,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"518","ITGAV",-0.323117329030029,0.0015651679348107,0.011504443763501,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"519","PLEKHM3",-0.308679314980719,0.00156939226719491,0.0115129635851252,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"520","WDR17",0.346879212023866,0.00159031795793835,0.0116437314815135,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"521","NFIB",-0.329712318357875,0.00160995041334347,0.0117600725685834,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"522","MRFAP1",-0.304699317338696,0.00161247001406295,0.0117600725685834,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"523","UBE2W",-0.305038701796274,0.00163167771529845,0.011872024720399,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"524","TMEM170B",-0.305448028587222,0.00163414184782915,0.011872024720399,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"525","ILDR2",0.316387802937147,0.00165441867091339,0.0119961322933411,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"526","PCDH10",-0.328335186668352,0.00166480800385983,0.012048205900766,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"527","NDRG3",-0.31283808758416,0.00167481455135781,0.012097314336346,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"528","PPIG",-0.331346969194094,0.00168260282381383,0.0121302422384736,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"529","VCPIP1",-0.303084969239412,0.00169758996236603,0.0122148427177142,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"530","AKAP11",-0.427102270528161,0.00170178328430686,0.0122216023247736,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"531","TRMT11",0.313673556811124,0.0017141682060179,0.0122870530187084,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"532","AKT3",-0.362239487272794,0.00173068037539677,0.0123685000205964,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"533","MZT2B",-0.314074390215783,0.00173211688254358,0.0123685000205964,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"534","LIN7C",-0.310585332970594,0.00175572247511703,0.0125132706196197,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"535","ZBTB18",-0.365499973460551,0.00176257383539847,0.0125383093290846,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"536","RAB6B",-0.370609847819723,0.00180070951398619,0.0127853779480759,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"537","YEATS2",0.310194312304862,0.00180499598663938,0.0127916319355048,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"538","TMEM108",0.304817943060354,0.00181064100555822,0.0128074719715192,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"539","FASTKD2",0.304888801342363,0.00182196602716674,0.0128434064174321,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"540","NDUFA3",-0.348578232060183,0.00182256006935339,0.0128434064174321,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"541","PAK5",0.305851247975606,0.00187574041046916,0.0131934100781314,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"542","SORT1",-0.3214524777067,0.00188736195106247,0.0132503392302629,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"543","RAPGEFL1",-0.309622228674609,0.00189965483146784,0.0133117603488679,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"544","FAM155A",-0.304084831291207,0.00190782966758577,0.013344149406801,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"545","ARHGAP20",0.308455956306161,0.00191570767616782,0.0133743457838036,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"546","PFN2",-0.386503572035037,0.0019210040159914,0.0133864398591163,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"547","RPS26",-0.391259772126382,0.00193270058905394,0.0134430063194196,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"548","DOK6",-0.314570156544869,0.00194939262399315,0.0135155941629171,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"549","RPS12",-0.404763978991407,0.00195033334299815,0.0135155941629171,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"550","CAB39",-0.294674711849703,0.0020046096561862,0.0138661397212438,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"551","NCS1",-0.304649093552171,0.00202237181151271,0.0139632877280179,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"552","ZEB1",0.320509056005613,0.00205698152432555,0.0141639437099928,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"553","ANKRD12",-0.389629665731371,0.00205897584282643,0.0141639437099928,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"554","MPRIP",-0.316339634913378,0.00207110809388649,0.0142213564911109,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"555","SRCIN1",-0.315768225124249,0.00209343326426053,0.0143484221543112,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"556","RORB",-0.429032656293155,0.00211555225305408,0.014473614321441,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"557","GABRG2",-0.445693103052763,0.00211970947094566,0.0144756886779489,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"558","MAGED1",-0.300234429878709,0.00212899589574127,0.0145127197539097,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"559","PRKAR1A",-0.407325931971842,0.00213989448157753,0.0145605863637775,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"560","SUGT1",-0.335243715052828,0.00214864900973824,0.014593717324732,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"561","MYO9A",-0.351030283706878,0.00216850541830328,0.0147019970237312,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"562","ACSL4",-0.302949328625558,0.00218437793201404,0.0147829252480085,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"563","FAIM2",-0.40754999949233,0.00219587662196674,0.01483401545343,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"564","CNTNAP1",-0.300485944887816,0.00220855924736501,0.0148929058044937,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"565","WIPI2",-0.291362826796513,0.00221682811847397,0.0149218752920936,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"566","IFNAR1",-0.300844529379635,0.0022335505979546,0.0150075421214982,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"567","WDFY3",-0.309146144919621,0.00225369835881846,0.0151158768495038,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"568","AFTPH",-0.300993169339737,0.00226809845503614,0.0151499916662061,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"569","TCF25",-0.350208069133841,0.00227024009872563,0.0151499916662061,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"570","RNPS1",-0.302354284539979,0.00227088533228808,0.0151499916662061,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"571","ADGRL1",-0.304461945463806,0.00228177605594997,0.0151864226768617,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"572","REPS2",-0.301153891517455,0.00228443259116797,0.0151864226768617,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"573","YPEL5",-0.294962410410586,0.00228871271761399,0.0151879946419756,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"574","AC016831.7",0.300468460754773,0.00232096349869313,0.015374848150073,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"575","PCGF5",-0.305011877284567,0.0023405346340318,0.015477197333492,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"576","RTF1",-0.324220987034675,0.00234999849754496,0.0154908728582338,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"577","MAP9",-0.333057619189359,0.00235085131235178,0.0154908728582338,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"578","FOXP1",-0.316623649745766,0.00236361994081631,0.0155477346719896,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"579","SSR1",-0.308056736151772,0.00237688657158413,0.0156076677672552,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"580","SYNM",-0.295308799687143,0.00242159670997343,0.0158735030412918,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"581","MYSM1",0.337228611922643,0.00244788043646871,0.0160091504295895,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"582","KCNA1",-0.313518519848216,0.00245081509505164,0.0160091504295895,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"583","AC006058.1",0.308242161092199,0.00245543667249692,0.016011493301907,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"584","AP2S1",-0.293516187018763,0.00246942945738888,0.0160748302286874,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"585","IGSF21",-0.294462909952154,0.00252642215782988,0.0164173730533028,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"586","STXBP6",-0.324559920812851,0.00259373023747988,0.0168195550513627,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"587","CCDC47",-0.292284552212312,0.00259726888439572,0.0168195550513627,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"588","RAB10",-0.289865158151726,0.00261531816860456,0.0168970870935992,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"589","HMGCR",0.298696758965333,0.00261823873495067,0.0168970870935992,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"590","MAPK6",-0.296595006212997,0.00263143556166243,0.0169531251622711,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"591","WNK1",-0.311511559835265,0.00263647653064021,0.016956516864871,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"592","ABHD2",-0.293768015383929,0.00265667775320875,0.017057233574448,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"593","TUBB2A",-0.36309369353002,0.00266776413546466,0.017099184458712,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"594","NME7",0.290535004853201,0.00268574231676597,0.0171850905311294,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"595","RBM6",0.303895629503068,0.00271894614884036,0.0173679621344292,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"596","CSTF3",0.294482119368602,0.00274204974045959,0.0174858044569885,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"597","FBXO11",-0.297516720527493,0.00279430887887337,0.0177888544899125,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"598","ISCU",-0.3293090855868,0.00280726943997108,0.0178411235474304,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"599","SARS",-0.296063491755319,0.00281821233624258,0.0178572258263534,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"600","UNC13A",-0.293840916811415,0.00281931174521501,0.0178572258263534,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"601","OLFM1",-0.469585151445809,0.00284477593063319,0.0179881791169331,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"602","MYCBP2",-0.435749535926132,0.00286709716349508,0.0180988520102311,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"603","HYOU1",-0.286259483533381,0.00293480691969515,0.0184951926013003,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"604","TMEM65",-0.295698971348856,0.00295290445964082,0.0185780722787453,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"605","TIAM2",0.292030745395852,0.00300059498740446,0.0188465464426274,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"606","IREB2",-0.291077566190102,0.0030139403762637,0.0188987646965717,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"607","FEZ2",-0.294733780161522,0.0030459826302469,0.0190678512653456,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"608","SLIT2",-0.298712585775154,0.00311157314729407,0.0194460378389959,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"609","TMEM67",0.29011845666766,0.00312406690746873,0.0194916865522468,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"610","VPS45",0.290747034509108,0.0031414581766138,0.0195676897369178,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"611","BNIP3L",-0.294659126170742,0.00315372746777214,0.0196115900148215,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"612","CPLX1",-0.300497627265041,0.00317207517396556,0.0196930815758919,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"613","ZNF365",-0.297352031469858,0.00319542374825201,0.0198052996673838,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"614","STK25",-0.288791151769842,0.00320496325309861,0.0198317001295525,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"615","XPR1",-0.290839707706073,0.00321270931836818,0.0198469345391298,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"616","WSB2",-0.28278761821029,0.00322841953729037,0.0198868670668804,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"617","ATP6V1D",-0.283678852717958,0.00322976275580326,0.0198868670668804,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"618","PRDX2",-0.300914812436819,0.00324053325132914,0.0199140506415558,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"619","MTMR6",-0.289023096983208,0.00324478141443881,0.0199140506415558,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"620","TPD52",-0.292226692750225,0.00325030508912708,0.0199154093226122,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"621","MED13",-0.293706421838531,0.00326045357956304,0.0199450547961544,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"622","SPOCK1",-0.32827711411818,0.00327255899937364,0.0199865554498331,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"623","GPR162",-0.286533426444134,0.00329018834341218,0.0200616029510651,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"624","PCNX1",-0.298728868639675,0.00332622419290706,0.0202484571613597,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"625","ATPAF1",-0.290556655695662,0.00335285501107841,0.020377545989661,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"626","AP2A2",-0.289452797804307,0.0033596726762466,0.0203859944620068,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"627","CLK4",0.328910227685358,0.00338085578876377,0.0204661171688916,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"628","GRIK2",0.316038825489557,0.00338538886926673,0.0204661171688916,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"629","RPL23A",-0.315686650351443,0.00338922387621155,0.0204661171688916,"L2_3_IT","females","P30","CORT","limmaVoomCC"
"630","STRBP",-0.294691935894717,0.00339584180766346,0.020473165055512,"L2_3_IT","females","P30","CORT","limmaVoomCC"
