"","SYMBOL","logFC","P.Value","adj.P.Val","celltype","sex","timepoint","region","method"
"5326","LRRC47",-0.330834371,0.177316431,0.68611294,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5327","SMARCD3",0.411524213,0.177471765,0.686276877,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5328","COX11",-0.402029593,0.177940346,0.68725439,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5329","COX6B1",-0.413225879,0.178003395,0.68725439,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5330","RPS6KC1",-0.402014621,0.178063936,0.68725439,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5331","QRICH1",0.356076369,0.178534127,0.688566233,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5332","CNOT6L",0.397566209,0.178646379,0.688566233,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5333","ME3",-0.361801703,0.178839415,0.688566233,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5334","HERPUD1",-0.358880341,0.178857204,0.688566233,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5335","CHIC1",0.409667284,0.179148828,0.688972822,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5336","BAZ2B",0.374160674,0.179189639,0.688972822,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5337","XRCC6",-0.401225619,0.179333389,0.689089399,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5338","RPS15",-0.392022662,0.179453261,0.689114134,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5339","MFSD14C",-0.351443239,0.179576953,0.6891535,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5340","NXPH3",0.402903522,0.179702127,0.6891985,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5341","TMEM132B",0.413196156,0.179846308,0.689316292,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5342","SPIN3",-0.346816475,0.18029072,0.690365442,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5343","CHIC2",-0.325180312,0.180347318,0.690365442,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5344","NCBP2-AS2",-0.340188179,0.180539996,0.690441495,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5345","BACE1",0.412832147,0.180631179,0.690441495,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5346","PTS",-0.329610366,0.180708144,0.690441495,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5347","ATP8B2",-0.321199822,0.181066316,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5348","TPST1",0.362681401,0.181338567,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5349","RNF7",-0.371536859,0.181344705,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5350","TBC1D15",0.387663687,0.18159643,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5351","CPNE7",-0.408215271,0.181768715,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5352","NRBP1",-0.327787804,0.181783045,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5353","SLC25A26",-0.318498097,0.181785381,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5354","DAP3",-0.326175254,0.181786065,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5355","PHAX",-0.322367905,0.181839435,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5356","PEX5",-0.317727698,0.181872213,0.690546058,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5357","EPS15",0.370889338,0.182081961,0.690632277,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5358","PHF6",-0.335046296,0.182122289,0.690632277,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5359","KIAA0513",0.40965079,0.182314328,0.690692611,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5360","PLCL1",0.382372648,0.182399853,0.690692611,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5361","SECISBP2",-0.40286705,0.18256989,0.690692611,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5362","ALKBH5",0.359166812,0.182592977,0.690692611,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5363","NABP2",-0.319633343,0.183207789,0.692587006,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5364","ARMCX3",-0.411498611,0.183493357,0.692870386,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5365","KIF3C",0.408141855,0.183510856,0.692870386,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5366","WRN",-0.318891902,0.183644404,0.692943945,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5367","SLC25A6",-0.367996514,0.18445979,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5368","UCHL3",-0.319846113,0.184725456,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5369","GRIN1",0.401471,0.184767617,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5370","AAGAB",-0.319992556,0.184877334,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5371","SRI",-0.355867548,0.185004149,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5372","RPL26",-0.4004704,0.185079864,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5373","EFR3B",0.403582176,0.185082832,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5374","SYT16",0.406763838,0.18511722,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5375","ULK4",-0.318207633,0.185354624,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5376","RBM23",-0.331520862,0.185480275,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5377","C9orf78",-0.337834281,0.185496419,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5379","EPC1",0.405414392,0.1856357,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5380","SWT1",-0.318557646,0.185845613,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5381","TRAPPC5",-0.353261505,0.185931925,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5382","STX17",-0.336739467,0.186078894,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5383","TM2D1",-0.351999155,0.18608769,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5384","WDR12",-0.369838692,0.18619449,0.694798234,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5385","LSM7",-0.360365183,0.186367691,0.695017631,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5386","TMEM59",-0.396564468,0.186580309,0.695383667,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5387","SMC3",-0.319348817,0.187039372,0.696588781,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5388","LDOC1",-0.341003307,0.187132986,0.696588781,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5389","ZBTB11",-0.349655304,0.187622507,0.69714656,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5390","INPP4A",0.406776501,0.18770425,0.69714656,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5391","H3F3A",-0.362132094,0.187811489,0.69714656,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5392","ATOX1",-0.332846093,0.187812752,0.69714656,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5393","BAALC",0.405960493,0.187856612,0.69714656,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5394","PANK3",0.403288888,0.188005065,0.697271533,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5395","CSMD2",0.352018404,0.188809322,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5396","MAP1LC3B",0.403345863,0.188958231,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5397","SDAD1",-0.35514447,0.189120584,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5398","MANBAL",0.344467263,0.189260008,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5399","PSMD13",-0.333188801,0.18930685,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5400","COMMD3",-0.31352981,0.189541215,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5401","TPP2",0.382732321,0.189713738,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5402","C19orf25",-0.313101424,0.189743737,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5403","HSPA8",-0.37343588,0.189954931,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5404","RSL1D1",-0.331500285,0.190001184,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5405","TBC1D20",0.358250575,0.190100997,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5406","VTA1",-0.368853279,0.190253781,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5407","PSMB1",-0.396912955,0.190350185,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5408","CELF3",-0.34209793,0.19049499,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5409","VHL",0.353967742,0.190597948,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5410","LINC00672",-0.317967715,0.190607058,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5411","VPS4B",0.364899337,0.190628237,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5412","FRRS1L",0.38910916,0.190677208,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5413","PRDX1",-0.405077541,0.190692657,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5414","CDKN2D",-0.322382769,0.190743358,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5415","PHF10",0.353738618,0.190769667,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5416","PLCXD2",0.402125996,0.190797804,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5417","CTXN1",0.346002702,0.1908838,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5418","AGAP2",0.364181902,0.191064523,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5419","SOX5",0.401231009,0.19120803,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5420","FIS1",-0.35537456,0.191256954,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5421","COG7",-0.311425091,0.191276203,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5422","TRAP1",-0.335649068,0.191350848,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5423","TMX4",0.390533522,0.191351954,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5424","SBNO1",0.398090913,0.191455668,0.697298071,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5425","PPP4R2",0.376954821,0.191632928,0.697525486,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5426","TENT2",0.390716856,0.191763775,0.697583791,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5427","ZBTB43",-0.338428407,0.192081404,0.698321083,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5428","NUP54",-0.310112048,0.19246411,0.69929394,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5429","AGO1",0.377665386,0.192653583,0.699343971,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5430","BLOC1S6",0.387302582,0.192708116,0.699343971,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5431","PDXK",0.398406495,0.19303812,0.699472526,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5432","RPE",0.400234344,0.193193176,0.699472526,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5433","EXTL3",0.386332682,0.193261024,0.699472526,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5434","CCT3",-0.381653415,0.193280841,0.699472526,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5435","PANK2",-0.315798356,0.193319238,0.699472526,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5436","WIPI2",-0.316538357,0.193739046,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5437","SSBP2",0.398861614,0.193909839,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5438","AKIRIN1",0.357191565,0.193920233,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5439","COQ4",-0.326158371,0.193961872,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5440","ERC1",-0.397538579,0.194313348,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5441","IREB2",0.396611701,0.194326155,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5442","RASL10A",-0.317884006,0.194433155,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5443","HLTF",-0.400943976,0.194488179,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5444","TRPM2",0.377211394,0.194563083,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5445","B2M",-0.401503995,0.194583982,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5446","SUMO1",-0.379075114,0.194624326,0.699611114,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5447","BDP1",-0.400624054,0.194840339,0.699851743,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5448","ARHGEF10L",0.337231101,0.194921671,0.699851743,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5449","SLC30A6",-0.323961107,0.195193526,0.700413862,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5450","PNMA2",0.380929879,0.195612031,0.701158261,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5451","NAA30",0.368331044,0.195631811,0.701158261,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5452","BABAM2",-0.325908161,0.196035853,0.701664688,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5453","CLIP2",-0.309891342,0.196134516,0.701664688,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5454","GSTP1",-0.318778654,0.196195612,0.701664688,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5455","GAS2L1",-0.305174864,0.196235112,0.701664688,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5456","TMEM50A",-0.356444707,0.196537309,0.702136371,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5457","EPHX4",-0.313471561,0.196616025,0.702136371,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5458","UNC80",-0.378535345,0.196719786,0.702136371,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5459","TRRAP",-0.321029527,0.19682934,0.702136371,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5460","LRP6",-0.331496397,0.197208596,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5461","PIN1",-0.398299328,0.197423804,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5462","PPP1R21",-0.315171968,0.197640577,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5463","AMPD2",0.357771838,0.197745779,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5464","EFNB3",0.370967992,0.197813779,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5465","KIAA1841",-0.378208232,0.197889198,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5466","BCL11A",0.357639168,0.197898776,0.703061441,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5467","MCCC1",0.337014586,0.198696029,0.705481227,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5468","UBE3C",-0.317558376,0.198852826,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5469","NEBL",0.389194021,0.199037419,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5470","MAPK10",-0.304873435,0.199364384,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5471","MPDZ",0.380026135,0.199515047,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5472","ZFYVE21",-0.305864722,0.199658769,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5473","AC106791.1",-0.309973486,0.200068606,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5474","RTF1",0.393726439,0.20022112,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5475","FEZ2",0.36412878,0.200260126,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5476","OLA1",-0.389851936,0.200275799,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5477","PKIA",0.358603716,0.200380975,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5478","RTN1",-0.327045303,0.200679299,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5479","TRPM7",0.39277814,0.200747975,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5480","NIPSNAP2",-0.356773563,0.200885377,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5481","TMEM161B-AS1",-0.393284133,0.200919335,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5482","TENM4",-0.308411732,0.201010606,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5483","CCND2",0.379817347,0.201503743,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5484","GHR",0.33661925,0.20152629,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5485","FBXO44",-0.374191701,0.201667893,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5486","NSA2",0.363382749,0.201814325,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5487","KHDRBS1",0.385489569,0.201930564,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5488","MAP1LC3A",-0.366814873,0.202002319,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5489","VPS36",0.391263918,0.202217687,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5490","ALKBH6",-0.315907421,0.202290451,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5491","UBXN2B",-0.329416687,0.202335118,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5492","SUCLG1",-0.353916583,0.202346322,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5493","ELOVL6",-0.34307526,0.20261463,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5494","MNAT1",-0.39305777,0.202722842,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5495","CNTN2",-0.337515391,0.202735788,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5496","HOOK2",-0.378512695,0.202768886,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5497","BEX4",0.368962213,0.202811765,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5498","KCNA2",0.393234457,0.202865334,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5499","RMDN3",-0.323950163,0.202972078,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5500","ARHGEF4",0.381123435,0.203003424,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5501","ST8SIA1",0.390831164,0.203161015,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5502","ZNF281",0.344697847,0.203362857,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5503","ZC3H18",-0.306859478,0.203740038,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5504","MBNL1",0.391978826,0.203817626,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5505","PLPP1",-0.3025612,0.203967566,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5506","SPHKAP",0.391089327,0.20400238,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5507","EPRS",-0.36617076,0.20403002,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5508","PSMG1",-0.308170625,0.20404283,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5509","MCFD2",0.380444931,0.204058732,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5510","PFDN5",-0.392280427,0.204198214,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5511","EPB41L2",0.38908849,0.204259569,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5512","DOPEY1",0.385747806,0.204329193,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5513","BTRC",-0.355001305,0.204375943,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5514","HADH",-0.301886684,0.20438207,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5515","SUPT6H",-0.304944745,0.204393242,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5516","SYT4",0.389801173,0.204687694,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5517","XPO5",-0.306150059,0.204727325,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5518","SRP9",-0.376223434,0.204741267,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5519","MYEF2",0.379865925,0.204779857,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5520","TSC22D3",-0.30398492,0.204903242,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5521","INPP1",-0.371187842,0.20500028,0.705595866,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5522","SELENOM",-0.33862125,0.205284473,0.706173939,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5523","LARS",0.38895521,0.205474335,0.706384875,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5524","MAPK1IP1L",0.367446032,0.205578347,0.706384875,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5525","SRRM2",0.384608288,0.206019064,0.707499046,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5526","SGSM1",0.357977492,0.206188078,0.707679419,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5527","NAT14",0.321527099,0.206427365,0.707876072,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5528","NLGN2",0.344222174,0.20647842,0.707876072,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5529","OAZ2",-0.314160532,0.206626246,0.707983329,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5530","CEP192",0.347893832,0.2070187,0.708621184,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5531","GALK2",0.363898042,0.207148311,0.708621184,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5532","CA11",0.368901289,0.207187071,0.708621184,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5533","POLR2J3.1",0.378303189,0.207278987,0.708621184,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5534","PAQR3",0.381309603,0.2080372,0.71017074,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5535","CUL3",0.359667358,0.208049175,0.71017074,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5536","SCAF11",0.37620718,0.208082949,0.71017074,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5537","GCC2",0.387986654,0.208262744,0.710385272,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5538","CASD1",0.385424934,0.208892092,0.71213213,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5539","FAM153B",0.355894392,0.20926136,0.712990892,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5540","MRPL38",-0.299158807,0.209429067,0.713162323,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5541","BRINP1",-0.334295009,0.209552213,0.7131819,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5542","UGGT2",-0.356365643,0.209817206,0.713683945,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5543","FYTTD1",0.349506183,0.210129926,0.714347679,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5544","GRB14",-0.300690752,0.210362815,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5545","MSH2",-0.316729219,0.210488939,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5546","VPS29",-0.344205133,0.210920376,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5547","MICU1",-0.386208812,0.210988786,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5548","LCNL1",-0.296839811,0.211036038,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5549","FAM66C",-0.330766279,0.21105148,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5550","RFK",-0.316963497,0.21106993,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5551","GABRB1",0.383289802,0.211336393,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5552","KLHL24",0.383180428,0.211457932,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5553","C8orf59",-0.324171727,0.21160712,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5554","CAMK2D",0.358431203,0.21177818,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5555","SYNRG",0.350825375,0.211807059,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5556","RAB3IP",0.384404183,0.21195805,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5557","WFS1",-0.307637083,0.212067826,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5558","HKR1",-0.362419437,0.212068379,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5559","HERC2",0.385623626,0.212267539,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5560","NIPAL3",-0.3299473,0.212319343,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5561","DZIP1",-0.344265735,0.212343746,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5562","ATG14",-0.308970864,0.212626121,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5563","JAKMIP3",-0.300174534,0.212667302,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5564","DNM1L",-0.376929373,0.212806589,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5565","BRSK2",0.382286387,0.212886375,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5566","RGP1",-0.312875751,0.212910743,0.714603738,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5567","POLD4",-0.297944323,0.213167547,0.715070596,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
"5568","PEA15",0.35309064,0.213453122,0.71559563,"L5_6","female","Postmortem","CORT","LimmaVoomCC"
