"SYMBOL","FC","logFC","P.Value","adj.P.Val","AveExpr","Sex","DEG_method","Cell_Type","Metadata","Time_point","Tissue"
"SLC24A4",-1.390973855,-0.476095303,5.5092e-06,0.000146756,7.763065077,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP1CB",-1.392841235,-0.478030819,5.90394e-06,0.000155272,8.251951011,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LSAMP",-1.507624891,-0.592277519,5.91157e-06,0.000155272,8.348259488,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V1A",-1.393696789,-0.478916724,6.23534e-06,0.000162638,8.26062146,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SV2B",-1.477034302,-0.562703331,7.08622e-06,0.000182571,8.737667701,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NLRP1",-1.351738007,-0.434815557,7.09673e-06,0.000182571,7.891029904,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LUC7L",1.394334104,0.479576294,7.45644e-06,0.00019052,8.407853028,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CYFIP2",-1.419725291,-0.505611803,7.54341e-06,0.00019144,8.364821399,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC245595.1",1.356350358,0.439729888,7.69223e-06,0.000193906,7.988535034,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"APBB1",-1.365182163,-0.44909347,7.89919e-06,0.000197796,8.139052058,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DMTN",-1.381289571,-0.466015795,8.27488e-06,0.000205831,8.244133561,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IDH3A",-1.351445814,-0.434503668,8.55767e-06,0.000210921,7.807919088,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RUNDC3A",-1.365200787,-0.449113152,8.59183e-06,0.000210921,8.214228647,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHD5",-1.380292498,-0.464974021,8.66865e-06,0.000211425,8.25338186,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CAMSAP2",-1.460288104,-0.54625303,9.38838e-06,0.000226531,8.529328375,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"APBA2",-1.352352089,-0.43547081,9.40863e-06,0.000226531,7.90316164,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CBX5",-1.368050116,-0.452121082,9.64589e-06,0.000230764,8.093001382,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PAFAH1B2",-1.354646318,-0.43791623,1.01546e-05,0.000241397,7.930809355,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RFTN1",1.352521724,0.435651766,1.06175e-05,0.000250813,7.807066138,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC24A2",-1.419906715,-0.50579615,1.17265e-05,0.00027528,8.100490444,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC027031.2",1.387993818,0.473001142,1.2198e-05,0.000284568,8.275308315,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"THSD7A",-1.39612688,-0.481430059,1.34086e-05,0.000310881,7.780517279,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SPIN1",-1.385413573,-0.470316714,1.3684e-05,0.00031532,8.3624389,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SCAMP5",-1.36237132,-0.446119969,1.41551e-05,0.000323612,8.203140044,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CXXC5",-1.3368956,-0.418886808,1.42162e-05,0.000323612,7.84041737,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCP4",-1.405168376,-0.490743013,1.44412e-05,0.000326754,7.837189322,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NCDN",-1.476044413,-0.561736132,1.60497e-05,0.000360974,8.633167779,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP3R1",-1.464046132,-0.549961013,1.62795e-05,0.000363963,8.636242241,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ABR",-1.341252889,-0.423581278,1.67023e-05,0.000371207,8.105323967,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SNAP91",-1.385683952,-0.470598244,1.72736e-05,0.000381007,8.326928485,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNQ3",-1.353873973,-0.43709345,1.73462e-05,0.000381007,8.012039541,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RLIM",-1.340619752,-0.422900095,1.80968e-05,0.000395184,7.889638124,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AMPH",-1.343329064,-0.425812753,1.87019e-05,0.000406036,8.030664924,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC38A2",-1.364374056,-0.448239227,1.89211e-05,0.000408436,8.217772145,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RSRP1",1.445932973,0.532000677,1.9119e-05,0.000410349,9.190483834,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IPCEF1",-1.361166032,-0.444843055,1.92627e-05,0.000411084,8.132598784,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NCKAP1",-1.473858342,-0.559597868,1.93987e-05,0.000411647,8.815999618,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GRAMD1B",-1.335470317,-0.41734791,1.99028e-05,0.00041997,7.896554621,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HSPA4L",-1.358687679,-0.442213862,2.07861e-05,0.00043616,7.978330654,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HMGN1",1.366932031,0.450941508,2.18828e-05,0.000456621,8.259781603,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLSTN2",-1.363383408,-0.447191331,2.20605e-05,0.000457785,7.778057665,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEPT3",-1.336984359,-0.418982588,2.30086e-05,0.000474837,7.954300196,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM217B",-1.343845347,-0.426367119,2.35139e-05,0.000482614,7.921277857,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LRP1",-1.337179004,-0.419192608,2.40287e-05,0.000490499,7.835294712,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPL4",-1.350288998,-0.433268216,2.83919e-05,0.000576432,8.113914189,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TMEM161B-AS1",1.341174897,0.423497385,2.90073e-05,0.00058576,8.171008384,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00632",1.502230998,0.587106673,3.05192e-05,0.000612996,9.461749272,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UBA1",-1.324174852,-0.405093637,3.11252e-05,0.000621842,7.792863737,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RNF11",-1.39330213,-0.478508132,3.15151e-05,0.000626301,8.433863591,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LNX1",1.339593723,0.421795521,3.22858e-05,0.00063824,8.220281467,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRKCE",-1.333522131,-0.415241767,3.28087e-05,0.000643897,7.982816689,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC9A6",-1.331389914,-0.412933145,3.29149e-05,0.000643897,7.926761054,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GABPB1-AS1",1.371026829,0.455256803,3.34786e-05,0.000651532,8.263279415,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PHYHIP",-1.49050635,-0.575802521,3.40042e-05,0.00065835,8.909236777,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PTPRK",-1.383832255,-0.468669074,3.5929e-05,0.00069074,8.350237292,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC007388.1",1.33027182,0.411721068,3.61957e-05,0.00069074,7.991036452,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM169A",-1.326659846,-0.407798513,3.62289e-05,0.00069074,8.007171031,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DYNC1H1",-1.502962612,-0.587809121,3.70994e-05,0.000703764,9.11729674,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GTF2A1",-1.319177032,-0.399638185,3.7503e-05,0.000707845,7.821014354,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DIRAS1",-1.316812157,-0.39704956,3.9131e-05,0.00073488,7.736587272,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZFR",-1.343390166,-0.425878373,4.12047e-05,0.000769975,8.172731032,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ACOT7",-1.313605502,-0.393532075,4.21232e-05,0.00078324,7.909022144,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MIB1",-1.321897902,-0.402610753,4.37162e-05,0.000808858,7.836427644,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HECTD2",1.381571114,0.466309825,4.54887e-05,0.000837527,8.593637367,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KATNBL1",1.352371289,0.435491293,4.57957e-05,0.000839067,8.325449179,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RASGRF2",-1.334659657,-0.416471897,4.63505e-05,0.000845109,8.179738825,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP6V1B2",-1.430835737,-0.516858057,4.94041e-05,0.000896433,8.65356318,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LDHA",-1.321808337,-0.402513,5.04865e-05,0.000910398,8.083816613,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TCAF1",-1.322319814,-0.403071147,5.06584e-05,0.000910398,7.995532852,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHST1",-1.311189684,-0.390876409,5.13748e-05,0.000913522,7.792906844,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF382",1.327276533,0.408468982,5.14892e-05,0.000913522,8.123375372,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EPHA4",-1.415361711,-0.501170797,5.1562e-05,0.000913522,8.683467439,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BLCAP",-1.322140981,-0.402876021,5.32949e-05,0.000939717,8.027680166,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDE1A",-1.382280634,-0.467050545,5.35408e-05,0.000939717,8.312149695,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NDRG4",-1.437702045,-0.523764717,5.47431e-05,0.000956348,8.673865269,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PRRC2B",-1.348243165,-0.43108072,5.62551e-05,0.000978214,8.252605911,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC7A14",-1.332883575,-0.41455077,5.81021e-05,0.001005675,7.839166749,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NUFIP2",-1.33102179,-0.41253419,6.1135e-05,0.001053316,8.132493801,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NAPA",-1.323844679,-0.404733867,6.15998e-05,0.001056479,8.226528908,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"AC011287.1",1.315254717,0.395342224,6.32083e-05,0.001079139,7.832928949,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ST7",1.308923097,0.388380337,6.42538e-05,0.001092024,7.911005769,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ID2",-1.322481382,-0.403247412,6.69661e-05,0.001122722,7.79637804,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"FAM19A1",1.386682028,0.471637009,6.71316e-05,0.001122722,8.655906037,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MAPK9",-1.323629113,-0.404498928,6.75233e-05,0.001122722,8.109601982,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC12A5",-1.395049129,-0.48031593,6.7536e-05,0.001122722,8.576652487,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZNF248",1.324300324,0.405230332,6.75546e-05,0.001122722,8.240122524,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CHGA",-1.360243021,-0.443864427,6.81286e-05,0.001127274,8.161762839,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"LINC00599",1.418681702,0.50455094,7.20683e-05,0.00118723,9.196355341,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SLC6A17",-1.307873244,-0.387222725,7.23954e-05,0.00118741,7.765725169,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STMN3",-1.336857095,-0.418845255,7.29221e-05,0.001190849,8.291129677,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATXN7L3B",-1.332814284,-0.414475767,7.42395e-05,0.001207114,8.233096902,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TTC9B",1.370170061,0.454354967,7.51088e-05,0.001215986,8.31674073,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GPRASP1",-1.322847748,-0.403647025,7.67146e-05,0.001236653,8.110864878,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KIFC2",-1.323201197,-0.404032445,7.78444e-05,0.001249502,8.040141723,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CPE",-1.418910456,-0.504783547,7.87192e-05,0.001258168,8.581193314,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IL6ST",-1.329845364,-0.411258498,7.99012e-05,0.001270579,7.815040953,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"USP22",-1.35465408,-0.437924496,8.03692e-05,0.001270579,8.348739964,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DCTN5",-1.310228441,-0.38981837,8.05106e-05,0.001270579,7.958739722,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EPB41L1",-1.319217816,-0.399682787,8.28297e-05,0.001301709,7.996212383,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ARFGEF2",-1.304393868,-0.383379564,8.50235e-05,0.001330618,7.848604423,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NAGPA",1.321189394,0.401837293,8.58822e-05,0.00133848,8.184601098,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ZHX1",-1.307882424,-0.387232851,8.74184e-05,0.001356792,7.853880934,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NPTX1",-1.333429375,-0.415141415,8.86622e-05,0.001370434,8.197707012,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NUDT3",-1.34413921,-0.426682563,9.06049e-05,0.001393737,8.360988494,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NAP1L5",-1.313972992,-0.393935622,9.0912e-05,0.001393737,7.97299945,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BMPR2",-1.356265817,-0.439639962,9.17667e-05,0.001401121,8.346579195,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CAMK2N1",-1.511348387,-0.595836261,9.2909e-05,0.001412818,9.214740613,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ROBO2",-1.334085983,-0.415851652,9.91501e-05,0.001501645,8.000022098,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NCOA1",-1.308087262,-0.387458785,0.00010196,0.001537193,7.877091687,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WSB1",1.385819613,0.470739479,0.000102316,0.001537193,9.224967216,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WAC",-1.307759446,-0.38709719,0.000104506,0.001563841,8.069306259,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DNAJC5",-1.30154623,-0.380226556,0.000106784,0.001590488,7.836825145,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"STX16",1.31586082,0.396006902,0.000107134,0.001590488,8.208913224,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RAB22A",-1.296048164,-0.374119333,0.000107698,0.00159258,7.71284719,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GRIN1",-1.460603318,-0.546564413,0.000108302,0.00159522,9.187629922,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"UBQLN2",-1.301616771,-0.380304745,0.000114529,0.00167494,7.720084524,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NISCH",-1.310258689,-0.389851676,0.000114606,0.00167494,8.134533755,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"VXN",-1.298984574,-0.377384298,0.000116075,0.001689838,8.05256595,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"RPS21",-1.418404757,-0.50426928,0.00011765,0.00170615,8.612649201,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CTSB",-1.304202105,-0.383167453,0.000120029,0.001733953,8.103607536,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CAMK2A",-1.491486212,-0.57675064,0.000122239,0.00175912,9.436518684,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"HPCAL4",-1.309794097,-0.389340035,0.000123386,0.001768841,8.08512406,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"BASP1",-1.441448092,-0.527518885,0.000130121,0.001858302,8.850847908,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PURA",-1.409279658,-0.494957929,0.000130722,0.001859823,8.631709126,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GDA",-1.355212433,-0.438519016,0.000131509,0.001863952,8.501879408,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"GPHN",1.315820435,0.395962623,0.000133279,0.001881939,8.266285928,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNC1",-1.303952467,-0.38289128,0.000137505,0.001934341,7.724944852,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"EIF2AK2",-1.298813535,-0.377194324,0.000138539,0.00194162,7.822719123,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CCDC6",-1.297570633,-0.375813074,0.000141448,0.001974149,8.038714202,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"TENT2",1.297934431,0.376217504,0.000141912,0.001974149,8.008809251,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NMNAT2",-1.296067434,-0.374140783,0.000143709,0.001991769,8.027795549,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CD46",1.320960001,0.401586782,0.000151,0.002085139,8.292327646,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PPP2R5E",-1.298429743,-0.376767953,0.000157646,0.002168929,8.048488583,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MT-CO1",1.543172305,0.625899157,0.00016027,0.002191983,10.44390338,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DPP7",-1.298580738,-0.376935715,0.000160667,0.002191983,7.836665956,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"SEL1L",-1.29281133,-0.370511747,0.000161072,0.002191983,7.960704943,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"IMPAD1",-1.289981777,-0.367350685,0.000166914,0.002263278,7.813075991,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PUM1",-1.291578649,-0.369135497,0.000167886,0.002268272,7.904559651,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"WDR26",-1.298684955,-0.377051494,0.00017199,0.002315396,7.918409467,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"ATP2A2",-1.413714302,-0.499490595,0.000174826,0.002345169,8.769436226,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"DNAH6",1.300783192,0.37938052,0.000177789,0.002370969,7.685479822,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"KCNIP4",1.374472209,0.458877736,0.000178012,0.002370969,8.876277126,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CELSR2",-1.288655267,-0.365866374,0.000178955,0.002375109,7.918103507,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PNMA2",-1.372640259,-0.456953574,0.000180577,0.002388199,8.501785311,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CLSTN3",-1.315506708,-0.395618605,0.000181272,0.002388968,8.325094895,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CREBRF",-1.299638529,-0.37811042,0.000190461,0.002501297,7.861603635,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"NPY1R",1.295239048,0.373218385,0.000194001,0.002538906,7.746959884,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PCBP2",-1.29853798,-0.376888211,0.000196572,0.00256026,8.240409844,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"PDPK1",-1.286909121,-0.363910177,0.000197639,0.00256026,7.755306612,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"CENPC",1.304567859,0.38357199,0.000197677,0.00256026,7.99656745,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
"MEG3",1.548488651,0.63086081,0.000198433,0.002561211,12.10733107,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT"
