"","SYMBOL","FC_mouse","logFC_mouse","P.Value_mouse","adj.P.Val_mouse","AveExpr_mouse","Sex_mouse","DEG_method_mouse","Cell_Type_mouse","Metadata_mouse","Time_point_mouse","Tissue_mouse","broad_class_mouse","FC_human","logFC_human","P.Value_human","adj.P.Val_human","AveExpr_human","Sex_human","DEG_method_human","Cell_Type_human","Metadata_human","Time_point_human","Tissue_human","broad_class_human"
"61","CCSAP",-1.5938507579478,-0.672516547240098,0.00326941783987805,0.0311640729460067,7.86582170166793,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.394827301,-0.480086508,5.04698e-06,0.000136377,8.205891756,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"62","CCSER2",-1.57789062359167,-0.657997203912303,0.00280968252234572,0.0309065077458029,7.86495874584868,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.202331051,-0.265834184,0.009095663,0.041815557,8.167021596,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"63","CELSR2",-1.51269947058919,-0.597125394456921,0.0107718717833628,0.0451446274638993,7.95273888842384,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.288655267,-0.365866374,0.000178955,0.002375109,7.918103507,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"64","CHD5",-1.64536437146425,-0.718407109002318,0.00423564724358162,0.0326590695360372,8.13348069521363,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.380292498,-0.464974021,8.66865e-06,0.000211425,8.25338186,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"65","CKB",1.74652379995975,0.804486302538078,7.25246619431511e-07,0.000174951799887478,9.66142477227606,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.292664241,-0.370347596,0.000785983,0.014746694,9.339570891,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"66","CKB",1.4747402566022,0.560460877518351,0.000586236747388171,0.0348905419010056,9.3171533648178,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.292664241,-0.370347596,0.000785983,0.014746694,9.339570891,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"67","CLSTN2",-1.62005855606265,-0.696045959415123,0.00434599542754061,0.0331138138604335,8.00918002540161,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.363383408,-0.447191331,2.20605e-05,0.000457785,7.778057665,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"68","CLSTN3",1.45736911355507,0.543366320678494,0.000203778551859214,0.00929766891119937,8.94660164098097,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.315506708,-0.395618605,0.000181272,0.002388968,8.325094895,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"69","CLTA",-1.58844159771418,-0.667612047409265,0.00318926347817046,0.0311640729460067,7.89461186580036,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.212249244,-0.277686354,0.003014222,0.040302224,7.823762986,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"70","CMIP",-1.55773208656355,-0.639447126453045,0.00646283439370904,0.0385556285001764,7.97981813274169,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.436076867,-0.522132972,2.64977e-07,1.44239e-05,8.07458979,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"71","CNTNAP2",-1.60065748987675,-0.678664631701451,0.00274112698510699,0.030781212049848,7.83027793516172,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.364313662,0.448175365,0.000587032,0.031834816,9.095791569,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"72","CNTNAP2",-1.60065748987675,-0.678664631701451,0.00274112698510699,0.030781212049848,7.83027793516172,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.255410304,-0.328158956,0.001513225,0.023161299,9.481284995,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"73","CNTNAP2",-1.60065748987675,-0.678664631701451,0.00274112698510699,0.030781212049848,7.83027793516172,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.292905979,-0.370617365,0.003324395,0.046071907,9.425696544,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"74","COX5B",1.35489180973441,0.438177654685193,0.00216746150973019,0.0401125651716623,8.71819008294044,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-2.460901765,-1.299187069,1.63831e-05,0.017029581,8.26365724,"female","LimmaVoomCC","L5_6","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"75","COX5B",1.35489180973441,0.438177654685193,0.00216746150973019,0.0401125651716623,8.71819008294044,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.695219061,-0.761471715,1.27965e-12,1.98473e-09,8.945158279,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"76","COX5B",1.35489180973441,0.438177654685193,0.00216746150973019,0.0401125651716623,8.71819008294044,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.359556048,-0.443135628,6.72293e-05,0.003093893,8.48161065,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"77","COX6C",1.38544755206322,0.470352096737409,0.000827421583216583,0.0244309645933921,8.62668841769851,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.33613845,-0.418069507,8.78492e-05,0.003598922,8.307338317,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"78","COX6C",1.38544755206322,0.470352096737409,0.000827421583216583,0.0244309645933921,8.62668841769851,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.525042972,-0.608849895,1.41082e-08,2.34449e-06,8.662228565,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"79","COX7A2",-1.47754147865198,-0.563198631387953,0.00662994831010188,0.0385556285001764,7.7505651597948,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.305224377,-0.384297837,0.000129881,0.004655738,8.062858662,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"80","COX7A2",-1.47754147865198,-0.563198631387953,0.00662994831010188,0.0385556285001764,7.7505651597948,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.477245135,-0.562909248,6.22545e-08,6.73651e-06,8.181823563,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"81","COX7B",1.37376927569938,0.458139724130504,0.00195639488475159,0.0382660311474125,8.78965392043879,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.212215668,-0.277646395,0.001155177,0.0215325,7.675837395,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"82","COX7B",1.37376927569938,0.458139724130504,0.00195639488475159,0.0382660311474125,8.78965392043879,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.30678922,-0.386026459,0.000104328,0.003210349,7.906025103,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"83","CPEB3",-1.49226426605526,-0.577503046026817,0.0138945445345636,0.0495189748862657,8.01048246720397,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.210823835,-0.27598898,0.005698604,0.029935602,7.960663528,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"84","CPLX1",1.56738911842182,0.648363386273795,0.000100038765362541,0.00560217086030232,8.99930678633902,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.274496731,-0.349927673,0.001201331,0.019547525,8.88375707,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"85","CPLX1",1.56738911842182,0.648363386273795,0.000100038765362541,0.00560217086030232,8.99930678633902,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.231569144,-0.300497627,0.003172075,0.019693082,7.824672124,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"86","CST3",-1.69175303774444,-0.758518979080897,0.00116631721879485,0.0266598609657857,7.81457076002881,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.243851242,-0.314813957,0.000210339,0.00653452,7.628157503,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"87","CYFIP2",1.36130015887424,0.44498520789604,0.00238957932856529,0.0418643618680489,8.78220205073323,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.419725291,-0.505611803,7.54341e-06,0.00019144,8.364821399,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"88","DBNDD2",-1.62647788650598,-0.701751207718713,0.000983701391578125,0.0261073923592451,7.74814735478024,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.248286144,-0.31994868,0.000164984,0.003858089,9.882035103,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"89","DDX17",1.55347773880329,0.635501567917294,4.78802783948402e-05,0.0031281781884629,9.5575390089586,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.278041436,0.353934611,0.008902446,0.041230072,9.689152566,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"90","DDX17",1.75832338723509,0.814200432400732,0.0110502947101989,0.0456422979864184,9.53547394747995,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.278041436,0.353934611,0.008902446,0.041230072,9.689152566,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"91","DDX24",1.40227691142184,0.487771270380925,0.00112697897276735,0.0483552605757152,9.11448451006127,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.261421993,-0.335050992,0.002756005,0.040450336,9.539597169,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"92","DDX24",1.58817493749512,0.667369834115791,5.55080216807539e-06,0.000859284166739543,9.14501781820497,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.261421993,-0.335050992,0.002756005,0.040450336,9.539597169,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"93","DLGAP1",1.42071214856826,0.506614278788636,0.000885237331659951,0.0247866452864786,10.89816577286,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.568821559,-0.649681266,6.46377e-11,3.75949e-08,9.333754039,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"94","DLGAP1",1.42071214856826,0.506614278788636,0.000885237331659951,0.0247866452864786,10.89816577286,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.276175335,-0.351826556,0.001416261,0.025003302,8.425958742,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"95","DNAJC6",-1.54613807240425,-0.628669159805038,0.00667446820076005,0.0385556285001764,7.98621684603116,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.229880737,-0.298518422,0.008041473,0.038574423,8.42124213,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"96","DNM1",1.49928485277383,0.584274510465542,0.000176522411829859,0.00853721379170286,9.06053370831123,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.288326844,-0.365498646,0.000679652,0.014667466,8.674824801,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"97","DNM1L",1.34151842817016,0.423866872747593,0.00255157077721436,0.0442084307035592,8.73683804605239,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.324968381,-0.405957932,0.000117702,0.004388052,8.583407595,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"98","DOK6",-1.48775305908055,-0.573135084238454,0.0119286214928972,0.0465135327854133,7.89642083944643,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.243641062,-0.314570157,0.001949393,0.013515594,7.835472195,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"99","DST",2.17421219909592,1.12049275160883,1.56322359471344e-05,0.00380210716536414,9.74419079677339,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.22834043,-0.296710454,0.000812488,0.013088178,11.3526225,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"100","DST",1.66004525507915,0.731222571926609,3.5198473868518e-06,0.000649308317951015,9.41967367404275,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.22834043,-0.296710454,0.000812488,0.013088178,11.3526225,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"101","EDF1",-1.52831143063629,-0.611938557544863,0.00815551871515487,0.0410033460009363,7.96914082531558,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.339875341,-0.422098782,1.03391e-05,0.000504739,7.856363828,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"102","EDIL3",1.94544711115738,0.960101759797724,1.05227840556364e-06,0.00071017834641431,8.73499417124706,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.269921845,-0.344739711,0.001488649,0.011205142,8.087132059,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"103","EGR3",-1.66994423743097,-0.739799929211333,0.00233944511743261,0.0295526124128419,7.85452953554874,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.453165628,-0.539199147,1.57808e-07,9.11887e-06,7.840436905,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"104","EIF1",1.41915303962274,0.505030176149363,0.000513518281162198,0.0176966299969742,8.63803267607302,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.707226372,-0.771654367,0.000506282,0.048480641,10.00817009,"female","LimmaVoomCC","Endo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Other"
"105","EIF1",1.41915303962274,0.505030176149363,0.000513518281162198,0.0176966299969742,8.63803267607302,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.404078397,-0.489623491,1.13258e-05,0.001029822,8.950307295,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"106","FAM155A",-1.7087552986087,-0.772945811431715,0.000421422742896242,0.0253700058059678,7.81436246215129,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.234635202,-0.304084831,0.00190783,0.013344149,7.812610646,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"107","FBXO44",-1.46988964673652,-0.555707847522804,0.00805621478582352,0.0409545429885003,7.75856502244532,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.205266816,-0.269352559,0.006844156,0.034138978,8.220252961,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"108","FBXO44",-1.46988964673652,-0.555707847522804,0.00805621478582352,0.0409545429885003,7.75856502244532,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.288651081,-0.365861688,4.90198e-05,0.002694264,7.813681033,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"109","FBXO44",-1.46988964673652,-0.555707847522804,0.00805621478582352,0.0409545429885003,7.75856502244532,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.238645102,-0.308762884,0.001120849,0.018626102,7.80942159,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"110","FMR1",-1.57231745018477,-0.652892526483813,0.00478235059468797,0.034578171156725,8.04026596528061,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.199796387,-0.262789592,0.007577561,0.036962751,7.762856907,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"111","FXYD7",-1.62342880840151,-0.699044120060981,0.00326550457363922,0.0311640729460067,7.99704105261212,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.348062532,-0.43088742,0.000212612,0.026255835,8.127919931,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"112","FXYD7",-1.62342880840151,-0.699044120060981,0.00326550457363922,0.0311640729460067,7.99704105261212,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.59404745,-0.672694575,6.13859e-08,3.2621e-05,7.936386527,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"113","GABRA1",1.42803925731125,0.514035640116153,0.00229376565590958,0.040898266628177,9.52405932741352,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.262201125,-0.335941815,0.001348679,0.021329509,9.482708539,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"114","GABRD",1.35865237740381,0.442176377703279,0.00230835242129698,0.040898266628177,8.68157830798077,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.285938789,-0.362821972,0.000256124,0.003054678,8.075244792,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"115","GABRD",-1.5443246599383,-0.626976079060472,0.0116054904570082,0.0462926927511604,8.13732537396696,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.285938789,-0.362821972,0.000256124,0.003054678,8.075244792,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"116","GAD2",1.6387493675995,0.712595223704851,0.000342684321476185,0.0252901029249425,10.1393396673771,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.345239811,0.42786338,0.001156324,0.045785589,8.867656636,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"117","GAPDH",1.63544527406397,0.70968348417919,4.67538775182958e-05,0.0031281781884629,9.73050272585533,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.517326577,-0.601531633,1.2018e-07,1.2709e-05,10.17244919,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"118","GAPDH",1.63544527406397,0.70968348417919,4.67538775182958e-05,0.0031281781884629,9.73050272585533,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.363220769,-0.447019221,0.000309689,0.008366085,9.857855282,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"119","GAPDH",1.52104993529053,0.605067516779343,0.000784306489393245,0.0413441563694439,9.61503390227787,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.517326577,-0.601531633,1.2018e-07,1.2709e-05,10.17244919,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"120","GAPDH",1.52104993529053,0.605067516779343,0.000784306489393245,0.0413441563694439,9.61503390227787,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.363220769,-0.447019221,0.000309689,0.008366085,9.857855282,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"121","GARNL3",-1.56385783295524,-0.64510936621755,0.00771243538567046,0.0403956239273295,8.0424735720623,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.271910398,-0.346997041,0.000237555,0.017391216,8.057934274,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"122","GFOD1",-1.7528524412719,-0.809704552169642,0.000261233677327149,0.0253700058059678,7.80948568227995,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.376053492,-0.460536554,4.2489e-06,0.000119991,8.026802713,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"123","GNAQ",-1.51560400445715,-0.599892856784829,0.0112875327290868,0.0457543590278246,8.09687328354807,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.711474146,-0.775239499,3.13027e-10,8.39808e-08,8.542837183,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"124","GRAMD1B",1.35512244585938,0.438423216193847,0.00174910113641273,0.0358508572796754,8.65612330248676,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.335470317,-0.41734791,1.99028e-05,0.00041997,7.896554621,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"125","GRIK2",1.71197832166824,0.775664433386408,2.94110919186055e-05,0.00772552528161881,9.67752794324084,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.244907738,0.316038825,0.003385389,0.020466117,8.22022124,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"126","GRIK2",1.71197832166824,0.775664433386408,2.94110919186055e-05,0.00772552528161881,9.67752794324084,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.354588934,-0.437855115,0.000541573,0.037119313,10.05025295,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"127","GRIN1",1.35689382832167,0.44030783988259,0.00265412257086583,0.0446549024820409,9.12809140245667,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.460603318,-0.546564413,0.000108302,0.00159522,9.187629922,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"128","GRINA",1.42533217039446,0.511298175232361,0.000434965678209219,0.0158610740333036,8.84257755307687,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.220927851,-0.287977949,0.006070738,0.031494051,8.298823021,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"129","GSPT1",-1.6075893805376,-0.684898952342376,0.0019693608360209,0.0294477334533286,7.8482566217154,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.203456379,-0.267183851,0.006233138,0.032114769,7.857584519,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"130","GTDC1",-1.65882859945345,-0.730164825719172,0.000934209525947522,0.0261073923592451,7.81274015426592,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.290700397,-0.368154155,0.000218738,0.002720468,7.962827614,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
