"","SYMBOL","FC_mouse","logFC_mouse","P.Value_mouse","adj.P.Val_mouse","AveExpr_mouse","Sex_mouse","DEG_method_mouse","Cell_Type_mouse","Metadata_mouse","Time_point_mouse","Tissue_mouse","broad_class_mouse","FC_human","logFC_human","P.Value_human","adj.P.Val_human","AveExpr_human","Sex_human","DEG_method_human","Cell_Type_human","Metadata_human","Time_point_human","Tissue_human","broad_class_human"
"131","GUCY1A2",-1.56222210269641,-0.643599577474718,0.0036701210915391,0.0320563693171559,7.84320247091243,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.263180331,0.337060613,0.000967004,0.016787883,7.837290195,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"132","GUCY1A2",-1.56222210269641,-0.643599577474718,0.0036701210915391,0.0320563693171559,7.84320247091243,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.532330337,-0.615727344,2.17086e-06,7.02909e-05,8.653804698,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"133","GUCY1A2",-1.56222210269641,-0.643599577474718,0.0036701210915391,0.0320563693171559,7.84320247091243,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.316809249,0.397046374,2.86438e-05,0.004225247,7.801707189,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"134","HCN1",1.48490489449323,0.570370531943988,0.000329058726259201,0.0252901029249425,9.21348149653891,"females","LimmaVoomCC","Lamp5","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.273916399,-0.349270604,0.000555843,0.005434812,8.041465308,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"135","HCN1",1.57678525133425,0.656986187121607,3.17983294037636e-05,0.00255691182077443,9.56291966913875,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.273916399,-0.349270604,0.000555843,0.005434812,8.041465308,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"136","HLF",-1.6840545827788,-0.751938899109855,0.00193217594366435,0.0294477334533286,7.90838534352238,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.288211666,-0.365369662,0.001109468,0.009039399,8.332212888,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"137","HNRNPU",1.53247805566869,0.615866415381227,2.75793328542322e-05,0.00236259247557988,10.1198822639466,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.32142582,0.40209544,0.000515008,0.02947719,9.451331797,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"138","HNRNPU",1.53247805566869,0.615866415381227,2.75793328542322e-05,0.00236259247557988,10.1198822639466,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.246221455,0.317560459,0.001069569,0.033788646,9.727136938,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"139","HNRNPU",1.53247805566869,0.615866415381227,2.75793328542322e-05,0.00236259247557988,10.1198822639466,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.369852784,0.454020857,0.000421298,0.032493754,9.0911376,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"140","HNRNPU",1.53247805566869,0.615866415381227,2.75793328542322e-05,0.00236259247557988,10.1198822639466,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.293895563,0.371721175,0.000168729,0.004754972,9.272497463,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"141","HSBP1",-1.56065017284578,-0.64214718660403,0.00250947634404719,0.0295526124128419,7.75107893676839,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.223249426,-0.290718605,0.002883693,0.041388727,7.947260843,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"142","HSP90AB1",1.71369252686519,0.777108282286364,5.02448187923804e-06,0.000829303956488973,9.29599156224747,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.443544973,0.529616055,1.42322e-06,8.47605e-05,9.591331823,"female","LimmaVoomCC","Astro","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"143","HSP90AB1",1.71369252686519,0.777108282286364,5.02448187923804e-06,0.000829303956488973,9.29599156224747,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.31197883,0.391744441,2.42678e-05,0.00070261,10.05719569,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"144","HSP90AB1",1.71369252686519,0.777108282286364,5.02448187923804e-06,0.000829303956488973,9.29599156224747,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.248792242,-0.32053348,0.003495235,0.045301756,10.43225257,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"145","HSPA5",-1.54445911308368,-0.627101678584716,0.0119185666852216,0.0465135327854133,8.13293849678995,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.225972959,-0.293927158,0.003624021,0.02143881,8.00317319,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"146","HSPA8",1.6165723033562,0.692938035370373,5.75859613946522e-05,0.00354097205752214,9.252316909645,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.395851421,-0.481145384,3.10932e-05,0.001258058,9.105347793,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"147","HSPA8",1.6165723033562,0.692938035370373,5.75859613946522e-05,0.00354097205752214,9.252316909645,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.674968045,-0.744133572,0.000342501,0.048480641,9.796535567,"female","LimmaVoomCC","Endo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Other"
"148","HSPA8",1.6165723033562,0.692938035370373,5.75859613946522e-05,0.00354097205752214,9.252316909645,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.345424982,0.428061952,3.31016e-05,0.001413754,9.449066547,"female","LimmaVoomCC","Astro","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"149","IFNAR1",-1.46553097053698,-0.551423456303129,0.00914217887560686,0.0421245762982989,7.77487793424168,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.231865316,-0.300844529,0.002233551,0.015007542,7.943034385,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"150","INO80D",-1.56059917249616,-0.642100040129432,0.00432614383437825,0.033040667246922,7.85640506563307,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.207345144,0.271838159,0.002904145,0.039396469,7.409117818,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"151","IPO7",-1.69705138301509,-0.763030247201615,0.000705125792199753,0.0253700058059678,7.90671770052119,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.201589524,-0.26494414,0.008914217,0.041233741,8.171258425,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"152","IREB2",-1.5127878298334,-0.597209662167082,0.00626307974993468,0.0378722439663029,7.89279598557773,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.223553823,-0.291077566,0.00301394,0.018898765,7.937533518,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"153","ITGAV",-1.51988644471137,-0.603963539608617,0.00999460765923572,0.0438266945383901,7.96601412308348,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.251030818,-0.323117329,0.001565168,0.011504444,7.685593079,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"154","ITM2B",1.38016663440579,0.464842461291695,0.00235315191848642,0.0414577776200753,8.7086526137131,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.331301806,-0.412837667,0.000180976,0.005962848,9.451663545,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"155","KCNA1",1.5344804640273,0.617750278498863,0.000102109527172436,0.00561781538969753,8.92341541302319,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.242734854,-0.31351852,0.002450815,0.01600915,7.841816769,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"156","KCNC1",1.91297203654974,0.93581578480484,5.78116586793128e-08,3.02162269363875e-05,10.4254439796075,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.303952467,-0.38289128,0.000137505,0.001934341,7.724944852,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"157","KCNC2",-1.47597218155859,-0.561665530405304,0.0124035879689778,0.0471563872224949,7.86631487872408,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.263882612,-0.337862474,0.001388699,0.021756284,9.879640373,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"158","KCNH5",-1.51074715502856,-0.5952622252214,0.0100449717806523,0.0438684878713313,7.81172161052659,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.196937888,-0.25934829,0.010701266,0.047736291,7.77182626,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"159","KCNJ3",-1.58733065408292,-0.666602684768733,0.00419497647310437,0.0326454247358917,8.00516680814574,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.553143266,-0.635190914,1.82202e-10,5.70293e-08,8.009542225,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"160","KCTD16",-1.55626843057902,-0.63809092283373,0.00304519454340288,0.0310520259511139,7.7808480381814,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.295223667,0.373201253,0.000888619,0.016026144,8.231934403,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"161","KIF1A",1.37337872627695,0.457729521463337,0.00217446941300465,0.0401125651716623,8.86218690250227,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.538838481,-0.621841812,3.92369e-07,1.87484e-05,8.563105661,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"162","KLF9",-1.59630743358697,-0.674738527624466,0.00277862850413354,0.030781212049848,7.82573519248357,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.28417488,-0.360841683,0.000262173,0.003106373,8.035206587,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"163","LMBRD2",-1.47244299857872,-0.558211785322597,0.0110742404670739,0.0456422979864184,7.84469942752001,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.226327845,-0.294344719,0.010518679,0.047202102,8.470378777,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"164","LRP1B",1.52093734595261,0.604960723381129,0.000833582018970966,0.0244309645933921,9.3316983486103,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.306055215,-0.38521589,8.29744e-05,0.005766722,10.37979296,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"165","LRRC8B",-1.5605876586361,-0.642089396108611,0.00237053511605596,0.0295526124128419,7.78762110172136,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.253813556,-0.326322833,0.001828382,0.027093825,8.330843473,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"166","LSAMP",1.69511772512457,0.761385471329501,5.75413504513087e-06,0.000859284166739543,9.989809894034,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.477686643,0.563340365,1.07165e-05,0.002121323,8.971430186,"female","LimmaVoomCC","Sst","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"167","LSAMP",1.69511772512457,0.761385471329501,5.75413504513087e-06,0.000859284166739543,9.989809894034,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.507624891,-0.592277519,5.91157e-06,0.000155272,8.348259488,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"168","LSAMP",1.69511772512457,0.761385471329501,5.75413504513087e-06,0.000859284166739543,9.989809894034,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.441356912,0.527427623,2.7072e-05,0.004724403,10.0776121,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"169","LUC7L2",1.58121471662046,0.661033287728143,1.54737218017925e-05,0.00153723153167087,10.4934814034041,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.334221253,-0.415997927,0.00084886,0.049412761,8.06372891,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"170","LUC7L2",1.58121471662046,0.661033287728143,1.54737218017925e-05,0.00153723153167087,10.4934814034041,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.240059029,0.310408797,0.004137735,0.023511849,8.475413031,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"171","LUC7L2",-1.77463964740289,-0.827526105358885,0.000502367512114945,0.0473481380168336,10.4494725155034,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.334221253,-0.415997927,0.00084886,0.049412761,8.06372891,"female","LimmaVoomCC","Lamp5","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"172","LUC7L2",-1.77463964740289,-0.827526105358885,0.000502367512114945,0.0473481380168336,10.4494725155034,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",1.240059029,0.310408797,0.004137735,0.023511849,8.475413031,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"173","MAGED1",-1.53057888506318,-0.614077402366782,0.0111719894373038,0.0457331498281536,8.04420245671458,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.231344484,-0.30023443,0.002128996,0.01451272,7.763000881,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"174","MALAT1",2.51691454089934,1.33165623218669,4.12401976884563e-08,2.31859414057547e-05,15.9784301789341,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.232428547,0.301504005,0.001465802,0.031846202,16.49642527,"female","LimmaVoomCC","Astro","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"175","MALAT1",2.51691454089934,1.33165623218669,4.12401976884563e-08,2.31859414057547e-05,15.9784301789341,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.294420329,-0.372306171,3.19637e-05,0.002282734,15.88357073,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"176","MALAT1",2.51691454089934,1.33165623218669,4.12401976884563e-08,2.31859414057547e-05,15.9784301789341,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.209851608,-0.274830107,4.40783e-08,1.53172e-05,15.84584247,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"177","MALAT1",1.61792491443876,0.694144655925853,0.00321246344234453,0.0311640729460067,15.9585507800594,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.232428547,0.301504005,0.001465802,0.031846202,16.49642527,"female","LimmaVoomCC","Astro","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"178","MALAT1",1.61792491443876,0.694144655925853,0.00321246344234453,0.0311640729460067,15.9585507800594,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.294420329,-0.372306171,3.19637e-05,0.002282734,15.88357073,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"179","MALAT1",1.61792491443876,0.694144655925853,0.00321246344234453,0.0311640729460067,15.9585507800594,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.209851608,-0.274830107,4.40783e-08,1.53172e-05,15.84584247,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"180","MALAT1",1.62660618040272,0.701865000639452,1.21248892218864e-07,4.53605757295926e-05,15.8278514267359,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.232428547,0.301504005,0.001465802,0.031846202,16.49642527,"female","LimmaVoomCC","Astro","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"181","MALAT1",1.62660618040272,0.701865000639452,1.21248892218864e-07,4.53605757295926e-05,15.8278514267359,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.294420329,-0.372306171,3.19637e-05,0.002282734,15.88357073,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"182","MALAT1",1.62660618040272,0.701865000639452,1.21248892218864e-07,4.53605757295926e-05,15.8278514267359,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.209851608,-0.274830107,4.40783e-08,1.53172e-05,15.84584247,"female","LimmaVoomCC","OPC","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"183","MAP1A",1.40510328096374,0.490676178458939,0.00125418114700687,0.0300209805234493,8.80594474960581,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.330863713,-0.41236284,0.000293968,0.003407854,8.377110044,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"184","MAP1A",1.40510328096374,0.490676178458939,0.00125418114700687,0.0300209805234493,8.80594474960581,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.288636567,-0.365845439,0.000569161,0.011875809,8.593828534,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"185","MAPK8IP2",-1.5615002509915,-0.642932801253565,0.00327629769458478,0.0311640729460067,7.82635876121893,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.519717027,-0.603802717,9.52117e-10,1.88218e-07,7.829792026,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"186","MAPT",1.37946000133221,0.464103625073737,0.00136916580285022,0.0313409048010094,8.88568459283312,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.267643789,-0.342149401,0.0080387,0.038574423,8.800999068,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"187","MARCKS",-1.49566965250808,-0.580791563382893,0.0091781009043571,0.0421245762982989,7.8285541646482,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.430371031,-0.516389424,4.79338e-07,2.16915e-05,7.98185401,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"188","MBP",1.85608493590549,0.892262730835052,0.000581579953472728,0.0487393722515952,8.87231014369439,"females","LimmaVoomCC","L6","M_MUT_and_WT_F_P60_CORT","P60","CORT","Glutamatergic",-1.80050987,-0.848405508,1.60839e-32,3.25966e-30,12.87417119,"female","LimmaVoomCC","Oligo","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Non-neuronal"
"189","MDH1",1.42306122364811,0.508997731543562,0.00149628251403579,0.0330446617184242,9.11952233884752,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.598827022,-0.677013862,3.46166e-10,1.23901e-07,9.474805732,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"190","MDH1",1.42306122364811,0.508997731543562,0.00149628251403579,0.0330446617184242,9.11952233884752,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.403894108,-0.489434122,1.40005e-05,0.001213813,8.655774523,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"191","MEF2C",1.44324482788728,0.529316055212498,0.00114332336103445,0.0282319847260161,10.7560444984484,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.411178409,-0.496900393,3.89968e-08,4.9041e-06,11.4333103,"female","LimmaVoomCC","Pvalb","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"192","MEF2C",1.44324482788728,0.529316055212498,0.00114332336103445,0.0282319847260161,10.7560444984484,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.459440394,-0.54541529,2.92669e-06,0.00034096,10.11577233,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"193","MEG3",1.5828922348435,0.662563038451022,0.00478661113973225,0.034578171156725,14.461067889477,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",1.548488651,0.63086081,0.000198433,0.002561211,12.10733107,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"194","MEG3",1.5828922348435,0.662563038451022,0.00478661113973225,0.034578171156725,14.461067889477,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.397190844,-0.482529094,0.000519178,0.037119313,11.62589871,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"195","MEG3",1.5828922348435,0.662563038451022,0.00478661113973225,0.034578171156725,14.461067889477,"females","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_F_P30_CORT","P30","CORT","Glutamatergic",-1.34836399,-0.431210004,2.79231e-06,0.00034096,12.10474854,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"196","MEG3",1.48379001182902,0.56928693405521,2.60774825642489e-05,0.0167808600300942,14.4342295873211,"females","LimmaVoomCC","Vip","M_MUT_and_WT_F_P150_CORT","P150","CORT","GABAergic",1.548488651,0.63086081,0.000198433,0.002561211,12.10733107,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"197","MEG3",1.48379001182902,0.56928693405521,2.60774825642489e-05,0.0167808600300942,14.4342295873211,"females","LimmaVoomCC","Vip","M_MUT_and_WT_F_P150_CORT","P150","CORT","GABAergic",-1.397190844,-0.482529094,0.000519178,0.037119313,11.62589871,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"198","MEG3",1.48379001182902,0.56928693405521,2.60774825642489e-05,0.0167808600300942,14.4342295873211,"females","LimmaVoomCC","Vip","M_MUT_and_WT_F_P150_CORT","P150","CORT","GABAergic",-1.34836399,-0.431210004,2.79231e-06,0.00034096,12.10474854,"female","LimmaVoomCC","Vip","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
"199","MEG3",1.5229498953449,0.606868478314685,2.61092620993235e-06,0.000545857639623191,14.9380495512332,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",1.548488651,0.63086081,0.000198433,0.002561211,12.10733107,"female","LimmaVoomCC","L2_3_IT","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","Glutamatergic"
"200","MEG3",1.5229498953449,0.606868478314685,2.61092620993235e-06,0.000545857639623191,14.9380495512332,"females","LimmaVoomCC","Pvalb","M_MUT_and_WT_F_P30_CORT","P30","CORT","GABAergic",-1.397190844,-0.482529094,0.000519178,0.037119313,11.62589871,"female","LimmaVoomCC","Sncg","M_MUT_and_WT_H_PM_CORT","Postmortem","CORT","GABAergic"
