"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099061","integral component of postsynaptic density membrane",67,2,0.06,"0.0016"
"2","GO:0043195","terminal bouton",71,2,0.06,"0.0018"
"3","GO:0099182","presynaptic intermediate filament cytoskeleton",2,1,0,"0.0018"
"4","GO:0098982","GABA-ergic synapse",99,2,0.09,"0.0034"
"5","GO:0099160","postsynaptic intermediate filament cytoskeleton",4,1,0,"0.0036"
