"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0005200","structural constituent of cytoskeleton",51,4,0.23,"8.4e-05"
"2","GO:0003735","structural constituent of ribosome",148,5,0.68,"0.00057"
"3","GO:0099186","structural constituent of postsynapse",19,2,0.09,"0.00335"
