"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0098978","glutamatergic synapse",312,45,11.88,"9.8e-15"
"2","GO:0022627","cytosolic small ribosomal subunit",45,17,1.71,"2.4e-13"
"3","GO:0098982","GABA-ergic synapse",69,16,2.63,"4.6e-09"
