"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1905606","regulation of presynapse assembly",32,6,0.46,"5.5e-06"
"2","GO:0099560","synaptic membrane adhesion",32,6,0.46,"5.5e-06"
"3","GO:0006412","translation",538,21,7.76,"3.4e-05"
