"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,52,6.13,"< 1e-30"
"2","GO:0019843","rRNA binding",71,19,2.77,"6.2e-07"
"3","GO:0008201","heparin binding",118,17,4.61,"3.2e-06"
