"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",156,21,2.89,"1.1e-12"
"2","GO:0031492","nucleosomal DNA binding",8,4,0.15,"7.6e-06"
"3","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",906,34,16.78,"6.8e-05"
