"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0043209","myelin sheath",197,7,0.86,"2.4e-05"
"2","GO:0005890","sodium:potassium-exchanging ATPase complex",7,2,0.03,"0.00039"
"3","GO:0042788","polysomal ribosome",34,3,0.15,"0.00044"
"4","GO:0099571","postsynaptic cytoskeleton",9,2,0.04,"0.00067"
"5","GO:0045202","synapse",1188,17,5.21,"0.00118"
