"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,13,1.63,"9.0e-09"
"2","GO:1990948","ubiquitin ligase inhibitor activity",8,3,0.08,"5.9e-05"
"3","GO:0016868","intramolecular transferase activity, phosphotransferases",9,3,0.09,"8.8e-05"
"4","GO:0010858","calcium-dependent protein kinase regulator activity",4,2,0.04,"0.00063"
"5","GO:0005200","structural constituent of cytoskeleton",53,4,0.55,"0.00220"
