"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1904315","transmitter-gated ion channel activity involved in regulation of postsynaptic membrane potential",41,2,0.04,"0.00069"
"2","GO:0099184","structural constituent of postsynaptic intermediate filament cytoskeleton",3,1,0,"0.00288"
"3","GO:0001642","group III metabotropic glutamate receptor activity",3,1,0,"0.00288"
