"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0099054","presynapse assembly",46,2,0.04,"0.00063"
"2","GO:0051966","regulation of synaptic transmission, glutamatergic",67,2,0.06,"0.00133"
"3","GO:1902340","negative regulation of chromosome condensation",2,1,0,"0.00165"
