"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",157,13,1.63,"9.0e-09"
"2","GO:1990948","ubiquitin ligase inhibitor activity",8,3,0.08,"5.9e-05"
"3","GO:0016868","intramolecular transferase activity, phosphotransferases",9,3,0.09,"8.8e-05"
