"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0010976","positive regulation of neuron projection development",206,6,0.89,"0.00026"
"2","GO:0071896","protein localization to adherens junction",6,2,0.03,"0.00027"
"3","GO:0007406","negative regulation of neuroblast proliferation",8,2,0.03,"0.00051"
"4","GO:0033603","positive regulation of dopamine secretion",9,2,0.04,"0.00065"
"5","GO:0002523","leukocyte migration involved in inflammatory response",10,2,0.04,"0.00081"
