"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0070324","thyroid hormone binding",6,1,0,"0.00048"
"2","GO:0005179","hormone activity",39,1,0,"0.00313"
"3","GO:0044877","protein-containing complex binding",1125,1,0.09,"0.09015"
