"","logFC","logCPM","LR","PValue","FDR","Sex","Time_point","Cell_type","SYMBOL"
"768",-0.440854517169554,10.1328297802893,35.917671852359,2.05833340266103e-09,5.87506309096254e-08,"Male","P120","L2_3_IT","Adgra1"
"769",-0.446908044610808,10.1161861999793,35.9136254211808,2.06261254208433e-09,5.87874467429426e-08,"Male","P120","L2_3_IT","Tcp1"
"770",-0.489545120360598,10.0060216603104,35.8061345455124,2.17960518657636e-09,6.20320052086986e-08,"Male","P120","L2_3_IT","Ptprg"
"771",-0.499631943751194,9.97690516001324,35.7829216744851,2.20572981745293e-09,6.26848014306783e-08,"Male","P120","L2_3_IT","Mia3"
"772",-0.44653598298571,10.1174529202809,35.7342967728014,2.26147488919926e-09,6.41762845180268e-08,"Male","P120","L2_3_IT","Dnm3"
"773",-0.500118102463194,9.92013830346541,35.6895910240985,2.31397088466708e-09,6.55713997375545e-08,"Male","P120","L2_3_IT","Mrpl38"
"774",-0.497707200450321,9.98412013849232,35.6732370665097,2.3334779784481e-09,6.60290329844033e-08,"Male","P120","L2_3_IT","Unc5a"
"775",-0.475457664560498,10.0440212421503,35.6230671542633,2.39435439396367e-09,6.76542722869104e-08,"Male","P120","L2_3_IT","Rpl26"
"776",-0.502591088651599,9.93626901128318,35.4890366013267,2.56490158625844e-09,7.23692318441298e-08,"Male","P120","L2_3_IT","Ubxn2b"
"777",-0.37512282727264,10.3535687842031,35.4762036358875,2.58185577360799e-09,7.27432315813393e-08,"Male","P120","L2_3_IT","Adgrl3"
"778",-0.481387729621761,10.0208632099252,35.3916549406072,2.69639693410216e-09,7.58617197511488e-08,"Male","P120","L2_3_IT","Ehmt2"
"779",-0.45355481514923,10.0884746945478,35.3047923056038,2.81937458197753e-09,7.92083150416715e-08,"Male","P120","L2_3_IT","Kcna1"
"780",-0.500057676451529,9.93409990428305,35.289565546788,2.84150367579587e-09,7.97161359318138e-08,"Male","P120","L2_3_IT","Ubald1"
"781",-0.413389674862032,10.2022389606024,35.2625296621827,2.88122445715864e-09,8.07153278838773e-08,"Male","P120","L2_3_IT","Prkar1a"
"782",-0.490692452992041,9.91151277954405,35.2339974020576,2.92374688996735e-09,8.17900516900396e-08,"Male","P120","L2_3_IT","Wdr60"
"783",-0.400492247667369,10.2466217583209,35.2099600679617,2.96005776842535e-09,8.26882046503592e-08,"Male","P120","L2_3_IT","Dbn1"
"784",-0.476742007454135,9.89833342235809,35.1924133936253,2.98684865758344e-09,8.33182492199091e-08,"Male","P120","L2_3_IT","Vps37b"
"785",-0.433682302634498,10.1413308392383,35.1803810571091,3.00536027014242e-09,8.37158853719843e-08,"Male","P120","L2_3_IT","Calm3"
"786",-0.427603951336588,10.1608949590701,35.1631357277538,3.03209252846019e-09,8.4341063174962e-08,"Male","P120","L2_3_IT","Rpl15"
"787",-0.500606913232034,9.94426873599552,35.1479485591092,3.05583151128623e-09,8.48060584746175e-08,"Male","P120","L2_3_IT","Ndufaf5"
"788",-0.475951725292795,9.89837301381131,35.1469276687344,3.05743391937882e-09,8.48060584746175e-08,"Male","P120","L2_3_IT","Snx4"
"789",-0.495921297530967,9.92238491577338,35.1201910641701,3.09970109109009e-09,8.58367698038912e-08,"Male","P120","L2_3_IT","4833439L19Rik"
"790",-0.406181580129792,10.2238542337042,35.1179172070997,3.10332265486457e-09,8.58367698038912e-08,"Male","P120","L2_3_IT","Lmo4"
"791",-0.497484238577489,9.95703996247709,34.9678771410925,3.3518972678803e-09,9.25820388625476e-08,"Male","P120","L2_3_IT","Ntmt1"
"792",-0.331254417512894,10.5685881488046,34.9389516117767,3.4020636861988e-09,9.38358828229811e-08,"Male","P120","L2_3_IT","Nptxr"
"793",-0.464560522678338,10.0554688827267,34.9290602952099,3.41939044912446e-09,9.41816982807867e-08,"Male","P120","L2_3_IT","Slc1a1"
"794",-0.441155112023278,10.118800129581,34.9228133725178,3.43037877501259e-09,9.4323408950167e-08,"Male","P120","L2_3_IT","Map7"
"795",-0.486894722866712,9.99753832281185,34.9206865146209,3.43412797764261e-09,9.4323408950167e-08,"Male","P120","L2_3_IT","Fbxw5"
"796",-0.447344152771891,10.1018839209793,34.9090720927186,3.45467426364156e-09,9.47554031642608e-08,"Male","P120","L2_3_IT","Dopey1"
"797",-0.496830407020248,9.96219415634643,34.9005276724013,3.46986817026968e-09,9.50395925299771e-08,"Male","P120","L2_3_IT","Qk"
"798",-0.460817379698762,10.0633801118524,34.8852119687265,3.49727062002096e-09,9.56569179601283e-08,"Male","P120","L2_3_IT","Hsbp1"
"799",-0.494239122530926,9.97144044744847,34.8228536026354,3.61109619799406e-09,9.85344004300785e-08,"Male","P120","L2_3_IT","Mrpl9"
"800",-0.492580069643789,9.91939102968582,34.8221002429716,3.61249378165802e-09,9.85344004300785e-08,"Male","P120","L2_3_IT","Gca"
"801",-0.464310737566127,10.0538549840767,34.7786585620386,3.69400687524309e-09,1.00618198349765e-07,"Male","P120","L2_3_IT","Faf2"
"802",0.403423798929654,10.2192745978108,34.7568881696766,3.73554664599359e-09,1.01608935463499e-07,"Male","P120","L2_3_IT","Ppme1"
"803",-0.492359486518282,9.91860465362314,34.7411691598327,3.76583037851755e-09,1.02291188154594e-07,"Male","P120","L2_3_IT","Itga8"
"804",-0.471220802118591,10.036962126769,34.7290133922247,3.78941775864884e-09,1.02789916747018e-07,"Male","P120","L2_3_IT","Ndufs5"
"805",-0.49653442916012,9.9331852900585,34.7051696526576,3.836115390478e-09,1.03913285494684e-07,"Male","P120","L2_3_IT","Sema6d"
"806",-0.467662552739282,9.89507002448164,34.6634797233133,3.91915351444067e-09,1.06002162400665e-07,"Male","P120","L2_3_IT","Apaf1"
"807",-0.468192692417754,10.0413191466365,34.6610691045089,3.924009672922e-09,1.06002162400665e-07,"Male","P120","L2_3_IT","Atp5c1"
"808",-0.49593553193807,9.94416989278069,34.6522653684663,3.94179592246642e-09,1.06336568739677e-07,"Male","P120","L2_3_IT","Snx14"
"809",-0.480117639690242,10.0087717951101,34.5473741376807,4.16002353706187e-09,1.12069894355971e-07,"Male","P120","L2_3_IT","Tpp2"
"810",-0.487059462770292,9.99092331631704,34.542831786646,4.16974258705527e-09,1.12178054332461e-07,"Male","P120","L2_3_IT","Nebl"
"811",-0.33414332869128,10.5395984959094,34.5090301932482,4.24278403358213e-09,1.13987145907686e-07,"Male","P120","L2_3_IT","Ywhag"
"812",-0.479235996900693,9.90401305616473,34.4511762246087,4.37078572893187e-09,1.17265855586868e-07,"Male","P120","L2_3_IT","Matn2"
"813",-0.494039745876491,9.95309632988858,34.4266723601834,4.42615965893903e-09,1.18589721870157e-07,"Male","P120","L2_3_IT","Copb1"
"814",-0.486075320395144,9.9899380669572,34.4097411595683,4.46483075138575e-09,1.19463076947962e-07,"Male","P120","L2_3_IT","Pura"
"815",-0.448334972485853,9.88630817867829,34.3924587503016,4.50465299079953e-09,1.20364817550358e-07,"Male","P120","L2_3_IT","Golim4"
"816",-0.41477031074558,10.182986144474,34.3742891333718,4.54690315389971e-09,1.21328897455348e-07,"Male","P120","L2_3_IT","Jph4"
"817",-0.392749460300721,9.87055029355317,34.3332336045114,4.64383760611756e-09,1.23747575016135e-07,"Male","P120","L2_3_IT","2610524H06Rik"
"818",-0.485924119314598,9.91483625183302,34.2880089589858,4.75301281086293e-09,1.26485453231976e-07,"Male","P120","L2_3_IT","Plekha7"
"819",-0.489527796564831,9.97155881020633,34.2604331894875,4.82084018696857e-09,1.2811708529314e-07,"Male","P120","L2_3_IT","Ptov1"
"820",-0.335019759712178,10.5258979677181,34.2318105512445,4.8922679556059e-09,1.29693365518352e-07,"Male","P120","L2_3_IT","Gprasp1"
"821",-0.476165196174989,9.903416625185,34.2313830879242,4.89334268354608e-09,1.29693365518352e-07,"Male","P120","L2_3_IT","Ddit4"
"822",-0.458790102430412,10.057480684233,34.2284439776543,4.90073859673483e-09,1.29714569641167e-07,"Male","P120","L2_3_IT","Dnajc10"
"823",-0.466018683587113,9.89545875907654,34.1799237501947,5.02446444014429e-09,1.32810642042846e-07,"Male","P120","L2_3_IT","Gm10010"
"824",-0.483291562216418,9.98936255414132,34.1512077071357,5.09915848504678e-09,1.34604094989168e-07,"Male","P120","L2_3_IT","Tgs1"
"825",-0.48731245617904,9.97682541771655,34.1484596345892,5.10636461083188e-09,1.34613627931126e-07,"Male","P120","L2_3_IT","Clasrp"
"826",0.436743606979811,10.101767002687,34.1422651063563,5.12264562272832e-09,1.34862046608534e-07,"Male","P120","L2_3_IT","Rph3a"
"827",-0.485330128247005,9.91576671235313,34.0768448049398,5.29779531467643e-09,1.39286688046025e-07,"Male","P120","L2_3_IT","Spon1"
"828",-0.483057568864147,9.91292762952008,33.9822210058605,5.56179673382306e-09,1.46032436004492e-07,"Male","P120","L2_3_IT","Sec11c"
"829",-0.485529969441082,9.91771891143268,33.9301978620267,5.71251394949262e-09,1.49789732440963e-07,"Male","P120","L2_3_IT","Sri"
"830",-0.372530626263061,10.3251575759768,33.8608370565471,5.91984200166194e-09,1.55019457795851e-07,"Male","P120","L2_3_IT","Ptpn5"
"831",-0.463946004340728,10.0379334914046,33.8069886838332,6.08598407778927e-09,1.59158195310909e-07,"Male","P120","L2_3_IT","Pfkl"
"832",-0.459038038473029,9.89320558486453,33.8022775772972,6.10073985769019e-09,1.59332204570166e-07,"Male","P120","L2_3_IT","Cerkl"
"833",-0.490047417765156,9.94705153195869,33.7956161471636,6.12166546706197e-09,1.59639422850763e-07,"Male","P120","L2_3_IT","Man1b1"
"834",-0.489497531417579,9.93363259010357,33.7933697976318,6.12873813954675e-09,1.59639422850763e-07,"Male","P120","L2_3_IT","Nptx2"
"835",-0.483862214234374,9.98177591859916,33.7670371371421,6.2122597816216e-09,1.61600927070596e-07,"Male","P120","L2_3_IT","Rpl36"
"836",-0.340824112112213,9.86258293935871,33.7050298623466,6.41346422922749e-09,1.666145145733e-07,"Male","P120","L2_3_IT","Hmg20b"
"837",0.364305170318978,10.3464614455297,33.6844104004699,6.48180706536773e-09,1.68167833440002e-07,"Male","P120","L2_3_IT","Nrgn"
"838",-0.489945686408441,9.94343423183551,33.6757361518032,6.51077521762809e-09,1.68696845098648e-07,"Male","P120","L2_3_IT","Fstl5"
"839",-0.436715178359439,9.88367838203901,33.5659755723517,6.88872480198033e-09,1.78113564518816e-07,"Male","P120","L2_3_IT","Gfra1"
"840",-0.385672729418394,10.2675009760537,33.5649598834066,6.89232292275088e-09,1.78113564518816e-07,"Male","P120","L2_3_IT","Zmynd11"
"841",-0.489554747411805,9.94883069651221,33.5510984995517,6.94161599705751e-09,1.79151995010673e-07,"Male","P120","L2_3_IT","Unc13c"
"842",-0.458694826102862,10.0460334063253,33.4903257655922,7.16193391416226e-09,1.84398517329752e-07,"Male","P120","L2_3_IT","Brd4"
"843",-0.465046234799717,10.0291362660939,33.4898580402075,7.16365642428203e-09,1.84398517329752e-07,"Male","P120","L2_3_IT","Nmt2"
"844",-0.465879705439295,10.0271896670593,33.4546860131029,7.29438161845797e-09,1.87382094884723e-07,"Male","P120","L2_3_IT","Pcsk7"
"845",-0.407835986585793,10.1918207006292,33.453555934514,7.29862120826287e-09,1.87382094884723e-07,"Male","P120","L2_3_IT","Meis2"
"846",-0.455226422239996,10.0549899368129,33.427843576691,7.39575308524198e-09,1.89628266198656e-07,"Male","P120","L2_3_IT","Atf7ip"
"847",-0.48653323907695,9.93155900633855,33.4145334966743,7.44654116096986e-09,1.90681873009939e-07,"Male","P120","L2_3_IT","2310057M21Rik"
"848",-0.486731012906061,9.93481429278579,33.3758695868246,7.59606316563822e-09,1.94257708992772e-07,"Male","P120","L2_3_IT","Pmm1"
"849",-0.486235619085715,9.93312738548467,33.3206534583132,7.81482476807111e-09,1.99592654401151e-07,"Male","P120","L2_3_IT","Aup1"
"850",-0.45591381341485,9.89365949444447,33.229783998239,8.18866437877852e-09,2.08869356255588e-07,"Male","P120","L2_3_IT","Mrpl19"
"851",-0.481697818137535,9.97572369554556,33.1583986123094,8.49486646643768e-09,2.16399020633372e-07,"Male","P120","L2_3_IT","Rps12"
"852",-0.476090981390979,9.99200320166524,33.1398611325023,8.57624020158902e-09,2.18189314106662e-07,"Male","P120","L2_3_IT","Atp13a2"
"853",-0.415176624138278,10.1583859270495,33.124198183732,8.64560384949097e-09,2.19669825974276e-07,"Male","P120","L2_3_IT","Ppp1r12a"
"854",-0.375969170373453,9.86908439770348,33.1207648946067,8.66088315403911e-09,2.19774100783656e-07,"Male","P120","L2_3_IT","Tac1"
"855",0.267270455343177,11.1237583555785,33.1039513866781,8.73610041100563e-09,2.2114641550974e-07,"Male","P120","L2_3_IT","Kalrn"
"856",-0.457849547783836,10.0414632932863,33.1036502076449,8.73745371967193e-09,2.2114641550974e-07,"Male","P120","L2_3_IT","Pde4a"
"857",-0.47001576499347,10.0090762427978,33.0793199012367,8.8474752506552e-09,2.23643249716433e-07,"Male","P120","L2_3_IT","Agap1"
"858",-0.307960023305164,9.85918347483491,33.0267841171008,9.08979774348691e-09,2.29473635973573e-07,"Male","P120","L2_3_IT","Ndufaf8"
"859",-0.467949485063973,10.0095850570188,32.962722309112,9.3942974868926e-09,2.36856736381064e-07,"Male","P120","L2_3_IT","Prr14l"
"860",-0.468277302876307,10.0110881676168,32.9283154472848,9.5620365150931e-09,2.40777221646378e-07,"Male","P120","L2_3_IT","Paip2"
"861",-0.482821876561593,9.93131484618357,32.9091591181873,9.65672334142038e-09,2.42850538660324e-07,"Male","P120","L2_3_IT","Gpd2"
"862",-0.479488897769884,9.97420211428088,32.8761656374925,9.82201199478486e-09,2.46691810842196e-07,"Male","P120","L2_3_IT","Fastk"
"863",-0.361735039986998,10.3491590984404,32.8687449268059,9.85957642374817e-09,2.47319425955908e-07,"Male","P120","L2_3_IT","Fry"
"864",-0.477512883936116,9.9776488845586,32.8409949837101,1.00013292182382e-08,2.50555592873723e-07,"Male","P120","L2_3_IT","Rabac1"
"865",-0.411534961149899,10.1628963917194,32.77884473322,1.03262559028582e-08,2.58366601253957e-07,"Male","P120","L2_3_IT","Ildr2"
"866",-0.310755027521549,10.6450963489825,32.7002377567665,1.07524069406125e-08,2.68687210792993e-07,"Male","P120","L2_3_IT","Prnp"
"867",-0.481249032832588,9.95683165498984,32.6971739795831,1.07693685963472e-08,2.68769546720514e-07,"Male","P120","L2_3_IT","Tmx1"
"868",0.473440355600616,9.98020130046517,32.6612394036501,1.09703211286446e-08,2.73437687345913e-07,"Male","P120","L2_3_IT","Nectin3"
"869",-0.468718172909258,9.90657621051796,32.6526021168484,1.10191796037429e-08,2.74307830490135e-07,"Male","P120","L2_3_IT","Rasl11b"
"870",-0.348040769302806,9.86430791116981,32.6285637778744,1.11563075018425e-08,2.77370345551498e-07,"Male","P120","L2_3_IT","Moap1"
"871",-0.479982367255349,9.95689847146065,32.5931819057744,1.13612606655602e-08,2.8210928314256e-07,"Male","P120","L2_3_IT","Sar1a"
"872",-0.468914782933903,10.0016897083348,32.5537203757729,1.15942974891433e-08,2.87532729409195e-07,"Male","P120","L2_3_IT","Tra2b"
"873",-0.422473190828232,10.1216909037159,32.5094226500842,1.18616026992819e-08,2.93465612435156e-07,"Male","P120","L2_3_IT","Pcdh1"
"874",-0.473150822540328,9.99140099299683,32.5091320513086,1.18633764815392e-08,2.93465612435156e-07,"Male","P120","L2_3_IT","Fth1"
"875",-0.382176096137404,10.2546901106008,32.5031542660108,1.18999232117892e-08,2.93999861662119e-07,"Male","P120","L2_3_IT","Cntn1"
"876",-0.209076033214567,13.183193244654,32.4780364164153,1.20547241503634e-08,2.97376808620503e-07,"Male","P120","L2_3_IT","Gm42418"
"877",-0.38924396467731,10.2253477330632,32.4760823790853,1.2066851076943e-08,2.97376808620503e-07,"Male","P120","L2_3_IT","Gpr22"
"878",-0.460469845919081,10.0237129424948,32.4703521455701,1.21024839099018e-08,2.97881662793654e-07,"Male","P120","L2_3_IT","Ryr3"
"879",-0.478339533122517,9.92897006862973,32.4281127523504,1.23684172675287e-08,3.04046617479024e-07,"Male","P120","L2_3_IT","Abcf1"
"880",-0.470463448103597,9.91034803184307,32.3980976819423,1.25609378127336e-08,3.0839376157955e-07,"Male","P120","L2_3_IT","Foxg1"
"881",0.430599433796641,9.8841618006955,32.3693254738663,1.27483036089386e-08,3.12603664305968e-07,"Male","P120","L2_3_IT","Agmat"
"882",-0.474484170566535,9.91890176372974,32.2911260469982,1.32718068788781e-08,3.25035310186821e-07,"Male","P120","L2_3_IT","Wdr78"
"883",-0.478987013137797,9.94455453913181,32.2653909693922,1.34487562049755e-08,3.28673889255173e-07,"Male","P120","L2_3_IT","Tbc1d1"
"884",-0.478704629887069,9.93955651729346,32.264662025771,1.34538025450226e-08,3.28673889255173e-07,"Male","P120","L2_3_IT","Bhlhb9"
"885",-0.475985686743941,9.96304241223072,32.1907553420369,1.39754142864621e-08,3.40993172900204e-07,"Male","P120","L2_3_IT","Tmem35a"
"886",-0.476504919604972,9.96491653919918,32.1651148753926,1.4161070822934e-08,3.45094942755663e-07,"Male","P120","L2_3_IT","Dclk2"
"887",-0.449349471553341,10.0470097462116,32.1579043002498,1.42137245282974e-08,3.45949389323636e-07,"Male","P120","L2_3_IT","Rpl9"
"888",-0.333495191734963,10.4715072163496,32.1304252120976,1.44161887364903e-08,3.5044347057085e-07,"Male","P120","L2_3_IT","Nsg2"
"889",-0.436167308929345,10.0789772956644,32.1220448676238,1.44785075329872e-08,3.51523863140402e-07,"Male","P120","L2_3_IT","Eny2"
"890",-0.312253621157405,9.86000176111517,32.1148120882736,1.45325095849947e-08,3.52399918000625e-07,"Male","P120","L2_3_IT","C1qtnf4"
"891",-0.365836690585156,10.3093958459046,32.0678950703782,1.48877383839814e-08,3.60569289481994e-07,"Male","P120","L2_3_IT","Cdk14"
"892",-0.475197415386869,9.96303530083657,32.0466955486718,1.50510893197198e-08,3.64077149522274e-07,"Male","P120","L2_3_IT","Col4a1"
"893",-0.341378443737273,10.4272341894098,32.012164849898,1.53210149823357e-08,3.69843954302158e-07,"Male","P120","L2_3_IT","Celf5"
"894",-0.302376341983029,9.85924710613543,32.0113929780705,1.53271037707851e-08,3.69843954302158e-07,"Male","P120","L2_3_IT","Smoc1"
"895",-0.439626857609774,9.88894113682015,32.0088355934553,1.53472946175832e-08,3.6987732346739e-07,"Male","P120","L2_3_IT","Ntan1"
"896",-0.30157372147407,9.8588988697689,31.9896184778071,1.54998706938979e-08,3.73097254670987e-07,"Male","P120","L2_3_IT","Comtd1"
"897",-0.397961957550836,10.1891787966011,31.9721197849781,1.56401244572149e-08,3.76013065495829e-07,"Male","P120","L2_3_IT","Pafah1b1"
"898",-0.47551706715562,9.93323078363522,31.9344628383565,1.59462750868642e-08,3.82905306298256e-07,"Male","P120","L2_3_IT","Chpf"
"899",-0.355462463004465,9.86628005548619,31.8686934122465,1.64954481353703e-08,3.95609125646577e-07,"Male","P120","L2_3_IT","Chst9"
"900",-0.355018674231842,9.86611943153929,31.853017467656,1.66291136580867e-08,3.98156357201939e-07,"Male","P120","L2_3_IT","Med29"
"901",-0.467340488080813,9.91304863330541,31.8514953379402,1.66421501891586e-08,3.98156357201939e-07,"Male","P120","L2_3_IT","Smim12"
"902",-0.340999925735683,10.4219153992812,31.8362828334448,1.67730039453684e-08,4.00799387107674e-07,"Male","P120","L2_3_IT","Gabrb1"
"903",-0.462014687292005,10.0024278632794,31.8218488862456,1.68981134782711e-08,4.03298907358835e-07,"Male","P120","L2_3_IT","Tenm1"
"904",-0.47576947208554,9.94505097755915,31.7917105662159,1.71623660204361e-08,4.0910920019139e-07,"Male","P120","L2_3_IT","1700025G04Rik"
"905",-0.259828135675255,9.85532384258576,31.7698209853848,1.73568850253522e-08,4.13245158484959e-07,"Male","P120","L2_3_IT","Pomc"
"906",-0.327708621612128,9.86229042373497,31.7450971508812,1.75792474247187e-08,4.18033228360966e-07,"Male","P120","L2_3_IT","Gpr150"
"907",-0.475594089256854,9.93494054062852,31.7373175181247,1.76498047543605e-08,4.19204179105378e-07,"Male","P120","L2_3_IT","Edrf1"
"908",-0.47484507121524,9.9534403868932,31.7343278835781,1.76769946157019e-08,4.19343517626529e-07,"Male","P120","L2_3_IT","Fam213b"
"909",-0.411970031412611,10.1391790739252,31.6975918736935,1.80145433203608e-08,4.26836155347247e-07,"Male","P120","L2_3_IT","Gap43"
"910",-0.455801950246202,10.0156823432346,31.540327800788,1.95340940254876e-08,4.6228338520486e-07,"Male","P120","L2_3_IT","Epn1"
"911",-0.438159449992421,9.8896836107423,31.503877864475,1.99042357122469e-08,4.70476802304143e-07,"Male","P120","L2_3_IT","Nrip3"
"912",-0.416195330622601,10.1246027180332,31.5002461897002,1.99414973324019e-08,4.70791700527029e-07,"Male","P120","L2_3_IT","Anapc5"
"913",-0.470036646850155,9.96692929466951,31.4898613811388,2.00484333165839e-08,4.72748788493931e-07,"Male","P120","L2_3_IT","Nfu1"
"914",-0.473297750766382,9.94142184558366,31.4861254241885,2.00870440999458e-08,4.73091987149143e-07,"Male","P120","L2_3_IT","Ackr1"
"915",0.304697618156585,10.6373131579116,31.4765163272095,2.01866957846317e-08,4.74870286244697e-07,"Male","P120","L2_3_IT","Cacng3"
"916",-0.424630003842314,10.10012389546,31.4740866715997,2.02119710070079e-08,4.74896800267404e-07,"Male","P120","L2_3_IT","Prpf39"
"917",-0.452652359826084,9.90054586771273,31.4070863771235,2.0921592075731e-08,4.90983329070795e-07,"Male","P120","L2_3_IT","Tmem132e"
"918",-0.423376486020275,9.8838540496202,31.403791186375,2.09571293294342e-08,4.91231114889932e-07,"Male","P120","L2_3_IT","Rxfp1"
"919",-0.422234135875996,9.883306721932,31.3996340128848,2.10020489810157e-08,4.91270535311422e-07,"Male","P120","L2_3_IT","Rasl10a"
"920",-0.435843452738947,9.88866967511215,31.3990125376532,2.10087725107752e-08,4.91270535311422e-07,"Male","P120","L2_3_IT","Mrps7"
"921",-0.472608648696011,9.94989096438822,31.3903715197951,2.11024804658581e-08,4.92875749218011e-07,"Male","P120","L2_3_IT","Cops8"
"922",0.388462209737115,10.2005986908967,31.3280695832796,2.17906247292492e-08,5.08344514739519e-07,"Male","P120","L2_3_IT","Rgs6"
"923",0.456565100450761,9.98375472445483,31.3029926120637,2.20739120356365e-08,5.143430735697e-07,"Male","P120","L2_3_IT","Glul"
"924",-0.456910199486596,9.90500974869451,31.251444972895,2.26678701807582e-08,5.27557792869576e-07,"Male","P120","L2_3_IT","Saal1"
"925",-0.384379487837794,10.2179446841073,31.2264757500429,2.29613077810022e-08,5.3375541231819e-07,"Male","P120","L2_3_IT","Tmod2"
"926",-0.271753076546159,9.85645040416576,31.1709860597095,2.36271179609772e-08,5.48584299670103e-07,"Male","P120","L2_3_IT","Nppc"
"927",-0.438975880045386,10.0543231378297,31.1381421032975,2.40302824465697e-08,5.57287187021509e-07,"Male","P120","L2_3_IT","Psmb1"
"928",-0.462881716526823,9.91412869192401,31.1252428684795,2.41905008215428e-08,5.60342036697834e-07,"Male","P120","L2_3_IT","Fign"
"929",-0.399695188630087,9.87681848127244,31.1195859826786,2.42611007997169e-08,5.61316245090862e-07,"Male","P120","L2_3_IT","Gm44812"
"930",-0.39944049487059,9.87633672177095,31.108840148852,2.43957816381865e-08,5.6348870349327e-07,"Male","P120","L2_3_IT","Lsm1"
"931",-0.458886330844616,9.99913838611363,31.1075259470374,2.44123042497847e-08,5.6348870349327e-07,"Male","P120","L2_3_IT","Prpf38b"
"932",-0.33216586098366,10.4490685403338,31.0670671973326,2.49264879089633e-08,5.74682662623298e-07,"Male","P120","L2_3_IT","Kcnip4"
"933",-0.368480960532263,10.27652511356,31.0404888836379,2.52701577763783e-08,5.81923797225125e-07,"Male","P120","L2_3_IT","Usp34"
"934",-0.461265008269358,9.98513297216215,30.9606702856647,2.63310461751031e-08,6.05644858572605e-07,"Male","P120","L2_3_IT","Rars2"
"935",-0.355820507640379,10.326589095612,30.8986670055988,2.71858440972778e-08,6.24575712636759e-07,"Male","P120","L2_3_IT","Atpif1"
"936",-0.368242311957682,9.86927015503047,30.89245412005,2.72730146564838e-08,6.2565057251227e-07,"Male","P120","L2_3_IT","Ctbs"
"937",-0.457760551089972,9.90798469019204,30.8908009294852,2.7296257053571e-08,6.2565057251227e-07,"Male","P120","L2_3_IT","Mccc2"
"938",-0.452227626002476,10.0155413663395,30.8868089356065,2.73524627960275e-08,6.26209002731872e-07,"Male","P120","L2_3_IT","Sez6"
"939",-0.444146140606956,10.035128044331,30.8794916103475,2.74557891282686e-08,6.27843661623872e-07,"Male","P120","L2_3_IT","Dalrd3"
"940",-0.226796443401686,11.8601783148096,30.8624695328281,2.76976694629484e-08,6.32639219115381e-07,"Male","P120","L2_3_IT","Celf2"
"941",-0.436479284738087,10.0552036837261,30.8307132150812,2.81546411333113e-08,6.42330826598261e-07,"Male","P120","L2_3_IT","Fkbp8"
"942",-0.359157431230212,10.3066478552832,30.8227932254972,2.8269781253158e-08,6.44210333863969e-07,"Male","P120","L2_3_IT","Abr"
"943",-0.454461537851371,10.0053434120702,30.7731286456165,2.90026319822977e-08,6.60145556208178e-07,"Male","P120","L2_3_IT","Scmh1"
"944",-0.419032361857652,9.88368742485198,30.7432425666045,2.94527722082589e-08,6.69616437280486e-07,"Male","P120","L2_3_IT","Coq6"
"945",-0.453474509554163,9.90492298352648,30.7287331876364,2.96738277229537e-08,6.73453809409709e-07,"Male","P120","L2_3_IT","Denr"
"946",-0.463592525092061,9.92034119731195,30.7276729119642,2.96900464130081e-08,6.73453809409709e-07,"Male","P120","L2_3_IT","Pak1ip1"
"947",-0.348294461205886,10.3532097792503,30.6862745546518,3.03302945513589e-08,6.87183839455096e-07,"Male","P120","L2_3_IT","4932438A13Rik"
"948",-0.455039729465924,10.0020488749896,30.6810189215728,3.04125590619251e-08,6.88254760082646e-07,"Male","P120","L2_3_IT","Kcnd3"
"949",0.449499983619595,9.90232231130467,30.6783487356814,3.04544401022163e-08,6.88410366724351e-07,"Male","P120","L2_3_IT","Gm13306"
"950",-0.431229540111248,10.0660030341665,30.6491354992372,3.09164319259117e-08,6.9805114839837e-07,"Male","P120","L2_3_IT","Srebf2"
"951",-0.320084019263038,10.5078701495574,30.6381946971487,3.10912563571643e-08,7.01193403119257e-07,"Male","P120","L2_3_IT","Srsf5"
"952",-0.38166376913913,10.2191933398575,30.5682359491493,3.22327893088412e-08,7.26105423307756e-07,"Male","P120","L2_3_IT","Uba52"
"953",-0.457011640583021,9.91137848182737,30.5602588599074,3.23655917246096e-08,7.28262845373194e-07,"Male","P120","L2_3_IT","Mpc2"
"954",-0.371126382877568,10.2539381059755,30.551000546644,3.25204113623495e-08,7.3091018268796e-07,"Male","P120","L2_3_IT","Apc"
"955",-0.444341816541029,9.8983683280575,30.5199788854785,3.30445908002649e-08,7.41843519038824e-07,"Male","P120","L2_3_IT","Ndel1"
"956",-0.375754345184097,10.2312040627919,30.4989931512741,3.34039826349237e-08,7.49056696121333e-07,"Male","P120","L2_3_IT","Atp6v1a"
"957",-0.452360655569924,9.90588262440743,30.4570999832916,3.41331789568507e-08,7.64536557363811e-07,"Male","P120","L2_3_IT","Svip"
"958",-0.333467647444432,10.4223847440075,30.4165116768254,3.48548695042624e-08,7.79813269250084e-07,"Male","P120","L2_3_IT","Tnik"
"959",-0.387204783338227,9.87447883138561,30.3514018488659,3.60446382915311e-08,8.05515746183239e-07,"Male","P120","L2_3_IT","Ralb"
"960",-0.34759281025595,10.3406699294972,30.3253998187861,3.65310726174829e-08,8.15459788984583e-07,"Male","P120","L2_3_IT","Tubb2a"
"961",-0.46438972995035,9.93546456297693,30.3150639451003,3.67262532937414e-08,8.18887185118727e-07,"Male","P120","L2_3_IT","Ccdc12"
