"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",334,16,5.93,"0.00032"
"2","GO:0044325","ion channel binding",123,9,2.18,"0.00034"
"3","GO:0070097","delta-catenin binding",9,3,0.16,"0.00043"
"4","GO:0001102","RNA polymerase II activating transcription factor binding",39,5,0.69,"0.00060"
"5","GO:0004683","calmodulin-dependent protein kinase activity",24,4,0.43,"0.00078"
