"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0007157","heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules",40,3,0.05,"1.6e-05"
"2","GO:0046686","response to cadmium ion",28,2,0.03,"0.00055"
"3","GO:0031175","neuron projection development",986,6,1.23,"0.00092"
