"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0001228","DNA-binding transcription activator activity, RNA polymerase II-specific",339,21,5.01,"3.2e-08"
"2","GO:0000978","RNA polymerase II cis-regulatory region sequence-specific DNA binding",832,28,12.3,"3.9e-05"
"3","GO:0043008","ATP-dependent protein binding",11,3,0.16,"0.00048"
