"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0048488","synaptic vesicle endocytosis",65,14,3.07,"1.6e-06"
"2","GO:0047497","mitochondrion transport along microtubule",23,8,1.09,"0.00015"
"3","GO:0006412","translation",560,53,26.44,"0.00017"
