"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0032272","negative regulation of protein polymerization",62,2,0.03,"0.00026"
"2","GO:0090024","negative regulation of neutrophil chemotaxis",1,1,0,"0.00042"
"3","GO:0021972","corticospinal neuron axon guidance through spinal cord",1,1,0,"0.00042"
