"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003735","structural constituent of ribosome",148,25,7.34,"6.7e-08"
"2","GO:0050998","nitric-oxide synthase binding",19,9,0.94,"1.0e-07"
"3","GO:0048306","calcium-dependent protein binding",62,13,3.08,"8.6e-06"
