"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0022010","central nervous system myelination",23,2,0.03,"0.00048"
"2","GO:0098990","AMPA selective glutamate receptor signaling pathway",1,1,0,"0.00143"
"3","GO:0060311","negative regulation of elastin catabolic process",1,1,0,"0.00143"
