"","logFC","logCPM","F","PValue","FDR"
"Junb",-2.96335446530647,9.92828899548689,110.156563656844,1.94925512359758e-23,3.1092568476505e-19
"Fos",-2.94721873249993,9.86976501973571,154.852620910124,1.08579092733244e-21,8.65972554093987e-18
"AC149090.1",-2.43582604928651,10.8917412323189,92.6546540045174,8.77539690367111e-21,4.66587853368193e-17
"Mid1",-2.48574422162584,9.90184294906637,105.715897944752,1.14909347520826e-16,4.58229750576175e-13
"Coro6",-2.22451581582423,9.94158925751044,60.279757786553,2.63073106187693e-14,8.39255823359977e-11
"Arc",-2.1684605343429,9.92619206413957,56.3226104515863,1.7059016472306e-13,4.53513952916254e-10
"Egr1",-1.93785190701034,10.0789503917301,48.7911996421891,6.17589697980587e-12,1.40731046749833e-08
"Plk2",-1.838123049638,10.0367400209515,41.2848597556913,2.3077279519528e-10,4.60132107019988e-07
"Sst",-1.952043649884,9.85433112484194,53.3275750756531,3.6608056061571e-10,6.48816780264576e-07
"Npas4",-1.78477315135842,9.87052565243209,47.0833547914581,6.24400251008057e-09,9.95980840382951e-06
"Gm47283",-1.66517349506255,9.8754845367111,50.354844077198,3.64931035337432e-08,5.20096536844818e-05
"Rreb1",-1.8585349673888,10.0248568645907,30.8141455115784,3.91270669057602e-08,5.20096536844818e-05
"Apod",1.69255540666687,9.96918025663821,28.4657561931305,1.25614932476213e-07,0.000154129522148314
"Lypd1",-1.62603339974508,9.86059245713594,42.7096132027532,1.43006054321115e-07,0.000162934969462579
"Adcy8",-1.55892576679754,9.89970032951059,35.8569072343709,2.20892189139175e-07,0.000234896753930598
"Reln",-1.50381055183701,9.8672849785923,32.4728800699162,5.89995476689077e-07,0.000588188615541717
"Sgpp2",-1.26207555220187,9.79114651915503,73.5584488041717,7.9598287165181e-07,0.000746866046218707
"Zdhhc23",-1.39505625379579,9.93364570290439,25.3251387906733,1.03754394114393e-06,0.00091943685584371
"Epha5",-1.34817820352994,10.6291601573852,24.0107763477958,1.16897397587385e-06,0.000981384415219149
"Zdhhc16",-1.42540950891647,9.8092238661514,61.6500422497591,1.96324080815031e-06,0.00156578270654028
"Nr4a1",-1.44431576740012,9.86175733664131,34.6590468402739,2.49292683402752e-06,0.00182567945135732
"Ntng1",-1.53987052879718,9.94718508235029,22.4902003418609,2.51802068396094e-06,0.00182567945135732
"Btbd3",-1.36212834665397,9.93238992215269,26.5389259163521,3.81661385895797e-06,0.00264690468105385
"Rhobtb2",-1.3234930081118,9.94833284071572,23.974627190886,4.41316479567813e-06,0.00293309965232758
"Tenm2",-1.26764400879179,10.0089045406841,21.2862505101859,4.63406680665642e-06,0.00295671998531906
"Fat3",-1.2730924242905,9.9533426853048,20.918207983121,5.58644562199142e-06,0.00342728438909173
"Shank2",-1.27930198979882,9.94465066647369,24.1087019067472,6.21285256900237e-06,0.00367041523437618
"Aifm3",-1.29506861880031,9.93762825014923,20.7896891961086,6.54483099365307e-06,0.00372844997070572
"Btg2",-1.3847722080261,9.82212851659225,45.5680987022503,7.8728487930104e-06,0.0043303383137003
"Osbpl6",-1.1940336944009,10.1468428898959,19.9637062411689,9.0802342548204e-06,0.00482796055328801
