"","logFC","logCPM","LR","PValue","FDR"
"Ahi1",-0.745847582465555,11.3287128184018,224.751636022584,8.31724845356665e-51,1.63567008087842e-46
"Htr2c",-1.08723996745031,10.1768968252507,165.618147319444,6.70314396305715e-38,6.59120145887409e-34
"Zbtb20",0.88067443452174,10.419362391054,161.743427243603,4.70698678963255e-37,3.08558674016379e-33
"Nap1l5",-0.649909481369331,11.1523053697858,159.807789020535,1.24636221170657e-36,6.12773981385537e-33
"Hbb-bs",-1.00815959079058,10.2300592289434,155.002738840142,1.39828358955817e-35,5.49972901445021e-32
"Meg3",-0.466503126536879,14.8494955887745,147.101616182115,7.4561986842479e-34,2.44389338874032e-30
"C130073E24Rik",-0.688857045243957,10.8067822864852,142.171402192827,8.92079223639683e-33,2.50623285887114e-29
"Baiap3",-0.958321234060526,10.2276238116494,139.877906298203,2.83082416559415e-32,6.95887350507183e-29
"Snhg11",-0.458538932160109,14.2590841937555,139.247382397567,3.88863231706531e-32,8.49709368304516e-29
"Sgcz",-0.899083588042654,10.2926704785003,137.937654530738,7.52010970725784e-32,1.47890477502933e-28
"Resp18",-0.770440029725319,10.4838962582349,132.470094287189,1.18071996007712e-30,2.11091261226151e-27
"Camk2d",-0.775030174106267,10.4154217196115,122.833283367171,1.51672566590867e-28,2.48566057881332e-25
"Nnat",-0.773737277951523,10.3258116341063,108.456746821961,2.13458025753111e-25,3.22912733420052e-22
"Meis2",-0.926604899022775,10.0700546255575,108.116527381006,2.53431380083611e-25,3.55998680051736e-22
"Rmst",-0.912874701314946,10.1142191083507,107.917181485362,2.80247307318118e-25,3.67422903047874e-22
"Grin2a",0.617983306969718,10.6653254128997,106.564690273607,5.54524797209982e-25,6.8158029137072e-22
"Sorcs1",-0.891992401661851,10.0945811372849,101.920313422254,5.78007534197978e-24,6.68652715737496e-21
"Rasl10a",0.880837983740316,10.0503728282609,100.835048485919,9.99716027793656e-24,1.09224530014389e-20
"Scg2",-0.67867369328647,10.4549330845533,100.45839606058,1.20910196129583e-23,1.19021881202485e-20
"Tanc1",0.879747735037082,10.0508615909348,100.456216782786,1.21043304385726e-23,1.19021881202485e-20
"Rtn1",-0.471177724139151,11.4884018793441,98.0857029086105,4.00661207324052e-23,3.7520968110642e-20
"Fth1",0.533309127716232,10.9080657086535,94.9175384578753,1.98483505311859e-22,1.77426209793773e-19
"Zfp804a",-0.829133830671952,10.1278932357632,93.0723524895495,5.04171301209812e-22,4.31088383025746e-19
"Lhfpl3",-0.782738772871588,10.1861416502007,90.956861747145,1.46838740491827e-21,1.20322111271344e-18
"Gap43",-0.702069951267818,10.3297934964528,90.7720482206896,1.61214773813484e-21,1.26817989672639e-18
"6330403K07Rik",-0.701445502484024,10.3175646863591,88.5652719826194,4.91848651053725e-21,3.72026752754714e-18
"Gabrg1",-0.818584750179431,10.1088719050667,87.6013297884285,8.00707921750681e-21,5.83211925524033e-18
"Pcsk1n",-0.459797247474528,11.2376603822303,84.0766062427601,4.75969597515258e-20,3.34300646597681e-17
"AC124490.1",-0.805088179579752,10.0863563545454,82.9953086682874,8.22483552249814e-20,5.57757294432581e-17
"Ptk2b",0.797804591791811,10.0751544591111,82.73008594454,9.40586615420511e-20,6.16585879295326e-17
"Fstl5",-0.69988890476606,10.2625439609237,81.8820227658684,1.44457301008656e-19,9.1641847794717e-17
"Unc5d",-0.685252650313551,10.2842228749206,80.7958791698989,2.50279329058519e-19,1.53812290164526e-16
"Alcam",-0.697088295864674,10.2597433906806,80.2692752837502,3.26709860984251e-19,1.94699276548978e-16
"Csmd3",-0.605469497615359,10.4376458832101,77.9414734762481,1.06139275637422e-18,6.13922057260451e-16
"Ppp3ca",0.541366236988793,10.6116372625917,77.7493874126117,1.16979548022546e-18,6.57291368974682e-16
"Neurod2",0.746424529427942,10.0208728600886,77.6171934542738,1.25076597791973e-18,6.83265658938041e-16
"Tmx4",-0.51928493824645,10.6970511790691,76.0026653941272,2.83282104752963e-18,1.50568266812751e-15
"Cntn5",-0.566977838926122,10.5174665089225,75.5469106639007,3.56827801497737e-18,1.84667777480382e-15
"Ly6h",-0.45130658905047,11.0746849149742,74.2708209013131,6.81027329904314e-18,3.43412396664057e-15
"Ttc3",-0.386296075417545,11.8143650529829,73.2865068997783,1.12131859134813e-17,5.5129628543631e-15
"Camk2a",0.537249300885681,10.565373319766,72.8634792140451,1.38935463438943e-17,6.66415810729329e-15
"Thsd7b",-0.727292333915037,10.1058561887339,68.7023065777148,1.14506915892567e-16,5.36165001891242e-14
"Gm42418",-0.327288358396201,13.555268327984,68.5356024172115,1.24607518094241e-16,5.69891035079384e-14
"Ndn",-0.680768591580507,10.1814281101156,68.4081730252055,1.32925494327087e-16,5.85077174001587e-14
"Slc17a6",-0.69010851051921,10.0139049926879,68.394091033206,1.33878128903038e-16,5.85077174001587e-14
"Adcy1",0.678542664919292,10.1649775171933,68.0842362560425,1.56658068155567e-16,6.69747297466823e-14
"Grid2",-0.645931198925755,10.2415963525763,67.0424970119866,2.6571696071956e-16,1.11182760627891e-13
"Gabra1",-0.535988121115107,10.4782459129213,65.9370800145148,4.6555021573605e-16,1.90739802972191e-13
"Zcchc18",-0.486969824652608,10.6765834499692,65.5693499768504,5.61045527574675e-16,2.25173905005787e-13
"Ppp1r1a",0.68473617630134,10.1316932799758,65.0191392512047,7.4174135584703e-16,2.91741710081754e-13
"Tecr",-0.481582543353388,10.6833313389759,64.8383953575467,8.12994638543983e-16,3.13497109051098e-13
"Jph1",0.704686686718286,10.0526499434133,64.515555314973,9.57732509550164e-16,3.62207067938722e-13
"Slc8a2",0.681051566958951,10.1106042838243,62.3543172970294,2.86901790798391e-15,1.0645680411021e-12
"Elmo1",-0.671074580157386,10.137114037752,61.9716979831785,3.484292869858e-15,1.26892784404866e-12
"Nrxn1",-0.435621258797952,10.890481442794,61.8155729769769,3.77179513773893e-15,1.34865678506862e-12
"Gabrd",0.662660899204888,10.0172944784944,61.5003077735545,4.4267395543276e-15,1.55158672183445e-12
"Il1rap",0.678656900901353,10.107112591894,61.4692481191889,4.49712413020257e-15,1.55158672183445e-12
"Kbtbd11",0.687224852885786,10.0674948995966,61.1563292409364,5.27180187241956e-15,1.78750440729316e-12
"Gapdh",-0.378428129798119,11.3304973254928,60.2707963705475,8.26648127990357e-15,2.75540035339972e-12
"Cdh9",0.499948087156941,10.5152333618716,60.0902633121063,9.06054479745054e-15,2.96974456644437e-12
"Zeb2",0.529102632918803,10.4130635448571,59.9640647489509,9.66051822721075e-15,3.11448772879224e-12
"Atp1b1",-0.350523751528506,11.7391108027549,59.676415698425,1.11808413224343e-14,3.54649073301601e-12
"Pitpnm2",0.660008178242123,10.1202138756592,59.5779980464547,1.17541951270662e-14,3.66917462490293e-12
"Nrsn2",-0.574004065014331,10.3094352178584,59.4441830451397,1.25812428892998e-14,3.86598004157766e-12
"Ahcyl2",0.562548085366713,10.3183632761352,58.9107846067923,1.64985454926642e-14,4.99169839474974e-12
"Hap1",-0.598921873500922,10.2507097906655,58.5485927908712,1.98331474270713e-14,5.90967692879977e-12
"Zbtb18",0.652100105629528,10.0248881640142,57.9663441483855,2.66640913221475e-14,7.82650776031871e-12
"Pde4b",-0.668972254880915,10.092596973325,57.6819953139268,3.08110202126288e-14,8.9107282867876e-12
"Foxp2",-0.649348839388081,10.0214182924175,57.4351921082323,3.49301104256004e-14,9.95558770478054e-12
"Adgrl2",-0.563804466982666,10.3083588146105,57.225384950289,3.88622649197338e-14,1.09180757415926e-11
"Peg3",-0.384700687575847,11.1618933575875,56.9846459079581,4.39227773584684e-14,1.21659906976287e-11
"Tmem130",-0.496628041847024,10.4943705501089,56.5301395896263,5.53435486262234e-14,1.51164753789348e-11
"Pbx3",-0.656402337320665,10.0329598513863,56.3307159776102,6.12510620648358e-14,1.65008683091378e-11
"Clstn2",0.604685460244834,10.1906555010022,56.1073173778905,6.86212493582346e-14,1.82365606740411e-11
"Inpp4b",-0.644466406849234,10.1221555816611,56.0773082964472,6.96766669923449e-14,1.82701511076194e-11
"Wasf1",0.550843995440046,10.2995302654547,55.2653899612255,1.05306561313561e-13,2.72494583525327e-11
"Epha5",-0.382523493750284,11.118329053105,54.9840214311994,1.21513691815744e-13,3.0758685407833e-11
"Dgkh",0.584816288092836,10.2188757659862,54.9762323025998,1.2199620979411e-13,3.0758685407833e-11
"Nkain3",-0.509062684071681,10.4274925573631,54.8932440799763,1.27257696653142e-13,3.16791121820342e-11
"Mest",-0.594941598020855,10.211855102373,54.8244064701914,1.31793897606639e-13,3.23982348791521e-11
"Gm27243",-0.515613488010466,9.98603793125927,53.8665852238355,2.14576118853342e-13,5.20969623872817e-11
"Chn1",0.451849381663528,10.6020051371892,53.8210279680834,2.19609681132788e-13,5.26688291360661e-11
"Pex5l",-0.56812237862203,10.2515413263698,53.5622014546593,2.50533578195257e-13,5.93613656480472e-11
"Bsg",-0.484209607483659,10.475564049995,53.2280899512111,2.96981508122685e-13,6.95290278421514e-11
"Nrp2",-0.624394068997235,10.125715568293,52.8001762788497,3.69268112957827e-13,8.54356083462192e-11
"Usp29",-0.523533066678069,10.3546952684665,52.5074488488312,4.28619540613707e-13,9.80143242524321e-11
"Galnt13",-0.633193047513355,10.1003226579416,52.4092359379849,4.50599778999064e-13,1.01522082611467e-10
"Slc17a7",0.625475940049079,10.1055351629187,52.3932457029953,4.54283701302203e-13,1.01522082611467e-10
"Slc4a4",0.629719011390913,10.0360715593025,52.227078166949,4.94396752076041e-13,1.09245017149746e-10
"Stmn3",-0.404132801588798,10.8401829929979,52.1772890108459,5.07092316533762e-13,1.108053055217e-10
"Srrm2",-0.392264393727389,10.9183639702079,51.4196296523141,7.45889875176817e-13,1.61194178958542e-10
"Kalrn",0.502789174531649,10.3730903301904,51.0402277078365,9.04922866886287e-13,1.93437098915062e-10
"Brinp3",-0.523837659167309,10.3292397290324,50.9960994633566,9.25496927227829e-13,1.94701784637377e-10
"Rsrp1",-0.358883904926857,11.2162018699391,50.9852215619253,9.30640077082956e-13,1.94701784637377e-10
"Ptgds",-0.602522535045897,10.1521917614959,50.6313703226901,1.11449337639018e-12,2.28942937683321e-10
"Wsb1",-0.489152128488933,10.4256127794763,50.6259249615746,1.11758985139829e-12,2.28942937683321e-10
"Gpc5",-0.506994125726195,9.98704077550058,50.322373658258,1.30453714016721e-12,2.64484818541529e-10
"Rnpc3",-0.419345870362168,10.7075988771987,49.7871951769962,1.7135865650234e-12,3.43871361099491e-10
"Dlk1",-0.532572854011351,9.99334413462538,49.5740938280454,1.91019480299334e-12,3.79453444400676e-10
"Gprasp2",-0.417584856662968,10.7039710511274,49.2458885483825,2.25806121144048e-12,4.44070317841884e-10
"Pcdh7",-0.506909726842854,10.3455235717195,48.892088034951,2.70439468052423e-12,5.2658045333851e-10
"Zdbf2",-0.614183026101554,10.0939473032284,48.8267309809942,2.79602993630738e-12,5.39085536543342e-10
"Scg5",-0.45630752629862,10.4993454605505,48.4051167378789,3.46662488731583e-12,6.61889757611196e-10
"Penk",-0.612593349611828,10.0916099729714,48.308953919322,3.64085941841112e-12,6.88472512716088e-10
"Syt2",-0.487018108350419,9.98540170167834,48.1639151250483,3.92036932644097e-12,7.34266506417031e-10
"Khdrbs2",-0.599932676210313,10.1170996890638,48.0932557505464,4.06422013963237e-12,7.54027861000097e-10
"Vwc2l",-0.569367624241071,10.0075345131494,47.8587555830879,4.58056915340767e-12,8.41882924961825e-10
"Adarb2",-0.500122509180339,10.3320479028045,47.3911425070273,5.81448270196949e-12,1.05877422978641e-09
"Kcnh7",-0.554487838766707,10.2080903516451,47.2784744553639,6.15848187911124e-12,1.11112573059268e-09
"Zfp804b",-0.603475738215892,10.0357409221121,47.2452806619351,6.26366119834604e-12,1.11982873751521e-09
"Pdzrn4",-0.591617437270275,10.1212898195719,47.0676787620509,6.85772959774437e-12,1.21499198440758e-09
"Gnas",-0.390663249418648,10.7957752136503,46.940462769493,7.31762194929532e-12,1.28489601120395e-09
"Pcdh15",-0.535403340908717,10.245759693596,46.8660379016796,7.6008533671079e-12,1.32281754263313e-09
"Tro",-0.393977087386878,10.7619030402607,46.0620873430148,1.14564131460572e-11,1.97633176254702e-09
"Tubb3",-0.504885488214207,10.2884744069151,45.2903770258986,1.69881792662479e-11,2.90512637782635e-09
"Tenm1",-0.451775548042703,10.4569570318698,45.1872823220815,1.7906414536282e-11,3.03575472647002e-09
"Uchl1",-0.424470456525869,10.5629460251956,45.107625039494,1.86497826669402e-11,3.13475748656449e-09
"Cd200",-0.532942585173659,10.2220985902691,44.7503350554525,2.2382864189737e-11,3.73035090809634e-09
