"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0004940","beta1-adrenergic receptor activity",1,1,0,"0.0012"
"2","GO:1990841","promoter-specific chromatin binding",48,2,0.06,"0.0015"
"3","GO:0099579","G protein-coupled neurotransmitter receptor activity involved in regulation of postsynaptic membrane potential",2,1,0,"0.0024"
"4","GO:0046790","virion binding",4,1,0,"0.0049"
"5","GO:0031694","alpha-2A adrenergic receptor binding",4,1,0,"0.0049"
