"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0000002","mitochondrial genome maintenance",25,0,0,"1"
"2","GO:0000003","reproduction",794,0,0,"1"
"3","GO:0000012","single strand break repair",11,0,0,"1"
"4","GO:0000018","regulation of DNA recombination",69,0,0,"1"
"5","GO:0000019","regulation of mitotic recombination",5,0,0,"1"
