"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0019904","protein domain specific binding",737,80,44.51,"1.9e-07"
"2","GO:0044325","transmembrane transporter binding",127,22,7.67,"6.8e-06"
"3","GO:0005516","calmodulin binding",168,26,10.15,"8.7e-06"
"4","GO:0016308","1-phosphatidylinositol-4-phosphate 5-kinase activity",8,5,0.48,"3.8e-05"
"5","GO:0050839","cell adhesion molecule binding",242,31,14.62,"6.0e-05"
