"","X","logFC","logCPM","F","PValue","FDR"
"1","Lrp1b",1.80176833482093,11.451394402382,73.4784080479241,2.37810356365231e-17,2.37052540658592e-13
"2","Csmd1",1.69410906150893,11.441388222573,72.8675814741197,3.196691461015e-17,2.37052540658592e-13
"4","C130073E24Rik",1.79910511924556,11.4385156035181,70.1418328817826,1.19876526668263e-16,4.72912897706297e-13
"15","Snhg11",1.63354097284294,12.6048663624343,38.7868371120745,6.04269930627974e-10,6.35691967020629e-07
"19","Cadm2",1.21991293598845,11.5529931242455,36.541548579241,1.85996733526459e-09,1.54475181844607e-06
"22","Opcml",1.29925429636253,11.5246097385364,35.859056789575,2.61938077037034e-09,1.87881038892927e-06
"26","Nrxn1",1.15722347560574,11.6701447275088,33.6607079889178,7.90793162796607e-09,4.79950619574248e-06
"28","mt-Atp8",0.848104065950744,12.0885012469232,32.9355123145302,1.13940737282973e-08,6.42137440830469e-06
"29","Lrfn5",1.18694011505573,11.5321561616816,32.745983302566,1.25360296110072e-08,6.82132921592046e-06
"54","Meg3",1.43260764113368,13.6872456207232,25.0946901711894,6.0690933883395e-07,0.000177352395681477
"101","Ncam1",0.871583523560289,11.7575716029786,21.0153824864569,4.91368213738577e-06,0.000767702021068787
"102","Tmsb4x",-0.503132899213839,12.4758043687824,20.977611021333,5.01021964815066e-06,0.000775110451449191
"263","Malat1",1.01552137993527,14.4039742876196,15.1835014218464,0.000101615929173861,0.00609695575043168
