"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Malat1",2.74267718678179e-16,-0.620164370999785,1,1,4.97905616488366e-12
"Meg3",2.81117953787426e-11,-0.437770428321314,1,1,5.10341533305694e-07
"Ttr",2.82238912656906e-11,0.190933015683562,1,1,5.12376522037348e-07
"mt-Atp8",8.55126861986189e-11,-0.169280182183141,1,1,1.55239730524973e-06
"Snhg11",2.30793252374536e-10,-0.277476020549156,1,1,4.18982070360732e-06
"Ncam1",5.41282427183609e-10,-0.172755414667126,1,1,9.82644118309123e-06
"mt-Co3",2.01523742953565e-09,-0.153636188215657,1,1,3.65846202957902e-05
"Map2",1.25658643199329e-08,-0.166902281972402,1,1,0.000228120700864062
"Nrxn1",4.42067461804247e-08,-0.154558425809579,1,1,0.00080252927015943
"Hbb-bt",5.77242450192919e-08,0.152778964638768,1,1,0.00104792594408023
"Map1b",4.90904660456966e-07,-0.149683602120809,1,1,0.00891188320593576
"Ptprz1",2.2064783866591e-06,-0.144230546463142,1,1,0.0400564086314093
"Stmn2",2.73945626132907e-06,-0.114977422869844,1,1,0.0497320889681679
