"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"Ttr",5.46022265899003e-36,0.173060646447556,1,1,9.91248821513051e-32
"Ptma",7.27369633282428e-18,0.10284974132642,1,1,1.32046683226092e-13
"H3f3b",2.13904830445305e-16,0.104179800444983,1,1,3.88322829190406e-12
"Ptgds",5.52051559223904e-12,0.0959134585218189,1,1,1.00219440061508e-07
"Tmsb4x",9.1030882359387e-12,0.0763396621435093,1,1,1.65257463835231e-07
"Nnat",4.28271691223459e-11,0.0924471179415596,1,1,7.77484428247068e-07
"Meg3",1.13412861375533e-10,-0.136170888680391,1,1,2.05889708541142e-06
"Mef2c",9.05713486467646e-10,-0.0865303275918297,1,1,1.64423226333337e-05
"Tmsb10",5.97725414893674e-09,0.0471944739600501,1,1,0.000108511071819797
"Rps8",7.82719616086326e-09,0.0693477415670627,1,1,0.000142094919104312
"Malat1",1.92454606267627e-08,-0.171651836119449,1,1,0.000349382092218251
"Hba-a1",1.988859123271e-08,0.0834789779576948,1,1,0.000361057485238618
"Actb",5.25884046109824e-08,0.0567891442559918,1,1,0.000954689897307774
"Snhg11",1.06833914529486e-07,-0.0823483995914049,1,1,0.00193946288436828
"Ubb",1.42607079501723e-07,0.0629565726319177,1,1,0.00258888892127428
"Hspa8",3.39994775161623e-07,-0.0628352390986571,1,1,0.00617226514828411
"Rpl13",6.95674261933206e-07,0.0593478916979582,1,1,0.0126292705511354
"Hsp90ab1",9.58578662934378e-07,0.0598649556500985,1,1,0.0174020370469107
"Igfbpl1",2.51437835238059e-06,0.0644199555369867,1,1,0.0456460246091173
