"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0100026","positive regulation of DNA repair by transcription from RNA ...",1,1,0,"0.0016"
"2","GO:0062003","negative regulation of all-trans-retinyl-ester hydrolase, 11...",1,1,0,"0.0016"
"3","GO:0014886","transition between slow and fast fiber",2,1,0,"0.0032"
"4","GO:0044381","glucose import in response to insulin stimulus",2,1,0,"0.0032"
"5","GO:1990481","mRNA pseudouridine synthesis",2,1,0,"0.0032"
