"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:1901537","positive regulation of DNA demethylation",4,3,0.18,"0.00035"
"2","GO:1900087","positive regulation of G1/S transition of mitotic cell cycle",16,5,0.72,"0.00051"
"3","GO:1902916","positive regulation of protein polyubiquitination",5,3,0.22,"0.00084"
