"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0043531","ADP binding",19,11,3.61,"0.00019"
"2","GO:0044325","ion channel binding",97,33,18.44,"0.00031"
"3","GO:0016887","ATPase activity",213,60,40.5,"0.00063"
