"","logFC","logCPM","F","PValue","FDR"
"Snhg11",2.33832964611736,12.1817954015664,107.486952892501,1.10374072311769e-24,1.74192360922434e-20
"Meg3",2.17794538570706,12.9468663045639,93.4974665536977,9.79091663279983e-22,7.72601231494235e-18
"Cadm2",1.42344071486107,11.6967598765252,86.8239958940381,2.77625257288368e-20,1.46049393684167e-16
"Ttr",-1.19545265212578,11.8565186510537,82.0151449969321,2.66560453079304e-19,1.05171426762439e-15
"Lrp1b",1.39157150729474,11.6038692980592,122.903827522342,4.44200408940921e-17,1.33856781395067e-13
"Nrxn1",1.33889351424462,11.7427621856879,71.3228157774509,5.08896647047522e-17,1.33856781395067e-13
"Mgat4c",1.33180097181164,11.5995660873445,115.467550575503,9.18650831885529e-15,2.07116391840249e-11
"Opcml",1.21916133033383,11.6719646446523,59.5436132067176,2.94025438739744e-14,5.8003868427383e-11
"Hbb-bt",-0.924096019507017,12.1232203269111,53.9424723821289,2.78659570343507e-13,4.7804521992267e-10
"Lingo2",1.19023157885388,11.6055251629899,90.7441459632553,3.02905347815657e-13,4.7804521992267e-10
"Dlgap1",1.16410683789458,11.6103603616528,88.9323990012499,8.58794587979107e-13,1.23213601704421e-09
"Ahi1",1.09509320974017,11.7204542013927,46.0473897178587,1.43881218248036e-11,1.89227782199209e-08
"Kirrel3",1.06013785075604,11.6113745087587,71.2435363505128,1.99838484770812e-11,2.42603920511765e-08
"Lrfn5",1.08994515333981,11.6324430622946,62.5769518601489,2.27249922287652e-11,2.56175590967409e-08
"Cdh8",1.07016402857788,11.6337912537313,57.3206315327631,9.48534652661265e-11,9.97984925886672e-08
"Vsnl1",1.04533689854536,11.5756921292741,115.944274945535,2.01825069446183e-10,1.99075202874979e-07
"Malat1",1.29036872794558,13.838155902843,40.6243786179014,2.19266509579745e-10,2.03556709069855e-07
"C230004F18Rik",1.04606252521196,11.5875764140177,88.8175646857306,2.67992083908107e-10,2.34969503790986e-07
"Serpine2",1.06618301124479,11.6039706822623,78.457502546104,3.99730020672331e-10,3.20422164737633e-07
"Mir124-2hg",1.03891519776774,11.6445316592961,54.2247462505191,4.06060277198875e-10,3.20422164737633e-07
"Cntn4",0.839206792503217,11.5437172419589,226.786643777103,4.77646068889025e-10,3.58962393295552e-07
"Dpp6",1.11892860407084,11.6036714383077,79.5759388225154,5.54683289320231e-10,3.97909621456904e-07
"Kcnq1ot1",0.988609097744103,11.6414047946596,47.8456951683849,7.70183994284514e-10,5.28480165121661e-07
"Brinp3",1.05785000013298,11.6001805708228,69.0916338608186,8.43886469698327e-10,5.54925677699125e-07
"Gm20754",0.98216670357322,11.572368720769,104.813851201989,8.99730904935787e-10,5.67982125667864e-07
"Trpm3",0.744235013634807,11.5400648177591,242.747648834416,1.20386023313629e-09,7.30743161513726e-07
"Pcyt2",0.910603303206397,11.5598516858366,127.301369124676,3.61541903431785e-09,2.11327937776312e-06
"Pfkp",1.02359414602859,11.594160845212,67.6207084992053,5.23443772737361e-09,2.95035343619323e-06
"Chsy3",0.680499273771633,11.5376261350412,252.834623805459,7.64955582312829e-09,4.16294103450382e-06
"Lsamp",0.926255846127994,11.7267664439561,33.3289557744173,8.75290835273156e-09,4.60461332076032e-06
"Ptgds",-0.942778264994284,11.6829929231391,45.4523941514158,1.24741267544881e-08,6.35053769159135e-06
"Edil3",0.943884048957835,11.614451811587,53.6128663870475,1.42302530039779e-08,7.01818290339933e-06
"Grin2a",0.543890382460934,11.5312257224699,394.7414988467,2.37578659526505e-08,1.13620194080221e-05
"Sgcz",0.718296458716853,11.5479245179842,146.424337044345,4.42570478566077e-08,2.05430802727348e-05
"Csf2ra",0.781955220239684,11.5510120341818,130.137727291447,5.51544804899903e-08,2.48699431740865e-05
"Srsf11",0.835574171752246,11.7359530395354,29.1306770976697,7.40792336381306e-08,3.24755129243605e-05
"Tfap2b",0.480622915892758,11.5278587283117,280.149823561205,8.03554732474229e-08,3.42748669943467e-05
"Lrrc7",0.870906112997415,11.6304165741079,40.9318511690001,8.76812303337447e-08,3.49499107672975e-05
"Igfbpl1",-0.827177860166898,11.861695581836,28.7687927701172,8.91031998833783e-08,3.49499107672975e-05
"Ncam1",0.82667771948658,11.8715418500852,28.7464280087239,9.01261656270928e-08,3.49499107672975e-05
"Atp1a3",0.906051207538398,11.6259347756332,45.8391746112895,9.0796245181802e-08,3.49499107672975e-05
"Nav2",0.818909425638785,11.5893842173294,59.6365866977613,1.40253662122115e-07,5.27019832288384e-05
"Cntn1",0.845902566682685,11.5724050361821,81.3506873681726,1.43738660145735e-07,5.27554310330232e-05
