"","logFC","logCPM","F","PValue","FDR"
"Ttr",-1.54355210614138,11.780524194052,142.518526415779,4.8611332234004e-32,7.7287157118843e-28
"C130073E24Rik",1.76647019588409,11.5733176681131,132.818790237109,7.7838014700067e-29,6.18773297858183e-25
"Ncam1",1.17199690236819,11.8305298869527,64.8855687908271,1.18594909302897e-15,5.06293700795581e-12
"Nrxn1",1.24072320943343,11.7194136949417,64.7413622454675,1.27377495640123e-15,5.06293700795581e-12
"Mir124a-1hg",1.20524519902101,11.6071707145996,71.2541949887663,1.81419707157158e-15,5.76878384818331e-12
"Luzp2",1.28435118763826,11.5530361538211,99.3199498828217,2.26237203371363e-15,5.99490882733551e-12
"Malat1",1.50442603406156,13.8770562545738,60.4864826483118,1.05136863021419e-14,2.38795855025362e-11
"Magi2",1.22068264223778,11.567417880419,83.6978738053239,3.01902824306783e-14,5.99994125456693e-11
"Ptprk",1.17877444328378,11.5723068592583,68.9119059093286,3.43716184042108e-14,6.07193734453942e-11
"Snhg11",1.5493572937774,11.9338915301331,56.2229757552209,8.76415246748956e-14,1.39341260080617e-10
"Apoe",1.3089059761318,11.5701722626155,84.9350806207782,1.74749280633839e-13,2.52576255708856e-10
"March1",1.21355772531005,11.5438225710685,93.2916560224154,2.6661607399339e-13,3.53244080035076e-10
"Adarb2",1.21464776075359,11.600979378305,52.4137229810212,5.85777332457257e-13,7.16405677595225e-10
"Lrp1b",1.08962198907596,11.5373594834672,80.4058587658601,1.27810133559634e-12,1.45146665247473e-09
"Dcc",1.13582982472911,11.5046607753996,130.295221102723,2.53926789020934e-12,2.69145467909589e-09
"Meg3",1.42430575113647,12.733652113785,48.7433127015428,3.67091911542652e-12,3.64774643851039e-09
"Scmh1",1.09642329716826,11.5189937303401,110.266902673288,5.74303541867052e-12,5.37108941890839e-09
"Dclk1",1.01067665568446,11.6600359251836,47.5587523501532,6.64460108391359e-12,5.86902847961901e-09
"Ptprt",1.10419394675034,11.5457151061265,79.585914291557,8.89734986062793e-12,7.44520870705913e-09
"Tfap2b",0.73188898798643,11.464874633685,560.943143213778,1.49788287674621e-11,1.1907419928694e-08
"Ptprz1",1.08658537389778,11.7882593038293,45.7994032417501,1.6056148219301e-11,1.21560333589841e-08
"Kirrel3",1.0784998444061,11.5671826482571,58.0505518389707,2.13475068251288e-11,1.54274550460329e-08
"mt-Atp8",0.730350439116861,12.209707326939,44.3106903670214,3.39072661336556e-11,2.343876627213e-08
"Csmd1",1.09758421711697,11.5460253777351,68.4747430516313,4.94582354503018e-11,3.27640202260145e-08
"Aff2",1.05639695897935,11.5170205448057,102.254484051902,7.04634689237378e-11,4.48119476967403e-08
"Cntn5",0.95471583104963,11.5251125299673,78.7064868434535,1.08793420361258e-10,6.65271765509095e-08
"Ptprn2",1.00865987848224,11.517875313521,94.3799174259596,1.34935275060197e-10,7.9456886599336e-08
"Adgrl3",1.01892789541935,11.5690980265122,57.3490178726858,1.59930176390438e-10,9.08117812296988e-08
"Ank2",0.996627995327381,11.7035587185872,40.9747189731595,1.81662819198368e-10,9.95950745667193e-08
"Cadm2",1.00233758023322,11.6702450794542,40.6490061217714,2.14069734491598e-10,1.13449823622731e-07
"Ahi1",0.937536458287034,11.6595810073319,40.1365732669517,2.7717566819868e-10,1.42155353183575e-07
"Dlgap1",0.961348585977187,11.6031184741526,43.5447658119769,3.25151381434922e-10,1.61549431669807e-07
"Srek1",0.968133735211606,11.6105737664583,45.2000234097612,4.5392529686373e-10,2.18695705904135e-07
"Nav2",0.985802517773334,11.5507329559848,59.9248588752716,6.12033330229134e-10,2.86197585803323e-07
"Grid2",0.955930259040539,11.4808333042642,181.721798084806,7.01423048640957e-10,3.18626430009788e-07
"Opcml",0.993023913720181,11.6217092318947,38.1661637612789,7.49358284366456e-10,3.30945760087286e-07
"Rbfox1",0.946433909423809,11.5513099726226,58.1117177346937,1.68413122747189e-09,7.23675740150693e-07
"Sparcl1",1.08277773834797,11.5368500240572,70.8640418336483,2.33685730005901e-09,9.74163158920845e-07
"Fam13b",0.990937522146979,11.5280273810148,77.2977639263769,2.41504358605516e-09,9.74163158920845e-07
"Map2",0.884655094069816,11.9345178680355,35.8234861446481,2.45087907144058e-09,9.74163158920845e-07
"Nfat5",0.976079934401481,11.5105695352324,90.9768550287298,2.65787478963046e-09,1.03067198244719e-06
"Dner",0.951119933792381,11.5891769868667,50.1001357409533,3.49427704818479e-09,1.3227502568831e-06
"Gria4",0.931988410401307,11.5424087886933,58.3559049037434,6.63771400875924e-09,2.44881963531661e-06
"Aplp2",0.966118453136607,11.5585636455976,57.3418763060807,6.7770340243997e-09,2.44881963531661e-06
"Rps11",-0.654274931146171,12.1884404507256,33.6096182130042,7.53064644951334e-09,2.6606610644625e-06
"Gm26917",1.0786584030507,11.9337120374897,33.4968577286064,7.97434974822995e-09,2.7561779705893e-06
"mt-Co3",0.557901984893669,12.4335735474392,33.3834196983358,8.44716456656088e-09,2.85747807327131e-06
"Nova1",0.838478446716192,11.4814258200481,149.174571404045,9.34170665973605e-09,3.05439189230972e-06
"Hbb-bt",-0.726290181040031,12.0648822756169,33.1455526733882,9.53184006042507e-09,3.05439189230972e-06
