"","logFC","logCPM","F","PValue","FDR"
"Ttr",-1.27816098560478,11.9711954413488,419.89493425179,1.00909107347474e-91,1.74088391995863e-87
"Hbb-bt",-1.4490461397396,12.5723817358562,238.137752858846,3.31423367512529e-53,2.85885796816308e-49
"Luzp2",0.979093827133238,11.6963677171977,323.462053745382,3.99293002312747e-36,2.29620095863317e-32
"Igfbpl1",-0.887300700700391,11.9366881101137,139.038606477913,6.52559029923414e-32,2.81448709605969e-28
"Sox11",-0.852534450573715,11.8853697738463,137.006205725848,4.23628639661465e-30,1.46168825828792e-26
"Ptma",-0.501654285125047,12.6891770625386,121.662128421091,3.75715737817053e-28,1.0803079848033e-24
"Sparcl1",0.894461354385243,11.7032580840369,246.374746275949,1.22284015783159e-26,3.01377691470152e-23
"Hba-a1",-1.16688740054021,11.772757131812,132.237859532629,2.52944030594468e-26,5.4547380197697e-23
"Tmsb4x",-0.396741223994453,12.9413039815509,108.746508619858,2.37706243113945e-25,4.55656456244643e-22
"Tfap2b",0.518297665160265,11.6368915098011,2081.76753814135,1.47114691801978e-24,2.53802266296772e-21
"Hbb-bs",-0.67099915367693,13.663436698527,104.559675354989,1.9290609389732e-24,3.02546902901506e-21
"Epha5",-0.905185859624128,11.9468824376082,97.6420569591361,6.15422662523405e-23,8.84772647821148e-20
"Snhg11",0.987605256431035,11.7710216431998,95.1954855931471,2.09646328008633e-22,2.78216803908072e-19
"H3f3b",-0.480672727944617,12.4186179527242,85.794783583809,2.3399535763817e-20,2.88349136426694e-17
"Serpine2",0.792123087500966,11.685897621849,216.33191020328,1.4867194546173e-19,1.70992560207051e-16
"Ptgds",-0.71491186140819,11.7893960362477,107.562810294664,1.18540026373841e-17,1.27815783437594e-14
"Meg3",0.835340456618329,12.1178131184411,71.6015211568893,2.94350942010952e-17,2.98714261857232e-14
"Pcp4",0.728386169576884,11.7454205284833,114.84564590097,8.56966050468152e-17,8.21354350148698e-14
"Ywhag",0.578044081831804,11.870319071494,70.9776125402441,3.15204834233771e-16,2.86205989484264e-13
"Aldoa",0.637416205140105,11.7854636780573,89.4411781394498,8.19456254794214e-16,7.06862965385489e-13
"Cd24a",-0.529294681482482,12.0590947502199,64.4740520260528,1.07079967060313e-15,8.79687424630726e-13
"Rps8",-0.366315140738528,12.6506427112877,64.2250626190117,1.21420908258958e-15,9.52160686037975e-13
"Nfix",-0.656804918167543,11.7306947191503,116.054286582993,1.8154287515891e-15,1.36172942706153e-12
"Slc1a3",0.624364444927188,11.7029540510348,116.459950585305,6.82118353009505e-15,4.90329409421666e-12
"Neurod6",-0.585694274809461,11.7773515703199,86.4992871082578,9.33512592026791e-15,6.44198369505848e-12
"Tcf4",-0.609385721278302,11.8956822437365,57.0001726404057,4.67867348156988e-14,3.10447980400167e-11
"Fxyd7",0.663895335935925,11.6862127275727,153.998231867989,6.10563446138297e-14,3.90127428621403e-11
"Rbm3",-0.568172998262436,11.8323506158945,66.1177563269237,1.36625547010234e-13,8.41808548935910e-11
"Actb",-0.23703529365169,13.1927852884549,53.154761488791,3.27982266885665e-13,1.95115519596948e-10
"Sox4",-0.550898382106779,11.8466894802532,60.9981844851101,4.17270217856127e-13,2.39958193281797e-10
"Atp1b1",0.564960134772798,11.7808400831161,70.8653860036984,4.86761196086826e-13,2.70890456609353e-10
"Sox14",0.245033028068512,11.6345221609761,1256.71442448778,1.24839998703049e-12,6.73043643007812e-10
"Rps9",-0.379822221695966,12.3293019675065,48.9255800896194,2.80238156430497e-12,1.46505111355725e-09
"Ptn",0.473950618324621,11.9914188184785,48.8213443501038,2.95469250180854e-12,1.49924573650591e-09
"Lsamp",0.5470198617844,11.7504879959687,65.3014716318375,3.21085527719027e-12,1.58267643548818e-09
"Id2",-0.562285200841169,11.7722641791181,70.4420052159235,4.48850811407633e-12,2.15099283289014e-09
"Nfib",-0.552708898704232,11.7774779009671,62.1121921786186,5.417481507629e-12,2.52601056674637e-09
"Cadm2",0.530506392090504,11.7594484780013,57.5291563157231,7.4929540912538e-12,3.40180115742923e-09
"Hmgb1",-0.428289443178387,12.1573179836908,46.1465261928846,1.15008482318766e-11,5.08750342811116e-09
"Atp1a3",0.549738940951257,11.6917585277974,108.922773860524,1.19004984785735e-11,5.13268499380877e-09
"Hba-a2",-0.818236647460652,11.7163793467555,75.9022853494438,2.64923136328283e-11,1.11474486535013e-08
"Rps27a",-0.3813588377887,12.2684454450541,43.9411800646468,3.53149321419303e-11,1.45060287931567e-08
"Rps26",-0.30077581904585,12.6689783410393,43.5854925493854,4.2324803562249e-11,1.69811049082772e-08
"Stmn3",0.380559287380866,12.1801203415885,43.1675475988811,5.23619246535453e-11,2.05306346391583e-08
"Rps20",-0.340669372867666,12.416512019576,43.0416336048627,5.58294554184518e-11,2.14037725528696e-08
"Tubb2a",0.358521056255618,12.2523830981712,42.4309346352007,7.62004064534652e-11,2.85784654811996e-08
"Car8",0.537611148017904,11.6418486922964,432.779221288415,1.40953698737541e-10,5.17390044812778e-08
"Sncb",0.532135819326176,11.7087357841599,86.2443947121381,1.84901805528181e-10,6.64567906035871e-08
"Tubb5",-0.257740545067464,12.8045979596255,40.5907910612557,1.94677199182571e-10,6.85422661285247e-08
"Rps15a",-0.325484608895557,12.42852064875,40.5278068834343,2.01032471625936e-10,6.93642440098131e-08
"H3f3a",-0.3238745839046,12.427370608105,39.949274593613,2.70046366804784e-10,9.13498023552183e-08
"Rpl34",-0.354880874718835,12.3034327698904,39.8082001874125,2.90201840672595e-10,9.62800414477616e-08
"Rps3a1",-0.337504147184356,12.3571422721736,39.6800065023062,3.09820479626837e-10,1.00849488953249e-07
"Rpl37a",-0.350105047437044,12.3268648724457,39.3915645024558,3.589571463963e-10,1.14680160919055e-07
"Atp8a1",0.484039508381221,11.6786372642264,106.67053047417,6.60310445042415e-10,2.06725385909754e-07
"Hmgcs1",0.420886940162719,11.9435107420226,38.1557224277593,6.74689059007854e-10,2.06725385909754e-07
"Rps7",-0.297890484001797,12.5516897871652,38.1032242203482,6.93028075865172e-10,2.06725385909754e-07
"Set",-0.488373570165178,11.8075509477784,48.5405655480386,6.94996080614753e-10,2.06725385909754e-07
"Sybu",0.504356976879108,11.6989639335359,84.0877324954078,7.16095386807939e-10,2.0939114598662e-07
"Phyhipl",0.496047418865957,11.7004258838168,81.760643497436,1.06912318639884e-09,3.07408553529212e-07
"Rpl13",-0.268812459625901,12.6653359173918,37.1078312271597,1.15257393229626e-09,3.25970581638935e-07
"Zbtb18",-0.449148385882354,11.7706335254124,55.3817687906725,1.27317776019908e-09,3.54271979337975e-07
"Bhlhe22",-0.404063221558469,11.6929016219208,94.3131542871998,1.71554862984819e-09,4.69788015272078e-07
"Apoe",0.548631214718473,11.7307045658388,61.4308691795943,2.10297866577017e-09,5.66884186591671e-07
"Tuba1b",0.430198685086532,11.8586846245909,39.8785262736158,2.30497708392747e-09,6.11776379260257e-07
"Rpl38",-0.38390448952241,12.138690439138,35.5112920739722,2.60821458004744e-09,6.72098795834452e-07
"Selenom",0.508464438674335,11.6794542457674,104.970683136066,2.61016805708951e-09,6.72098795834452e-07
"Rpl30",-0.348388843584146,12.2361120343488,35.0965849910669,3.22509669901995e-09,8.18226003698414e-07
"Dlx6os1",-0.475559757356183,11.693403125324,71.1578502420255,4.27303075004954e-09,1.06838154347615e-06
"Gng2",-0.402866754303885,11.9584978266696,34.3542690829951,4.71687476358949e-09,1.16250747744923e-06
"Arpc3",-0.471238202344401,11.7936191895971,46.6551649870761,4.81653648535237e-09,1.17035052739858e-06
"Neurod2",-0.408254503174218,11.716021337797,70.3395773093787,5.22624105622603e-09,1.25226542641683e-06
"Ubb",-0.252378302849171,12.6650836789886,34.0318210680204,5.5642568860481e-09,1.31499396983701e-06
"Rpl37",-0.321366459737181,12.3526276252508,33.7977197594384,6.27354223781868e-09,1.45457488970684e-06
"Hsp90ab1",-0.270850262687808,12.571328843363,33.7822433055343,6.32350549084239e-09,1.45457488970684e-06
"Ckb",0.386392459469145,11.964827934825,33.7452562349971,6.44453285715505e-09,1.4629089585742e-06
"Unc5c",0.356304696822484,11.647311816042,208.481962242225,6.92815301592099e-09,1.55226617961908e-06
"Map1lc3a",0.441120932075479,11.8239895100151,41.3134312052721,7.26890192971112e-09,1.60773200117149e-06
"Mdk",-0.467812957975271,11.6840043329808,93.6295222671169,8.94104491698155e-09,1.92108571031657e-06
"mt-Nd4l",0.360411213944453,12.0877858466654,33.1055676270592,8.94605490337499e-09,1.92108571031657e-06
"Dnm1",0.443993422821675,11.6675288773306,119.285568258404,9.01970452907735e-09,1.92108571031657e-06
"Gm26917",-0.526699242654708,11.8728482847385,32.9964217167578,9.46113320314616e-09,1.97583744505073e-06
"Nrxn1",0.434740492155986,11.7786940212831,39.0352521658427,9.50582587173724e-09,1.97583744505073e-06
"Gap43",0.34616778331134,12.1378053056879,32.2072157966998,1.41842062143143e-08,2.9131657810637e-06
"mt-Atp8",0.309760835794627,12.3134682627598,32.0798730152004,1.51423483744721e-08,3.07336228419285e-06
"Rplp0",-0.25968298731985,12.5973328739335,32.0365895103099,1.54825709730506e-08,3.10587574915196e-06
"Nrp1",-0.438942167316185,11.6852862687192,76.3476494773186,1.57530020574507e-08,3.12380220109357e-06
"Rab6a",0.434640081877074,11.8082113603275,40.3443776545542,1.95830997288228e-08,3.83917768774604e-06
"Rpl35",-0.293500051061488,12.4156266186731,31.3941914630745,2.15332189154954e-08,4.17405722168681e-06
