"","logFC","logCPM","F","PValue","FDR"
"Igfbp5",1.59358601532517,10.7323008107385,70.2866613953643,3.12160206341946e-09,4.78541596322203e-05
"Ptgds",1.90371684906966,10.7777832622168,54.4839010818,3.86754027845873e-08,0.000199811144634447
"Mid1",-1.98801656486043,10.7977991819363,58.0272552030547,3.91019852513594e-08,0.000199811144634447
"Gas7",1.68888901038977,10.7961573612557,42.0647555495988,1.02487702806205e-06,0.00392784121004782
"Nrgn",1.47815846825855,10.9085277275578,23.0301282554592,1.99954419754461e-06,0.00518163195511908
"Slc47a1",1.24222948400253,10.7094091158248,75.8145629577284,2.02803599026187e-06,0.00518163195511908
"Foxp2",1.49863181930438,10.7319406490865,67.0296468580265,4.94418191773738e-06,0.0108277583998449
"Hectd2",1.58113013618207,10.7603004385206,48.3551041679467,6.15071816375865e-06,0.0117863136813025
"Add2",1.45702963482113,10.8387018509556,26.6040925374109,8.39109520360979e-06,0.0127359298451869
"Fam208b",1.41238179063996,10.9030496981694,22.3226525872334,8.79799121602035e-06,0.0127359298451869
"Pip4k2c",1.3361908609423,10.7270943196422,69.0665146188933,9.13863198284771e-06,0.0127359298451869
"Rab26",1.70795271743775,10.7907758061509,36.3738827032812,1.55918349765052e-05,0.0199185691824854
"Pak7",1.44845725395812,10.8634088599588,21.3397323914164,1.885591058244e-05,0.0222354699406773
"Sema3e",1.52752733413012,10.7710703248859,35.1733886944034,2.05857327022463e-05,0.0225413773089597
"Col12a1",1.50765541863989,10.8777066150931,17.8272121532973,2.78065097431577e-05,0.0284182529575072
"Rps14",1.4511504596985,10.7857574491471,33.0407592582661,3.02991845227836e-05,0.029030406170892
"Rims1",1.29424508069586,10.8424229762819,19.4759315217588,3.22848271407888e-05,0.029113317651076
"AC149090.1",-1.36208757306653,11.6780931776492,17.3396486042069,3.56794747720412e-05,0.0303870193475217
"2900097C17Rik",1.31426377183203,10.8584441616563,20.3611312741784,3.86392402322881e-05,0.0311605664048404
"Ctsd",-1.50646999606281,11.4567721980783,17.0848298762343,4.06530546703724e-05,0.0311605664048404
"Khdrbs2",1.27816269839433,10.782765643546,27.9186034819879,4.78319584839857e-05,0.0349173296933095
"Sorbs2",1.28339590164183,10.9302525013973,16.5521520194538,5.34278588211835e-05,0.0372295034422156
"Laptm5",-1.47376207454777,11.2056893861329,15.8561061541313,7.64299147886221e-05,0.0487071671391605
"Fam19a1",1.27851035474269,10.7401551691445,35.3421309767677,7.85735919688419e-05,0.0487071671391605
"Id3",0.821800909878086,10.7042920420529,80.6724378802854,7.94311271023491e-05,0.0487071671391605
