"","logFC","logCPM","F","PValue","FDR"
"Mid1",-3.73120142296102,9.24801636280782,620.578479580768,2.60738667412581e-121,4.51260411690953e-117
"Arc",-3.37540887564442,9.62072428278065,452.493784301419,1.01667906431648e-91,8.79783228306268e-88
"Fos",-3.34636829171143,9.19230666594007,392.296102804988,1.13840180472022e-80,6.56744001143096e-77
"AC149090.1",-1.73812081811324,10.8301938529646,328.095183225275,1.32933654032978e-68,5.75170687587189e-65
"Dusp1",-2.79645663907303,9.17681775070901,299.333773533551,4.25446425580986e-63,1.47264025750602e-59
"Junb",-2.57058784321209,9.53534227949462,219.611549347958,1.68732097688027e-47,4.86707735781113e-44
"Btg2",-2.33607690407671,9.10865859646942,256.193875966464,7.71012278533323e-44,1.90627278636803e-40
"Gm47283",-2.06084218661601,9.19674736345753,189.869282595959,4.43117988561567e-39,9.58630378504379e-36
"Egr1",-1.8291369965302,9.80190427872602,172.636290047094,4.62512647214219e-38,8.89411820592944e-35
"Bhlhe40",-1.69912070449173,9.19890356671492,128.497079984545,5.17299026275817e-29,8.95289424775557e-26
"Cyr61",-1.72587505718344,8.99371567900885,336.094292208371,2.46882905945174e-28,3.88436586653921e-25
"Ier2",-1.90988197060442,9.07553318915062,177.289264122123,1.9446960176764e-27,2.80473783149378e-24
"Npas4",-1.85268439734124,9.33421790120352,117.549603808805,9.70288156463216e-27,1.29175208645453e-23
"Egr4",-1.72688965780337,9.14596029931763,115.503486302368,2.58880453540579e-26,3.20031714959058e-23
"Nr4a2",-1.63479207251447,9.03139551458793,174.413077415909,1.07063304778741e-22,1.23529641053712e-19
"Nr4a1",-1.40062808777325,9.33349525121399,92.0828400817704,2.10307125133217e-21,2.27486588417537e-18
"Dgkg",-1.4037062636393,9.18264992538795,87.3338694339994,1.73877492022014e-19,1.77017514966176e-16
"Dusp6",-1.36636459393616,9.18195382908106,82.6473919344298,3.97494200509927e-19,3.82190673790295e-16
"Cpne9",1.45073108976499,9.20518203331228,79.6365579427899,9.0535084841102e-19,8.24679322813133e-16
"Trib1",-1.46442646268518,9.09258725631961,100.30905997424,4.74692728982059e-17,4.10775353024625e-14
"mt-Co1",1.54932921989837,9.21941174064253,69.9280525457142,5.35877510117832e-16,4.41639622267111e-13
"Hecw2",1.04886305431248,9.37168900413124,56.1028412876668,9.78754088527457e-14,7.69968045915668e-11
"Parm1",-1.24507675908955,9.12420818900463,63.9421486721626,1.12921056907609e-13,8.49706405173908e-11
"Ptprk",1.06459225893718,9.5596408337627,52.1398531100656,7.0178255153814e-13,5.06072942477941e-10
"Adam33",1.25950610996377,9.04392601069463,79.6032403136184,8.09145891785359e-13,5.60155517965168e-10
"Ctxn1",0.852898058887969,9.62454786042121,49.3322314227801,2.84366273473888e-12,1.8928950365433e-09
"Sgsm1",0.949144355664996,9.34899500874227,45.9009653307224,1.57910134330011e-11,1.01220396105537e-08
"Fosb",-1.01170105303035,8.98072112410697,169.517493893333,2.33363228729951e-11,1.44243478558188e-08
"Cacna1g",0.962130787960101,9.28038076869414,44.531357523607,3.13473073811594e-11,1.87078568567491e-08
"Malat1",0.400854184385449,16.034460935127,43.5826747078821,5.04291174105555e-11,2.90925578341495e-08
"Fosl2",-1.09342907352473,9.00633522924112,108.553336330729,5.99648175266754e-11,3.34777773204571e-08
"Rreb1",-1.24909628669861,9.53010916559144,42.9505211637652,6.92417645759953e-11,3.74489756098985e-08
"Rph3a",0.925231075288136,9.46892974723708,42.7712471067688,7.57581897661464e-11,3.97317269782635e-08
"Egr3",-1.018973348534,9.18852071506246,42.630880668377,8.28669664239749e-11,4.21817231735216e-08
"Ptn",0.956192567837375,9.44953174362318,41.8687484110953,1.19171120604243e-10,5.89284166942182e-08
"Reln",-1.17075323439636,9.06963826640673,55.9475729984385,1.27172318716655e-10,6.11380922230321e-08
"Mapk8ip1",0.891228758308595,9.26994748239529,40.8607821979099,1.97743593893499e-10,9.24959021490484e-08
"Etv1",-0.937948548157997,9.71337611635191,40.771781317027,2.06791197851984e-10,9.41825068743234e-08
"Tiparp",-1.03843963469831,9.0301452444185,81.306237655954,2.21567920354078e-10,9.83250255786673e-08
"Cacnb3",0.951358284334852,9.17511797039377,43.6403815873795,3.11495465486188e-10,1.34776300529237e-07
"Rhobtb2",-0.79252796994329,9.50141117276224,38.2251737909441,7.45083805377372e-10,3.08148837193505e-07
"Ntng1",-0.990760975611623,9.61605790209789,38.2179418776247,7.47804423766523e-10,3.08148837193505e-07
"Tshz2",-1.06566464287321,9.35741622343099,37.6251295693583,1.00828272776729e-09,4.0582207370857e-07
"Slc30a3",0.92885993100569,9.27517727843763,37.1288710787974,1.29508762937283e-09,5.09410945489899e-07
"Mapk11",0.855601169934899,9.32585343269763,36.8413519324796,1.4973155661213e-09,5.75867566730253e-07
"Vwc2l",-0.972311698636571,9.08526865568506,44.3309662005473,1.76777637436734e-09,6.65106645895119e-07
"Lypd1",-0.970941865271114,9.17215978099684,36.1905442597546,2.07979561126804e-09,7.65851545621616e-07
"Col5a1",-1.03759659476558,9.03914471669708,59.7307246590685,2.26789246118767e-09,8.17716975536979e-07
