"","X","logFC","logCPM","F","PValue","FDR"
"1","Arc",3.17447100921336,9.89102166241108,560.06714343864,2.38396590721621e-113,4.05464921499333e-109
"2","Junb",1.7231638283219,9.86365105343441,155.708693667757,5.66489934798228e-34,4.81743040552413e-30
"3","AC149090.1",1.22852235697024,10.8896499123859,135.056234890553,1.51082483087116e-30,8.56536957448558e-27
"4","Sox8",1.64159270367105,9.84470047364718,157.772884179569,1.55071298580152e-29,6.59363161562807e-26
"5","Col12a1",1.66859804268119,9.9381134780837,122.903411800932,5.30895980390622e-28,1.80589576689674e-24
"7","Cx3cl1",1.19421467424547,10.3431886695755,105.701763686257,2.23618785358151e-24,5.43329757338776e-21
"10","Hmgcr",1.27270335895391,9.99499417724906,99.190566608692,5.34803725214291e-23,9.09594175844466e-20
"11","Cck",1.29607579649778,10.2941097106402,92.5815640025045,1.35378598905905e-21,2.09319928199239e-18
"14","Pdzrn4",1.255733996022,9.92699954590993,78.2292897290583,1.56172897464539e-18,1.89727760005491e-15
"20","Hsp90ab1",0.780726645108125,10.7679985670452,64.7074022752066,1.25403259305388e-15,1.06642931713302e-12
"22","Mical2",-0.9621462480903,10.2643493612059,62.3005933193452,4.14520796330784e-15,3.20462259272454e-12
"34","Hnrnpll",0.926098100768397,10.0134996466472,52.3484271105112,5.92314725191004e-13,2.96296730766135e-10
"36","AY036118",1.06109968401894,10.5152217555079,51.3088586387917,9.96438833933518e-13,4.70761991320591e-10
"37","Ywhag",0.771661841793583,10.369045531582,50.6655963700762,1.37502946006861e-12,6.32067596130999e-10
"38","Atp1a3",0.734731699273826,10.7227720617226,50.3925625551903,1.57650466764847e-12,7.05610299667504e-10
"39","Fam131a",0.846320900893852,10.133194815217,49.315913907301,2.7037781884368e-12,1.17912460074188e-09
"40","Atp6v0c",0.794353067286388,10.3438960200536,48.6398996421473,3.79456258028876e-12,1.61344800913878e-09
"42","Ckb",0.731660823183431,10.4648671376147,48.1428371404948,4.86894168958053e-12,1.97168952991394e-09
"50","Sorbs2",0.760628093060879,10.8730415525124,45.0241605824243,2.33173232256588e-11,7.93162066844009e-09
"52","Adam23",0.798878129193899,10.133328499445,44.6718744728777,2.78369558797478e-11,9.10482587697599e-09
"56","Dst",0.647224578458663,10.598540678272,43.5205821176165,4.96852090868199e-11,1.50901077883684e-08
"57","Map1a",0.80506625655158,10.16680119215,43.2944767397702,5.56760118658804e-11,1.66129405230683e-08
"58","Cry2",0.790250831760688,10.1054733245585,43.1633605074767,5.94761232475825e-11,1.74408604171532e-08
"59","Dusp3",0.808523074299229,10.0435305328384,42.5249491395397,8.2036059143487e-11,2.36486321002106e-08
"70","Akap6",0.669726251246464,10.4778892244676,39.0149243176295,4.82221861880933e-10,1.17166134669584e-07
"76","Thy1",0.741399849655992,10.1137854741195,36.9499328508387,1.37074164713178e-09,3.06757551768648e-07
"78","A830036E02Rik",0.945772336299257,10.1074997702048,36.8570087280892,1.43679145361662e-09,3.13294218501428e-07
"82","Ndfip2",0.694991557201779,10.2404426076081,36.6544006174699,1.59207225481204e-09,3.3021908426638e-07
"87","Cdh10",0.809245997582537,10.0174326611881,35.0165542818706,3.65247966115477e-09,7.14038782493337e-07
"95","Ankrd33b",0.703873314027987,10.1895908449848,33.3381748123339,8.56619408991573e-09,1.53361925348723e-06
"104","Kif5c",0.652539989594088,10.2936934935451,31.709086914848,1.96239946797274e-08,3.20927789916157e-06
"107","Spock1",0.642756402341878,10.2485151324843,31.2307920180877,2.50388565438976e-08,3.98000815045431e-06
"132","Camkk2",0.65242730458913,10.2314815068067,28.1182228310828,1.22712066494391e-07,1.58112638404288e-05
"137","Gabrg3",0.647074500422827,10.1414745872072,27.715449129138,1.50808134158132e-07,1.87222244216168e-05
"138","Dync1h1",0.602669430917916,10.2935228135765,27.6283242524187,1.57688379943174e-07,1.93911730560858e-05
"140","Sptan1",0.550911261426204,10.5018940764506,27.4698997600027,1.71015956742078e-07,2.07759956590662e-05
"147","Rbfox1",0.62931460868741,10.3005219643558,26.5401082541515,2.75429269266274e-07,3.18673538209578e-05
"154","Syt11",0.49740894240334,10.5080115646132,25.9260224867448,3.77458746284767e-07,4.16871321870865e-05
"177","Lsamp",0.590417024418079,10.3973845890073,23.4743064461809,1.33251055892109e-06,0.000128041466588304
"189","Igsf9b",0.557669737837267,10.4913918399351,22.5241687622716,2.17579239696166e-06,0.000195468285747499
"197","Raph1",0.564875631069127,10.2530601310399,22.2042053933329,2.56694866116723e-06,0.000220562427228598
"202","Pclo",0.514309107437474,10.4052182742154,21.9819594574632,2.87949557601591e-06,0.000241879608386428
"235","Etl4",0.534695461005603,10.5592618599052,20.72070318779,5.53272984092111e-06,0.00040042837929526
"263","Macf1",0.457122031831464,10.516256450904,19.4451674712241,1.07298686903455e-05,0.000693892040628882
"386","2900055J20Rik",0.497340949374371,10.3884960126255,15.8087020482873,7.17922810076945e-05,0.00316332413310587
"624","Phf20l1",0.355657731502911,10.6153539706517,12.2842087860244,0.000463732345105707,0.0126396790473684
