"","X","logFC","logCPM","F","PValue","FDR"
"1","Arc",3.23874115660082,9.35158116019348,525.995085622209,2.08562554756471e-95,3.51824173618691e-91
"2","Cck",1.71825178483671,10.0871514326134,262.73567903042,2.43106136623313e-56,2.05047870934934e-52
"3","Cx3cl1",1.47239212851351,10.0865466909005,215.782309690349,5.67292705419246e-47,3.18988688257242e-43
"4","Bhlhe40",2.01051731405561,9.39771603515407,195.658701864147,1.65840736793531e-40,6.9939184724252e-37
"6","AC149090.1",0.990748401609581,10.654814710534,130.300617118085,1.77842180703591e-29,5.00003291048147e-26
"7","Rhobtb2",1.44107311001826,9.5972276669941,128.585069831833,4.04975820634862e-29,9.75933874041356e-26
"9","Atp1a1",1.07603330018769,10.2953288643785,121.606557664043,1.15867005650455e-27,2.1717339092417e-24
"10","Enc1",1.21851657247094,10.060781825205,118.376231898953,5.49134123682343e-27,9.26334353239744e-24
"11","Myh10",1.25774218325214,9.71203172262149,113.861610121723,4.84905928110674e-26,7.43625281936268e-23
"12","Fat3",1.43722788556972,9.47444052540582,105.956227841752,2.22195803617762e-24,3.12351750935669e-21
"13","Gabbr2",1.27109100563875,9.59542461802982,102.906926667981,9.75112927554405e-24,1.26532153653194e-20
"14","Hspa8",1.14325903949558,9.98738169516552,102.561552635563,1.15308988798844e-23,1.37704578158089e-20
"15","Adam23",1.17234304141601,9.77672924576447,102.437818868434,1.22447606400577e-23,1.37704578158089e-20
"17","Gm42418",1.03914303003189,12.5768138817092,95.8886841913009,2.95721928129529e-22,2.93443129742178e-19
"18","Atp2b2",0.827778360351093,10.4782295371916,90.719109629037,3.67756126462908e-21,3.44648783183488e-18
"19","Nectin3",1.32967610504495,9.44051041244916,90.3472972214655,4.40959492587381e-21,3.91502404234554e-18
"21","Rtn1",0.741271093470327,10.6562432768354,88.0033344516938,1.38593686256794e-20,1.11330328260279e-17
"22","Junb",1.46401680960329,9.43179772752675,87.6422187025281,1.65354802406096e-20,1.26789552808565e-17
"24","Dusp3",1.13628112004542,9.62337315426002,81.2548376473515,3.77503561363421e-19,2.65337815693315e-16
"25","Gapdh",0.966326928684152,10.094714948613,78.6298064588019,1.36938225007512e-18,9.2400436706069e-16
"26","Atp6v0c",1.01717204436088,9.87754054172239,78.3310752205565,1.58583191297559e-18,1.02889994384559e-15
"27","Nr4a1",1.34782741524465,9.36353022368523,86.7364730448175,4.83691928603345e-18,3.02199968281845e-15
"28","Egr1",1.24383854294402,9.47959023052301,74.6359978457278,9.75936464833824e-18,5.87966865188635e-15
"29","Ywhag",0.892277797162578,9.97021476134239,74.3129308124693,1.14418057813969e-17,6.65558005953052e-15
"30","Hmgcr",1.27363068082782,9.37652484390337,85.4397546300199,1.20100223817464e-17,6.75323558525599e-15
"31","Pdp1",1.1373996662379,9.54043478402723,73.9851795713541,1.34456431747348e-17,7.31659853918069e-15
"32","Hsp90ab1",0.833603775673084,10.2590304845992,73.1993758942331,1.98002604790389e-17,1.04378310631534e-14
"34","Chgb",1.07058594038973,9.86531012402469,71.9047663565108,3.74763316613099e-17,1.8593771729254e-14
"35","Cpne9",1.14070803491866,9.51705492852589,69.7042487485419,1.10967777029131e-16,5.34832980201259e-14
"36","Vgf",1.22914263645869,9.38224016152967,75.0247651082014,1.79471107486351e-16,8.40971697829791e-14
"38","Mettl7a1",1.13447363628697,9.43143478936442,68.1937206111744,4.52789527429069e-16,2.00537673788108e-13
"39","Olfm1",0.766240751631695,10.3003184352998,66.8099747749915,4.63629692200855e-16,2.00537673788108e-13
"41","Syt11",0.850803259928256,9.97639714654908,66.2359558153233,6.15818958956605e-16,2.53371951674121e-13
"42","Slc25a25",1.13846447559853,9.41736487395926,71.5586984521183,6.89303181405047e-16,2.76853699217184e-13
"44","Itm2c",0.97384564345185,9.72669292425111,64.9056791221308,1.18937075952078e-15,4.55988530508092e-13
"45","Ndfip2",0.938499512445218,9.73382466294704,63.6466758101024,2.21858210523873e-15,8.31672478517157e-13
"47","Hsp90aa1",0.921024410160171,9.83732967587325,61.5747661980497,6.19595939043161e-15,2.22382210547214e-12
"49","Mical2",-0.847276543512357,9.99370489176594,60.0679468920573,1.30873725119719e-14,4.44567216302647e-12
"50","Atp2b1",0.555394295413105,11.1703381226335,60.0541928818199,1.31770471368382e-14,4.44567216302647e-12
"51","Calm1",0.650580965319397,10.6458018688224,59.2501700374421,1.96438450853394e-14,6.49749064205079e-12
"54","Cyfip2",0.733544966961578,10.202171583504,57.7795237784729,4.07983180649762e-14,1.27449412488534e-11
"55","Ldhb",1.02451650032032,9.52134748836747,56.7600755723808,6.77412941389958e-14,2.07768707423767e-11
