"","X","logFC","logCPM","F","PValue","FDR"
"1","Arc",2.9479070016433,9.65557128888537,229.765890444185,7.70720740431661e-40,1.25496458164487e-35
"2","Cck",1.68543223666436,10.2428417782671,92.719582538065,2.81184708472218e-21,2.28926530402657e-17
"5","AC149090.1",1.11076846993203,10.7583457132415,62.414508893476,5.68908302457945e-15,1.85270677778454e-11
"6","Atp6v0c",1.33891753630097,10.0915163827043,59.4190528282316,2.44111815391897e-14,6.53087836427839e-11
"7","Cx3cl1",1.25395643098338,10.1625247962719,59.1318362179489,2.80759986181592e-14,6.53087836427839e-11
"10","Rhobtb2",1.30062177084608,9.80126023205909,45.0854316200198,2.76001122146288e-11,4.23847222585129e-08
"12","Hsp90ab1",0.984855035395147,10.4851150532408,43.2231207639998,6.93625614226421e-11,9.41192156370734e-08
"17","Nptn",0.864652487606495,10.4006357010895,35.5437495765446,3.17133221994029e-09,3.03757661984046e-06
"18","Hspa8",0.994454541047337,10.235530257341,34.9085431829826,4.35836807544576e-09,3.94262818736019e-06
"20","Rtn1",0.748889638423203,10.9126224018689,34.4737668817639,5.41887096248873e-09,4.4117737941102e-06
"21","Akap6",0.900251287695304,10.3338239898193,34.203086353995,6.20619053203204e-09,4.81216192538465e-06
"22","Stmn3",1.04520883497301,9.99916742014293,32.5966925951066,1.38982552829094e-08,1.02866041259825e-05
"25","Clstn1",0.933169107075713,10.1334889414797,30.9628967885194,3.16196480605039e-08,1.98513511465824e-05
"32","Atp2b2",0.766237081814143,10.6985856744166,30.0625228984648,4.9784825542554e-08,2.53276184520389e-05
"34","Dusp3",0.966305860569887,9.92100417730977,29.8830676937958,5.45035185013383e-08,2.61023762281556e-05
"37","Tacc1",0.904219921131847,10.0868501273938,28.633183387457,1.02487444919916e-07,4.51027855575945e-05
"39","Gnas",0.929185128341272,10.0585381284546,28.1231372379375,1.32664870668554e-07,5.53892843357964e-05
"41","Dnm1",0.826212425583144,10.3139369385765,26.9015254476906,2.46396588670704e-07,9.78555037396358e-05
"43","Ywhag",0.791889543471601,10.2186254609755,26.0481949299886,3.80033636132538e-07,0.0001439090162127
"49","Cry2",0.855187882601609,10.0009520236496,24.9635258357035,6.59911482193678e-07,0.00021929262580734
"51","Gapdh",0.787760174253924,10.3182122074006,24.8622076172969,6.94863655547552e-07,0.000221852253005506
"53","Gabra1",0.78454409518102,10.2533509267526,24.7716850084115,7.27661289023258e-07,0.000223556769229542
"54","Cyfip2",0.762355786603152,10.39710278451,24.4384292394671,8.62383868434736e-07,0.000260040676476348
"71","Rtn3",0.642667211349567,10.4799871710644,22.1146321618755,2.82889806112275e-06,0.000648773903229037
"78","Slc39a10",0.810299830504529,10.0933687898997,21.517819214794,3.84212284044181e-06,0.000802067771934795
"82","Itm2b",0.729671738912603,10.2531530109391,20.9115330532785,5.24612833184452e-06,0.00104174033691981
"90","Fat3",0.892268202239233,9.90291370599302,20.0130008410962,8.33112641588384e-06,0.00150728590477596
"101","Syp",0.771959527342995,10.0370670144962,19.2609421728671,1.22802174405858e-05,0.00197978990678276
"104","Pde10a",0.771168005150228,10.0123223043167,19.0959720205011,1.33726328252392e-05,0.00209371711820548
"112","Frrs1l",0.734284233936652,10.0837988181238,18.4645356780831,1.85373014400864e-05,0.00269502570847257
"128","Dst",0.614754656176178,10.4114477744753,17.5765476668314,2.93745374215668e-05,0.00372842536952578
