"","X","logFC","logCPM","F","PValue","FDR"
"1","Sst",2.76009626683211,11.3204919765577,133.032818961565,3.67875649929691e-29,5.95149226456255e-25
"4","Npy",2.10721958234104,10.2441776427063,62.9356191787498,5.15088842463067e-15,2.08327682334187e-11
"12","Zbtb20",-1.84612179434052,10.1765072686371,41.7812280339926,1.52094464639496e-10,2.05048687411481e-07
"19","Hspa5",1.20614032808886,10.0608942044222,35.7816152925764,2.96658211352113e-09,2.52596660171288e-06
"21","Mgat4c",1.46468791738249,10.4299973574284,35.0501323424651,4.26920126295148e-09,3.28891133485852e-06
"31","Atp6v0c",1.03647670240229,10.3210017164972,32.5279182679723,1.50273721140002e-08,7.84234922775144e-06
"32","Clstn3",1.13853539204204,10.1243275879199,32.447113845152,1.56469696840184e-08,7.91052111087657e-06
"51","Hsp90b1",1.03039824792354,10.169703386366,28.0918789037017,1.39292613118382e-07,4.3500253113462e-05
"58","AC149090.1",0.890506751480243,10.7416033586451,26.9140141530663,2.52384203888793e-07,7.03977870778086e-05
"59","Rtn3",0.839868715933365,10.6353825506162,26.5987346905906,2.95979440683285e-07,8.11585659554947e-05
"65","Chl1",1.0393693827489,10.2085414020559,24.8520603010037,7.16918251192249e-07,0.000178435437965972
"83","Peg3",0.784688935745584,11.2097919989305,21.5409395811228,3.87302619413937e-06,0.000754913467093815
"100","Reln",1.09156585657413,10.2939206598861,20.6205023374652,6.20574433856069e-06,0.00100396531909235
"114","Slc6a1",0.900375452073958,10.2354570450473,18.538821981737,1.81070451136188e-05,0.00256961206884321
"116","Rsrp1",0.539540320072573,11.3447577032479,18.1794395848495,2.17990733006465e-05,0.0030402190332574
"132","Ntm",0.756893716682074,10.5471965298951,17.0539502517372,3.90352314780051e-05,0.00474080655226529
"281","Nrxn3",0.61464285772259,10.8624285525887,12.079686874178,0.00052927789674337,0.03047209186304
