"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0003674","molecular_function",6872,2,2,"1"
"2","GO:0000010","trans-hexaprenyltranstransferase activity",2,0,0,"1"
"3","GO:0000014","single-stranded DNA endodeoxyribonuclease activity",3,0,0,"1"
