"","GO.ID","Term","Annotated","Significant","Expected","Fisher"
"1","GO:0045340","mercury ion binding",3,1,0,"0.0026"
"2","GO:0050291","sphingosine N-acyltransferase activity",5,1,0,"0.0043"
"3","GO:0016504","peptidase activator activity",16,1,0.01,"0.0139"
